label,ltable_authors,ltable_booktitle,ltable_date,ltable_editor,ltable_address,ltable_institution,ltable_journal,ltable_month,ltable_note,ltable_pages,ltable_publisher,ltable_tech,ltable_title,ltable_category,ltable_volume,ltable_year,rtable_authors,rtable_booktitle,rtable_date,rtable_editor,rtable_address,rtable_institution,rtable_journal,rtable_month,rtable_note,rtable_pages,rtable_publisher,rtable_tech,rtable_title,rtable_category,rtable_volume,rtable_year,id
1,"Fahlman, S., and Lebiere, C.",In Advances in Neural Information Processing Systems,(1989).,,"Denver,",,,,,524-532.,CO.,,The cascade-correlation learning architecture.,,"2,",,Scott E. Fahlman and Christian Lebiere.,"In [22],",1990.,,,,,,38 REFERENCES,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,0@307#1@367
1,"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,Scott E. Fahlman and Christian Lebiere.,"In [22],",1990.,,,,,,38 REFERENCES,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,0@251#1@367
1,S.E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",,"Touretzky, editor,","San Mateo, 1990.",,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learn-ing architecture. In D.S.,,"volume 2,",,Scott E. Fahlman and Christian Lebiere.,"In [22],",1990.,,,,,,38 REFERENCES,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,0@320#1@367
0,"Utgoff, P.E.",,,"In J.G.  Carbonell, R.S.",,,,,,,,,Shift of bias for inductive concept learning.,,,(1986).,Scott E. Fahlman and Christian Lebiere.,"In [22],",1990.,,,,,,38 REFERENCES,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,0@1556#1@367
1,"Fahlman, S. E., & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky, D. S. (Ed.),","San Mateo, CA.",,,,,pp. 524-532.,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,"2,",,Scott E. Fahlman and Christian Lebiere.,"In [22],",1990.,,,,,,38 REFERENCES,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,0@285#1@367
0,"Clouse, J. A. & Utgoff, P. E.",In Proceedings of the Ninth International Conference on Machine Learning.,,"edited by P. Ed. D. Sleeman, & P. Edwards.",,,,,,92-101.,"Morgan Kaufmann,",,A Teaching Method for Reinforcement Learning.,,,(1992).,Scott E. Fahlman and Christian Lebiere.,"In [22],",1990.,,,,,,38 REFERENCES,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,0@1261#1@367
1,"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,2.,,Scott E. Fahlman and Christian Lebiere.,"In [22],",1990.,,,,,,38 REFERENCES,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,0@284#1@367
1,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,",,,,,,,"Morgan Kaufmann,",,The cascade-correlation architecture.,,2.,,Scott E. Fahlman and Christian Lebiere.,"In [22],",1990.,,,,,,38 REFERENCES,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,0@325#1@367
1,"S. E. Fahlmann, C. Lebiere:",Advances in Neural Information Processing Systems,1990,,"San Mateo,",,,,,,"Morgan Kaufmann,",,"The Cascade-Correlation Learning Architecture,",,"2,",,Scott E. Fahlman and Christian Lebiere.,"In [22],",1990.,,,,,,38 REFERENCES,"pages 524-532,",,,The Cascade-Correlation learning architecture.,,,,0@324#1@367
1,"S. Fahlman and C. Lebiere,",in Advances in Neural Information Processing Systems,1990.,"(D. Touretzky, ed.),",,,,,"(San Mateo),","pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"vol.2,",,"Fahlman, S.E. and Lebiere C.","In Advances in Neural Information Processing Systems II (Denver 1989),","(1990),","ed. D.S. Touretzky,",San Mateo:,,,,,524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,,,0@327#1@342
1,"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlman, S.E. and Lebiere C.","In Advances in Neural Information Processing Systems II (Denver 1989),","(1990),","ed. D.S. Touretzky,",San Mateo:,,,,,524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,,,0@252#1@342
1,"Fahlman, S., & Lebiere, C.","Advances in Neural Information Processing Systems,",(1989).,"In Touret-zky, D. (Ed.),","San Mateo, CA.",,,,,"pp. 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"Vol. 2,",,"Fahlman, S.E. and Lebiere C.","In Advances in Neural Information Processing Systems II (Denver 1989),","(1990),","ed. D.S. Touretzky,",San Mateo:,,,,,524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,,,0@303#1@342
1,S. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. Touretzky, editor,",,,,,,,"Morgan Kaufmann,",,The Cascade-Correlation learning architecture.,,volume2.,,"Fahlman, S.E. and Lebiere C.","In Advances in Neural Information Processing Systems II (Denver 1989),","(1990),","ed. D.S. Touretzky,",San Mateo:,,,,,524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,,,0@318#1@342
1,S.E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",,"Touretzky, editor,","San Mateo, 1990.",,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture. In D.S.,,"volume 2,",,"Fahlman, S.E. and Lebiere C.","In Advances in Neural Information Processing Systems II (Denver 1989),","(1990),","ed. D.S. Touretzky,",San Mateo:,,,,,524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,,,0@321#1@342
1,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,(1990),"In D. S. Touretzky, (ed.),",,,,,,pages 524-532.,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"volume2,",,"Fahlman, S.E. and Lebiere C.","In Advances in Neural Information Processing Systems II (Denver 1989),","(1990),","ed. D.S. Touretzky,",San Mateo:,,,,,524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,,,0@313#1@342
0,"Connell, M. E., & Utgoff, P. E.",In Proceedings of the Sixth National Conference on Artificial Intelligence,,,"Seattle, WA:",,,,,(pp. 456-460).,Morgan Kaufmann.,,Learning to control a dynamic physical system.,,,(1987).,"Fahlman, S.E. and Lebiere C.","In Advances in Neural Information Processing Systems II (Denver 1989),","(1990),","ed. D.S. Touretzky,",San Mateo:,,,,,524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,,,0@1282#1@342
1,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,ed. D.S. Touretsky.,,,,,,"524-532,",,,The cascade-correlation learning architecture.,,"2,",,"Fahlman, S.E. and Lebiere C.","In Advances in Neural Information Processing Systems II (Denver 1989),","(1990),","ed. D.S. Touretzky,",San Mateo:,,,,,524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,,,0@332#1@342
0,"Utgoff, P. E.",Machine Learning,,,,,,,,161-186.,,,Incremental induction of decision trees.,,4,1989.,"Fahlman, S.E. and Lebiere C.","In Advances in Neural Information Processing Systems II (Denver 1989),","(1990),","ed. D.S. Touretzky,",San Mateo:,,,,,524-532.,Morgan Kaufmann.,,The Cascade-Correlation Learning Architecture.,,,,0@1655#1@342
0,"S. Fahlman and C. Lebiere,",in Advances in Neural Information Processing Systems,1990.,"(D. Touretzky, ed.),",,,,,"(San Mateo),","pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"vol.2,",,J. Knoop and B. Steffen.,"Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science",1992.,"In U. Kastens and P. Pfahler, editors,",,,,,,pages 125-140.,"Springer Verlag,",,The interprocedural coincidence theorem.,,"Vol. 641,",,0@327#1@448
0,"D. Kibler and D.W. Aha,","Proceedings of the Fourth International Workshop on Machine Learning,",,,"Irvine, CA:",,,,,24-30.,"Morgan Kaufmann,",,Learning representative examples of concepts: an initial case study.,,,,J. Knoop and B. Steffen.,"Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science",1992.,"In U. Kastens and P. Pfahler, editors,",,,,,,pages 125-140.,"Springer Verlag,",,The interprocedural coincidence theorem.,,"Vol. 641,",,0@884#1@448
1,"Knoop, J. and Steffen, B.,","in Proceedings of the Fourth International Conference on Compiler Construction,",(1992).,U. Kastens and P. ed.,"New York, NY",,,,"Lecture Notes in Computer Science,",pp.  125-140,"Pfahler,Springer-Verlag,",,"The interprocedural coincidence theorem,",,"Vol. 641,",,J. Knoop and B. Steffen.,"Proceedings of the Fourth International Conference on Compiler Construction, Lecture Notes in Computer Science",1992.,"In U. Kastens and P. Pfahler, editors,",,,,,,pages 125-140.,"Springer Verlag,",,The interprocedural coincidence theorem.,,"Vol. 641,",,0@434#1@448
1,"S. Fahlman and C. Lebiere,",in Advances in Neural Information Processing Systems,1990.,"(D. Touretzky, ed.),",,,,,"(San Mateo),","pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"vol.2,",,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,","San Mateo, CA,",,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",,0@327#1@352
1,"S. E. Fahlman and C. Lebiere,","In Advances in Neural Information Processing Systems,","(1989),",,"Denver, CO",,,,,524-532.,,,"The Cascade-Correlation Learning Architecture,",,"volume 2,",,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,","San Mateo, CA,",,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",,0@322#1@352
1,S.E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",,"Touretzky, editor,","San Mateo, 1990.",,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learn-ing architecture. In D.S.,,"volume 2,",,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,","San Mateo, CA,",,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",,0@320#1@352
1,"Fahlman, S. E. and Lebiere, C.",In Neural Information Processing Systems,1990.,"Touretzky, D. S. (ed).",,,,,,pp 524-532.,"Morgan-Kauffman,",,The Cascade Correlation Learning Architecture.,,2.,,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,","San Mateo, CA,",,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",,0@271#1@352
1,"Fahlman, S. & Lebiere, C.",Advances in Neural Information Processing Systems (volume 2).,(1989).,"In Touretzky, D., editor,","San Ma-teo, CA.",,,,,,"Morgan Kaufmann,",,The cascade-correlation learning architecture.,,,,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,","San Mateo, CA,",,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",,0@258#1@352
0,"Kibler, D., & Aha, D. W.",In Proceedings of the Fourth International Workshop on Machine Learning,,,"Irvine, CA:",,,,,(pp.24-30.,Morgan Kaufmann.,,Learning representative exemplars of concepts: An initial case study.,,,(1987).,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,","San Mateo, CA,",,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",,0@531#1@352
1,S.E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",,"Touretzky, editor,","San Mateo, 1990.",,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture. In D.S.,,"volume 2,",,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,","San Mateo, CA,",,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",,0@321#1@352
0,"Fahlman, S. and Lebiere, C.",,(1990).,,"Pittsburgh, PA 15213.","School of Computer Science, Carnegie-Mellon University,",,,,,,"CMU-CS-90-100,",The Cascade-Correlation Learning Architecture.,,,,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,","San Mateo, CA,",,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",,0@213#1@352
0,P.E. Utgoff.,,,,,"Department of CS, Univ. of Mass.,",,,,,,,"Constructive Function Approximation,",TR 97-4.,,,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,","San Mateo, CA,",,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",,0@1866#1@352
1,"S. E. Fahlmann, C. Lebiere:",Advances in Neural Information Processing Systems,1990,,"San Mateo,",,,,,,"Morgan Kaufmann,",,"The Cascade-Correlation Learning Architecture,",,"2,",,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,","San Mateo, CA,",,,,,"pages 524-532,","IEEE, Morgan Kaufmann.",,The cascade-correlation learning architecture.,,"2,",,0@324#1@352
1,"S. Fahlman and C. Lebiere,",in Advances in Neural Information Processing Systems,1990.,"(D. Touretzky, ed.),",,,,,"(San Mateo),","pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"vol.2,",,"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,,0@327#1@387
1,S.E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",1990.,"In D.S. Touretzky, editor,","San Mateo,",,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"volume 2,",,"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,,0@376#1@387
1,"Fahlman, S. and Lebiere C.",,(1991).,,,,,,,,,,The Cascade Correlation Learning Architecture.,,,,"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,,0@294#1@387
1,"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,,0@254#1@387
1,Scott E. Fahlman and Christian Lebiere.,"In [13],",1990.,,,,,,,"pages 524-532,",,,The Cascade-Correlation learning architec-ture.,,,,"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,,0@350#1@387
1,"Fahlman, S., & Lebiere, C.","Advances in Neural Information Processing Systems,",(1989).,"In Touret-zky, D. (Ed.),","San Mateo, CA.",,,,,"pp. 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"Vol. 2,",,"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,,0@302#1@387
1,S.E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",1990.,"In D. Touretzky, editor,","San Mateo,",,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,"volume 2,",,"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,,0@338#1@387
0,"D. W. Aha, D. Kibler, and M. K. Albert.",,,,,,"Machine Learning,",,,"37-66,",,,Instance-based learning algorithms.,,6(1),1991.,"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,,0@973#1@387
1,"Fahlman, Scott E.,",in Advances in Neural Information Processing Systems,(1990).,,,,,,,,Morgan Kaufman,,"The Cascade-Correlation Learning Architecture,",,"2,",,"Fahlman, S. E. & Lebiere, C.",Advances in Neural Information Processing Systems,(1990).,"In Touretzky (Ed.),",,,,,,,Morgan Kauffman.,,The cascade-correlation learning architecture.,,2.,,0@370#1@387
1,"S. Fahlman and C. Lebiere,",in Advances in Neural Information Processing Systems,1990.,"(D. Touretzky, ed.),",,,,,"(San Mateo),","pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"vol.2,",,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Structures,1990.,"In D. S. Touretsky, editor,","San Mateo, CA,",,,,,pages 524532.,"Morgan Kauf mann,",,The cascade-correlation architecture.,,"2,",,0@327#1@362
1,"Fahlman, S. E. & Lebiere, C.","`Advances in Neural Information Processing Systems',","(1990),","in D. Touretsky, ed.,",,,,,,,Morgan Kaufmann.,,"The cascade-correlation learning architecture,",,"Vol. 2,",,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Structures,1990.,"In D. S. Touretsky, editor,","San Mateo, CA,",,,,,pages 524532.,"Morgan Kauf mann,",,The cascade-correlation architecture.,,"2,",,0@265#1@362
1,"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Structures,1990.,"In D. S. Touretsky, editor,","San Mateo, CA,",,,,,pages 524532.,"Morgan Kauf mann,",,The cascade-correlation architecture.,,"2,",,0@252#1@362
1,S. E. Fahlman and C. Lebiere,"in NIPS 2,","(1990),","Editors D. Touretzky, M.","Denver, Colorado,",,,,,pp. 524-532.,"Kaufmann Publishers, Inc.,",,"The Cascade-Correlation Learning Architecture,",,,,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Structures,1990.,"In D. S. Touretsky, editor,","San Mateo, CA,",,,,,pages 524532.,"Morgan Kauf mann,",,The cascade-correlation architecture.,,"2,",,0@348#1@362
0,"Kibler, D. Aha, D. W. & Albert, M.",,,,,,"Computational Intelligence,",,,51-57,,,Instance-based prediction of real-valued attributes.,,"5,",(1989).,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Structures,1990.,"In D. S. Touretsky, editor,","San Mateo, CA,",,,,,pages 524532.,"Morgan Kauf mann,",,The cascade-correlation architecture.,,"2,",,0@784#1@362
1,"Fahlman, S. & Lebiere, C.","Advances in Neural Information Processing Systems (volume 2),",(1989).,"In Touretzky, D., editor,","San Mateo, CA.",,,,,"(pp. 524-532),",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Structures,1990.,"In D. S. Touretsky, editor,","San Mateo, CA,",,,,,pages 524532.,"Morgan Kauf mann,",,The cascade-correlation architecture.,,"2,",,0@253#1@362
1,"S. Fahlman and C. Libiere,",Advances in Neural Information Processing Systems,,"in D. Touretzky (ed.),","San Mateo, CA)",,,,,P.524-532.,"(Morgan Kaufman,",,"The Cascade Correlation Architecture,",,2,,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Structures,1990.,"In D. S. Touretsky, editor,","San Mateo, CA,",,,,,pages 524532.,"Morgan Kauf mann,",,The cascade-correlation architecture.,,"2,",,0@337#1@362
1,"Fahlman, S. E., & Lebiere, C.",In Advances in Neural Information Processing Systems,(1990).,D. S. Touretzky (Ed.),"San Mateo, CA:",,,,,,Morgan Kaufmann.,,The cascade-correlation learning architecture.,,Vol. 2).,,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Structures,1990.,"In D. S. Touretsky, editor,","San Mateo, CA,",,,,,pages 524532.,"Morgan Kauf mann,",,The cascade-correlation architecture.,,"2,",,0@283#1@362
1,S. E. Fahlman and C. Lebiere.,"Advances in Neural Information Processing Systems,",1990.,"In D. S. Touretsky, editor,","San Mateo, CA,",,,,,"pages 524-532,",Morgan Kaufmann.,,The cascade-correlation learning architecture.,,,,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Structures,1990.,"In D. S. Touretsky, editor,","San Mateo, CA,",,,,,pages 524532.,"Morgan Kauf mann,",,The cascade-correlation architecture.,,"2,",,0@334#1@362
1,S.E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Systems,1990.,"In D. S. Touretzky, editor,",,,,,,,"Morgen Kaufmann,",,The cascade-correlation learning architecture.,,2.,,S. E. Fahlman and C. Lebiere.,Advances in Neural Information Processing Structures,1990.,"In D. S. Touretsky, editor,","San Mateo, CA,",,,,,pages 524532.,"Morgan Kauf mann,",,The cascade-correlation architecture.,,"2,",,0@358#1@362
1,"S. Fahlman and C. Lebiere,",in Advances in Neural Information Processing Systems,1990.,"(D. Touretzky, ed.),",,,,,"(San Mateo),","pp. 524-532,","Morgan Kaufmann,",,"The cascade-correlation learning architecture,",,"vol.2,",,"S. Fahlman and C. Libiere,",Advances in Neural Information Processing Systems,,"in D. Touretzky (ed.),","San Mateo, CA)",,,,,P.524-532.,"(Morgan Kaufman,",,"The Cascade Correlation Architecture,",,2,,0@327#1@337
