name,description,price,SampleID
9336,904,7428,7780
2372,1343,1822,9265
2372,5498,7428,9088
2372,5373,1770,9396
9518,4604,9052,9292
5532,4881,5443,8262
4235,1354,1370,8709
1646,2677,9052,8036
7336,5122,7626,9187
1646,1838,9052,9066
2372,4935,7428,9025
1214,1214,5531,8410
7631,8627,7428,8741
7352,5250,1822,8399
377,4845,2662,8847
2372,4414,5428,8777
8112,8898,1822,8751
2372,2677,5582,8862
7657,3561,7626,9137
7577,5250,7428,8909
7140,5452,9052,9287
2549,6104,1822,7756
7413,5498,7428,8562
4816,2677,7428,8633
2005,904,7428,7838
5715,5296,5296,9379
5804,5505,5251,9504
2549,5426,7626,9098
8641,8627,7428,8628
7080,5250,5582,9286
9557,7970,7626,8004
1646,6830,5547,8277
8112,6104,7626,8135
6104,6104,7428,7737
7577,8408,1822,8485
7631,5122,5582,9418
8627,2,7428,9273
5686,5160,5241,9425
8112,6275,951,7711
7341,5122,8544,8891
8413,7160,1822,8575
2372,5557,7428,7867
8187,3404,5428,8487
8315,7292,9052,9253
8112,3404,7428,7848
2372,5498,5428,9572
2372,5251,7428,8620
6104,6104,7428,8647
5209,5209,7626,9281
5804,5498,7428,8155
9361,4552,2860,9233
1646,8843,7428,8976
8112,3210,7428,9020
5498,5604,9052,9051
6503,2677,5547,9388
9557,8627,5428,8736
9512,5484,1822,8693
8750,6275,1822,7884
8750,9306,9052,9308
7580,5531,9052,9230
5209,7577,9052,9279
9205,6536,7626,8541
2549,8627,9052,9226
2372,5498,9052,8728
1646,5498,7626,8721
1484,2677,7428,8034
9518,6562,9052,8553
6104,3404,7428,7850
9557,5505,7428,9317
8221,6104,6830,8186
5804,2860,2662,8845
8112,951,7626,8013
6507,5498,7428,8630
5804,3404,7428,8149
8187,3670,1822,7919
2372,8408,7428,8273
6104,2586,2586,8246
6503,9003,7428,8975
5804,5498,7428,8066
5804,4935,1822,8849
5804,4689,7428,8511
9157,6104,1822,8280
5804,8898,7626,9131
7628,7131,9052,8311
8112,8627,7428,8571
8112,8898,1822,8682
8750,5251,7559,9476
8627,5250,1822,8089
2549,4945,7428,9434
9099,6747,5428,9427
5498,4377,9052,8552
8112,462,9052,8123
8112,6182,9052,9004
2372,1136,5561,9364
8306,5116,9052,7667
5804,4935,2662,8844
7589,6747,7428,8939
5804,5498,7428,8084
6507,4826,7626,8400
8112,5336,9052,8018
8814,4409,2860,9505
2372,5498,7428,9032
5804,868,7428,8509
6503,2677,7428,8866
2549,7970,7626,7863
8627,5250,1822,8095
2549,6468,7626,8124
8627,4689,7428,8063
8037,7053,3124,8161
7413,5498,7428,9356
2372,2677,9432,8369
2549,5771,7428,7928
7578,5250,7626,9105
8112,6104,7626,8138
8804,2485,7626,7796
6975,5236,5547,9406
9009,2372,7457,8105
6787,3723,9052,8781
2549,5122,7428,9372
2549,224,1822,7869
548,1716,7626,8761
2372,5122,5266,9297
7336,5250,5251,8961
5804,5996,7428,8226
8814,5122,1822,8705
9336,3404,4459,8605
7578,5667,9052,9107
2372,5498,7428,8525
7409,5604,5600,9454
2372,5225,7428,9315
3435,3435,7626,9541
7589,6182,5582,7689
8306,5116,9052,7666
9144,4452,4444,9263
2372,4689,1822,8716
8351,5505,5428,9164
1339,1334,1334,9408
7341,7400,9052,8231
7080,4009,4627,8395
8112,7149,7626,8816
9512,5498,7428,8524
5804,6104,7428,8657
7131,1912,7626,8945
2549,6104,1822,7755
8112,6275,1339,7701
2372,4405,9052,7801
7628,5667,5257,7677
4986,5250,1822,8429
7896,6468,5452,8200
2372,6275,7428,7992
9245,8921,7626,8922
2372,5498,7428,8067
2372,5498,5428,8947
9336,5250,9052,9326
5251,9306,9052,9305
9336,3787,7428,8663
8351,4870,7626,8354
7589,6275,7428,7955
2549,2975,7626,8595
2372,5498,7626,8456
7577,8408,7428,7774
9064,3984,3458,8677
8896,1704,4287,8192
7080,5505,5428,9217
7462,5505,9373,9472
7589,3785,5676,9040
9518,5250,7414,9251
7577,8408,4106,7766
7341,6104,7626,8250
8804,2975,9052,8342
7336,2762,1822,8363
5487,5712,5712,9398
2549,6830,7428,8671
8112,6275,9052,7709
2372,4952,9052,7860
2372,216,7626,7905
8112,8898,1822,8755
8112,6275,9052,7708
8112,1343,1822,8876
6167,5505,7626,8580
9099,5426,7626,9132
9245,4414,5428,8775
2549,6104,7428,9070
1808,8838,7428,8328
9336,3364,2860,8411
2372,3435,5582,9268
8112,2975,1822,8267
2372,5300,7428,8007
8898,1770,1770,9294
5804,3404,7428,8222
8750,1678,7428,8570
5804,5498,7428,9220
2372,5498,7428,8942
8112,4376,7428,7873
9557,5498,5531,7856
2549,6104,1822,8599
2372,5498,5428,7981
1646,6930,7626,9173
7577,4281,7626,9045
6503,8169,7626,7671
8112,6830,7428,8203
133,1884,5531,7984
2549,6104,7626,7836
1646,5095,5547,8438
8750,2975,7428,7815
6444,1704,7428,7927
8221,6104,7428,8130
4816,2677,7428,8853
8112,462,1822,7662
5970,6104,7428,8405
2372,2860,5531,8024
8468,2829,7428,7679
7571,3723,5582,8776
7577,5250,1339,9047
2549,3305,1822,8977
9518,5667,5062,9024
7555,7555,7626,9413
5156,5452,9052,8711
4816,8537,7428,8536
2372,4016,7626,8987
2372,4376,7428,8521
2372,2077,7428,8252
5251,7457,7428,9166
5970,7899,7626,7880
2549,826,5531,8402
7578,5250,1822,8564
8112,6182,9052,7713
9205,4650,5266,8390
5498,5498,5428,7857
2372,5225,7428,9014
7336,5136,5428,9019
4478,1171,4478,7673
2372,5498,7428,9201
7589,224,7428,7704
7573,3670,7428,8254
8750,2860,7428,9100
2372,6830,7428,8715
2372,5498,7428,7983
8750,548,1822,9289
6507,8627,7428,8629
8187,5498,7428,7978
2372,3404,1822,8269
1808,2224,7626,8195
5804,3338,7428,8513
5327,2,1770,9241
2372,1141,7428,8954
2549,418,7428,7991
9566,6104,9052,7791
8627,2677,9052,9168
2372,4365,9432,9272
7445,7547,7547,9508
8750,6104,7626,8140
8468,2975,7626,8335
5804,868,5428,8505
2549,2485,7428,8737
2372,5498,7428,8958
8112,4016,7626,9353
2549,6104,7428,8407
5804,2461,5531,8298
7577,5250,9052,8769
1808,4689,1822,8172
6167,5505,7428,9122
4647,5646,575,9115
5327,5604,7626,9275
7578,5122,7626,9574
7571,3670,7626,8793
2586,3458,7428,9438
2372,5498,7428,8098
5498,5688,5428,8266
4994,5780,2512,8673
6507,2904,7626,8093
5804,7131,7626,8309
8187,478,2860,7972
2372,5498,7428,9195
9064,462,3393,9054
9455,9570,3086,7944
2028,462,2053,7810
8804,2586,7626,7827
6259,3822,7626,9313
7635,5250,1678,8175
8187,168,7428,8361
8351,4878,5251,9494
9458,5250,7428,8965
2549,5137,5428,7974
1484,2677,1822,8889
9099,5498,7428,7942
7336,575,9052,9106
7580,9306,7626,9307
7631,5122,5505,8817
8351,5505,7428,8788
8351,6361,7428,8261
8627,6930,7428,8375
5251,2904,7428,8184
5804,2446,7626,8831
2372,216,1822,8389
7589,5498,7626,8946
5804,3338,5531,8053
2549,6104,1822,7757
2372,7899,7626,7903
8112,1032,7428,8927
8804,6830,7428,8802
2586,5250,7428,7674
9557,5250,5628,8617
2372,5250,5547,9042
5804,5250,5428,9222
8112,4689,7428,8530
7589,6275,9052,8382
8804,6085,7626,7828
5804,6588,7428,8610
7578,5250,7428,9109
8898,5250,5217,9063
90,5426,7626,9130
8112,9491,1822,8897
8112,224,1822,7706
1646,168,5547,8466
5804,5498,7428,8368
2372,5498,5547,8446
1808,5250,7428,8414
8351,5487,1822,8255
7555,5369,7626,9411
2372,5251,7428,8622
2372,826,7428,8645
4986,5250,200,9127
9531,8169,5505,9537
9512,8898,1822,8699
8112,868,7428,8286
2372,2053,7428,8799
8112,5250,7428,8624
7631,9573,5531,8918
8112,1136,5498,9365
5804,8898,7428,8305
8627,5452,7626,8094
2549,6104,7428,8403
2549,5251,5257,9550
8627,5498,9052,9478
8112,6182,7428,8348
9512,2904,8544,8182
2372,2904,7626,7802
5804,4689,7428,8164
7613,8898,8708,9565
7571,6361,9052,9556
8112,6361,7428,8840
8750,5250,7428,8688
2372,7845,7428,7805
2549,8169,9052,9442
2372,2677,8544,8841
2372,5557,7428,9456
2005,462,7428,8240
2372,4377,7428,9011
8804,7466,7626,8635
7630,5250,5712,9120
6167,3759,9052,7923
7628,5373,5676,8916
1646,2,9052,7669
2549,5498,7428,9017
8187,6104,7428,7842
8112,5250,7428,8115
2372,5250,1822,8886
2549,8884,7428,8885
7608,4076,5257,9161
1214,5771,5631,7929
2372,4376,1822,7870
7608,3532,9432,9548
8221,5771,7626,8191
2586,904,7626,7831
4986,5250,200,9125
9557,5136,7428,9018
6507,6259,7428,7968
2549,3404,7428,7846
2586,6221,1822,7724
5804,5426,7626,9128
7589,462,7428,9380
1808,5606,7517,9155
2586,6830,1822,7759
7292,5498,1822,8967
9512,7149,5428,8704
2372,4376,7428,8500
2549,4935,7428,8870
4986,5448,1822,8428
5804,6221,1822,8223
7577,8921,8344,9328
8750,8898,1822,8684
2372,5498,7428,8451
8418,5531,7428,9071
8627,5498,7428,8060
9523,5996,7626,8493
4627,8603,4627,8602
8112,4376,7428,8950
5804,8898,7626,9390
6507,2677,7428,8035
2549,6275,5531,7697
2549,2975,7428,7851
9557,5250,7428,9501
2372,5250,5428,8640
7578,5505,9373,9474
7573,4489,5547,9185
8112,4376,7428,9428
5498,5705,5266,8393
5804,5250,1339,8792
9129,5426,9052,9206
2372,4266,7428,8905
1646,418,7626,7957
9557,3458,5531,8738
5804,6747,7428,8052
5804,5498,7428,8747
2549,6104,7428,7733
8112,462,7428,7720
7631,5498,5257,9545
8468,2677,7428,8439
7571,5498,7428,8099
2372,4376,1822,7898
2372,5505,9052,9352
8418,7934,1822,9471
7630,5505,3346,8567
5804,2975,1822,8144
8112,4376,7428,7868
8750,5250,7428,9028
8112,6104,1822,8129
7571,3670,7626,8790
8112,8529,5428,8532
7631,7451,7626,9440
5804,3404,7428,8486
2549,7725,1822,7721
5804,462,1822,7661
2372,5250,7428,8952
8112,5250,2312,9354
2549,6104,7428,7734
2549,6104,1822,7758
9205,4650,1770,8731
2372,6747,7428,8938
2738,5250,4965,9338
7631,6536,5257,9445
5804,8898,5428,9036
7577,5771,5676,9351
9205,5122,8666,9510
8351,5122,7428,9023
8919,5250,5547,9318
7578,4489,7428,8559
7334,224,1822,8719
7577,5498,7428,8457
6507,5033,7626,8969
6975,9455,7626,9342
2372,5498,7428,9087
7628,8898,5428,8760
7571,5498,5547,8081
9512,1931,1822,8695
1808,2586,7428,9082
9213,5671,5428,9529
8112,6104,7428,8132
8750,5300,7626,8827
5804,5426,9052,9207
7080,1484,2575,8278
8898,8898,1822,8899
8418,5505,7428,9320
5804,5498,2936,8943
9557,5498,1822,9483
5804,3404,7428,8151
8112,8898,1822,8752
8221,2586,7626,8214
2372,5498,7428,8061
2549,6104,7428,8216
2372,462,5428,8531
7578,5122,5712,9362
64,8898,9052,9240
9336,5250,7428,8996
2549,9306,7428,9012
7571,6104,2936,7660
8112,661,7626,7691
7571,3670,7626,8774
2549,5426,9052,9133
8468,3404,9052,8338
9084,5498,5531,9221
8112,5452,7428,8005
9157,4376,7428,8798
7896,4281,5251,9046
2372,6275,1770,7959
7334,2677,7428,8854
1646,2677,7626,8032
5804,5452,5251,8583
8351,2,9052,9219
115,8898,7626,8319
6104,6104,1822,7763
9245,5250,1822,8430
7589,3458,7626,8857
2372,5505,7626,8046
5804,6324,5531,8027
2372,2677,7428,8370
5804,2677,7428,8592
8814,3427,5692,9055
5804,5498,9052,9145
8750,3404,5428,8598
7630,7650,7626,9538
7231,5505,7626,7670
5209,5116,9052,9192
7231,5703,5257,9158
7571,4780,5217,9031
8750,6275,5498,8384
5804,8077,5547,8157
418,4029,8824,8819
6507,5033,9052,8925
2586,4376,5428,8880
8112,868,7428,8179
7631,4029,5081,9481
2549,6104,7626,8600
7336,9520,7626,8355
8351,2446,7428,8257
2372,5250,7428,8166
8112,1865,7428,8512
6682,5250,7517,9400
6030,6030,1263,8655
2549,6104,7428,7775
5804,868,7428,8508
5804,3404,7428,8270
7630,2677,7428,9563
8898,4410,5600,7951
9561,4423,9052,8419
2372,5498,7428,8447
7080,4016,1339,8039
7631,1343,5443,8263
2372,5111,7428,9437
8750,5250,7428,9448
8112,6104,7626,8137
4816,5250,7428,9235
8468,4490,9052,9359
7628,3964,7517,8913
9064,3065,7626,8189
7480,7480,7626,8101
7237,418,2472,7889
8112,951,7428,9065
6167,4365,8544,9457
8804,6830,7626,7830
2372,6275,1339,7877
5804,5250,7428,8167
5804,5498,7428,8748
7571,3723,5251,8778
8112,2908,5498,8681
2549,6221,7428,8613
7080,5327,8344,9447
2372,5250,7428,8114
8112,5250,7428,8017
2372,6275,7414,7904
8112,2677,7626,8019
7684,2485,7428,8800
5715,2472,2472,7892
1808,8627,9052,7948
7635,6182,7626,7881
2549,7131,7626,9211
7573,5250,4086,9341
1808,2512,7428,8206
8627,2829,7428,7680
7571,3647,7626,9177
2372,5336,9052,8028
5251,9518,5498,8043
8804,2586,7626,7826
8104,2,7626,9278
8112,3404,1822,8271
9144,9144,7626,9142
5209,7577,9052,9191
2549,5292,7626,8318
8641,2677,5547,9258
2549,5426,9052,9096
8112,1343,5547,9179
7341,7428,7626,8194
5804,6747,7428,8517
2372,5251,7428,9282
2549,7131,9052,9210
5327,5327,7626,8103
8112,5498,7428,8951
1646,2301,1822,9171
9213,4414,7626,8322
3359,4997,7626,9564
3253,462,3338,8501
9557,5250,3427,8639
5804,4414,5428,8791
90,8898,5428,8303
1646,6104,7428,8281
2586,6104,7428,7740
2372,2446,7626,8828
8112,5498,7428,9197
9531,9451,8539,9160
7589,5498,5531,8882
2549,5250,7626,8584
7589,6275,7626,8381
7312,5505,1770,9463
2549,5667,9052,8770
2549,6104,7428,7818
7571,5498,1822,7941
5804,8627,1822,8766
8896,2242,6929,8701
5251,6468,7626,8830
2549,6104,7428,7730
5804,5498,7428,9343
6834,3871,4945,9301
7577,3956,5428,8973
1808,2235,1822,8687
8351,5823,7428,9231
90,3949,7428,8745
7555,3896,9052,9215
9547,5122,5466,8618
5804,5250,5428,9224
2586,4627,5498,7844
4530,5116,7626,9078
2372,5936,5531,7770
5355,5996,7626,9000
5156,9348,5547,9467
4034,9420,5414,9419
6104,3984,3253,8297
2549,6104,7428,7742
6104,8171,5624,8170
7578,5250,7428,9108
8669,2677,1822,9366
7341,904,9052,7816
7631,6536,7428,8542
2372,6182,5582,7907
6503,8843,7626,7685
2372,6182,1339,7699
9518,2904,7517,9399
1484,1838,9052,9068
8112,868,7428,7716
2549,7369,1822,8863
6503,2,7626,7668
5970,7963,9052,7883
2372,6104,7428,8649
8154,6747,7626,9480
2549,6104,9052,8601
8468,2677,7428,8631
2372,2446,9052,8832
6503,2301,1822,8982
3561,3561,7626,9136
7577,4376,7428,9048
5156,2575,5676,9470
8112,6221,1822,8607
8112,1343,5547,9264
8112,6275,7626,7908
9557,8898,7626,9209
2372,6259,7428,7895
9573,1343,3338,8839
7413,5250,5428,8988
8750,5250,7428,9283
7631,5452,5251,9189
5804,5498,7626,9147
6507,2677,9052,8890
8750,1716,1822,9180
2372,3305,7428,8463
2745,4418,4414,7971
8804,6588,7626,8336
5804,868,7428,8159
2549,904,7428,7853
7341,5250,1770,8821
2372,4405,7626,7800
2372,5498,7428,7986
2005,2586,7428,7841
2372,5498,7428,8744
5086,6330,7428,8767
2549,9056,9432,8676
2586,2085,2586,8243
8315,6275,7626,8376
6167,5137,7428,9507
8919,4780,5428,9110
7631,5250,2312,8420
2372,4780,7428,9030
5804,8077,1822,8055
5804,2586,7626,8213
2372,2485,7428,7897
7334,7149,1339,8048
8641,5137,7428,8932
8112,5251,1822,8111
9336,5251,3487,9335
6104,5771,7428,7931
7577,5498,1339,8665
7227,5251,7428,7823
6167,5137,7428,8934
2372,6275,9052,8380
2549,6104,7428,8401
2372,1136,5582,8955
2372,5498,7428,7864
7589,6275,9052,7911
8112,8898,1822,8753
8112,9491,1770,8196
9064,3393,3393,9053
8112,4376,7428,8572
7589,224,9052,7866
5970,9450,7626,9138
8187,5236,5428,8772
2372,5498,5531,7985
8112,6104,6830,8136
2549,5250,7626,8706
2670,2820,2820,8865
8627,5498,7428,9193
7571,5498,1822,8096
1646,3561,7428,8442
2549,6104,7428,8218
2372,5373,1822,9383
5498,6536,7626,8729
9144,4973,7626,9540
2549,548,7626,9254
8112,3404,5428,7812
2372,5727,5369,9270
8221,8408,9052,8276
1808,868,9432,8662
9336,3364,2936,8332
7589,661,7626,7906
2372,4376,7428,8518
8351,7428,5251,9232
2372,5498,7428,8740
8112,9491,7428,8873
2372,5250,1822,8113
7491,5250,1339,9061
8627,5251,7626,8642
8750,5250,7428,8234
8112,462,7428,8497
2372,4414,1822,7918
2372,5738,7626,7804
2372,2053,5547,8797
9492,5289,5443,9534
2372,7899,9052,8346
2372,2677,9052,9234
2372,1141,5582,8861
7016,2586,7428,7790
7578,5101,1822,8619
2372,2485,9052,8294
8221,6104,7428,8131
1484,5505,1339,9059
8750,2662,7428,9027
2549,4347,5428,9405
7334,3561,7626,9008
1263,5059,5059,9500
6503,5250,5428,8038
8112,265,7626,8347
1646,2301,7428,9170
8351,2,9052,7675
8112,462,7626,8122
2372,5498,1770,8454
5804,8898,5428,8300
7080,6221,1822,8808
2372,462,7626,8556
9557,5111,5676,9439
7628,5452,5738,8910
8418,9518,5428,9516
7428,5731,7626,9462
8627,2677,9052,8812
7608,5604,7428,9162
2549,6104,7428,8672
8750,7149,1822,8926
8627,5498,7428,9300
7413,5137,7428,8540
5332,5688,5442,9038
8112,5498,7428,8085
8315,5426,7626,8756
2372,5498,7428,9266
7227,3364,7428,7824
6104,2975,7428,8614
9064,1417,3338,8208
2586,6104,7428,8574
5197,5197,7626,9276
7684,5250,7428,7997
8351,5505,5428,9163
8627,3759,7626,7921
2549,5426,7626,8317
9157,2904,7428,7998
8112,6275,5531,7953
6503,3305,7428,8978
4986,2904,5428,8995
1646,5498,7626,8723
9518,4650,1770,8392
2005,6830,7626,8235
2372,5250,9052,7996
8315,5426,7626,9134
2372,6275,9052,7710
7684,6324,6324,9026
2549,2662,1822,8864
5804,8077,7428,8516
5498,5498,5428,9092
1484,2053,7428,8796
9361,9178,9052,8911
9064,8408,5170,8404
4816,9492,7626,9079
9566,8468,5531,8467
2372,6275,7428,7696
9200,3595,7626,9296
2549,8641,7428,9248
9157,2975,9052,8341
2372,5498,9052,9029
2372,5452,9052,9085
8112,5250,7428,8015
1808,3404,7428,7783
2372,8169,7626,9441
2372,224,1339,7865
2549,5498,1822,9007
4816,2677,7428,8632
2549,2904,7626,8181
2372,429,1822,8714
2549,6221,7428,8612
1808,3787,7428,7933
8315,5285,5771,7925
2372,3305,9052,8462
1646,5250,9052,8091
