label,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,id
1,innovation in database management : computer science vs. engineering,kenneth r. jacobs,vldb,1997,innovation in database management : computer science vs. engineering,kenneth r. jacobs,very large data bases,1997,12213
1,db2 query parallelism : staging and implementation,yun wang,vldb,1995,db2 query parallelism : staging and implementation,yun wang,very large data bases,1995,6620
1,towards event-driven modelling for database design,"maguelonne teisseire , pascal poncelet , rosine cicchetti",vldb,1994,towards event-driven modelling for database design,"maguelonne teisseire , pascal poncelet , rosine cicchetti",very large data bases,1994,406
1,structured document storage and refined declarative and navigational access mechanisms in hyperstorm,"karl aberer , xiaoya yang , klemens böhm , erich j. neuhold",vldb j.,1997,structured document storage and refined declarative and navigational access mechanisms in hyperstorm,"klemens b &#246; hm , karl aberer , erich j. neuhold , xiaoya yang",the vldb journal -- the international journal on very large data bases,1997,5426
1,materialized view selection and maintenance using multi-query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",sigmod conference,2001,materialized view selection and maintenance using multi-query optimization,"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",international conference on management of data,2001,5937
1,domino : databases for moving objects tracking,"jutai zhou , ouri wolfson , sam chamberlain , a. prasad sistla , bo xu",sigmod conference,1999,domino : databases for moving objects tracking,"ouri wolfson , prasad sistla , bo xu , jutai zhou , sam chamberlain",international conference on management of data,1999,10759
1,sleepers and workaholics : caching strategies in mobile environments,"daniel barbará , tomasz imielinski",sigmod conference,1994,sleepers and workaholics : caching strategies in mobile environments,"daniel barbar &#225; , tomasz imieli &#324; ski",international conference on management of data,1994,1475
1,views in a large scale xml repository,"dan vodislav , sophie cluet , pierangelo veltri",vldb,2001,views in a large scale xml repository,"sophie cluet , pierangelo veltri , dan vodislav",very large data bases,2001,3912
1,book review column,karl aberer,sigmod record,2002,book review column,karl aberer,acm sigmod record,2002,4733
1,normalization in oodb design,byung suk lee,sigmod record,1995,normalization in oodb design,byung s. lee,acm sigmod record,1995,6793
1,quest : a project on database mining,"ramakrishnan srikant , balakrishna r. iyer , christos faloutsos , arun n. swami , h. miranda , sakti p. ghosh , a. mahboob , maurice a. w. houtsma , michael j. carey , tomasz imielinski , rakesh agrawal",sigmod conference,1994,quest : a project on database mining,"r. agrawal , m. carey , c. faloutsos , s. ghosh , m. houtsma , t. imieli &#324; ski , b. iyer , a. mahboob , h. miranda , r. srikant , a. swami",international conference on management of data,1994,11053
1,conceptual modeling and specification generation for b2b business process based on ebxml,hyoungdo kim,sigmod record,2002,conceptual modeling and specification generation for b2b business processes based on ebxml,hyoungdo kim,acm sigmod record,2002,5860
1,power efficient data gathering and aggregation in wireless sensor networks,"ibrahim korpeoglu , hüseyin özgür tan",sigmod record,2003,power efficient data gathering and aggregation in wireless sensor networks,"h &#252; seyin &#214; zg &#252; r tan , ibrahim k &#246; rpeo &#487; lu",acm sigmod record,2003,2996
1,computing complete answers to queries in the presence of limited access patterns,chen li,vldb j.,2003,computing complete answers to queries in the presence of limited access patterns,chen li,the vldb journal -- the international journal on very large data bases,2003,6845
1,interviewing during a tight job market,"zachary g. ives , qiong luo",sigmod record,2002,interviewing during a tight job market,"zachary g. ives , qiong luo",acm sigmod record,2002,11436
1,the evolution of the web and implications for an incremental crawler,"junghoo cho , hector garcia-molina",vldb,2000,the evolution of the web and implications for an incremental crawler,"junghoo cho , hector garcia-molina",very large data bases,2000,7029
1,an extended entity-relationship model for geographic applications,"nectaria tryfona , thanasis hadzilacos",sigmod record,1997,an extended entity-relationship model for geographic applications,"thanasis hadzilacos , nectaria tryfona",acm sigmod record,1997,9140
1,efficient retrieval of similar shapes,"davood rafiei , alberto o. mendelzon",vldb j.,2002,efficient retrieval of similar shapes,"davood rafiei , alberto o. mendelzon",the vldb journal -- the international journal on very large data bases,2002,533
1,recent design trade-offs in sql3,"nelson mendonça mattos , linda g. demichiel",sigmod record,1994,recent design trade-offs in sql3,"nelson mattos , linda g. demichiel",acm sigmod record,1994,4458
1,preference formulas in relational queries,jan chomicki,acm trans . database syst .,2003,preference formulas in relational queries,jan chomicki,acm transactions on database systems ( tods ),2003,11490
1,data compression support in databases,"david wilhite , balakrishna r. iyer",vldb,1994,data compression support in databases,"balakrishna r. iyer , david wilhite",very large data bases,1994,9448
1,an extensible compressor for xml data,"dan suciu , hartmut liefke",sigmod record,2000,an extensible compressor for xml data,"hartmut liefke , dan suciu",acm sigmod record,2000,6298
1,towards a theory of cost management for digital libraries and electronic commerce,"a. prasad sistla , robert h. sloan , yelena yesha , ouri wolfson",acm trans . database syst .,1998,towards a theory of cost management for digital libraries and electronic commerce,"a. prasad sistla , ouri wolfson , yelena yesha , robert sloan",acm transactions on database systems ( tods ),1998,6526
1,contrast plots and p-sphere trees : space vs. time in nearest neighbour searches,"jonathan goldstein , raghu ramakrishnan",vldb,2000,contrast plots and p-sphere trees : space vs. time in nearest neighbour searches,"jonathan goldstein , raghu ramakrishnan",very large data bases,2000,8888
1,a mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary b + - trees,"mahesh jagannath , eugene inseok chong , aravind yalamanchi , chuck freiwald , souripriya das , anh-tuan tran , jagannathan srinivasan , richard jiang , ramkumar krishnan",sigmod record,2003,a mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary b + - trees,"eugene inseok chong , jagannathan srinivasan , souripriya das , chuck freiwald , aravind yalamanchi , mahesh jagannath , anh-tuan tran , ramkumar krishnan , richard jiang",acm sigmod record,2003,5465
1,effective timestamping in databases,"christian s. jensen , kristian torp , richard t. snodgrass",vldb j.,2000,effective timestamping in databases,"kristian torp , christian s. jensen , richard thomas snodgrass",the vldb journal -- the international journal on very large data bases,2000,11616
1,on effective multi-dimensional indexing for strings,"nick koudas , h. v. jagadish , divesh srivastava",sigmod conference,2000,on effective multi-dimensional indexing for strings,"h. v. jagadish , nick koudas , divesh srivastava",international conference on management of data,2000,6418
1,mind your vocabulary : query mapping across heterogeneous information sources,"kevin chen-chuan chang , hector garcia-molina",sigmod conference,1999,mind your vocabulary : query mapping across heterogeneous information sources,"chen-chuan k. chang , h &#233; ctor garc &#237; a-molina",international conference on management of data,1999,11290
1,a conceptual architecture for semantic web enabled web services,"dieter fensel , alexander maedche , christoph bussler",sigmod record,2002,a conceptual architecture for semantic web enabled web services,"christoph bussler , dieter fensel , alexander maedche",acm sigmod record,2002,6550
1,repository system engineering,philip a. bernstein,sigmod conference,1996,repository system engineering,pillip a. bernstein,international conference on management of data,1996,3733
1,metadata in video databases,"ramesh jain , arun hampapur",sigmod record,1994,metadata in video databases,"ramesh jain , arun hampapur",acm sigmod record,1994,10968
1,new sampling-based summary statistics for improving approximate query answers,"phillip b. gibbons , yossi matias",sigmod conference,1998,new sampling-based summary statistics for improving approximate query answers,"phillip b. gibbons , yossi matias",international conference on management of data,1998,5579
1,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,"kyoji hirata , yoshinori hara , wen-syan li , k. selçuk candan",vldb,1997,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations,"wen-syan li , k. sel &#231; uk candan , kyoji hirata , yoshinori hara",very large data bases,1997,4597
1,the ecrc multi database system,"heribert schütz , willem jonker",sigmod conference,1995,the ecrc multi database system,"willem jonker , heribert sch &#252; tz",international conference on management of data,1995,2252
1,supervised wrapper generation with lixto,"sergio flesca , robert baumgartner , georg gottlob",vldb,2001,supervised wrapper generation with lixto,"robert baumgartner , sergio flesca , georg gottlob",very large data bases,2001,8741
1,mining email content for author identification forensics,"george m. mohay , m. corney , a. anderson , olivier y. de vel",sigmod record,2001,mining e-mail content for author identification forensics,"o. de vel , a. anderson , m. corney , g. mohay",acm sigmod record,2001,4889
1,improving adaptable similarity query processing by using approximations,"hans-peter kriegel , bernhard braunmüller , thomas seidl , mihael ankerst",vldb,1998,improving adaptable similarity query processing by using approximations,"mihael ankerst , bernhard braunm &#252; ller , hans-peter kriegel , thomas seidl",very large data bases,1998,9658
1,"response to the march 1994 odmg-93 commentary written by dr. won kim of unisql , inc",object database management group,sigmod record,1994,"response to the odmg-93 commentary written by dr. won kim of unisql , inc.",corporate object database management group,acm sigmod record,1994,6376
1,towards knowledge-based digital libraries,"manfred a. jeusfeld , ling feng , jeroen hoppenbrouwers",sigmod record,2001,towards knowledge-based digital libraries,"ling feng , marfred a. jeusfeld , jeroen hoppenbrouwers",acm sigmod record,2001,11204
1,optimizing jan jannink 's implementation of b + - tree deletion,"h. olivie , r. maelbrancke",sigmod record,1995,optimizing jan jannink 's implementation of b + - tree deletion,"r. maelbrancke , h. olivi &#233;",acm sigmod record,1995,6940
1,the xps approach to loading and unloading terabyte databases,sanket atal,vldb,1996,the xps approach to loading and unloading terabyte databases,sanket atal,very large data bases,1996,693
1,objectglobe : ubiquitous query processing on the internet,"stefan seltzsam , donald kossmann , markus keidl , reinhard braumandl , alexander kreutz , konrad stocker , alfons kemper",vldb j.,2001,objectglobe : ubiquitous query processing on the internet,"r. braumandl , m. keidl , a. kemper , d. kossmann , a. kreutz , s. seltzsam , k. stocker",the vldb journal -- the international journal on very large data bases,2001,7694
1,devise : integrated querying and visual exploration of large datasets ( demo abstract ),"jussi myllymaki , shilpa lawande , donko donjerkovic , raghu ramakrishnan , guangshun chen , kevin s. beyer , miron livny , r. kent wenger",sigmod conference,1997,devise ( demo abstract ) : integrated querying and visual exploration of large datasets,"m. livny , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger",international conference on management of data,1997,5708
1,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",sigmod record,1997,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1997,4139
1,synchronization and recovery in a client-server storage system,"alexandros biliris , euthimios panagos",vldb j.,1997,synchronization and recovery in a client-server storage system,"e. panagos , a. biliris",the vldb journal -- the international journal on very large data bases,1997,10876
1,multigranularity locking in multiple job classes transaction processing system,"sheung-lun hung , shan-hoi ng",sigmod record,1995,multigranularity locking in multiple job classes transaction processing system,"shan-hoi ng , sheung-lun hung",acm sigmod record,1995,5377
1,informix online xps,robert h. gerber,sigmod conference,1995,informix online xps,bob gerber,international conference on management of data,1995,1001
1,implementing the spirit of sql-99,paul brown,sigmod conference,1999,implementing the spirit of sql-99,paul brown,international conference on management of data,1999,5666
1,metadata standards for data warehousing : open information model vs. common warehouse metamodel,"anca vaduva , thomas vetterli , martin staudt",sigmod record,2000,metadata standards for data warehousing : open information model vs. common warehouse metadata,"thomas vetterli , anca vaduva , martin staudt",acm sigmod record,2000,2894
1,mpeg-7 standard for multimedia databases,john r. smith,sigmod conference,2001,standard for multimedia databases,john r. smith,international conference on management of data,2001,721
1,on multi-resolution document transmission in mobile web,"stanley m. t. yau , antonio si , dennis mcleod , hong va leong",sigmod record,1999,on mutli-resolution document transmission in mobile web,"stanley m. t. yau , hong va leong , dennis mcleod , antonio si",acm sigmod record,1999,8552
1,global optimization of histograms,"h. v. jagadish , kian-lee tan , hui jin , beng chin ooi",sigmod conference,2001,global optimization of histograms,"h. v. jagadish , hui jin , beng chin ooi , kian-lee tan",international conference on management of data,2001,7617
1,intra-transaction parallelism in the mapping of an object model to a relational multi-processor system,"moira c. norrie , hans-jörg schek , michael rys",vldb,1996,intra-transaction parallelism in the mapping of an object model to a relational multi-processor system,"michael rys , moira c. norrie , hans-j &#246; rg schek",very large data bases,1996,12197
1,form-based proxy caching for database-backed web sites,"jeffrey f. naughton , qiong luo",vldb,2001,form-based proxy caching for database-backed web sites,"qiong luo , jeffrey f. naughton",very large data bases,2001,5078
1,mindreader : querying databases through multiple examples,"ravishankar subramanya , christos faloutsos , yoshiharu ishikawa",vldb,1998,mindreader : querying databases through multiple examples,"yoshiharu ishikawa , ravishankar subramanya , christos faloutsos",very large data bases,1998,2614
1,parallel query scheduling and optimization with time - and space-shared resources,"yannis e. ioannidis , minos n. garofalakis",vldb,1997,parallel query scheduling and optimization with time - and space-shared resources,"minos n. garofalakis , yannis e. ioannidis",very large data bases,1997,7096
1,editorial,richard t. snodgrass,acm trans . database syst .,2001,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001,6556
1,comparing hybrid peer-to-peer systems,"beverly yang , hector garcia-molina",vldb,2001,comparing hybrid peer-to-peer systems,"beverly yang , hector garcia-molina",very large data bases,2001,3756
1,optimizing queries on files,"tova milo , mariano p. consens",sigmod conference,1994,optimizing queries on files,"mariano p. consens , tova milo",international conference on management of data,1994,4703
1,learning to match ontologies on the semantic web,"jayant madhavan , robin dhamankar , alon y. halevy , pedro domingos , anhai doan",vldb j.,2003,learning to match ontologies on the semantic web,"anhai doan , jayant madhavan , robin dhamankar , pedro domingos , alon halevy",the vldb journal -- the international journal on very large data bases,2003,4954
1,thémis : a database programming language handling integrity constraints,"anne doucet , véronique benzaken",vldb j.,1995,themis : a database programming language handling integrity constraints,"v &#233; ronique benzaken , anne doucet",the vldb journal -- the international journal on very large data bases,1995,5033
1,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"xiaoyang sean wang , changzhou wang",vldb j.,2001,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"changzhou wang , x. sean wang",the vldb journal -- the international journal on very large data bases,2001,1860
1,caching multidimensional queries using chunks,"karthikeyan ramasamy , prasad deshpande , amit shukla , jeffrey f. naughton",sigmod conference,1998,caching multidimensional queries using chunks,"prasad m. deshpande , karthikeyan ramasamy , amit shukla , jeffrey f. naughton",international conference on management of data,1998,12486
1,the handwritten trie : indexing electronic ink,"padmavathi vallabhaneni , daniel barbará , walid g. aref",sigmod conference,1995,the handwritten trie : indexing electronic ink,"walid aref , daniel barbar &#225; , padmavathi vallabhaneni",international conference on management of data,1995,5458
1,nearest neighbor queries,"stephen kelley , frédéic vincent , nick roussopoulos",sigmod conference,1995,nearest neighbor queries,"nick roussopoulos , stephen kelley , fr &#233; d &#233; ric vincent",international conference on management of data,1995,8568
1,logical and physical versioning in main memory databases,"s. seshadri , rajeev rastogi , abraham silberschatz , philip bohannon , dennis w. leinbaugh , s. sudarshan",vldb,1997,logical and physical versioning in main memory databases,"rajeev rastogi , s. seshadri , philip bohannon , dennis w. leinbaugh , abraham silberschatz , s. sudarshan",very large data bases,1997,4839
1,open issues in parallel query optimization,"waqar hasan , patrick valduriez , daniela florescu",sigmod record,1996,open issues in parallel query optimization,"waqar hasan , daniela florescu , patrick valduriez",acm sigmod record,1996,9349
1,exploratory mining via constrained frequent set queries,"jiawei han , teresa mah , laks v. s. lakshmanan , raymond t. ng",sigmod conference,1999,exploratory mining via constrained frequent set queries,"raymond ng , laks v. s. lakshmanan , jiawei han , teresa mah",international conference on management of data,1999,708
1,unrolling cycles to decide trigger termination,"tok wang ling , sin yeung lee",vldb,1999,unrolling cycles to decide trigger termination,"sin yeung lee , tok wang ling",very large data bases,1999,12356
1,data mining in the bioinformatics domain,shalom tsur,vldb,2000,data mining in the bioinformatics domain,shalom tsur,very large data bases,2000,11701
1,"workshop on performance and architecture of web servers ( paws-2000 , held in conjection with sigmetrics-2000 )","krishna kant , prasant mohapatra",sigmod record,2000,workshop on performance and architecture of web servers,"krishna kant , prasant mohapatra",acm sigmod record,2000,3353
1,application of oodb and sgml techniques in text database : an electronic dictionary system,jian zhang,sigmod record,1995,application of oodb and sgml techniques in text database : an electronic dictionary system,jian zhang,acm sigmod record,1995,9763
1,describing and using query capabilities of heterogeneous sources,"yannis papakonstantinou , vasilis vassalos",vldb,1997,describing and using query capabilities of heterogeneous sources,"vasilis vassalos , yannis papakonstantinou",very large data bases,1997,11862
1,e.piphany epicenter technology overview,sridhar ramaswamy,vldb,2000,e.piphany epicenter technology overview,sridhar ramaswamy,very large data bases,2000,2694
1,"developing a high traffic , read-only web site","ray suorsa , john nauman",sigmod conference,1998,"developing a high traffic , read-only web site","john nauman , ray suorsa",international conference on management of data,1998,235
1,a language based multidatabase system,"konrad schwarz , eva kühn , thomas tschernko",sigmod conference,1994,a language based multidatabase system,"eva k &#252; hn , thomas tschernko , konrad schwarz",international conference on management of data,1994,2681
1,ariadne : a system for constructing mediators for internet sources,"ion muslea , greg barish , andrew philpot , craig a. knoblock , steven minton , josé luis ambite , pragnesh jay modi , sheila tejada , naveen ashish",sigmod conference,1998,ariadne : a system for constructing mediators for internet sources,"jos &#233; luis ambite , naveen ashish , greg barish , craig a. knoblock , steven minton , pragnesh j. modi , ion muslea , andrew philpot , sheila tejada",international conference on management of data,1998,10152
1,odefs : a file system interface to an object-oriented database,"narain h. gehani , william d. roome , h. v. jagadish",vldb,1994,odefs : a file system interface to an object-oriented database,"narain h. gehani , h. v. jagadish , william d. roome",very large data bases,1994,6883
1,"title , foreword , preface to the special issue on spatial database systems , index vol . 3",?,vldb j.,1994,special issue on spatial database systems,h. j. schek,the vldb journal -- the international journal on very large data bases,1994,3895
1,research perspectives for time series management systems,"duri schmidt , angelika kotz dittrich , werner dreyer",sigmod record,1994,research perspectives for time series management systems,"werner dreyer , angelika kotz dittrich , duri schmidt",acm sigmod record,1994,2253
1,using schema matching to simplify heterogeneous data translation,"tova milo , sagit zohar",vldb,1998,using schema matching to simplify heterogeneous data translation,"tova milo , sagit zohar",very large data bases,1998,3305
1,sql open heterogeneous data access,"berthold reinwald , hamid pirahesh",sigmod conference,1998,sql open heterogeneous data access,"berthold reinwald , hamid pirahesh",international conference on management of data,1998,2595
1,mining long sequential patterns in a noisy environment,"wei wang , philip s. yu , jiong yang , jiawei han",sigmod conference,2002,mining long sequential patterns in a noisy environment,"jiong yang , wei wang , philip s. yu , jiawei han",international conference on management of data,2002,9893
1,the onion technique : indexing for linear optimization queries,"chung-sheng li , vittorio castelli , lawrence d. bergman , john r. smith , yuan-chi chang , ming-ling lo",sigmod conference,2000,the onion technique : indexing for linear optimization queries,"yuan-chi chang , lawrence bergman , vittorio castelli , chung-sheng li , ming-ling lo , john r. smith",international conference on management of data,2000,1872
1,active rules for xml : a new paradigm for e-services,"stefano ceri , stefano paraboschi , angela bonifati",vldb j.,2001,active rules for xml : a new paradigm for e-services,"angela bonifati , stefano ceri , stefano paraboschi",the vldb journal -- the international journal on very large data bases,2001,1763
1,the lowell report,"hans-jörg schek , michael stonebraker , jim gray , jeffrey d. ullman",sigmod conference,2003,the lowell report,"jim gray , hans schek , michael stonebraker , jeff ullman",international conference on management of data,2003,10493
1,specification and implementation of exceptions in workflow management systems,"stefano paraboschi , stefano ceri , fabio casati , giuseppe pozzi",acm trans . database syst .,1999,specification and implementation of exceptions in workflow management systems,"fabio casati , stefano ceri , stefano paraboschi , guiseppe pozzi",acm transactions on database systems ( tods ),1999,12084
1,temporal aggregation in active database rules,"iakovos motakis , carlo zaniolo",sigmod conference,1997,temporal aggregation in active database rules,"iakovos motakis , carlo zaniolo",international conference on management of data,1997,5328
1,performance evaluation of a new distributed deadlock detection algorithm,"chim-fu yeung , kam-yiu lam , sheung-lun hung",sigmod record,1994,performance evaluation of a new distributed deadlock detection algorithm,"chim-fu yeung , sheung-lun hung , kam-yiu lam",acm sigmod record,1994,10587
1,alphasort : a cache-sensitive parallel external sort,"jim gray , zarka cvetanovic , tom barclay , chris nyberg , david b. lomet",vldb j.,1995,alphasort : a cache-sensitive parallel external sort,"chris nyberg , tom barclay , zarka cvetanovic , jim gray , dave lomet",the vldb journal -- the international journal on very large data bases,1995,12333
1,on schema matching with opaque column names and data values,"jaewoo kang , jeffrey f. naughton",sigmod conference,2003,on schema matching with opaque column names and data values,"jaewoo kang , jeffrey f. naughton",international conference on management of data,2003,8012
1,mining fuzzy association rules in databases,"ada wai-chee fu , man hon wong , chan man kuok",sigmod record,1998,mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",acm sigmod record,1998,12335
1,xperanto : middleware for publishing object-relational data as xml documents,"michael j. carey , subbu n. subramanian , eugene j. shekita , jerry kiernan , jayavel shanmugasundaram",vldb,2000,xperanto : middleware for publishing object-relational data as xml documents,"michael j. carey , jerry kiernan , jayavel shanmugasundaram , eugene j. shekita , subbu n. subramanian",very large data bases,2000,7108
1,cache-and-query for wide area sensor databases,"phillip b. gibbons , srinivasan seshan , suman kumar nath , amol deshpande",sigmod conference,2003,cache-and-query for wide area sensor databases,"amol deshpande , suman nath , phillip b. gibbons , srinivasan seshan",international conference on management of data,2003,12047
1,unbundling active functionality,"hans fritschi , arne koschel , günter von bültzingsloewen , stella gatziu",sigmod record,1998,unbundling active functionality,"stella gatziu , arne koschel , g &#252; nter von b &#252; ltzingsloewen , hans fritschi",acm sigmod record,1998,1422
1,automated resolution of semantic heterogeneity in multidatabases,"a. r. hurson , simin h. pakzad , m. w. bright",acm trans . database syst .,1994,automated resolution of semantic heterogeneity in multidatabases,"m. w. bright , a. r. hurson , s. pakzad",acm transactions on database systems ( tods ),1994,1784
1,factorizing complex predicates in queries to exploit indexes,"prasanna ganesan , sunita sarawagi , surajit chaudhuri",sigmod conference,2003,factorizing complex predicates in queries to exploit indexes,"surajit chaudhuri , prasanna ganesan , sunita sarawagi",international conference on management of data,2003,3370
1,a content-based multimedia server for massively parallel architectures,"c. watson , g. linderman , euthimios panagos , t. walters , ion tim ieong , alexandros biliris , j. wang , s. choo , david schrader , p. colin , william o'connell , grace au",sigmod conference,1996,a teradata content-based multimedia object manager for massively parallel architectures,"w. o'connell , i. t. ieong , d. schrader , c. watson , g. au , a. biliris , s. choo , p. colin , g. linderman , e. panagos , j. wang , t. walter",international conference on management of data,1996,11171
1,data mining on an oltp system ( nearly ) for free,"erik riedel , gregory r. ganger , david nagle , christos faloutsos",sigmod conference,2000,data mining on an oltp system ( nearly ) for free,"erik riedel , christos faloutsos , gregory r. ganger , david f. nagle",international conference on management of data,2000,5539
1,mocha : a database middleware system featuring automatic deployment of application-specific functionality,"manuel rodriguez-martinez , joseph jájá , john m. mcgann , nick roussopoulos , zhexuan song , stephen kelley , vadim katz",sigmod conference,2000,mocha : a database middleware system featuring automatic deployment of application-specific functionality,"manuel rodr &#237; guez-mart &#237; nez , nick roussopoulos , john m. mcgann , stephen kelley , vadim katz , zhexuan song , joseph j &#225; j &#225;",international conference on management of data,2000,1918
1,"integrating temporal , real-time , and active databases","john a. stankovic , krithi ramamritham , ming xiong , rajendran m. sivasankaran , donald f. towsley",sigmod record,1996,"integrating temporal , real-time , an active databases","krithi ramamritham , raju sivasankaran , john a. stankovic , don t. towsley , ming xiong",acm sigmod record,1996,8414
1,an environmental sensor network to determine drinking water quality and security,"jeanne vanbriesen , paul s. fischbeck , christos faloutsos , anastassia ailamaki , mitchell j. small",sigmod record,2003,an environmental sensor network to determine drinking water quality and security,"anastassia ailamaki , christos faloutos , paul s. fischbeck , mitchell j. small , jeanne vanbriesen",acm sigmod record,2003,1141
1,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",vldb,1995,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",very large data bases,1995,9615
1,searching in metric spaces by spatial approximation,gonzalo navarro,vldb j.,2002,searching in metric spaces by spatial approximation,gonzalo navarro,the vldb journal -- the international journal on very large data bases,2002,12393
1,optimizing queries on compressed bitmaps,"sihem amer-yahia , theodore johnson",vldb,2000,optimizing queries on compressed bitmaps,"sihem amer-yahia , theodore johnson",very large data bases,2000,3743
1,database indexing for large dna and protein sequence collections,"robert w. irving , malcolm p. atkinson , ela hunt",vldb j.,2002,database indexing for large dna and protein sequence collections,"ela hunt , malcolm p. atkinson , robert w. irving",the vldb journal -- the international journal on very large data bases,2002,4964
1,answering queries using views : a survey,alon y. halevy,vldb j.,2001,answering queries using views : a survey,alon y. halevy,the vldb journal -- the international journal on very large data bases,2001,2746
1,a componentized architecture for dynamic electronic markets,"israel ben-shaul , benny reich",sigmod record,1998,a componentized architecture for dynamic electronic markets,"benny reich , israel ben-shaul",acm sigmod record,1998,4481
1,why i like working in academia,richard t. snodgrass,sigmod record,2002,why i like working in academia,richard thomas snodgrass,acm sigmod record,2002,8347
1,random i/o scheduling in online tertiary storage systems,"bruce hillyer , abraham silberschatz",sigmod conference,1996,random i/o scheduling in online tertiary storage systems,"bruce k. hillyer , avi silberschatz",international conference on management of data,1996,1329
1,monitoring xml data on the web,"benjamin nguyen , serge abiteboul , gregory cobena , mihai preda",sigmod conference,2001,monitoring xml data on the web,"benjamin nguyen , serge abiteboul , gr &#233; gory cobena , miha &#237; preda",international conference on management of data,2001,11275
1,bounded ignorance : a technique for increasing concurrency in a replicated system,"arthur j. bernstein , narayanan krishnakumar",acm trans . database syst .,1994,bounded ignorance : a technique for increasing concurrency in a replicated system,"narayanan krishnakumar , arthur j. bernstein",acm transactions on database systems ( tods ),1994,7678
1,beyond document similarity : understanding value-based search and browsing technologies,"gerard rodríguez-mulà , andreas paepcke , junghoo cho , hector garcia-molina",sigmod record,2000,beyond document similarity : understanding value-based search and browsing technologies,"andreas paepcke , hector garcia-molina , gerard rodriguez-mula , junghoo cho",acm sigmod record,2000,5104
1,understanding the semantics of sensor data,murali mani,sigmod record,2003,understanding the semantics of sensor data,murali mani,acm sigmod record,2003,7975
1,insite : a tool for interpreting users ? interaction with a web space,"farnoush banaei kashani , jabed faruque , adil faisal , cyrus shahabi",vldb,2000,insite : a tool for interpreting users ? interaction with a web space,"cyrus shahabi , adil faisal , farnoush banaei kashani , jabed faruque",very large data bases,2000,3366
