match_score,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price
0.8836908936500549,0,microsoft office 2004 professional ( mac ),microsoft,199.0,microsoft windows server 2003 terminal server cals 20-pack ( per device ),,199.95
0.6810201406478882,0,microsoft office 2004 professional ( mac ),microsoft,199.0,microsoft office basic edition 2003 license and media,,199.95
0.6764613389968872,0,microsoft office student and teacher edition 2004 macintosh,microsoft,199.0,microsoft office basic edition 2003 license and media,,199.95
0.9263118505477905,0,steinberg cubase 4 digital audio software,steinberg,199.0,steinberg cubase studio 4 software educational discount music production software,,199.95
0.9972904920578003,0,steinberg cubase 4 digital audio software,steinberg,199.0,steinberg cubase 4 software educational discount music production software,,199.95
0.5598487854003906,0,microsoft works suite 2006,microsoft,199.0,microsoft 164-04052,microsoft,199.95
0.7834287881851196,0,microsoft entertainment pack ce,microsoft,199.0,microsoft 164-04052,microsoft,199.95
0.528374195098877,0,quicken 2007 deluxe,intuit,199.0,quicken 2007 premier win cd,intuit,199.95
0.8983446955680847,0,adobe acrobat 7.0 professional,adobe,199.0,adobe after effects professional 7.0 software effects software,,199.95
0.5050444006919861,0,adobe creative suite cs3 design standard upsell [ mac ],adobe,199.0,adobe cs3 design standard academic,,199.95
0.9200185537338257,0,adobe cs3 design standard macosx dvd,adobe,199.0,adobe cs3 design premium,,199.95
0.909307599067688,0,adobe creative suite cs3 design standard [ mac ],adobe,199.0,adobe cs3 design premium,,199.95
0.8135759830474854,0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,199.0,adobe cs3 design premium,,199.95
0.9829334020614624,0,adobe cs3 design premium macosx dvd,adobe,199.0,adobe cs3 design premium,,199.95
0.8470939993858337,0,adobe creative suite cs3 web standard upgrade [ mac ],adobe,199.0,adobe indesign cs3 for mac upgrade,,199.95
0.5530773997306824,0,adobe creative suite cs3 design premium [ mac ],adobe,199.0,adobe creative suite ( v3 .0 ) design premium mac adobe 19500009,,199.95
0.6280467510223389,0,adobe creative suite cs3 master collection upgrade [ mac ],adobe,199.0,adobe cs3 design standard upgrade,,199.95
0.7946498394012451,0,adobe photoshop cs3 extended upgrade [ mac ],adobe,199.0,adobe cs3 design standard upgrade,,199.95
0.7290135622024536,0,punch ! master landscape & home design,punch ! software,199.0,punch software 85100 punch!master landscape pro v10 and home design,,199.95
0.6748250126838684,0,sony acid pro 6 professional music workstation,sony-pictures-digital-entertainment,199.0,sibelius photoscore professional scanning software music production software,sibelius-software-ltd .,199.95
0.6800407767295837,0,cinescore professional soundtrack edition,sony-pictures-digital-entertainment,199.0,sibelius photoscore professional scanning software music production software,sibelius-software-ltd .,199.95
0.6274399757385254,0,adobe photoshop elements 5.0 / premier elements 3.0 [ lb ],adobe,199.0,adobe photoshop elements 4.0 photo-editing software for mac,,199.95
0.9354419112205505,0,reel deal casino championship edition,phantom efx,199.0,phantom efx reel deal casino shuffle master edition,,199.95
0.6992388367652893,0,panda internet security 2007 3-user,panda software,199.0,mcafee inc total protection 2007 3-user,,199.95
0.7371604442596436,0,microsoft excel 2004 ( mac ),microsoft,199.0,microsoft r39-00292 open win svr 2003 ext conn,,199.95
0.9836390614509583,0,microsoft mappoint 2006 standard edition,microsoft,199.0,microsoft mappoint 2006 with gps locator ( pc ),,199.95
0.8365384340286255,0,microsoft office small business 2007 full version,microsoft,199.0,microsoft office 2004 for students and teachers ( mac ),,199.95
0.7242245078086853,0,microsoft windows vista business full version [ dvd ],microsoft,199.0,microsoft windows vista business 32-bit oem,,199.95
0.9908292889595032,0,microsoft office & windows training,topics entertainment,199.0,microsoft office and windows training professional,,199.95
0.949354350566864,0,microsoft office student and teacher edition 2004 macintosh,microsoft,199.0,microsoft office and windows training ( win 98 me nt 2000 xp ),,199.95
0.9253724813461304,0,instant immersion language lab deluxe edition,topics entertainment,199.0,topics entertainment instant immersion spanish audio deluxe,,199.95
0.7344339489936829,0,instant immersion french deluxe 2.0,topics entertainment,199.0,instant immers spanish dlux 2,,199.95
0.8598002195358276,0,instant immersion italian deluxe 2.0,topics entertainment,199.0,instant immers french dlx 2,,199.95
0.6451732516288757,0,halo ( mac ),macsoft,199.0,. mac ( mac ) apple,,199.95
0.6853618621826172,0,century software tinyterm plus v. 4.0 complete product,century software,199.0,passwords plus v. 1.0 complete package,,199.95
0.9106510877609253,0,cisco ios enterprise services complete package cd28-esk9 = ),cisco systems enterprise,199.0,microsoft windows services for netware v. 5.0 complete package,,199.95
0.9406607747077942,0,punch ! master landscape professional & home design v 10.0,punch ! software,199.0,punch software 25100 punch ! master landscape and home design,punch software,199.95
0.813692033290863,0,punch super home suite 3.0,punch ! software,199.0,punch software 38100 punch ! super home suite complete product architectural 1 user complete productcomplete productstandard english pc,,199.95
0.8187970519065857,0,punch ! super home suite,punch ! software,199.0,punch software 35100 punch ! professional home design suite ( small box ),punch software,199.95
0.9979652762413025,0,punch ! professional home design,punch ! software,199.0,punch software 35100 punch ! home design suite professional complete product architectural standard 1 user ( s ) complete product pc,,199.95
0.9779134392738342,0,adobe photoshop cs3 extended upgrade [ mac ],adobe,199.0,adobe photoshop cs3 for mac upgrade,,199.95
0.863915205001831,0,adobe creative suite cs3 web premium [ mac ],adobe,199.0,adobe cs3 design premium upsell,,199.95
0.9632881879806519,0,learning quickbooks 2007,intuit,199.0,quickbooks simple start 2007 intuit,,199.95
0.9932960271835327,0,learning quickbooks 2007,intuit,199.0,math learning system 2007,,199.95
0.8544179201126099,0,adobe creative suite cs3 master collection upgrade [ mac ],adobe,199.0,production prem cs3 mac upgrad,,199.95
0.7276715636253357,0,adobe creative suite cs3 design premium upgrade [ mac ],adobe,199.0,production prem cs3 mac upgrad,,199.95
0.9472552537918091,0,adobe creative suite cs3 design premium upsell,adobe,199.0,adobe cs3 production premium upsell,,199.95
0.7075552344322205,0,adobe creative suite cs3 design premium upsell,adobe,199.0,adobe cs3 production premium,,199.95
0.9532976150512695,0,adobe premiere pro cs3,adobe,199.0,adobe premiere pro cs3 video editing software for mac av production software,,199.95
0.6804704070091248,0,adobe creative suite cs3 production premium upsell,adobe,199.0,adobe cs3 master collection upsell from cs1,,199.95
0.5619379281997681,0,mac os x server v10 .4.7 unlimited client,apple,199.0,apple apple mac os x server 10 4 7 10 client,,199.95
0.9202117323875427,0,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,199.0,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),,199.95
0.7902256846427917,0,emedia print music 2006 win/mac,makemusic !,199.0,emedia music corp emedia guitar basics,,199.95
0.6065890192985535,0,emedia print music 2006 win/mac,makemusic !,199.0,emedia music corp my guitar,,199.95
0.9979433417320251,0,sibelius 4 professional edition,sibelius-software-ltd .,199.0,sibelius sibelius 4 software educational discount music production software,sibelius-software-ltd .,199.95
0.6893607378005981,0,adobe photoshop cs3 extended,adobe,199.0,adobe photoshop cs3 extended for mac academic,,199.95
0.6068571209907532,0,instant home design ( jewel case ),topics entertainment,199.0,instant home design 3.0,,199.95
0.9285227656364441,0,punch ! master landscape professional & home design v 10.0,punch ! software,199.0,punch software 25100 punch ! master landscape and home design,punch software,199.95
0.8909881711006165,0,3d home architect landscape v. 8 by encore software,encore software,199.0,encore inc 3d home architect landscape designer v 8.0,,199.95
0.5536724328994751,0,punch ! professional home design suite,punch ! software,199.0,punch software 26100 punch ! master landscape and home design ( small box ),punch software,199.95
0.8977392315864563,0,small business server 2003 20u cal addpak user,microsoft,199.0,t74-00004 microsoft windows small business server 2003 license 20 additional user cals,,199.95
0.8064995408058167,0,videostudio 11 plus,corel,199.0,video studio 11 plus,corel corporation,199.95
0.6022166013717651,0,videostudio 11 plus,corel,199.0,studio plus version 11,pinnacle systems,199.95
0.9992299675941467,0,videostudio 11 plus,corel,199.0,corel ulead videostudio 11 plus video editing and dvd authoring software win authoring software,,199.95
0.9959486722946167,0,ulead videostudio 11,corel,199.0,corel ulead videostudio 11 plus video editing and dvd authoring software win authoring software,,199.95
0.6385964155197144,0,microspot interiors,microspot ltd.,199.0,microspot macdraft pe personal edition,,199.95
0.9077977538108826,0,microspot macdraft professional ( mac ),microspot ltd.,199.0,microspot macdraft pe personal edition,,199.95
0.7873796224594116,0,victorymul submitwolf version 6.0 swolf6r ),victory multimedia,199.0,victory multimedia swolf6r submitwolf v6 .0 9x/me/nt / 2k/xp by trellian llc * free shipping *,,199.95
0.6924257874488831,0,adobe photoshop cs3 extended,adobe,199.0,adobe photoshop cs3 for mac,,199.95
0.9867989420890808,0,adobe photoshop cs2 ( mac ) [ old version ],adobe,199.0,adobe photoshop cs3 ( mac os x v. 10.4.8 ),,199.95
0.8948705196380615,0,intuit quicken home inventory manager windows,intuit,199.0,intuit quicken home and business 2007 software for windows tax & finance software,,199.95
0.6767958998680115,0,intuit quicken home inventory manager windows,intuit,199.0,intuit quicken deluxe 2007 software for windows tax & finance software,,199.95
0.6064539551734924,0,intuit quicken home inventory manager windows,intuit,199.0,quicken home and business 2007 ( pc ) intuit,,199.95
0.6160358786582947,0,adobe creative suite cs3 web standard upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,,199.95
0.9964661598205566,0,adobe dreamweaver cs3 upgrade,adobe,199.0,adobe dreamweaver cs3 upgrade,,199.95
0.8951415419578552,0,adobe photoshop cs3 extended upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade,,199.95
0.6094470024108887,0,adobe creative suite cs3 web standard upsell [ mac ],adobe,199.0,adobe cs3 web standard academic,,199.95
0.6096705198287964,0,adobe creative suite cs3 master collection upgrade [ mac ],adobe,199.0,adobe creative suite 3 ( cs3 ) design premium upgrade mac,,199.95
0.8988950252532959,0,adobe dreamweaver cs3 upgrade [ mac ],adobe,199.0,adobe cs3 web standard upgrade,,199.95
0.9591774940490723,0,westward,encore software,199.0,encore software 13781 westward,,199.95
0.7218178510665894,0,punch ! master landscape professional & home design v 10.0,punch ! software,199.0,punch software 84100 punch ! home design architectural series 4000 v. 10.0 architectural pc,,199.95
0.9245107173919678,0,project x project management software,marware,199.0,software project secrets : software project secrets : software projects fail ?,,199.95
0.614651620388031,0,project x project management software,marware,199.0,essential software architecture,,199.95
0.9963362812995911,0,rainbow fish and the whale ( win/mac ),global-software-publishing,199.0,rainbow fish and the whale,,199.95
0.5316202044487,0,adobe creative suite cs3 production premium upgrade,adobe,199.0,premiere pro cs3 mac upgrade,,199.95
0.505570650100708,0,adobe dreamweaver cs3 upgrade,adobe,199.0,premiere pro cs3 mac upgrade,,199.95
0.8710645437240601,0,instant immersion spanish audio deluxe,topics entertainment,199.0,instant immersion language lab deluxe edition,,199.95
0.9934313297271729,0,adobe premiere pro cs3,adobe,199.0,adobe premiere pro cs3 video editing software for windows professional editing software,,199.95
0.682685911655426,0,adobe contribute cs3 [ mac ],adobe,199.0,adobe cs3 web standard upsell,,199.95
0.5853830575942993,0,adobe indesign cs3 upgrade [ mac ],adobe,199.0,adobe cs3 design standard,,199.95
0.5824564695358276,0,netgear vpn01l vpn client software,netgear,199.0,graphics software,,199.95
0.9763218760490417,0,sims 2 seasons expansion pack,aspyr media,199.0,aspyr sims 2 nightlife expansion pack,,199.95
0.8881397247314453,0,sims 2 nightlife expansion pack,aspyr media,199.0,sims 2 season expansion pack,,199.95
0.9409217238426208,0,timbuktu remote control softwre 2 licenses for windows & mac,netopia,199.0,netopia timbuktu pro for mac single license,,199.95
0.83458411693573,0,adobe photoshop cs3 [ mac ],adobe,199.0,adobe systems inc 13102124 adobe photoshop cs 2 mac os x v. 10.2.8 to 10.3,adobe systems inc,199.95
0.990311861038208,0,adobe photoshop cs3 [ mac ],adobe,199.0,adobe photoshop lightroom,,199.95
0.7299185395240784,0,adobe photoshop cs3 [ mac ],adobe,199.0,adobe cs3 web standard,,199.95
0.886332631111145,0,apple iwork '06 family pack ( mac dvd ) [ older version ],apple,199.0,apple . mac 4.0 family pack ( new or renewal ),,199.95
0.9685909152030945,0,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,199.0,apple . mac 4.0 family pack ( new or renewal ),,199.95
0.9887085556983948,0,wheel of fortune deluxe,encore,199.0,aspyr call of duty deluxe,,199.95
0.929660439491272,0,red hat enterprise linux ws v. 4 update 4 license 1 workstation rl296aa ),hewlett packard,199.0,rl296aa red hat enterprise linux ws v. 4 update 4 license 1 workstation,,199.95
0.8761340379714966,0,kids power fun for girls,topics entertainment,199.0,kids power fun for little ones,,199.95
0.9713261127471924,0,professor teaches excel & word,individual software,199.0,individual software prm-xw3 professor teaches excel & word,individual software,199.95
0.9321903586387634,0,broderbund printmaster platinum 16.0,encore software,199.0,encore inc printmaster gold v 17.0,,199.95
0.8341293334960938,0,printmaster 17 gold by encore software,encore software,199.0,corel intervideo windvd 8 gold software for windows authoring software,,199.95
0.8141582012176514,0,safekeeper plus,bling software,199.0,bling software limited safekeeper plus,,199.95
0.8452558517456055,0,microsoft outlook 2007,microsoft,199.0,outlook 2007 edu microsoft 543-03865,,199.95
0.9756139516830444,0,adobe creative suite cs3 web premium upsell [ mac ],adobe,199.0,adobe cs3 design standard upsell,,199.95
0.8995826244354248,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,199.0,windows vista ultimate upgrade,,199.95
0.5192115306854248,0,upgrade emc retrospect 7.5 multi server windows only,dantz,199.0,emc cz24h6175 emc retrospect 7.5 client 5pk windows emc insignia retrospect clients v. 7.5 upgrade package 5 clients cd win 0093156011419,,199.95
0.5274004936218262,0,emc retrospect 7.5 professional for windows upgrade,dantz,199.0,emc insignia retrospect desktop 6 upgrade,,199.95
0.6622327566146851,0,registry mechanic by encore software,encore software,199.0,encore software 10393 network now ! pro by encore,,199.95
0.5738205313682556,0,prosoft tunetech for ipod ( mac ),prosoft engineering,199.0,valusoft tune tools for ipod,,199.95
0.989076554775238,0,the sims 2 ( mac ),aspyr media,199.0,sims 2 pets for mac,,199.95
0.8062118887901306,0,instant immersion french deluxe 2.0,topics entertainment,199.0,instant immers italian dlux 2 .,,199.95
0.5283856987953186,0,small business server 2003 20u cal addpak user,microsoft,199.0,u84-00101 microsoft windows server 2003 for small business license 5 device cals ope,,199.95
0.691630482673645,0,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,199.0,microsoft windows server 2003 client additional license for devices 5 pack ( 823930 ),,199.95
0.9967392683029175,0,quickbooks premier nonprofit edition 2007,intuit,199.0,intuit quickbooks simple start edition 2007 software for windows tax & finance software,,199.95
0.517815887928009,0,quickbooks pro 2007 small business financial software,intuit,199.0,quickbooks pro 2007 3 user,intuit,199.95
0.711689293384552,0,scansoft paperport professional 11 5 user license,nuance communications inc.,199.0,f309a-g03-11 .0 scansoft paperport professional v. 11 complete package 5 users win -,,199.95
0.8550544381141663,0,quickbooks premier edition 2007 5 user multi-pack,intuit,199.0,intuit quickbooks premier professional services edition 2007 software win tax & finance software,,199.95
0.9190148115158081,0,genuine fractals genuine fractals print pro 1u,onone software,199.0,onone software inc. gpp-55212 upg genuine fractals print pro 5 1u,,199.95
0.9226833581924438,0,genuine fractals genuine fractals print pro 1u,onone software,199.0,onone software inc. gpp-55211 genuine fractals print pro 5 1u,,199.95
0.6517255306243896,0,punch ! 5 in 1 home design,punch ! software,199.0,20100 punch ! 5 in 1 home design complete package 1 user cd win english,,199.95
0.6209767460823059,0,weekly reader preparing for kindergarten,fogware publishing,199.0,reader rabbit learn to read with phonics ! preschool & kindergarten,,199.95
0.9963020086288452,0,quickbooks pro 2007 small business financial software,intuit,199.0,intuit quickbooks pro 2007 software for mac finance software,,199.95
0.9384990334510803,0,quickbooks pro 2007 small business financial software,intuit,199.0,sage software peachtree pro accounting 2007 software for windows tax & finance software,,199.95
0.727444589138031,0,emedia rock guitar method,emedia,199.0,emedia essential bass guitar dvd,,199.95
0.9786766767501831,0,punch ! master landscape & home design,punch ! software,199.0,punch software 26100 punch ! master landscape and home design ( small box ),punch software,199.95
0.999974250793457,0,sibelius 5 professional edition,sibelius-software-ltd .,199.0,sibelius sibelius 5 software educational discount music production software,sibelius-software-ltd .,199.95
0.9740654826164246,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.0,visual studio pro 2005 upgrade ( pc ) microsoft,,199.95
0.9992089867591858,0,national geographic photo gallery ( jewel case ),topics entertainment,199.0,national geographic redshift planetarium,,199.95
0.8987871408462524,0,adobe premiere elements 3.0,adobe,199.0,adobe premiere elements 3 video editing software for windows consumer video editing software,,199.95
0.7024786472320557,0,mavis beacon 17 standard,encore software,199.0,mavis beacon teaches typing v17 deluxe pc/mac,,199.95
0.6465226411819458,0,nova greeting card factory ( mac ),nova development,199.0,nova development ghw humorous greeting card factory,nova development,199.95
0.5532621741294861,0,adobe acrobat standard 8.0,adobe,199.0,adobe systems inc adobe acrobat 8.0 professional upsell ( std-pro ),,199.95
0.9712677597999573,0,punch ! super home suite,punch ! software,199.0,punch software 35100 punch ! professional home design suite ( small box ),punch software,199.95
0.9944350719451904,0,punch ! professional home design,punch ! software,199.0,punch software 35100 punch ! professional home design suite ( small box ),punch software,199.95
0.8138468265533447,0,punch ! super home suite,punch ! software,199.0,punch software 17100 punch ! super home suite,punch software,199.95
0.9879938960075378,0,final draft 7/syd field 's screenwriting workshop dvd bundle,final draft,199.0,final-draft scriptwriter 's suite 2.5 screenwriting software mac/win screen writing software,,199.95
0.9961485862731934,0,fun for kids : preschool kindergarten featuring disney,topics entertainment,199.0,weekly reader preparing for kindergarten 2008 ( pc/mac ) fogware,,199.95
0.6803553104400635,0,m-audio pro tools m-powered 7.3 m-audio compatible world-class production software,m-audio,199.0,digidesign pro tools hd 7.3 software upgrade music production software,,199.95
0.641745924949646,0,phonics success deluxe 2006 ( large box ),topics entertainment,199.0,math success deluxe 2006,,199.95
0.8454641103744507,0,elementary success deluxe 2006 ( dw dvd ),topics entertainment,199.0,elementary school success deluxe 2006,,199.95
0.9997454285621643,0,acad corel painter x pc/mac,corel,199.0,corel painter x,,199.95
0.6595631241798401,0,corel painter x win/mac,corel,199.0,corel corporation ptr9engpcma ae painter ix win/mac,,199.95
0.8070927262306213,0,cakewalk sonar home studio 6 xl,cakewalk,199.0,cakewalk sonar 6 studio edition software music production software,,199.95
0.9532704949378967,0,the human body,topics entertainment,199.0,human body 360 megasystems,,199.95
0.9989241361618042,0,sega smash pack 2,activision,199.0,sega smash pack 2,,199.95
0.7812523245811462,0,corel dvd moviefactory 6.0 plus,corel,199.0,corel corporation corel snapfire plus,,199.95
0.9999104142189026,0,dk rainbow fish most beautiful fish,dk,199.0,encore software a5992jch dk rainbow fish most beautiful fish in the ocean win 95 98 me xp,,199.95
0.9641298055648804,0,dk rainbow fish most beautiful fish,dk,199.0,world of rainbow fish ( a9839m2h ),global-software-publishing,199.95
0.9992961883544922,0,power production storyboard artist 4,power production,199.0,power production power production storyboard artist v4 .2 software animation software,,199.95
0.7339008450508118,0,middle school advantage 2008,encore,199.0,encore software 12380 high school advantage 2008 win 2000 xp vista,,199.95
0.9925349354743958,0,adobe after effects cs3,adobe,199.0,adobe after effects cs3 professional software for mac effects software,,199.95
0.6735198497772217,0,world of warcraft,blizzard entertainment,199.0,world of warcraft burning crusade,,199.95
0.6823333501815796,0,station access collection,sony-creative-software,199.0,aspyr the sims complete collection,,199.95
0.9412083625793457,0,amazing spider-man complete comic book collection win/mac,git corp,199.0,aspyr the sims complete collection,,199.95
0.9998813271522522,0,quickbooks pro 2007 for mac ( mac ),intuit,199.0,intuit quickbooks pro 2007 software for windows tax & finance software,,199.95
0.9245551824569702,0,3 great games for guys,dreamcatcher interactive,199.0,ultimate games for girls 3 for pc,,199.95
0.9899275898933411,0,punch ! professional home design,punch ! software,199.0,punch software 35100 punch ! professional home design suite ( small box ),punch software,199.95
0.9959108829498291,0,punch ! professional home design,punch ! software,199.0,punch software 86100 prof home design platinum v10 sb win 98 me nt 2000 xp,,199.95
0.9064845442771912,0,onone software intellihance pro 4.1,onone software,199.0,olympus pro studio capture software,,199.95
0.9598350524902344,0,cell phone software solution,susteen,199.0,onone software inc. mpr-40212,onone software inc.,199.95
0.6803594827651978,0,clifford reading pack ( dvd box ),scholastic,199.0,clickart 950000 premier image pack ( dvd-rom ),,199.95
0.8769314289093018,0,middle school success essentials,topics entertainment,199.0,topics entertainment phonics success essentials,,199.95
0.9801299571990967,0,photo go,sony-media-software,199.0,sony photo go,,199.95
0.7637795209884644,0,mike garson jazzical suite,yamaha,199.0,mike garson screen themes '93,,199.95
0.971618115901947,0,emedia guitar basics,emedia music,199.0,emedia music corp emedia intermediate guitar method,,199.95
0.9996405243873596,0,dk smart steps 3rd grade,global-software-publishing,199.0,global software a0447jch dk smart steps 2nd grade win 95 98 me 2000 xp vista,,199.95
0.5702047944068909,0,global software smart steps 1st grade windows macintosh ),global software,199.0,smart steps 4th grade ( jc ),dorling-kindersley-multimedia - ( dk ),199.95
0.9240687489509583,0,punch ! home design architectural series 18,punch ! software,199.0,punch software 83100 punch ! home design architectural series 3000 v 10 ( win 98 me nt 2000 xp ),,199.95
0.7892378568649292,0,h & r block taxcut 2006 home & business + state,h & r block,199.0,kiplingers home & business attorney,,199.95
0.6442146301269531,0,emedia essential bass guitar,emedia,199.0,emedia music corp emedia blues guitar legends,,199.95
0.9978116154670715,0,essential business tools 2.0,valusoft,199.0,essential business tools 2.0,,199.95
0.640462338924408,0,jumpstart advanced 2nd grade v2 .0,knowledge adventure,199.0,jumpstart advanced 3rd grade ( pc/mac ) knowledge adventure,,199.95
0.5814307928085327,0,high school advantage 2008,encore,199.0,encore software 10450 encore high school advantage v. 2007 complete product training/wbt 1 user complete product standard pc,,199.95
0.8772606253623962,0,high school advantage 2008,encore,199.0,encore inc elementary advantage 2008,,199.95
0.9729226231575012,0,high school advantage 2008,encore,199.0,elementary advantage 2008 encore,,199.95
0.7713034749031067,0,emc retrospect 7.5 svr 1-client windows,dantz,199.0,emc insignia retrospect workgroup 6,,199.95
0.5258747339248657,0,emc retrospect 7.5 svr 1-client windows,dantz,199.0,emc insignia retrospect desktop 6.x,,199.95
0.5800259709358215,0,riverdeep adventure workshop 4th-6th grade 8th edition,riverdeep,199.0,encore inc adventure workshop preschool-1st grade 8th edition,,199.95
0.6700628399848938,0,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,encore software,199.0,encore inc adventure workshop 4th-6th grade 8th edition,,199.95
0.9435498714447021,0,learn to play chess with fritz & chesster 2 ( mac ),viva media,199.0,viva media llc learn to play chess with fritz & chesster,,199.95
0.9580602049827576,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,199.0,windows sbs cal 2003 20-clt addpak device cal microsoft t74-00003,,199.95
0.8185281157493591,0,mavis beacon teaches typing 16,broderbund,199.0,broderbund mavis beacon teaches typing standard17,,199.95
