ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes
seryna,'11 e. 53rd st. ',` new york ',212/980 -9393,asian,59,seryna,'11 e. 53rd st. ',` new york city ',212-980-9393,japanese,267,"('class',)"
` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212/688 -6525,french,40,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',219,"('class',)"
` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212/688 -6525,french,40,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',43,"('class',)"
` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212/688 -6525,french,40,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',39,"('class',)"
` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212/688 -6525,french,40,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',308,"('class',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,43,"('class',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,52,"('class',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,46,"('class',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,373,"('class',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,195,"('class',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,32,"('class',)"
felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,44,"('class',)"
felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,43,"('class',)"
felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,44,"('class',)"
felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,46,"('class',)"
felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,52,"('class',)"
felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,32,"('class',)"
felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,42,"('class',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,44,"('class',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,33,"('class',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,203,"('class',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,373,"('class',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,356,"('class',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,195,"('class',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,325,"('class',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,39,"('class',)"
lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,32,"('class',)"
` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,40,"('class',)"
` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,39,"('class',)"
` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,33,"('class',)"
` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,60,"('class',)"
` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,44,"('class',)"
` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,32,"('class',)"
` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,627,"('class',)"
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',43,"('class',)"
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',195,"('class',)"
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',32,"('class',)"
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',373,"('class',)"
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',374,"('class',)"
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',33,"('class',)"
lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',286,"('class',)"
lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,43,"('class',)"
lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,32,"('class',)"
lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,33,"('class',)"
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,43,"('class',)"
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,52,"('class',)"
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,218,"('class',)"
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,44,"('class',)"
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,195,"('class',)"
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,33,"('class',)"
dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,46,"('class',)"
dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,44,"('class',)"
dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,641,"('class',)"
dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,52,"('class',)"
dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,46,"('class',)"
dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,33,"('class',)"
dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,43,"('class',)"
dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,42,"('class',)"
oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,24,"('class',)"
oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,239,"('class',)"
oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,373,"('class',)"
oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,342,"('class',)"
oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,308,"('class',)"
oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,24,"('class',)"
oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,60,"('class',)"
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,308,"('class',)"
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,39,"('class',)"
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,273,"('class',)"
aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,50,"('class',)"
aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,50,"('class',)"
aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,39,"('class',)"
march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',195,"('class',)"
march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',52,"('class',)"
march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',33,"('class',)"
march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',291,"('class',)"
march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',325,"('class',)"
march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',32,"('class',)"
march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,60,"('class',)"
march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,52,"('class',)"
march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,653,"('class',)"
march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,33,"('class',)"
march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,42,"('class',)"
march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,32,"('class',)"
patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,132,"('class',)"
patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,12,"('class',)"
patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,148,"('class',)"
patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,165,"('class',)"
patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,579,"('class',)"
patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,564,"('class',)"
patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,12,"('class',)"
patina,' 5955 melrose ave. ',` los angeles ',213-467-1108,californian,16,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,596,"('class',)"
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,132,"('class',)"
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,12,"('class',)"
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,148,"('class',)"
citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,6,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,165,"('class',)"
citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,564,"('class',)"
citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6,citrus,' 6703 melrose ave. ',` los angeles ',213/857 -0034,californian,12,"('class',)"
` le montrachet ',' 3000 w. paradise rd. ',` las vegas ',702/732 -5111,continental,69,` le montrachet bistro ',' 3000 paradise rd. ',` las vegas ',702-732-5651,` french bistro ',452,"('class',)"
