Alb-Son,Alb-Art,Alb-Gen,Alb-Pri,Alb-Cop,Alb-Tim,Alb-Rel
2.623760938644409,5.364203929901123,5.594234466552734,4.659041404724121,5.319928169250488,2.5241663455963135,5.517895221710205
0.8755044341087341,1.2669366598129272,1.3209751844406128,1.0345567464828491,1.3284460306167603,0.8250547051429749,1.338445782661438
1.10633385181427,1.5638823509216309,1.6185383796691895,1.312089204788208,1.6186333894729614,1.1034470796585083,1.6507513523101807
1.390234351158142,1.9759098291397095,2.0726959705352783,1.6699838638305664,2.0112361907958984,1.3263345956802368,2.0804805755615234
1.0641673803329468,1.562117099761963,1.6430498361587524,1.2538390159606934,1.5968575477600098,0.9696584343910217,1.6340323686599731
1.6520389318466187,2.2370262145996094,2.3149280548095703,1.9775935411453247,2.269197463989258,1.6535454988479614,2.3374719619750977
4.223032474517822,6.069164752960205,6.244146347045898,5.392755508422852,5.943347454071045,4.271231174468994,6.224680423736572
0.9739171862602234,1.4445165395736694,1.4952505826950073,1.1362582445144653,1.47482168674469,0.9198370575904846,1.5079971551895142
2.1689648628234863,2.710383892059326,2.794973850250244,2.496553897857666,2.6603758335113525,2.0540952682495117,2.7619996070861816
2.5488996505737305,4.6301655769348145,4.945720195770264,4.076912879943848,4.785100936889648,2.462536334991455,4.828152179718018
1.1234147548675537,1.5716872215270996,1.626668930053711,1.3161921501159668,1.6344943046569824,1.0870105028152466,1.649658441543579
3.94830322265625,5.643467903137207,5.861603736877441,4.912230491638184,5.656471252441406,3.8314619064331055,5.80340576171875
1.0291086435317993,1.4803754091262817,1.5261766910552979,1.246654748916626,1.533695936203003,1.0368295907974243,1.5638781785964966
3.233327865600586,4.5697736740112305,4.74569034576416,3.8499248027801514,4.663498401641846,3.09549880027771,4.769822597503662
1.137798547744751,1.6576389074325562,1.733993649482727,1.3556978702545166,1.7048555612564087,1.0819755792617798,1.7481318712234497
0.8239912986755371,1.2017920017242432,1.236570119857788,0.98744797706604,1.2541327476501465,0.8161939978599548,1.2710012197494507
