id,label,left_Song_Name,left_Artist_Name,left_Album_Name,left_Genre,left_Price,left_CopyRight,left_Time,left_Released,right_Song_Name,right_Artist_Name,right_Album_Name,right_Genre,right_Price,right_CopyRight,right_Time,right_Released
428,0,Lick It ( Norman Doray Remix ),Kaskade & Skrillex,Lick It ( Remixes ) - EP,"Dance , Music , Electronic",$ one point two nine,"2012 Ultra Records , Inc.",six minutes and fourteen seconds,17-Apr-12,Make It Bun Dem ( Flinch Remix ),Skrillex & Damian Jr Gong '' Marley '',Make It Bun Dem After Hours EP,Dance & Electronic,$ one point two nine,2015 RGK,three minutes and fifty-five seconds,"August 28 , 2012"
313,1,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ one point two nine,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,four minutes and fifteen seconds,19-Aug-14,True Colors ( feat . Nicki Minaj ) [ Explicit ],Wiz Khalifa,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,$ one point two nine,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,four minutes and fifteen seconds,"August 19 , 2014"
208,0,Fake ( Demo ),Shinedown,Us and Them ( Deluxe Version ),"Rock , Music , Metal , Hard Rock , Alternative",$ one point two nine,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,five minutes and five seconds,4-Oct-05,Carried Away [ Demo ],Shinedown,Us And Them ( Deluxe ) [ Explicit ],Rock,$ one point two nine,2015 Real Sounds,three minutes and fourteen seconds,"October 4 , 2005"
403,0,Lights ( RAC Mix ),Ellie Goulding,"Lights , Pt. 2 ( The Remixes ) - EP","Dance , Music , Pop",$ one point two nine,2011 Polydor Ltd. ( UK ),five minutes and forty-four seconds,19-Jul-11,Lights ( Single Version ),Ellie Goulding,Lights ( Amazon Exclusive Version ) [ + Digital Booklet ],Pop,$ one point two nine,( C ) 2011 Polydor Ltd. ( UK ),three minutes and thirty-two seconds,"March 8 , 2011"
128,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,Phone Tap ( Album Version ( Explicit ) ) [ Explicit ],David Banner,Mississippi-The Album ( Explicit Version ),Pop,$ zero point six nine,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",one minutes and fifty-two seconds,"May 20 , 2003"
52,1,Afire Love,Ed Sheeran,x,"Singer/Songwriter , Music , Pop , Rock , Contemporary Singer/Songwriter , Adult Alternative",$ one point two nine,"2014 Asylum Records UK , a Warner Music UK Company",five minutes and fourteen seconds,20-Jun-14,Afire Love,Ed Sheeran,x,Pop,$ one point two nine,( C ) 2014 mau5trap Recordings Ltd,five minutes and fourteen seconds,"June 20 , 2014"
199,0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ one point two nine,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,five minutes and six seconds,18-Apr-11,Miracle ( The Live Room ),Shinedown,The Warner Sound Live Room EP,Rock,$ one point two nine,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,three minutes and thirty-five seconds,"May 28 , 2013"
401,0,Where Are '`` Now ( with Justin Bieber ) [ Ember Island Remix ],Skrillex & Diplo,Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP,"Dance , Music",$ one point two nine,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,two minutes and thirty-one seconds,16-Jun-15,Scary Monsters And Nice Sprites ( Zedd Remix ),Skrillex,Scary Monsters And Nice Sprites EP [ Explicit ],"Electronica , Dance & Electronic , Dubstep",$ one point two nine,( c ) 2013 Digitop Ltd,five minutes and fifty-seven seconds,"December 21 , 2010"
311,0,Judas ( Royksopp 's 30 Pieces Remix ),Lady Gaga,Born This Way ( The Remix ),"Pop , Music , Dance",Album Only,2011 Interscope Records,nine minutes and eighteen seconds,21-Nov-11,Alejandro ( The Sound of Arrows Remix ),Lady Gaga,The Remix,Pop,$ one point two nine,( C ) 2010 Interscope,three minutes and fifty-seven seconds,"August 3 , 2010"
84,1,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",three minutes and fifty-four seconds,24-Nov-14,The Whisperer ( feat . Sia ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and fifty-four seconds,"November 24 , 2014"
131,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,"Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo )",David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and fifty-eight seconds,"November 24 , 2014"
9,0,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ one point two nine,2015 KIDinaKORNER/Interscope Records,one minutes and twenty-five seconds,30-Jun-15,Smoke ( Interlude ) [ Explicit ],X Ambassadors,VHS [ Explicit ],Alternative Rock,$ one point two nine,( C ) 2015 KIDinaKORNER/Interscope Records,zero minutes and twenty-four seconds,"June 30 , 2015"
253,1,That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ],Kenny Chesney & Willie Nelson,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk",$ zero point nine nine,"2008 Blue Chair Records , LLC",four minutes and sixteen seconds,2008,That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ),Kenny Chesney,Lucky Old Sun [ + video ],Country,$ zero point nine nine,"( P ) 2008 Blue Chair Records , LLC and BMG Music",four minutes and sixteen seconds,"April 24 , 2012"
44,1,Nothing Would Be Better,Nick Jonas,Nick Jonas,"Pop , Music , Pop/Rock , Rock",$ one point two nine,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",four minutes and thirty-four seconds,10-Nov-14,Nothing Would Be Better,Nick Jonas,Nick Jonas ( Deluxe ) [ Explicit ],Pop,$ one point two nine,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",four minutes and thirty-four seconds,"November 10 , 2014"
169,0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack )",David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and twelve seconds,"November 24 , 2014"
479,1,This Love ( Will Be Your Downfall ),Ellie Goulding,Bright Lights ( Deluxe Version ),"Pop , Music , Dance , Rock",$ one point two nine,‰ ãÑ 2010 Polydor Ltd. ( UK ),three minutes and fifty-three seconds,29-Nov-10,This Love ( Will Be Your Downfall ),Ellie Goulding,Lights,Pop,$ one point two nine,( C ) 2011 Polydor Ltd. ( UK ),three minutes and fifty-three seconds,"March 8 , 2011"
76,0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",three minutes and twenty seconds,24-Nov-14,What I did for Love ( feat . Emeli SandÌ © ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and twenty-seven seconds,"November 24 , 2014"
114,1,Glasgow,David Guetta,Nothing But the Beat - The Electronic Album,"Dance , Music , Electronic , House , Rock",$ zero point nine nine,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",five minutes and thirteen seconds,26-Aug-11,Glasgow,David Guetta,Nothing But The Beat - The Electronic Album,Dance & Electronic,$ zero point nine nine,2009 Andy Henningsen,five minutes and thirteen seconds,"August 26 , 2011"
177,0,Beautiful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ],Zedd,Beautiful Now ( feat . Jon Bellion ) [ Remixes ] - EP,"Dance , Music",$ one point two nine,2015 Interscope Records,four minutes and fifteen seconds,10-Jul-15,Clarity ( Zedd Union Mix ) [ feat . Foxes ],Zedd,Clarity ( Remixes ),Dance & Electronic,$ one point two nine,( C ) 2013 Interscope Records,three minutes and twenty-eight seconds,"February 12 , 2013"
347,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ one point nine nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,five minutes and twenty seconds,4-Dec-12,Bluffin ( feat . Berner ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ one point two nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,five minutes and thirty-two seconds,"December 4 , 2012"
42,1,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe ),"Pop , Music , Rock , Pop/Rock",$ one point two nine,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",three minutes and forty-eight seconds,10-Nov-14,Closer [ feat . Mike Posner ] [ Clean ],Nick Jonas,Nick Jonas ( Deluxe ) [ Clean ],Pop,$ one point two nine,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",three minutes and forty-eight seconds,"November 10 , 2014"
211,0,Fake ( Demo ),Shinedown,Us and Them ( Deluxe Version ),"Rock , Music , Metal , Hard Rock , Alternative",$ one point two nine,2009 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,five minutes and five seconds,4-Oct-05,Left Out [ Demo ],Shinedown,Leave A Whisper ( Deluxe ),Rock,$ one point two nine,2015 Mad Decent,three minutes and thirty-six seconds,"May 27 , 2003"
470,0,Hold Up ( feat . T Streets ),Lil Wayne & T Streets,I Am Not a Human Being,"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Dirty South",$ one point two nine,‰ ãÑ 2010 Cash Money Records Inc.,four minutes and ten seconds,15-Nov-10,Wowzerz ( Album Version ( Explicit ) ) [ feat . Trina ] [ Explicit ],Lil Wayne,I Am Not A Human Being II ( Explicit Version ) [ + digital booklet ],Rap & Hip-Hop,$ one point two nine,2005 Secretly Canadian,three minutes and forty-five seconds,"March 26 , 2013"
412,1,Billy,Keith Urban,In the Ranch,"Country , Music , Honky Tonk , Contemporary Country",$ one point two nine,1997 Capitol Nashville,three minutes and forty-six seconds,1997,Billy,Keith Urban,Keith Urban In The Ranch,Country,$ one point two nine,( c ) 1997 Capitol Nashville,three minutes and forty-six seconds,"February 10 , 2004"
380,0,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane )",Flo Rida,"Only One Flo , Pt. 1","Hip-Hop/Rap , Music , Rap , Dirty South",$ one point two nine,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,three minutes and thirty-six seconds,24-Nov-10,Man of the Year ( feat . Lil Wayne ) [ Explicit ],Flo Rida,Welcome to Flo Rida [ Explicit ],Rap & Hip-Hop,$ zero point nine nine,2015 CMG Records,three minutes and one seconds,"April 6 , 2015"
5,1,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ one point two nine,2015 KIDinaKORNER/Interscope Records,one minutes and twenty-five seconds,30-Jun-15,VHS Outro ( Interlude ) [ Explicit ],X Ambassadors,VHS [ Explicit ],Alternative Rock,$ one point two nine,( C ) 2015 KIDinaKORNER/Interscope Records,one minutes and twenty-five seconds,"June 30 , 2015"
322,0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$ one point nine nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,five minutes and twenty seconds,4-Dec-12,It 's Nothin ( feat . 2 Chainz ) [ Explicit ],Wiz Khalifa,O.N.I.F.C. [ Explicit ],Rap & Hip-Hop,$ one point two nine,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,three minutes and forty-seven seconds,"December 4 , 2012"
