label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,id
0,` gallagher \ 's ',' 228 w. 52nd st. ',` new york ',212/245 -5336,american,254,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,0@256#1@89
0,` fleur de jour ',' 348 e. 62nd st. ',` new york ',212/355 -2020,` coffee bar ',245,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,0@247#1@89
0,bolo,'23 e. 22nd st. ',` new york ',212/228 -2200,mediterranean,191,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,0@112#1@89
0,'21 club ','21 w. 52nd st. ',` new york ',212/582 -7200,american,23,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,0@23#1@89
0,` four seasons grill room ','99 e. 52nd st. ',` new york ',212/754 -9494,american,34,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,0@34#1@89
0,'em pire korea ',' 6 e. 32nd st. ',` new york ',212/725 -1333,asian,233,` la grenouille ',' 3 e. 52nd st. ',` new york city ',212-752-1495,` french ( classic ) ',623,0@235#1@89
0,` gallagher \ 's ',' 228 w. 52nd st. ',` new york ',212/245 -5336,american,254,` edison cafe ',' 228 w. 47th st. ',` new york city ',212-840-5000,diners,611,0@256#1@77
0,` hard rock cafe ',' 221 w. 57th st. ',` new york ',212/489 -6565,american,261,` edison cafe ',' 228 w. 47th st. ',` new york city ',212-840-5000,diners,611,0@263#1@77
0,` two two two ',' 222 w. 79th st. ',` new york ',212/799 -0400,american,368,` edison cafe ',' 228 w. 47th st. ',` new york city ',212-840-5000,diners,611,0@368#1@77
0,` gallagher \ 's ',' 228 w. 52nd st. ',` new york ',212/245 -5336,american,254,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,0@256#1@241
0,` victor \ 's cafe ','52 236 w. 52nd st. ',` new york ',212/586 -7714,` latin american ',371,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,0@371#1@241
1,'21 club ','21 w. 52nd st. ',` new york ',212/582 -7200,american,23,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,0@23#1@241
0,` four seasons grill room ','99 e. 52nd st. ',` new york ',212/754 -9494,american,34,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,0@34#1@241
0,` judson grill ',' 152 w. 52nd st. ',` new york ',212/582 -5252,american,276,'21 club ','21 w. 52nd st. ',` new york city ',212-582-7200,` american ( new ) ',23,0@277#1@241
0,` center stage plaza hotel ',' 1 main st. ',` las vegas ',702/386 -2512,american,436,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',5,0@436#1@223
0,` gilliland \ 's ',' 2424 main st. ',` santa monica ',310/392 -3901,american,135,` chinois on main ',' 2709 main st. ',` santa monica ',310-392-9025,` pacific new wave ',5,0@138#1@223
0,` sa tsu ki ',' 3043 buford hwy . ',atlanta,404/325 -5285,asian,415,` havana sandwich shop ',' 2905 buford hwy . ',atlanta,404-636-4094,cuban,695,0@415#1@161
0,` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,` mulberry st. ',' 17040 ventura blvd. ',encino,818-906-8881,pizza,580,0@18#1@46
0,` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,` mulberry st. ',' 17040 ventura blvd. ',encino,818-906-8881,pizza,580,0@1#1@46
0,` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,` rubin \ 's red hots ',' 15322 ventura blvd. ',encino,818-905-6515,` hot dogs ',590,0@18#1@56
0,posto,' 14928 ventura blvd. ',` sherman oaks ',818/784 -4400,italian,156,` rubin \ 's red hots ',' 15322 ventura blvd. ',encino,818-905-6515,` hot dogs ',590,0@159#1@56
0,` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,` sushi nozawa ',' 11288 ventura blvd. ',` studio city ',818-508-7017,japanese,595,0@18#1@61
0,posto,' 14928 ventura blvd. ',` sherman oaks ',818/784 -4400,italian,156,` sushi nozawa ',' 11288 ventura blvd. ',` studio city ',818-508-7017,japanese,595,0@159#1@61
0,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,` sushi nozawa ',' 11288 ventura blvd. ',` studio city ',818-508-7017,japanese,595,0@3#1@61
0,` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,0@18#1@221
0,posto,' 14928 ventura blvd. ',` sherman oaks ',818/784 -4400,italian,156,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,0@159#1@221
1,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,0@3#1@221
0,` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,0@1#1@221
0,` china grill ','60 w. 53rd st. ',` new york ',212/333 -7788,american,219,seryna,'11 e. 53rd st. ',` new york city ',212-980-9393,japanese,59,0@221#1@277
1,seryna,'11 e. 53rd st. ',` new york ',212/980 -9393,asian,59,seryna,'11 e. 53rd st. ',` new york city ',212-980-9393,japanese,59,0@59#1@277
0,` il nido ',' 251 e. 53rd st. ',` new york ',212/753 -8450,italian,267,seryna,'11 e. 53rd st. ',` new york city ',212-980-9393,japanese,59,0@113#1@277
0,` china grill ','60 w. 53rd st. ',` new york ',212/333 -7788,american,219,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40,0@221#1@258
0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40,0@43#1@258
0,` tang pavillion ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40,0@356#1@258
1,` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212/688 -6525,french,40,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40,0@40#1@258
0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` la caravelle ','33 w. 55th st. ',` new york city ',212-586-4252,` french ( classic ) ',39,0@43#1@257
0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,0@43#1@251
0,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,0@52#1@251
1,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,0@33#1@251
0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,0@43#1@278
0,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,0@46#1@278
0,` le chantilly ',' 106 e. 57th st. ',` new york ',212/751 -2931,french,285,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,0@286#1@278
0,` le colonial ',' 149 e. 57th st. ',` new york ',' 212 / 752-0808 ',asian,286,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,0@287#1@278
1,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,0@43#1@261
0,lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,0@44#1@261
0,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,0@33#1@261
0,` cafe pierre ',' 2 e. 61st st. ',` new york ',212/940 -8185,french,203,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,0@205#1@261
0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,0@43#1@262
0,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,0@197#1@262
0,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,0@32#1@262
0,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,0@373#1@262
1,lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,0@44#1@262
0,` water club ',' 500 e. 30th st. ',` new york ',212/683 -3333,american,374,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,0@374#1@262
0,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,0@33#1@262
0,` le colonial ',' 149 e. 57th st. ',` new york ',' 212 / 752-0808 ',asian,286,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,0@287#1@262
0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,0@43#1@250
1,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,0@32#1@250
0,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,0@373#1@250
0,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,0@52#1@250
0,chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,0@220#1@250
0,` tang pavillion ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356,menchanko-tei,'39 w. 55th st. ',` new york city ',212-247-1585,japanese,627,0@356#1@93
0,` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,menchanko-tei,'39 w. 55th st. ',` new york city ',212-247-1585,japanese,627,0@39#1@93
0,aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,0@24#1@268
0,` fifty seven fifty seven ','57 e. 57th st. ',` new york ',212/758 -5757,american,239,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,0@241#1@268
0,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,0@373#1@268
1,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,0@50#1@268
0,` san pietro ','18 e. 54th st. ',` new york ',212/753 -9015,italian,342,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,0@342#1@268
0,` monkey bar ','60 e. 54th st. ',` new york ',212/838 -2600,american,308,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,0@309#1@268
1,aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,0@24#1@242
0,` monkey bar ','60 e. 54th st. ',` new york ',212/838 -2600,american,308,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,0@309#1@242
0,` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,0@39#1@242
0,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379,eats,' 600 ponce de leon ave. ',atlanta,404-888-9149,italian,690,0@379#1@156
0,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379,tortillas,' 774 ponce de leon ave. ne ',atlanta,404-892-0193,tex-mex,716,0@379#1@181
0,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404/876 -1800,southern,86,tortillas,' 774 ponce de leon ave. ne ',atlanta,404-892-0193,tex-mex,716,0@86#1@181
0,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379,majestic,' 1031 ponce de leon ave. ',atlanta,404-875-0276,diners,703,0@379#1@169
0,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404/876 -1800,southern,86,majestic,' 1031 ponce de leon ave. ',atlanta,404-875-0276,diners,703,0@86#1@169
0,` fifty seven fifty seven ','57 e. 57th st. ',` new york ',212/758 -5757,american,239,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,0@241#1@263
0,` jean lafitte ','68 w. 58th st. ',` new york ',212/751 -2323,french,272,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,0@273#1@263
0,` manhattan cafe ',' 1161 1st ave. between 63rd and 64th sts . ',` new york ',212/888 -6556,american,300,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,0@301#1@263
0,shaan,'57 w. 48th st. ',` new york ',' 212 / 977-8400 ',asian,349,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,0@349#1@263
0,` grand cafe hotel monaco ',' 501 geary st. ',` san francisco ',415/292 -0101,american,473,` mel \ 's drive-in ',' 3355 geary st. ',` san francisco ',415-387-2244,hamburgers,739,0@473#1@204
0,` horseradish grill ',' 4320 powers ferry rd. ',atlanta,404/255 -7277,southern,398,` carey \ 's corner ',' 1215 powers ferry rd. ',marietta,770-933-0909,hamburgers,686,0@398#1@152
0,` luna si ',' 1931 peachtree rd. ',atlanta,404/355 -5993,continental,405,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682,0@405#1@148
0,` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,continental,393,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682,0@393#1@148
0,` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682,0@89#1@148
0,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682,0@410#1@148
0,` luna si ',' 1931 peachtree rd. ',atlanta,404/355 -5993,continental,405,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,0@405#1@309
0,` ritz-carlton restaurant and dining room ',' 600 stockton st. ',` san francisco ',415/296 -7465,american,110,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,0@110#1@309
0,` taste of new orleans ',' 889 w. peachtree st. ',atlanta,404/874 -5535,southern,421,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,0@421#1@309
0,bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,0@386#1@309
0,` french quarter food shop ',' 923 peachtree st. at 8th st. ',atlanta,404/875 -2489,southern,396,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,0@396#1@309
0,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,0@197#1@260
0,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,0@52#1@260
0,` le marais ',' 150 w. 46th st. ',` new york ',212/869 -0900,american,290,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,0@291#1@260
0,` virgil \ 's ',' 152 w. 44th st. ',` new york ',' 212 / 921-9494 ',american,66,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,0@66#1@260
0,` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,0@45#1@260
0,` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,0@329#1@260
0,` le madri ',' 168 w. 18th st. ',` new york ',212/727 -8022,italian,289,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,0@290#1@260
0,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,0@197#1@264
0,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,0@52#1@264
1,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,0@46#1@264
0,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,0@33#1@264
0,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,0@292#1@264
0,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,0@326#1@264
0,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,0@197#1@107
0,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,0@32#1@107
0,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,0@373#1@107
0,` smith & wollensky ',' 201 e. 49th st. ',` new york ',212/753 -1530,american,62,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,0@62#1@107
