label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,id
0,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,` sushi nozawa ',' 11288 ventura blvd. ',` studio city ',818-508-7017,japanese,595,3#61
0,` pinot bistro ',' 12969 ventura blvd. ',` los angeles ',818/990 -0500,french,18,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,18#221
0,posto,' 14928 ventura blvd. ',` sherman oaks ',818/784 -4400,italian,156,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,159#221
1,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818/788 -3536,french,3,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,3#221
0,` art \ 's delicatessen ',' 12224 ventura blvd. ',` studio city ',818/762 -1221,american,1,` cafe bizou ',' 14016 ventura blvd. ',` sherman oaks ',818-788-3536,` french bistro ',3,1#221
0,` china grill ','60 w. 53rd st. ',` new york ',212/333 -7788,american,219,seryna,'11 e. 53rd st. ',` new york city ',212-980-9393,japanese,59,221#277
1,seryna,'11 e. 53rd st. ',` new york ',212/980 -9393,asian,59,seryna,'11 e. 53rd st. ',` new york city ',212-980-9393,japanese,59,59#277
0,` il nido ',' 251 e. 53rd st. ',` new york ',212/753 -8450,italian,267,seryna,'11 e. 53rd st. ',` new york city ',212-980-9393,japanese,59,113#277
0,` china grill ','60 w. 53rd st. ',` new york ',212/333 -7788,american,219,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40,221#258
0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40,43#258
0,` tang pavillion ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40,356#258
1,` la cote basque ','60 w. 55th st. between 5th and 6th ave. ',` new york ',212/688 -6525,french,40,` la cote basque ','60 w. 55th st. ',` new york city ',212-688-6525,` french ( classic ) ',40,40#258
0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` la caravelle ','33 w. 55th st. ',` new york city ',212-586-4252,` french ( classic ) ',39,43#257
0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,43#251
0,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,52#251
1,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,33#251
0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,43#278
0,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,46#278
0,` le chantilly ',' 106 e. 57th st. ',` new york ',212/751 -2931,french,285,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,286#278
0,` le colonial ',' 149 e. 57th st. ',` new york ',' 212 / 752-0808 ',asian,286,` shun lee palace ',' 155 e. 55th st. ',` new york city ',212-371-8844,chinese,60,287#278
1,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,43#261
0,lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,44#261
0,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,33#261
0,` cafe pierre ',' 2 e. 61st st. ',` new york ',212/940 -8185,french,203,` lespinasse ( new york city ) ',' 2 e. 55th st. ',` new york city ',212-339-6719,asian,43,205#261
0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,43#262
0,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,197#262
0,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,32#262
0,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,373#262
1,lutece,' 249 e. 50th st. ',` new york ',212/752 -2225,french,44,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,44#262
0,` water club ',' 500 e. 30th st. ',` new york ',212/683 -3333,american,374,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,374#262
0,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,33#262
0,` le colonial ',' 149 e. 57th st. ',` new york ',' 212 / 752-0808 ',asian,286,lutece,' 249 e. 50th st. ',` new york city ',212-752-2225,` french ( classic ) ',44,287#262
0,lespinasse,' 2 e. 55th st. ',` new york ',212/339 -6719,american,43,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,43#250
1,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,32#250
0,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,373#250
0,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,52#250
0,chiam,' 160 e. 48th st. ',` new york ',212/371 -2323,asian,218,dawat,' 210 e. 58th st. ',` new york city ',212-355-7555,indian,32,220#250
0,` tang pavillion ','65 w. 55th st. ',` new york ',212/956 -6888,asian,356,menchanko-tei,'39 w. 55th st. ',` new york city ',212-247-1585,japanese,627,356#93
0,` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,menchanko-tei,'39 w. 55th st. ',` new york city ',212-247-1585,japanese,627,39#93
0,aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,24#268
0,` fifty seven fifty seven ','57 e. 57th st. ',` new york ',212/758 -5757,american,239,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,241#268
0,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,373#268
1,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,50#268
0,` san pietro ','18 e. 54th st. ',` new york ',212/753 -9015,italian,342,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,342#268
0,` monkey bar ','60 e. 54th st. ',` new york ',212/838 -2600,american,308,oceana,'55 e. 54th st. ',` new york city ',212-759-5941,seafood,50,309#268
1,aquavit,'13 w. 54th st. ',` new york ',212/307 -7311,continental,24,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,24#242
0,` monkey bar ','60 e. 54th st. ',` new york ',212/838 -2600,american,308,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,309#242
0,` la caravelle ','33 w. 55th st. ',` new york ',212/586 -4252,french,39,aquavit,'13 w. 54th st. ',` new york city ',212-307-7311,scandinavian,24,39#242
0,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379,eats,' 600 ponce de leon ave. ',atlanta,404-888-9149,italian,690,379#156
0,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379,tortillas,' 774 ponce de leon ave. ne ',atlanta,404-892-0193,tex-mex,716,379#181
0,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404/876 -1800,southern,86,tortillas,' 774 ponce de leon ave. ne ',atlanta,404-892-0193,tex-mex,716,86#181
0,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379,majestic,' 1031 ponce de leon ave. ',atlanta,404-875-0276,diners,703,379#169
0,` mary mac \ 's tea room ',' 224 ponce de leon ave. ',atlanta,404/876 -1800,southern,86,majestic,' 1031 ponce de leon ave. ',atlanta,404-875-0276,diners,703,86#169
0,` fifty seven fifty seven ','57 e. 57th st. ',` new york ',212/758 -5757,american,239,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,241#263
0,` jean lafitte ','68 w. 58th st. ',` new york ',212/751 -2323,french,272,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,273#263
0,` manhattan cafe ',' 1161 1st ave. between 63rd and 64th sts . ',` new york ',212/888 -6556,american,300,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,301#263
0,shaan,'57 w. 48th st. ',` new york ',' 212 / 977-8400 ',asian,349,` manhattan ocean club ','57 w. 58th st. ',` new york city ',212-371-7777,seafood,45,349#263
0,` grand cafe hotel monaco ',' 501 geary st. ',` san francisco ',415/292 -0101,american,473,` mel \ 's drive-in ',' 3355 geary st. ',` san francisco ',415-387-2244,hamburgers,739,473#204
0,` horseradish grill ',' 4320 powers ferry rd. ',atlanta,404/255 -7277,southern,398,` carey \ 's corner ',' 1215 powers ferry rd. ',marietta,770-933-0909,hamburgers,686,398#152
0,` luna si ',' 1931 peachtree rd. ',atlanta,404/355 -5993,continental,405,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682,405#148
0,` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,continental,393,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682,393#148
0,` cafe ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,` ext 6108 international ',89,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682,89#148
0,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410,` brookhaven cafe ',' 4274 peachtree rd. ',atlanta,404-231-5907,vegetarian,682,410#148
0,` luna si ',' 1931 peachtree rd. ',atlanta,404/355 -5993,continental,405,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,405#309
0,` ritz-carlton restaurant and dining room ',' 600 stockton st. ',` san francisco ',415/296 -7465,american,110,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,110#309
0,` taste of new orleans ',' 889 w. peachtree st. ',atlanta,404/874 -5535,southern,421,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,421#309
0,bistango,' 1100 peachtree st. ',atlanta,404/724 -0901,mediterranean,386,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,386#309
0,` french quarter food shop ',' 923 peachtree st. at 8th st. ',atlanta,404/875 -2489,southern,396,` ritz-carlton restaurant ',' 181 peachtree st. ',atlanta,404-659-0400,` french ( classic ) ',91,396#309
0,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,197#260
0,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,52#260
0,` le marais ',' 150 w. 46th st. ',` new york ',212/869 -0900,american,290,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,291#260
0,` virgil \ 's ',' 152 w. 44th st. ',` new york ',' 212 / 921-9494 ',american,66,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,66#260
0,` manhattan ocean club ','57 w. 58th st. ',` new york ',' 212 / 371-7777 ',seafood,45,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,45#260
0,` planet hollywood ',' 140 w. 57th st. ',` new york ',212/333 -7827,american,328,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,329#260
0,` le madri ',' 168 w. 18th st. ',` new york ',212/727 -8022,italian,289,` les celebrites ',' 155 w. 58th st. ',` new york city ',212-484-5113,` french ( classic ) ',42,290#260
0,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,197#264
0,petrossian,' 182 w. 58th st. ',` new york ',212/245 -2214,french,52,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,52#264
1,march,' 405 e. 58th st. ',` new york ',212/754 -6272,american,46,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,46#264
0,felidia,' 243 e. 58th st. ',` new york ',212/758 -1479,italian,33,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,33#264
0,` le perigord ',' 405 e. 52nd st. ',` new york ',212/755 -6244,french,291,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,292#264
0,` pen & pencil ',' 205 e. 45th st. ',` new york ',212/682 -8660,american,325,march,' 405 e. 58th st. ',` new york city ',212-754-6272,` american ( new ) ',46,326#264
0,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,197#107
0,dawat,' 210 e. 58th st. ',` new york ',212/355 -7555,asian,32,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,32#107
0,vong,' 200 e. 54th st. ',` new york ',212/486 -9592,american,373,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,373#107
0,` smith & wollensky ',' 201 e. 49th st. ',` new york ',212/753 -1530,american,62,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,62#107
0,` le marais ',' 150 w. 46th st. ',` new york ',212/869 -0900,american,290,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,291#107
0,orso,' 322 w. 46th st. ',` new york ',212/489 -7212,italian,316,` sparks steak house ',' 210 e. 46th st. ',` new york city ',212-687-4855,steakhouses,641,317#107
0,eclipse,' 8800 melrose ave. ',` los angeles ',310/724 -5959,californian,132,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,135#45
0,` tommy tang \ 's ',' 7313 melrose ave. ',` los angeles ',213/937 -5733,asian,167,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,170#45
0,patina,' 5955 melrose ave. ',` los angeles ',213/467 -1108,californian,16,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,16#45
0,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,12#45
0,` tavola calda ',' 7371 melrose ave. ',` los angeles ',213/658 -6340,italian,165,` mo better meatty meat ',' 7261 melrose ave. ',la,213-935-5280,hamburgers,579,168#45
