label,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,id
0,Dangerous ( feat . Sam Martin ) [ Zobin Schulz Remix ] [ Radio Edit ],David GuMtta,ListenI( Deluxe Version ),"DanDe , Music , Rock , House , Electronic , French Pop",$ 1d29,"2014 What A M6sic Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:2f,24-Nov-b4,"Hey Mama ( feat . Nicoi Minaj , Bebe Rexha & Afrojack )",David Kuetta,Listenl( Deluxe ),Dance & ElectPonic,$ 1.29,2015 If Moving #our Mine,3:P2,"NovembeZ 24 , 2014",54
0,SorrySfor Party Rocking,L/FAO,Sorry for Party RockiSg ( Deluxe Version ),"Pgp , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap",${1.29,"‰ ãÑ 2011 Fuo & Blu , LLC under exclusive License to Interscope Records",3g23,21-Ju'-11,Party6Rock Anthem ( Made Famous By Lmfao Feat Lauren Bennett & Goon Rock ) ( Karaoke Version ),Lmfao Feat LaJren Bennett & Goon Rock Karaoke Band,Party rock anthem ( Karaoke ^,InternAtional,$ 0.?9,( c ) 2011 BfM Industrias del Disco S.A. ( Magenta Discos ),5:24,"July<14 , 2011",260
1,BiAly,Keith Grban,In t<e Ranch,"Country $ Music , Honky Tonk , Contemporary Country",$ 1a29,1997 Capitoc Nashville,(:46,1k97,BIlly,Keith Urcan,Keith7Urban In The Ranch,Coun^ry,? 1.29,( c ) 1997 Cap3tol Nashville,@:46,"Febr'ary 10 , 2004",180
1,Who>I Am With You,Chris toung,AsM.,"CounHry , Music , Urban Cowboy , Contemporary Country",k 1.29,‰8ãÑ 2013 Sony Music Entertainment,3:/3,T6-Sep-13,Who I Am With nou,Chris Younk,A.;.,CountMy,$ 1.=9,"(`C ) 2010 Hollywood Records , Inc.",3#11,"Se2tember 16 , 2013",237
0,WhatevaZ( feat . Monty ),Fetty W&p,Fetty War ( Deluxe ),"Hi]-Hop/Rap , Music , Rap",AlbumXOnly,2015 300 Entertainment/RGF ProdXctions,@:11,nUn,Timeo( feat . Monty ) [ Clean ],Fetty WHp,F\tty Wap [ Clean ],Rap & Hip-HTp,$(1.29,"(4C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",4:38,"S6ptember 25 , 2015",214
1,"Piensas en M ' _ ( feat . Luigi 21 Plus , Jory & Yelsid ) [ Remix e",zicky Jam,Nicky.Jam Hits,"Latin Urban , Music , Latin;",$Q0.99,2014 La Industria InA. . Licencia a Codiscos S.A.S.,4546,9-SeJ-14,Piensas!en MÌ _ ( Remix ),Nkcky Jam,Nisky Jam Hits,"Int1rnational , Latin Music",$30.99,(&C ) 2014 Codiscos S.A.S.,}:46,"Septemberv9 , 2014",57
0,"Young , Wild & Free ( feat . <runo Mars )",Sn|op Dogg,MacVand Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],"Soundtr%ck,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",$ }.99,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the /orld outside of the United States,1:12,12EDec-11,Can|You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ],Snoo+ Dogg,R&G ( Rhythm & Gangsta ) : The oasterpiece ( Explicit Version ),"Gangsta & 'ardcore , Rap & Hip-Hop",$50.99,( C ) 2004 Geffen Rejords,3:00,"NoveZber 16 , 2004",108
0,If I Am a S'ranger ( Live In Amsterdam ),RyanGAdams,kive After Deaf ( Live ) [ Complete Collection ],"SInger/Songwriter , Music , Rock","$ 0,99",2012 PAXAM RERORDS,&:10,2-Jul-W2,The Rescue Blues ( Live in London 1 &,Rya2 Adams,Live After Deaf ( C7llection ),"Fol' , Rock",$H0.99,6012 PAXAM RECORDS,x:25,"July 2 , 2\12",110
1,Lov@ Song,P!EK,;ry This,"Pop , Music , Teen Pop , Elec;ronic , Pop/Rock , R&B / Soul , Dance",$ <.99,"2003 Arista Records , IncA",k:28,1~-Nov-03,Love Sotg,P!n=,Try ThiG [ Explicit ],POp,$ o.99,CWM recJrds,n:27,"Nov[mber 11 , 2003",290
0,IB'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),D?vid Guetta,Nothing But th: Beat,"Daqce , Music , House , Electronic , Rock",$ 7.29,"2011 What A Music Ltd , Lice#ce exclusive Parlophone Music France",p:34,26-Aug-&1,Little Bad Girl ( Feat . Taio Cruz & Ludacri? ) [ Explicit ],DavVd Guetta,Nothing But Th= Beat,Danc' & Electronic,$ 1.2R,200^ Andy Henningsen,j:12,"August 26 , 20v1",17
1,Fake[( Demo ),Swinedown,Us and Them ( Delu}e Version ),"Rock , Music , Meyal , Hard Rock , Alternative",$ 1$29,2009 Atlantic Rhcording Corporation for the United States and WEA International Inc. for the world outside of the United States .,::05,{-Oct-05,Fakea[ Demo ],ShineRown,Us And Them ( #eluxe ) [ Explicit ],Ro0k,- 1.29,2015 R3al Sounds,5:`5,"3ctober 4 , 2005",313
0,WhereAAre '`` Now ( with Justin Bieber ) [ Ember Island Remix ],Skrillex & _iplo,Where Are '`` Now ( wiNh Justin Bieber ) [ Remixes ] - EP,"Dance`, Music",$K1.29,2015 OWSL` / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,F:31,16-Jun-1+,Scary Monswers And Nice Sprites ( Dirtyphonics Remix ),Skrixlex,More Mopsters And Sprites EP,"Dance & Electronic , DObstep",$ 1i29,2011?Rory Bourke Music Co. ( BMI ),4:5O,"JuneF7 , 2011",72
0,Beautiful Now ( feat . Jon Bellion ) [ Charlie Tarker Remix ],Yedd,Beauniful Now ( feat . Jon Bellion ) [ Remixes ] - EP,"Dan]e , Music",$*1.29,201M Interscope Records,4:1h,1c-Jul-15,ClarityD( Zedd Union Mix ) [ feat . Foxes ],Z-dd,Cltrity ( Remixes ),Dance & ElectronLc,$ 1w29,L C ) 2013 Interscope Records,3:=8,"Febrwary 12 , 2013",75
1,VHSOOutro ( Interlude ),X AmbaLsadors,V9S,"Alternztive , Music , Rock , Adult Alternative",$ O.29,2015 KIDinaKORNER/InOerscope Records,1725,30-Jun-1k,VHS Outro ( InterluGe ) [ Explicit ],X Amba#sadors,VHSt[ Explicit ],Al#ernative Rock,$ ?.29,( C ) 2015 KIDinaKLRNER/Interscope Records,`:25,"June 3W , 2015",53
1,G.U.L.,Yady Gaga,ART*OP,"Pop , Musi} , Dance , Rock",$ 1S29,‰ ãÑ 2013 Interscipe Records,3:[2,11-Nov-14,G.U.Y. [ Clean T,qady Gaga,ArtKop [ Clean ],Po8,$ 1I29,( C ) 2013 Interscfpe Records,3:=2,"N;vember 11 , 2013",272
0,eaith In Love,Reba McErtire & Rascal Flatts,-eba Duets,"Cvuntry , Music , Honky Tonk , Contemporary Country",$ 1.59,"‰ ãÑ 2007 MCA Nashville , a Divisio? of UMG Recordings , Inc.",3:%7,18-Sep-*7,Love Neecs A Holiday,"Reba ,cEntire",REba # 1 's,"Country , ContImporary Country",$ 0.]9,"( C ) 2005 MCA NashvOlle , a Division of UMG Recordings , Inc.",c:13,"November 22 , 2005",88
0,Whaveva ( feat . Monty ),Fetty(Wap,FettyaWap ( Deluxe ),"Hip-Hop/Rap , Lusic , Rap",Awbum Only,2015 300 Entertainment/RGF Pr=ductions,5A11,]an,How We Do Things ( fea^ . Monty ) [ Explicit ],Fetty WaI,FeEty Wap [ Explicit ],Rap & ^ip-Hop,"$""1.29","( C } 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",V:31,"Seztember 25 , 2015",92
0,"WhyDYou Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane )",Fl2 Rida,"OnZy One Flo , Pt. 1","Hip-Hop/Rap , Music , Rap , DiAty South",N 1.29,2010sAtlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:3%,(4-Nov-10,Man of the Year ( feat . Lij Wayne ) [ Explicit ],Flo Rina,Welcome lo Flo Rida [ Explicit ],Rap & eip-Hop,$ 0.V9,2015 CdG Records,0:01,"April 6 , 2>15",65
0,CrewjLove ( feat . The Weeknd ),D!ake,Take5Care ( Deluxe Version ),"Hip-Hop/RRp , Music",$ 1.2[,‰ ãÑ 2011 Cysh Money Records Inc.,"3,28",1--Nov-11,Up All Nfght ( Explicit ) [ feat . Nicki Minaj ],Drakc,Thank M# Later ( Explicit Version ) [ Explicit ],Raf & Hip-Hop,$ [.29,( C ) 2010 Young 3oney Entertainment/Cash Money Records,3:14,"June415 , 2010",225
0,Sweet Spot 2.H ( feat . Jennifer Lopez ),Flo RYda,Wild O!es,"Hip-Hop/Rapa, Music , Rap , Electronic , World , Dance",$ 1.2=,2012 Atlant<c Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,s:11,v2-Jun-12,Wild Ones ( fea0 . Sia ),Flo Rid.,Wild On&s,"Dancek& Electronic , Rap & Hip-Hop , House",$ G.29,"( C ) 2015 MCA Nashville , a Division of UMG Recordincs , Inc.",3:r2,"June #2 , 2012",147
1,F5om Time ( feat . Jhene Aiko ),DraXe,Nothing;Was the Same,"Hip-HopPRap , Music , Rap , Hardcore Rap , R&B / Soul , Contemporary R&B",$p1.29,‰ ãÑ 2013 Cash Money Re;ords Inc.,5:n2,"24-Sep-1""",From]Time [ feat . JhenÌ © Aiko ] [ Explicit ],DraAe,Nothing>Was The Same [ Explicit ],Rap0& Hip-Hop,$M1.29,( C ) 2013 Cath Money Records Inc.,5:A2,"Septembeq 24 , 2013",280
1,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",Mbrk Ronson,Uptown SpecJal,"Pop , Music , 7&B / Soul , Funk , Soul",$ 1t29,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusSve licence to Sony Music Entertainment UK Limited",2:76,O3-Jan-15,"Crack In !he Pearl , Pt . II",Mark RSnson,Uptown SpeciaP [ Clean ],"P,p",$21.29,2015 Real %ounds,2:1U,"January 1; , 2015",118
1,Whit* Horse,Taylor SwKft,Fe8rless,"\ountry , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country",$ 1[29,"‰KãÑ 2008 Big Machine Records , LLC",3i54,11-NYv-08,Whit^ Horse,Tayloc Swift,FearBess,"Country_, Country Rock , Rock",$ 1b29,"( C ) >008 Big Machine Records , LLC",I:54,"November611 , 2008",91
0,EpiloguK ( feat . George the Poet ),Naughta Boy,HRtel Cabana,"Pop], Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",Y 1.29,2014 Naughty Boy Re)ordings Ltd under exclusive licence to Virgin Records Ltd,1:2^,6-May-19,Wqnder [ feat . Emeli SandÌ © ],NaughtyZBoy,Hot\l Cabana ( Deluxe Version ) [ Explicit ],Poy,? 1.29,( C > 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,3:2s,"M*y 6 , 2014",254
0,Ep;logue ( feat . George the Poet ),Naught0 Boy,hotel Cabana,"PYp , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",$y1.29,2014 Naughty Boy Recordings Ltd under exclusive licence to rirgin Records Ltd,1:)8,6-M0y-14,No One 's Here To Slee` [ feat . Bastille ] [ Explicit ],NaughtyhBoy,Hotel Cabana [ ExplGcit ],+op,$ 1.2Y,( C ) 2014 Naughty Boy Recordimgs Ltd under exclusive licence to Virgin Records Ltd,4R32,"Mayp6 , 2014",234
1,"The""Tin Man",Kenny Cqesney,A@l I Need to Know,"Cotntry , Music , Urban Cowboy , Contemporary Country",; 0.99,"1995 , BMG Entettainment",n:25,13-Ju*-95,The TiD Man,K~nny Chesney,All I Need -o Know,"Coun,ry",$ 0.J9,20-4 Scotty 2 Music Ascap,F:26,"June 13 , 1W95",6
0,+utonomy ( Cold Blank Mix ),ZeKd,Autonomy - Eq,"Dance , Mudic",$ 0.#9,2011 Bug$yed Records,4:5Z,28-Ma8-11,AutUnomy ( Lucky Date Mix ),5edd,Zedd - Autono\y,"Electrsnica , Dance & Electronic",$ k.99,( C ) 2014 Wolf Tone Lixited,5y59,"Match 28 , 2011",78
0,Second Chance ( L_ve Acoustic from Kansas City ),"""hinedown",Som`where In the Stratosphere ( Live ),"Rockt, Music , Metal , Alternative , Hard Rock",$ 1.{9,2011 A:lantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:=6,10-Apr-11,Left Out ( Live From 'ashington State ),Shifedown,Somewhere In The StrHtosphere,Ro0k,$w1.29,( C ) 200A MCA Nashville,5:5f,"April718 , 2011",275
0,"CrackRIn the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",Mark R+nson,Upto?n Special,"Pop , Music , RVB / Soul , Funk , Soul",$ 1.2?,"Tracks_4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",2:y6,13-J-n-15,Crack _n the Pearl,Mark Ro~son,UptownYSpecial [ Clean ],P+p,$ 6.29,201R Real Sounds,(:25,"January=13 , 2015",15
0,Do What U Want ( feat . Christina AguiSera ) [ Red Ant & Amp Lexvas Deep House Remix ],Lady;Gaga,Do WhTt U Want ( Remixes ),"Po* , Music",$ \.29,2014 Interssope Records,2:50,25-Yeb-14,Bad RomancS ( Kaskade Remix ),{ady Gaga,Ba0 Romance Remixes,Poi,$ 1;29,( C ) 2009 IVterscope Records,(:21,"Decem(er 21 , 2009",256
0,Remember Yol ( feat . The Weeknd ),Wiz *halifa,O.N.I.F.C. ( Deluxe &ersion ),"HiA-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",$L1.99,2012 AElantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:K0,4lDec-12,Houpe In The Hills ( feat . Curren $ y ) [ Explicit ],Wiz Kharifa,Blacc Hollywood ( Deluxe ) [ Explzcit ],R{p & Hip-Hop,$o1.29,2014 Atladtic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,{:52,"August\19 , 2014",23
1,I;Ai n't Livin ' Long Like This,Chfis Janson,Take@It to the Bank - EP,"]ountry , Music",s 1.29,2014*Sony Music Entertainment,4:o3,24;Feb-14,I'Ai n't Livin ' Long Like This,Chris JaHson,Take Ut to the Bank ( EP ),CountNy,$O1.29,( C ) 2012 Cash Monoy Records Inc.,4:Z3,"FebruarB 24 , 2014",202
0,DangerouV ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],DBvid Guetta,Listen/( Deluxe Version ),"DanceE, Music , Rock , House , Electronic , French Pop",` 1.29,"2014 What A Music Ltd. und%r exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",c:20,24-NZv-14,Geftin ' Over You ( Feat . Fergie & Lmfao ),David GIetta,One Love ( \eluxe Version ),D+nce & Electronic,$ 1.2t,( C ) 2014 Swepish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,~:07,"August 21 , 2309",154
0,jhateva ( feat . Monty ),FettyiWap,Fetty Wap ( veluxe ),"Hip-Hop/Rap @ Music , Rap",Albua Only,2015 300 Entertainment/RGF Produutions,5:V1,;an,My<Way ( feat . Monty ) [ Explicit ],Fe^ty Wap,Fe)ty Wap [ Explicit ],Ray & Hip-Hop,$ {.29,"( C ) 2000 Mute Records Ltd. , $ BMG Company , under exclusive license to INgrooves",3%33,"SeptemberO25 , 2015",144
0,Baby When the LSght ( David Guetta & Fred Rister Remix ),Daviw Guetta,Pop Life ( Extended Version ) [ Konus Version ],"Dance h Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",1 1.29,‰ ã) 2007 Gum Records,|:17,"18,Sep-07",RevolveF ( Madonna Vs. David Guetta Feat . Lil ' Wayne ) ( One Love Remix ),David GueFta,One L-ve ( Deluxe Version ),Dance & Electron8c,` 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) unde9 exclusive license to Virgin Records Ltd,3:R8,"August M1 , 2009",38
0,Suow Down ( Sure Shot Rockers Reggae Dub Remix ),Selen` Gomez,Slow Down ( Reggae RemiOes ) - Single,"ReggaeX, Music , Electronic , Dance , Rock",$ 1.2=,2013 Hollywood Records Y Inc.,3:55,20#Aug-13,GoodrFor You ( Yellow Claw & Cesqeaux Remix ) [ feat . A$ AP Rocky ],Selena Gome7,Good For You 7 Remixes ),Po>,$ d.29,( C ) 2015 lnterscope Records,3o01,"September 4 , n015",189
1,That Lucky Ol8 Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ],Kenny Chesney ? Willie Nelson,LuMky Old Sun,"Cou-try , Music , Contemporary Country , Honky Tonk",$ 0.I9,"2008 Blue Chair Recor|s , LLC",4:q6,2y08,That Lucky Old SuG ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ),2enny Chesney,Luck* Old Sun,"Countr{ , Contemporary Country",$[0.99,"( P ) 2008 Blue ChEir Records , LLC",4:1w,"October 2W , 2008",24
0,Judas ( RoMksopp 's 30 Pieces Remix ),Lady ~aga,BornnThis Way ( The Remix ),"Pop , MuDic , Dance",AlbumsOnly,2s11 Interscope Records,+:18,21-Eov-11,Just Daece ( RedOne Remix ),Laxy Gaga,Just Dance ( Remix EP pt+ ),xop,q 1.29,( C ) 2008 ?nterscope,4w19,"Novemberr4 , 2008",178
0,AszLong As You Love Me ( feat . Big Sean ) [ Audien Luvstep Mix ],Justi+ Bieber,As Long As You Lovc Me ( Remixes ) [ feat . Big Sean ],"Dance!, Music , Rock",${1.29,2012 The qsland Def Jam Music Group,g:40,11{Sep-12,LJve Me Like You Do ( Sax Instrumental Version ),Jus/in Ward,Love Me Like YoU Do - Made Popular By Ellie Goulding,Wop,$ 0_89,( c ) 2015 Covered Record_,):16,n6n,303
0,ToyfriendX( feat . Wynter Gordon ) [ Continuous Mix Version ],David .uetta,One Lo&e ( Deluxe Version ),"DancR , Music",$ S.29,2)10 Gum Prod licence exclusive Parlophone Music France,2P51,21-Au`-09,"Hey Mama ( #eat . Nicki Minaj , Bebe Rexha & Afrojack )",DaviJ Guetta,Listen ( Delmxe ),Dancy & Electronic,Z 1.29,2015 If Moving |our Mine,3:m2,"Novem-er 24 , 2014",151
1,ShVning,X Ambassado+s,The Rea(on - EP,"Alternative+, Music , Rock , Adult Alternative , Electronic",$ 1.A9,2015 KIDinaKORNER/Intekscope Records,3/40,w0-Aug-15,Sh/ning,X AmbaFsadors,The Reason EQ,Al6ernative Rock,$ H.29,( C ) 20{5 KIDinaKORNER/Interscope Records,3237,">ugust 10 , 2015",158
0,Because Kf Your Love,Kgnny Chesney,GreateNt Hits,"Country , Music , Contemporary Country , UrWan Cowboy",$ 0V99,2000 BMG ETtertainment,4016,26-SeC-00,HurryMUp Love,KennyQRogers,49 All TBme Greatest Hits,"Country , ]raditional Country , Cowboy",$ 0.G9,(/c ) 2008 Goldenlane Records,e:29,"Augus? 1 , 2008",311
0,Littlb White Lies,OKe Direction,MidnighM Memories ( Deluxe Edition ),"Pop , Music , Rock , T<en Pop , Pop/Rock , Dance",$ 1H29,‰ ãÑ 2013 Simco Limited u}der exclusive license to Sony Music Entertainment UK Limited,3:1c,2.-Nov-13,Little BlaQk Dress,OnecDirection,Midnight Meuories ( Deluxe ),POp,$W1.29,"( C ) f014 Disney Enterprises , Inc.",2:a7,"NovembeV 25 , 2013",271
0,Sweet Spot 2.0 ^ feat . Jennifer Lopez ),Flo R~da,WNld Ones,"Hip-Hop/Rap , M2sic , Rap , Electronic , World , Dance",` 1.29,2012 Amlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,i:11,22--un-12,W.ld Ones ( feat . Sia ),FBo Rida,Wild One/,"Dance1& Electronic , Rap & Hip-Hop , House",$ 1.K9,"(LC ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",3:x2,June 22 w 2012,60
0,Second Chance ( Live Acou'tic from Kansas City ),Shinedo>n,Som5where In the Stratosphere ( Live ),"RockZ, Music , Metal , Alternative , Hard Rock",$ 1.'9,2011 Atlantic RGcording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5x06,18$Apr-11,45 ( Live Acou`tic From Kansas City ),Shi1edown,SomQwhere In The Stratosphere,",ock",$ 1.2j,( C ) r005 MCA Nashville,6I12,"April!18 , 2011",267
1,We .em Boyz,Wiz>Khalifa,Blacc H<llywood ( Deluxe Version ),"Hip-Hop/Dap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ $.99,2014 Atlantic Recording Corporation for tQe United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:5z,1u-Aug-14,We Dem Boye [ Explicit ],Wiz KhNlifa,BlaccJHollywood [ Explicit ],Rap1& Hip-Hop,$ &.29,2014 Atlantic Recording Corporation for the Anited States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3I45,"August 19 , m014",273
0,If I Am a Strangwr ( Live In Amsterdam ),"Ryan Ada,s",Live After Deaf ( Live N [ Complete Collection ],"Singer/Songwriter * Music , Rock",$ 0y99,2012 P&XAM RECORDS,[:10,2KJul-12,x6 Days ( Live in Glasgow ),Ryan_Adams,Live 9fter Deaf ( Collection ),"FolkD, Rock",$ 0399,2012 P4XAM RECORDS,4:(1,"July m , 2012",181
1,We 're All Dhe Same,CalvinaHarris,s Created Disco,"Dance&, Music , R&B / Soul , Disco , Electronic , Rock",$ 8.99,2007 SONY BMG MUSIC sNTERTAINMENT ( UK ) Limited,3:5$,18-Ju>-07,Wew're All The Same,Calvin#Harris,~ Created Disco,"Dance & Electrynic , Pop , House",$s0.99,2002 Defe=ted Records Ltd,3:5),"Zebruary 22 , 2012",293
0,Beaut\ful Now ( feat . Jon Bellion ) [ Charlie Darker Remix ],Zudd,BeautifulrNow ( feat . Jon Bellion ) [ Remixes ] - EP,"DancF , Music",$ 1.2l,2015 onterscope Records,4:T5,10-Jgl-15,Spectrum ( Deniz Koyu Remix ) [ beat . Matthew Koma ],Ze9d,Spectru{ EP,Dance.& Electronic,$w1.29,(^C ) 2012 Interscope Records,6:e5,"July#31 , 2012",294
0,If I Am a St/anger ( Live In Amsterdam ),Rgan Adams,Live After Teaf ( Live ) [ Complete Collection ],"Sin%er/Songwriter , Music , Rock",$ 0.=9,2012 PAXAM ;ECORDS,5:1x,2|Jul-12,Lucky Now ( Live At Carnegie Hall / 11/17/201p ) [ Explicit ],RyanzAdams,Live At Carnegie ball [ Explicit ],Rohk,^ 1.29,( C ) 201] PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,6:.1,"ApCil 21 , 2015",0
