label,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,id
0,Dangerous ( feat . Sam Martin ) [ Robin S!hulz Remix ] [ Radio Edit ],David Gue*ta,Listen ( De0uxe Version ),"Dance , MJsic , Rock , House , Electronic , French Pop",` 1.29,"2014 What A Music Ltd. under excmusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",y:20,24-fov-14,ListenI( feat . John Legend ),David G&etta,Listsn,Dan@e & Electronic,$ 1P29,2045 If Moving Your Mine,3I46,"NovembeO 24 , 2014",157
1,#hat Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ],Kenny Chesney & W%llie Nelson,Lucky Old $un,"Country , Mu~ic , Contemporary Country , Honky Tonk",$ 0I99,"2008 Blue Cha|r Records , LLC",4:1Y,x008,T)at Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ),=enny Chesney,Lucky Ol3 Sun [ + video ],C4untry,H 0.99,"(NP ) 2008 Blue Chair Records , LLC and BMG Music",4:1[,"April 2? , 2012",73
0,Thinking About You ( fe5t . Ayah Marar ) [ Michael Brun Remix ],CalvinaHarris,7hinking About You ( feat . Ayah Marar ) [ Remixes ],"Drnce , Music",$ e.29,}013 Sony Music Entertainment UK Limited,5/42,2->ug-13,Pr@y to God ( R3hab Remix ),Calvin Harris feat . HAI*,Pray)to God ( Remixes ),Dance & ElecXronic,$ C.29,"( C ) 2015 Third Pardee Re_ords , LLC under exclusive license to Interscope Records in the United States",<:31,"September$25 , 2015",167
0,"Fly)from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Shine9own,Leave a Whi-per ( Deluxe Version ),"Rock , Music , Hard Rock , Alt""rnative",$ 1.[9,2009FAtlantic Recording Corporation for the United States and WEA International for the world outside of the United States,3:5q,27-Mvy-03,Simpoe Man [ Acoustic ],Sh7nedown,"L,ave A Whisper ( Deluxe )",RoAk,w 1.29,2015 Mad Decent,5H20,"Ma+ 27 , 2003",104
0,Where Are '`` Now ( with Jostin Bieber ) [ Ember Island Remix ],Skrill$x & Diplo,Where Are '`` Now ( wixh Justin Bieber ) [ Remixes ] - EP,"Dancel, Music",$ 1.2r,2015 OWSLA / Mad DeceIt / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2831,16zJun-15,QuejQue feat . Maluca ( Toy Selectah Remix ),Dillon Lrancis & Diplo,Que Que Remix |P,Dance & Electron=c,$<0.99,2011 Mad D+cent,K:50,"August 23 , 20#1",55
0,We Dem BoyV,Wik Khalifa,Blacc HQllywood ( Deluxe Version ),"Hip-Hop/Rapu, Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ 1*99,2014 Atlantic RIcording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3756,19-Aug-1p,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) _ Explicit ]",Wiz Khahifa,Blacc Holl3wood ( Deluxe ) [ Explicit ],Ra} & Hip-Hop,$ 1.22,2014 Aylantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:1c,"A?gust 19 , 2014",148
0,Toyfriend ( feat . Wynter Gordon ) [ Continuouf Mix Version ],David\Guetta,On@ Love ( Deluxe Version ),"DancF , Music",$P1.29,2010 Gum Prod licence exclusive Plrlophone Music France,P:51,21$Aug-09,Whe~ Love Takes Over ( Feat . Kelly Rowland ; Electro Extended ; Continuous Mix Version ),DavidlGuetta,OneSLove ( Deluxe Version ),Dance & )lectronic,' 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BV' ) under exclusive license to Virgin Records Ltd,4:k3,"August(21 , 2009",299
0,Remember You ( feat . The neeknd ),",iz Khalifa",O;N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap E Music , Hardcore Rap , East Coast Rap , Rap",$ 1..9,2012 A2lantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,b:20,4%Dec-12,The P)an ( feat . Juicy J ) [ Explicit ],WizJKhalifa,O?N.I.F.C. [ Explicit ],Ra% & Hip-Hop,$ 1[29,2012 Atlanti0 Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,N:54,"DeCember 4 , 2012",246
1,Voy a Beber ( feat . ' • ejo ) [ [emix ],NickN Jam,"Greate^t Hits , Vol . 1","Latin Urban , MGsic , Latino",$'0.99,2014 La Industrga Inc licencia a Codiscos S.A.S.,V:44,4-No(-14,Vo- a Beber ( Remix ),N3cky Jam,"Greatest Hits , ]ol . 1","0nternational , Latin Music",$ 0.?9,( C ) 2014 LO industria Inc,M:44,"November 4 , Z014",129
1,It Gir.,Jason |erulo,FuEure History ( Deluxe Version ),"Poe , Music , Rock , R&B / Soul , Contemporary R&B , Dance",$ 1.u9,2011 Warner Bros. . Re9ords Inc.,E:13,"16-S,p-11",Iw Girl,Jason DeNulo,Future H\story ( Deluxe Version ),Po<,L 1.29,( C ) 2013 HiS Red Records under exclusive license to Capitol Records Nashville,K:12,"Sedtember 16 , 2011",235
0,Because of Your =ove,Ke$ny Chesney,Grea0est Hits,"%ountry , Music , Contemporary Country , Urban Cowboy",O 0.99,2000 BMG Entejtainment,4:u6,26-SeJ-00,6urry Up Love,Kenn& Rogers,49 All Time dreatest Hits,"CountryC, Traditional Country , Cowboy",$ 0`89,( c ) 2008 Goldenl)ne Records,2k29,"August 1 , 2z08",311
0,Toyfriend ( feat E Wynter Gordon ) [ Continuous Mix Version ],)avid Guetta,Qne Love ( Deluxe Version ),"Dance , |usic",$ 1.$9,2010 Gum Prod licrnce exclusive Parlophone Music France,I:51,"2""-Aug-09",Whoremonger1( Album Version ( Explicit ) ) [ Explicit ],Dcvid Banner,Mississippi-The Album ( Explici3 Version ),PPp,$ 0.O9,"( C ) 2003 Universal Records : a Division of UMG Recordings , Inc.",1:J2,"May 20 , 2003",125
1,Close= ( feat . Mike Posner ),NMck Jonas,Nick Jonas ( Deluxe H,"PLp , Music , Rock , Pop/Rock",$a1.29,"2014RIsland Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",3:4c,10/Nov-14,"Closer""[ feat . Mike Posner ] [ Clean ]",Nick Jonaa,Nick Jon<s ( Deluxe ) [ Clean ],eop,$ 1.N9,"( C ) 2014 Island Reclrds/Safehouse Records LLC , a division of UMG Recordings , Inc.",3:o8,"Nov=mber 10 , 2014",74
0,Toyfriend ( feat 6 Wynter Gordon ) [ Continuous Mix Version ],David Gue|ta,One Love ( Deluxe Version i,"Dancg , Music",$ 1%29,"2010 Gum Prod licence e,clusive Parlophone Music France",2i51,21-A$g-09,Dangerous ( feat . Sam Mart-n ) [ Robin Schulz Remix ] [ Radio Edit ],DavidjGuetta,Listjn ( Deluxe ),Dance & Elect>onic,o 1.29,2015 If Moving Your Mink,3:2-,"No*ember 24 , 2014",291
0,"Turn%Around ( 5,4,3,2,1 ) [ AK Remix ]",Flo Ridu,"Turn{Around ( 5,4,3,2,1 ) [ Remixes ]","Dance,Music,Hip-Hop / Hap , Dirty South , Rap , Electronic",$ 1F29,2011 Atl?ntic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5p09,}9-Apr-11,Gdfr ( Feat . Sage The Gemini & L%okas ) [ K. Theory Remix ],Flo RidZ,Gdfr ( Feat . fage The Gemini & Lookas ) [ Remixes ],Rap & Iip-Hop,$ 1.N9,2014 Atlantic Recording Corporation for the United States and WEA ;nternational Inc. for the world outside of the United States . A Warner Music Group Company,3(08,"}anuary 21 , 2015",286
0,This Love ( K[raoke Version ),Taylor Sw*ft,Taylor Swift daraoke : 1989,Pop @ Music,$ 1.2D,"‰ ãÑ 2014 Big MachinT Records , LLC",4P07,3+Mar-15,ThisfLove,Taylo] Swift,19:9,wop,@ 1.29,"( C ) 2014 Bsg Machine Records , LLC .",f:10,"Octoberi27 , 2014",18
0,Epiloguk ( feat . George the Poet ),Na{ghty Boy,Ho.el Cabana,"Pbp , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",+ 1.29,2014 Naughty Boy Recordingr Ltd under exclusive licence to Virgin Records Ltd,1R28,6-May-1d,No One 's Here To SleeI [ feat . Bastille ] [ Explicit ],"N,ughty Boy",Hotel Ca@ana [ Explicit ],lop,$ t.29,( C ) 2014 Naughty Boy RecordingC Ltd under exclusive licence to Virgin Records Ltd,4:32,"MayU6 , 2014",234
0,Ca n'\ Stop Now ( feat . Jovi Rockwell and Mr. Vegas ),Mfjor Lazer,Guns Do n7t Kill People ... Lazers Do,"Electrxnic,Music,Hip-Hop / Rap , Rap , Alternative , Reggae , Dance , Modern Dancehall , Rock",! 1.29,"‰_ãÑ 2009 Downtown Music , LLC .",(:03,200o,Hold The Line [ feaP . Santigold ] [ Explicit ],MaGor Lazer,Gwns Do n't Kill People ... Lazers Do ( Deluxe ) [ Explicit ],"Ele@tronica , Dance & Electronic",$ R.29,"( C ) 2009 Downtown Musec , LLC .",3y39,"June 3 , #015",94
1,=pace Bound,E|inem,Reco8ery ( Deluxe Edition ),"Hip-Hop/Oap , Music , Rock , Hardcore Rap , Rap",| 1.29,‰ ãÑ 2010 Aftermath Rec|rds,4:I8,21[Jun-10,Space Bound [ Explicit 5,Emin}m,Recovery ( Ama4on Version ) [ Explicit ] [ + video ] [ + digital booklet ],Gangsta & Hardcore | Rap & Hip-Hop,$_1.29,( C ) 2010 AfNermath Records,4v39,"Jun6 21 , 2010",131
0,Club Ca n't Handle Me ( Ridney Re6ix ),klo Rida,Club\Ca n't Handle Me ( feat . David Guetta ) [ From `` Step Up 3D '' ] { The Remixes } - EP,"vance , Music",< 1.29,2010 Atlantic Reco}ding Corporation for the United States and WEA International Inc. for the world outside of the United States,6Q10,17-nug-10,Good Foeling ( Hook N Sling Remix ),FloCRida,Good FIeling ( Remixes ),Dancd & Electronic,$ 1.}9,( C ) 2009 MPL Tours Inc. under e3clusive license to StarCon LLC d/b/a Hear MusicTM,}:15,"NGvember 15 , 2011",36
0,RememberWYou ( feat . The Weeknd ),WDz Khalifa,O.N.I.F.C. ( D=luxe Version ),"Hip-Hop/Rape, Music , East Coast Rap , Hardcore Rap , Rap",$R1.99,2012 AtlWntic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:2>,4-D]c-12,HouseFIn The Hills ( feat . Curren $ y ) [ Explicit ],Wiz KValifa,"Blacc Hollywood ( Delu,e ) [ Explicit ]",Raa & Hip-Hop,Q 1.29,2014IAtlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:5C,"AugusT 19 , 2014",212
0,Clarity ( feat . Foxes ) [ Brillz Remix 8,\edd,Clarity|( Remixes ) - EP,"Dancej, Music , Electronic , House",$ {.29,2013rInterscope Records,5:58,12-FBb-13,Spec@rum ( Arty Remix ) [ feat . Matthew Koma ],Ze\d,Specyrum EP,Dance O Electronic,$W1.29,( C ) {012 Interscope Records,1:05,July 31 = 2012,67
0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,Dear Chicago ( Live in Stockholm ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,2:29,"July 2 , 2012",166
0,"Turn Down for What ( feat . Juicy J , 2 Chainz & French Montana ) [ Remix ]",DJ Snake & Lil Jon,"Turn Down for What ( feat . Juicy J , 2 Chainz & French Montana ) [ Remix ] - Single","Hip-Hop/Rap , Music",$ 1.29,"2014 Columbia Records , a Division of Sony Music Entertainment",3:45,19-May-14,Lean On ( Piano Karaoke Accompaniment ) [ Original Key ] [ feat . MÌ ÷ ],"Major Lazer , DJ Snake",Lean On ( Piano Karaoke Accompaniment ) [ feat . MÌü ],Miscellaneous,$ 0.69,Sing as a star,3:14,"August 31 , 2015",215
1,I Ai n't Livin ' Long Like This,Chris Janson,Take It to the Bank - EP,"Country , Music",$ 1.29,2014 Sony Music Entertainment,4:13,24-Feb-14,I Ai n't Livin ' Long Like This,Chris Janson,Take It to the Bank ( EP ),Country,$ 1.29,( C ) 2012 Cash Money Records Inc.,4:13,"February 24 , 2014",202
0,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Clean ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:19,"June 30 , 2015",27
0,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,I Can Only Imagine ( feat . Chris Brown & Lil Wayne ),David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:29,"August 26 , 2011",58
0,Remember You ( feat . The Weeknd ),Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",$ 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:20,4-Dec-12,So High ( feat . Ghost Loft ) [ Explicit ],Wiz Khalifa,Blacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:09,"August 19 , 2014",188
0,Slow Down ( Sure Shot Rockers Reggae Dub Remix ),Selena Gomez,Slow Down ( Reggae Remixes ) - Single,"Reggae , Music , Electronic , Dance , Rock",$ 1.29,"2013 Hollywood Records , Inc.",3:15,20-Aug-13,Good For You ( Yellow Claw & Cesqeaux Remix ) [ feat . A$ AP Rocky ],Selena Gomez,Good For You ( Remixes ),Pop,$ 1.29,( C ) 2015 Interscope Records,3:01,"September 4 , 2015",189
0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,When Love Takes Over ( feat . Kelly Rowland ) [ Electro Radio Edit ],David Guetta,When Love Takes Over ( feat . Kelly Rowland ),Dance & Electronic,$ 0.99,"( C ) 2015 The Valory Music Co. , LLC",3:02,"May 5 , 2009",182
0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ 0.99,2012 PAXAM RECORDS,5:10,2-Jul-12,16 Days ( Live in London 2 Bonus Track ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ 0.99,2012 PAXAM RECORDS,4:56,"July 2 , 2012",320
0,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ 1.29,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",3:54,24-Nov-14,Goodbye Friend ( feat . The Script ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ 1.29,2015 If Moving Your Mine,3:49,"November 24 , 2014",13
0,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,Moving Day ( Interlude ),X Ambassadors,VHS [ Explicit ],Alternative Rock,$ 1.29,( C ) 2015 KIDinaKORNER/Interscope Records,0:19,"June 30 , 2015",251
0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:06,18-Apr-11,Left Out ( Live From Washington State ),Shinedown,Somewhere In The Stratosphere,Rock,$ 1.29,( C ) 2005 MCA Nashville,5:54,"April 18 , 2011",275
0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Gettin ' Over You ( Feat . Fergie & Lmfao ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:07,"August 21 , 2009",83
0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:31,"August 21 , 2009",100
0,Do Something Love ( feat . Juliet ),David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",$ 1.29,‰ ãÑ 2007 Gum Records,4:10,18-Sep-07,When Love Takes Over ( feat . Kelly Rowland ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:11,"August 21 , 2009",105
0,I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),David Guetta,Nothing But the Beat,"Dance , Music , House , Electronic , Rock",$ 1.29,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",3:34,26-Aug-11,Little Bad Girl ( feat . Taio Cruz & Ludacris ) [ Explicit ],David Guetta,Nothing But the Beat 2.0 [ Explicit ],Dance & Electronic,$ 0.99,2015 Real Sounds,3:12,"August 26 , 2011",160
1,White Horse,Taylor Swift,Fearless,"Country , Music , Rock , Honky Tonk , Pop , Adult Contemporary , Contemporary Country",$ 1.29,"‰ ãÑ 2008 Big Machine Records , LLC",3:54,11-Nov-08,White Horse,Taylor Swift,Fearless,"Country , Country Rock , Rock",$ 1.29,"( C ) 2008 Big Machine Records , LLC",3:54,"November 11 , 2008",91
1,We 're All the Same,Calvin Harris,I Created Disco,"Dance , Music , R&B / Soul , Disco , Electronic , Rock",$ 0.99,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limited,3:56,18-Jun-07,We 're All The Same,Calvin Harris,I Created Disco,"Dance & Electronic , Pop , House",$ 0.99,2002 Defected Records Ltd,3:56,"February 22 , 2012",293
0,Do What U Want ( feat . Christina Aguilera ) [ Red Ant & Amp Lexvas Deep House Remix ],Lady Gaga,Do What U Want ( Remixes ),"Pop , Music",$ 1.29,2014 Interscope Records,6:50,25-Feb-14,Bad Romance ( Kaskade Remix ),Lady Gaga,Bad Romance Remixes,Pop,$ 1.29,( C ) 2009 Interscope Records,4:21,"December 21 , 2009",256
0,Rock N ' Roll ( Will Take You to the Mountain ),Skrillex,More Monsters and Sprites,"Dance , Music , House , Rock , Electronic",$ 1.99,"2011 Big Beat Records , Inc. for the United States and WEA International for the world outside the United States .",4:34,21-Jun-11,All I Ask Of You ( Feat . Penny ),Skrillex,Scary Monsters And Nice Sprites EP [ Explicit ],"Electronica , Dance & Electronic , Dubstep",$ 1.29,( c ) 2013 Digitop Ltd,5:40,"December 21 , 2010",42
0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ 1.29,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,5:06,18-Apr-11,Times Like These ( Live Acoustic From Kansas City ),Shinedown,Somewhere In The Stratosphere,Rock,$ 1.29,( C ) 2005 MCA Nashville,4:07,"April 18 , 2011",223
0,Lick It ( Norman Doray Remix ),Kaskade & Skrillex,Lick It ( Remixes ) - EP,"Dance , Music , Electronic",$ 1.29,"2012 Ultra Records , Inc.",6:14,17-Apr-12,Scary Monsters And Nice Sprites ( Phonat Remix ),Skrillex,More Monsters And Sprites EP,"Dance & Electronic , Dubstep",$ 1.29,2011 Rory Bourke Music Co. ( BMI ),3:39,"June 7 , 2011",319
0,"Why You Up In Here ( feat . Ludacris , Git Fresh & Gucci Mane )",Flo Rida,"Only One Flo , Pt. 1","Hip-Hop/Rap , Music , Rap , Dirty South",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:36,24-Nov-10,Man of the Year ( feat . Lil Wayne ) [ Explicit ],Flo Rida,Welcome to Flo Rida [ Explicit ],Rap & Hip-Hop,$ 0.99,2015 CMG Records,3:01,"April 6 , 2015",65
0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ 1.29,2010 Gum Prod licence exclusive Parlophone Music France,2:51,21-Aug-09,I Wan na Go Crazy ( Feat . Will.I.Am ; Extended ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ 1.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,4:54,"August 21 , 2009",269
0,Get Low ( Neo Fresco Remix ),Dillon Francis & DJ Snake,Get Low ( Remixes ) - EP,"Dance , Music",$ 1.29,"2014 , 2015 Wedgewood Productions , Inc. & DJ Snake Music LLC , under exclusive license to Columbia Records , a Division of Sony Music Entertainment",4:42,2-Jun-15,Woman Like Me ( Dillon Francis Remix ),"Willy Joy , Flosstradamus , Dillon Francis , Bird Peterson , Cousin Cole , Flinch",Woman Like Me Remixes,Dance & Electronic,$ 0.99,( c ) 2011 Copyright Top Billin,5:22,"September 30 , 2011",19
