ltable_id,rtable_id
1481,5637
1481,6107
1481,7344
1481,7345
1481,7346
1481,7347
1481,7348
1481,7349
1481,7350
1481,7351
1481,7352
1481,7353
1481,7354
1481,7355
1481,7356
1481,7357
1481,7358
1481,7359
1481,7360
1481,7361
1481,7362
1481,7363
1481,7364
1481,7365
1481,7366
1481,7367
1481,7368
1481,7369
1481,7370
1481,7371
1481,7372
1481,7373
1481,7374
1481,7375
1481,7376
1481,7377
1481,7378
1481,7379
1481,7380
1481,7381
1481,7382
1481,7383
1481,7384
1481,7385
1481,7386
1481,7387
1481,7388
1481,7389
1481,7390
1481,7391
1481,7392
1481,7393
1481,7394
1481,7395
1481,7396
1481,7397
1481,7398
1481,7399
1481,7400
1481,7401
1481,7402
1481,7403
1481,7404
1481,7405
1481,7406
1481,7407
1481,7408
1481,7409
1481,7410
1481,7411
1481,7412
1481,7413
1481,7414
1481,7415
1481,7416
1481,7417
1481,7418
1481,7419
1481,7420
1481,7421
1481,7422
1481,7423
1481,7424
1481,7425
1481,7426
1481,7427
1481,7428
1481,7429
1481,7430
1481,7431
1481,7432
1481,7433
1481,7434
1481,7435
1481,7436
1481,7437
1481,7438
1481,7439
1481,7440
1481,7744
1481,7745
1481,7746
1481,7747
1481,7748
1481,7749
1481,7750
1481,7751
1481,7752
1481,7753
1481,7754
1481,7755
1481,7756
1481,7757
1481,7758
1481,7759
1481,7760
1481,7761
1481,7762
1481,7763
1481,7764
1481,7765
1481,7766
1481,7767
1481,7768
1481,7769
1481,7770
1481,7771
1481,7772
1481,7773
1481,7774
1481,7775
1481,7776
1481,7777
1481,7778
1481,7779
1481,7780
1481,7781
1481,7782
1481,7783
1481,7784
1481,7785
1481,7786
1481,7787
1481,7788
1481,7789
1481,7790
1481,7791
1481,7792
1481,7793
1481,7794
1481,7795
1481,7796
1481,7797
1481,7798
1481,7799
1481,7800
1481,7801
1481,7802
1481,7803
1481,7804
1481,7805
1481,7806
1481,7807
1481,7808
1481,7809
1481,7810
1481,7811
1481,7812
1481,7813
1481,7814
1481,7815
1481,7816
1481,7817
1481,7818
1481,7819
1481,7820
1481,7821
1481,7822
1481,7823
1481,7824
1481,7825
1481,7826
1481,7827
1481,7828
1481,7829
1481,8861
1481,10356
1481,10357
1481,10358
1481,10359
1481,10360
1481,10361
1481,10362
1481,10363
1481,10364
1481,10365
1481,10366
1481,10367
1481,10368
1481,10369
1481,10370
1481,10371
1481,10372
1481,10423
1481,10424
1481,10425
1481,10426
1481,10427
1481,10428
1481,10429
1481,10430
1481,10431
1481,10433
1481,14049
1481,14050
1481,14051
1481,14052
1481,14053
1481,14054
1481,14055
1481,14056
1481,14057
1481,14058
1481,14059
1481,14060
1481,14061
1481,14995
1481,14996
1481,14997
1481,14998
1481,16766
1481,19055
1481,19056
1481,19057
1481,19058
1481,19059
1481,19060
1481,19061
1481,19062
1481,19063
1481,19064
1481,19065
1481,19066
1481,19067
1481,19068
1481,19069
1481,19070
1481,19071
1481,19072
1481,19073
1481,19074
1481,19075
1481,19077
1481,19078
1481,19079
1481,19080
1481,19081
1481,19083
1481,19084
1481,19085
1481,19086
1481,19087
1481,19088
1481,19089
1481,19534
1481,19535
1481,19536
1481,19537
1481,19538
1481,22526
1481,25451
1481,31621
1481,31622
1481,31623
1481,31625
1481,31626
1481,31628
1481,31629
1481,31630
1481,31631
1481,31632
1481,31634
1481,31635
1481,31636
1481,31637
1481,31638
1481,31639
1481,31640
1481,31641
1481,31643
1481,31644
1481,31645
1481,31646
1481,31647
1481,31648
1481,31649
1481,31681
1481,31682
1481,31683
1481,31684
1481,31685
1481,31686
1481,31687
1481,31688
1481,31689
1481,31690
1481,31691
1481,32462
1481,32463
1481,32464
1481,32465
1481,32466
1481,32467
1481,32468
1481,32469
1481,34288
1481,34289
1481,34290
1481,34291
1481,34292
1481,34293
1481,34294
1481,34295
1481,34296
1481,34297
1481,34298
1481,34299
1481,34300
1481,34301
1481,34302
1481,34303
1481,34304
1481,34305
1481,34306
1481,34307
1481,34308
1481,34309
1481,34310
1481,34311
1481,34312
1481,34313
1481,34314
1481,34315
1481,34316
1481,34317
1481,34318
1481,34319
1481,34320
1481,34321
1481,34322
1481,34323
1481,34324
1481,34325
1481,34326
1481,34327
1481,34328
1481,34329
1481,34330
1481,34331
1481,34332
1481,34333
1481,34334
1481,34335
1481,34336
1481,34337
1481,34338
1481,34339
1481,34340
1481,34341
1481,34342
1481,34343
1481,34344
1481,34345
1481,34346
1481,34347
1481,34348
1481,34349
1481,34350
1481,34351
1481,34352
1481,34353
1481,34354
1481,34355
1481,34551
1481,34691
1481,35056
1481,35057
1481,35058
1481,35059
1481,35060
1481,35061
1481,35062
1481,35063
1481,35064
1481,35065
1481,35066
1481,35067
1481,35068
1481,35069
1481,35070
1481,35071
1481,35072
1481,35073
1481,35093
1481,37404
1481,37405
1481,37406
1481,37407
1481,37408
1481,37409
1481,37410
1481,37411
1481,37412
1481,37413
1481,37414
1481,37415
1481,37416
1481,37417
1481,37418
1481,37419
1481,37420
1481,37421
1481,37422
1481,37423
1481,37424
1481,37425
1481,37426
1481,37427
1481,37428
1481,37429
1481,38688
1481,38689
1481,39307
1481,39308
1481,39309
1481,39310
1481,39311
1481,39312
1481,39313
1481,39314
1481,39315
1481,39316
1481,39317
1481,39318
1481,39319
1481,39320
1481,39321
1481,39322
1481,39323
1481,39324
1481,39325
1481,39326
1481,39327
1481,39328
1481,39329
1481,39330
1481,39331
1481,39332
1481,39333
1481,39334
1481,39335
1481,39336
1481,39337
1481,39338
1481,39339
1481,39340
1481,39341
1481,39342
1481,39343
1481,39344
1481,39345
1481,39346
1481,39347
1481,39348
1481,39349
1481,39350
1481,39351
1481,39352
1481,39353
1481,39354
1481,39355
1481,39356
1481,39357
1481,39358
1481,39359
1481,39360
1481,39361
1481,39362
1481,39363
1481,39364
1481,39365
1481,39366
1481,39367
1481,39368
1481,39369
1481,39370
1481,39371
1481,39372
1481,39373
1481,39374
1481,39375
1481,39376
1481,39377
1481,42894
1481,42895
1481,42896
1481,42897
1481,42898
1481,42899
1481,45895
1481,45896
1481,45897
1481,45898
1481,45899
1481,45900
1481,45901
1481,45902
1481,45903
1481,45904
1481,45905
1481,45906
1481,45907
1481,45908
1481,45909
1481,45910
1481,45911
1481,45912
1481,45913
1481,45914
1481,45915
1481,45916
1481,45917
1481,45918
1481,45919
1481,45920
1481,45921
1481,45922
1481,45923
1481,45924
1481,45925
1481,45926
1481,45927
1481,45928
1481,45929
1481,45930
1481,45931
1481,45932
1481,45933
1481,45934
1481,45935
1481,45936
1481,45937
1481,45938
1481,45939
1481,45940
1481,45941
1481,45942
1481,45943
1481,45944
1481,45945
1481,45946
1481,45947
1481,45948
1481,45949
1481,45950
1481,45951
1481,45952
1481,45953
1481,45954
1481,45955
1481,45956
1481,45957
1481,45958
1481,45959
1481,45960
1481,45961
1481,45962
1481,45963
1481,45964
1481,45965
1481,45966
1481,45967
1481,45968
1481,45969
1481,45970
1481,45971
1481,45972
1481,45973
1481,45974
1481,45975
1481,45976
1481,45977
1481,45978
1481,45979
1481,45980
1481,45981
1481,45982
1481,45983
1481,45984
1481,45985
1481,45986
1481,45987
1481,45988
1481,45989
1481,45990
1481,45991
1481,47193
1481,47194
1481,47195
1481,47196
1481,47197
1481,47198
1481,47199
1481,47200
1481,47201
1481,47202
1481,47203
1481,47322
1481,49069
1481,49070
1481,49071
1481,49072
1481,49073
1481,49074
1481,49075
1481,49076
1481,49077
1481,49078
1481,49079
1481,49080
1481,49081
1481,49082
1481,49083
1481,49084
1481,49085
1481,49086
1481,49087
1481,49088
1481,49089
1481,49090
1481,49091
1481,49092
1481,49093
1481,49094
1481,49095
1481,49096
1481,49621
1481,49622
1481,49623
1481,49624
1481,49625
1481,49626
1481,49627
1481,49628
1481,49629
1481,49630
1481,49631
1481,49632
1481,49633
1481,49634
1481,49635
1481,49636
1481,49637
1481,49638
1481,49639
1481,49640
1481,49641
1481,49642
1481,49643
1481,49644
1481,49645
1481,49646
1481,49647
1481,49648
1481,49649
1481,49650
1481,49651
1481,49652
1481,49653
1481,49654
1481,49655
1481,49656
1481,49657
1481,49658
1481,49659
1481,49660
1481,49661
1481,49662
1481,49663
1481,49664
1481,49665
1481,49666
1481,49667
1481,49668
1481,50060
1481,50061
1481,50062
1481,50063
1481,50064
1481,50408
1481,53293
1481,53294
1481,53295
1481,53296
1481,53297
1481,53298
1481,53299
1481,53300
1481,53301
1481,53302
1481,53303
1481,53304
1481,53305
1481,53306
1481,53307
1481,53308
1481,53309
1481,53310
1481,53311
1481,53312
1481,53313
1481,53314
1481,53315
1481,53316
1481,53476
1481,53477
1481,53478
1481,53479
1481,53480
1481,53481
1481,53482
1481,53483
1481,53484
1481,53485
1481,53486
1481,53864
1481,53865
1481,53866
1481,54336
1481,54337
1481,54340
1481,54341
1481,54434
1481,54435
1481,54436
1481,55065
1481,55066
1481,55800
1481,55801
1481,55802
365,18573
365,18574
365,18575
365,18576
365,18577
365,18578
365,18579
365,18580
365,18581
365,18582
365,18583
365,18584
365,18585
365,18586
365,18587
365,18588
365,18589
365,18590
365,18591
365,18592
365,18593
365,18594
365,18595
365,18596
365,18597
365,18598
365,18599
365,18600
365,18601
365,18602
365,18603
365,18604
365,18605
365,18606
365,18607
365,18608
365,18609
365,18610
365,18611
365,18612
365,18613
365,18614
365,18615
365,18616
365,18617
365,18618
365,18619
365,18620
365,18621
365,18622
365,18623
365,18624
365,18625
365,18626
365,18627
365,18628
365,18629
365,18630
365,18631
365,18632
365,18633
365,18634
365,18635
365,18636
365,18637
365,18638
365,18639
365,18640
365,18641
365,18642
365,18643
365,18644
365,18645
365,18646
365,18647
365,18648
365,18649
365,18650
365,18651
365,18652
365,18653
365,18654
5895,14427
5895,14428
5895,14429
5895,14430
5895,14431
5895,14432
5895,14433
5895,14434
5895,14435
5895,14436
5895,14437
5895,14438
5895,14440
5895,14441
5895,14443
5895,14445
5895,14446
5895,14448
5895,19150
5895,19151
5895,19152
5895,19153
5895,19154
5895,19155
5895,19157
5895,19158
5895,19159
5895,19160
5895,19161
5895,19162
5895,19163
5895,19164
5895,20072
5895,20073
5895,20074
5895,20075
5895,20076
5895,20077
5895,20078
5895,20079
5895,20080
5895,20081
5895,20082
5895,20083
5895,20084
5895,20085
5895,20086
5895,20087
5895,20088
5895,20089
5895,20090
5895,20091
5895,20092
5895,20093
5895,20094
5895,20095
5895,20096
5895,20097
5895,20098
5895,20099
5895,20100
5895,20101
5895,20102
5895,20103
5895,20104
5895,20105
5895,20106
5895,20107
5895,20108
5895,20109
5895,20110
5895,20111
5895,20112
5895,20113
5895,20114
5895,20115
5895,20116
5895,20117
5895,20118
5895,20119
5895,20120
5895,20121
5895,20122
5895,20123
5895,20124
5895,20125
5895,20126
5895,20127
5895,20128
5895,20129
5895,20130
5895,20131
5895,20132
5895,20133
5895,20134
5895,20135
5895,20136
5895,20137
5895,20138
5895,20139
5895,20140
5895,23351
5895,23352
5895,23353
5895,23354
5895,23355
5895,23356
5895,23357
5895,23358
5895,23359
5895,23360
5895,23361
5895,26123
5895,26124
5895,26125
5895,26126
5895,29739
5895,29740
5895,29741
5895,29742
5895,29743
5895,29744
5895,29745
5895,29746
5895,29747
5895,29748
5895,29749
5895,29750
5895,29751
5895,40969
5895,40970
5895,40971
5895,40972
5895,40973
5895,40974
5895,40975
5895,40976
5895,40977
5895,40978
5895,40979
5895,40980
3247,7914
3247,7931
5976,21307
5976,21313
5976,21318
5976,21324
