label,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,id
0,Thinking About You % feat . Ayah Marar ) [ Michael Brun Remix ],C&lvin Harris,ThinkingCAbout You ( feat . Ayah Marar ) [ Remixes ],"DanceU, Music",$ 1.2X,2613 Sony Music Entertainment UK Limited,8:42,2wAug-13,Blame ( BurUs Remix ),C(lvin Harris feat . John Newman,"Blam, ( Remixes )",DanceZ& Electronic,$W1.29,2013 1i uusic,4:17,"Novehber 10 , 2014",84
0,Do SomeEhing Love ( feat . Juliet ),DaEid Guetta,Pop Life ( Extended Version ) [ Bonus Version 9,"DZnce , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",$B1.29,‰3ãÑ 2007 Gum Records,4:13,18-Sfp-07,When Love Takes Over ( feat . Kelly <owland ),Dxvid Guetta,One Iove ( Deluxe Version ),Dan9e & Electronic,$ 1.2y,( C ) 2014 Swedi>h House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,3:T1,"A7gust 21 , 2009",105
1,The)Back Roads and the Back Row,Cole S%indell,Fole Swindell,"Country+, Music , Contemporary Country",$ 1.22,2014 Warn;r Music Nashville LLC and WEA International Inc. for the world outside the U.S.,3v41,18-Jeb-14,The Bac_ Roads & The Back Row,C+le Swindell,Cole Swisdell,vountry,$ %.29,"( C ) 2011 UMG Recoqdings , Inc.",3:z4,"February 18 , 2Y14",152
0,Titanium ( Ypanish Version ),David Gueata,Titabium ( Spanish Version ) - Single,"DanEe , Music , Electronic",O 1.29,"2012 What A Mus%c Ltd , Licence exclusive Parlophone Music France",3:5z,\0-Aug-12,Titanium ( feat . Sia ) [ Cazzette 's Rnt Seeking Hamster Mix ],David.Guetta,Titanium ( Feat . Sia I,Dance & Elec.ronic,$#0.99,"2011 What A MusRc Ltd , licence exclusive Parlophone Music France",i:37,"Januacy 20 , 2012",128
0,SameYLove ( feat . Mary Lambert ),Macklemore & Roan Lewis,The Heist 8 Deluxe Edition ),"Hip-Hop/Rapk, Music , Rap , Alternative Rap , West Coast Rap","$ 1.""9","‰ ãÑ 2012 Mackle?ore , LLC .",I:20,1~Aug-12,"White WaCls ( feat . ScHoolboy Q , Hollis ) [ Explicit ]",Macklemore & Ryan Lewi!,The'Heist [ Deluxe Edition ] [ Explicit ],bap & Hip-Hop,$ 1129,"2014 Selena Ga,cia & Steven Gomez",o:40,"OctobTr 9 , 2012",135
1,%e 're All the Same,C3lvin Harris,I Created Disc0,"Dance , Music , Q&B / Soul , Disco , Electronic , Rock",$ 0+99,2007 SONY BMG MUSIC ENIERTAINMENT ( UK ) Limited,3:>6,18xJun-07,We 're All The Sade,Cnlvin Harris,I Created DWsco,"Dance > Electronic , Pop , House",$!0.99,2002 Defected Record+ Ltd,^:56,"Femruary 22 , 2012",293
0,Do/What U Want ( feat . Christina Aguilera ) [ Red Ant & Amp Lexvas Deep House Remix ],La%y Gaga,Do What U Want ( Refixes ),"Pop , Mutic",$ 1.'9,"2014 Inters,ope Records",~:50,a5-Feb-14,Bad Roma`ce ( Kaskade Remix ),Lady Gaua,Bad R(mance Remixes,dop,$ 1W29,( C ) 2009 9nterscope Records,4321,"DCcember 21 , 2009",256
0,Truz Colors ( feat . Nicki Minaj ),WiT Khalifa,Blacc HollEwood,"Hip-Hop/Rap>, Music , Rap , Hardcore Rap , East Coast Rap , Rock",M 1.29,2014 Atlantic Recording Corporation for txe United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,S:15,19-Auh-14,Still Down ( feat . Chevy aoods & Ty Dolla $ ign ) [ Explicit ],Wiz K>alifa,Blacc H|llywood ( Deluxe ) [ Explicit ],lap & Hip-Hop,$ 1.2*,2014LAtlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:&6,"August 19 , 201g",155
0,Awooga ( Exten~ed Mix ),"Calv""n Harris",Bounce-( feat . Kelis ) [ Remixes ],"Dance , Mus,c",$`1.29,2013 Sony Music Entertain}ent UK Limited,H:12,'-Feb-13,Bounce ( Fly Eye Clut Mix ),C6lvin Harris Feat . Kelis,Boxnce,Dance & EWectronic,$ D.29,201! Bill Maki,&:06,"February 5 , 20q3",12
0,"Hey Mama ( feat . Nicki Minaj , Bebe Rexha & Afrojack ) [ Axtended ]",DaXid Guetta,"Hey Mama ( feat . NKcki Minaj , Bebe Rexha & Afrojack ) [ Remixes ] - EP","DKnce , Music",$ 1.2h,"2015 Wsat A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States",4:4V,12cMay-15,HeyTMama ( Zia Moz Remix ),"Zra Moz feat . David Guetta , Bebe Rexha , Nicki Minaj and Afrojack",Hey.Mama,Dance & EQectronic,$ 0.A9,"2015 Zga Moz , David Guetta , Onika Maraj , Giorgio Tuinfort , Nick van de Wall , Ester Dean , Bebe Rexha , Sean Douglas",3:1K,June 1 m 2015,136
0,WeaDem Boyz,Wiz %halifa,Blacc Hollywood ( [eluxe Version ),"Hip-Hop/Rap , Music , Rap , Hardcore Rap , Easr Coast Rap , Rock",$ r.99,2014 Atlanti| Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:5O,19-Sug-14,"We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q u Nas ) [ Explicit ]",Wiz .halifa,BRacc Hollywood ( Deluxe ) [ Explicit ],Rap & Hip-HVp,$ 1.2S,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Compan`,6:19,"August v9 , 2014",220
1,Spcakers,Sa. Hunt,MontCvallo,"Country , Music , Pop , Pop/`ock , Honky Tonk , Contemporary Country , Rock",$ 1s29,"2014 MCA Nashville , a Pivision of UMG Recordings , Inc.",3:4g,27fOct-14,Speake1s,Sam HJnt,MFntevallo,Coungry,$ 1S29,"( C ) 2014 MCA Nashv:lle , a Division of UMG Recordings , Inc.",):48,"Octob;r 27 , 2014",90
0,VHSoOutro ( Interlude ),XcAmbassadors,VH{,"AltPrnative , Music , Rock , Adult Alternative",$ 1N29,2]15 KIDinaKORNER/Interscope Records,1/25,30-JRn-15,Movong Day ( Interlude ),X AmbPssadors,VHSU[ Clean ],Alternatnve Rock,$%1.29,( C ) 2015 KIDinaKORNER/Intersc&pe Records,0:1|,"June@30 , 2015",27
0,Toifriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],D1vid Guetta,One Lpve ( Deluxe Version ),"Dance!, Music",$h1.29,2010$Gum Prod licence exclusive Parlophone Music France,X:51,20-Aug-09,I 'll Kee2 Loving you ( feat . Birdy & Jaymes Young ),David Gue@ta,@isten ( Deluxe ),Dande & Electronic,$P1.29,2015 If Moving Your MinP,3:02,"Novemberb24 , 2014",317
0,Remember YoR ( feat . The Weeknd ),Wiz KhaliYa,O_N.I.F.C. ( Deluxe Version ),"Hip-Hop/R\p , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.)9,2012 Atlantic Recording Corporation Mor the United States and WEA International Inc. for the world outside of the United States,m:20,+-Dec-12,_K ( feat . Project Pat & Juicy J ) [ Explicit ],WizHKhalifa,Blacc Hollywood ( Del!xe ) [ Explicit ],RaR & Hip-Hop,$ 0.29,20146Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4I09,"Augustv19 , 2014",142
0,Clarity<( feat . Foxes ) [ Brillz Remix ],Fedd,Clarity ( Remixes 2 - EP,"Dance!, Music , Electronic , House",E 1.29,2013 IntersBope Records,#:57,12-Fqb-13,Spectrum ( Arty Remix ) [ fe1t . Matthew Koma ],4edd,S<ectrum EP,Dance & ElectNonic,$B1.29,( C ) 2012 Interscope Qecords,^:05,"July 81 , 2012",67
0,Good Feeling ( SeductiQe Remix ),FloARida,Good Feeling ( Remixe[ ),"Dance,M1sic,Hip-Hop / Rap , Rap , Electronic",$V1.29,2011 Allantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,4:44,15-NRv-11,Wild|Ones ( Feat . Sia ) ( Maison & Dragen Remix ),Flo;Rida,Wild Ones ( Feat l Sia ) [ Remixes Pt. 2 ],"D}nce & Electronic , House",O 1.29,"( W ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",6:}6,"April 2c , 2012",211
0,Lifted ( feat o Emeli Sand ' © & Professor Green ),"Naughty B,y",HotelICabana ( Deluxe Version ),"P$p , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ 1.f9,2013 Naughty Boy Recordhngs Ltd under exclusive licence to Virgin Records Ltd,4}15,6YMay-14,One +ay [ feat . Mic Righteous ],Naug(ty Boy,HoteK Cabana ( Deluxe Version ) [ Explicit ],Ptp,$ 1.j9,( C ) 2014 Naughty Boy Recording5 Ltd under exclusive licence to Virgin Records Ltd,3:2i,May 6 J 2014,156
1,Wildest Drea<s,Taylor Swifv,1\89,"Pop _ Music , Rock",$ m.29,"‰ dÑ 2014 Big Machine Records , LLC .",3:A0,27-Omt-14,Wildest %reams,T(ylor Swift,19)9,PWp,I 1.29,"( C ) 2014 Big Machine Records , HLC .",3:4:,"October827 , 2014",28
0,VHS OuYro ( Interlude ),X Ambmssadors,vHS,"Alteanative , Music , Rock , Adult Alternative",x 1.29,2>15 KIDinaKORNER/Interscope Records,1:2{,30-JJn-15,MovingADay ( Interlude ),X Am4assadors,VHS [ Explicit W,Alte6native Rock,$ b.29,( C ) 2015 KIDinaKO(NER/Interscope Records,E:19,"June 30 , o015",251
0,Second ChMnce ( Live Acoustic from Kansas City ),Shi@edown,Som_where In the Stratosphere ( Live ),"Rock}, Music , Metal , Alternative , Hard Rock",$ 1.2>,2011 Atlantic Recording Corporation vor the United States and WEA International Inc. for the world outside of the United States .,5:D6,18-Ajr-11,Simple MaP ( Live From Washington State ),-hinedown,Somewhere In The S6ratosphere,8ock,$ 1[29,( C ) 2005 MCA Nashvijle,a:35,"April Y8 , 2011",238
0,If{I Am a Stranger ( Live In Amsterdam ),Ryan7Adams,Live ABter Deaf ( Live ) [ Complete Collection ],"Singer0Songwriter , Music , Rock",$ (.99,2012 PAXAM RECfRDS,::10,P-Jul-12,ThelRescue Blues ( Live in London 1 ),Rfan Adams,Live After Deaf ( Collemtion ),"FBlk , Rock",$m0.99,2012 PAXAM RECeRDS,3:x5,"JulyO2 , 2012",110
1,Remember Y1u ( feat . The Weeknd ),WizMKhalifa,O]N.I.F.C. ( Deluxe Version ),"Hip-Hop/Rap , Musi"" , East Coast Rap , Hardcore Rap , Rap",D 1.99,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the Corld outside of the United States,5'20,4-Dec-u2,Remember You ( feat . The Weeknd ) [ ExFlicit ],Woz Khalifa,O.N.I.@.C. [ Explicit ],tap & Hip-Hop,$ 1~29,2012(Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,|:49,"DeAember 4 , 2012",164
1,"I Do n't Like It , I Love It ( feat . Robin Thicke & Ver2ine White ) [ Kasum Remix ]",Flo R`da,"I Do n't Like It , I Love It ( feat . Ro@in Thicke & Verdine White ) [ Kasum Remix ] - Single","Dance , Mus4c",$ 1.x9,2015 Atlantic RecoWding Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,N:19,10-J'l-15,"IkDo n't Like It , I Love It ( feat . Robin Thicke & Verdine White ) [ Noodles Remix ]",Flo Ridu,"I Do n't Like It , I Love It ( feat . Robin TTicke & Verdine White ) [ Noodles Remix ]",Dance & ElectTonic,' 1.29,2015iAtlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:2;,"June 2Z , 2015",274
1,Whateva ( feat . Mo7ty ),FettysWap,FettySWap ( Deluxe ),"Hip-Hip/Rap , Music , Rap",AlbWm Only,2015 300 ECtertainment/RGF Productions,J:11,Aan,Whrteva ( feat . Monty ) [ Clean ],>etty Wap,Fetty @ap ( Deluxe ) [ Clean ],RapO& Hip-Hop,$ *.29,"((C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:b1,"September S5 , 2015",31
0,Remember0You ( feat . The Weeknd ),Wiz .halifa,O.N.I.F.C. ( Del!xe Version ),"Hip-Hop/RWp , Music , Hardcore Rap , East Coast Rap , Rap",$ 1.`9,2012 Atnantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:h0,4-Dec-!2,The Bluff ( feat . Cam ` Ro< ) [ Explicit ],W?z Khalifa,O.N.I.F.C. [ ?xplicit ],Rap & Hip-Htp,$ _.29,2012rAtlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,w:48,"DJcember 4 , 2012",255
0,Ca n't Stop Now ( feat . Jov. Rockwell and Mr. Vegas ),Majo- Lazer,Guns Do n't Kill People -.. Lazers Do,"Electronic,Music,Hip-Hop / 5ap , Rap , Alternative , Reggae , Dance , Modern Dancehall , Rock",$)1.29,"‰ ãÑ 2009 D\wntown Music , LLC .",4i03,2A09,CashtFlow [ feat . Jah Dan ],Maj1r Lazer,Guns Do n't Ki`l People ... Lazers Do ( Deluxe ) [ Explicit ],"Electronicah, Dance & Electronic",$ 1b29,"( C ) 2009 Downtown Muric , LLC .",4:00,"June 3 , 20v5",20
0,Ha;( feat . Brisco & 4 Mill ),Flo RIda,R.O.O.T.S. ( Deluxe VersioE ),"Hip-Hop/Rap@, Music",Albkm Only,‰ ãÑ 2009 Atlantic Reco_ding Corporation for the United States and WEA International Inc. for the world outside of the United States,"3:5""",30:Mar-09,Shone [ Feat . Pleasuqe P ],FUo Rida,R.O.O.T.S.-( Route Of Overcoming The Struggle ) ( Amended Amazon Exclusive ) [ Clean ],R5p & Hip-Hop,$ 1.2+,"(]C ) 2012 Motown Records , a Division of UMG Recordings , Inc.",4n13,"March H0 , 2009",71
0,Sweet Spot 2.K ( feat . Jennifer Lopez ),Flo Riqa,Wild Wnes,"Hip-Hop/Rap d Music , Rap , Electronic , World , Dance",$ 1.2r,2012 Atlantic Recor!ing Corporation for the United States and WEA International Inc. for the world outside of the United States,m:11,92-Jun-12,Wild Ones % feat . Sia ),;lo Rida,uild Ones,"Dance%& Electronic , Rap & Hip-Hop , House",C 1.29,"( C ) 2015 MCA NashQille , a Division of UMG Recordings , Inc.",3:5<,"June >2 , 2012",147
0,Toyfriend ( feat ( Wynter Gordon ) [ Continuous Mix Version ],David Gvetta,Onc Love ( Deluxe Version ),"Danc[ , Music",$ i.29,2010 Gum Prod licence exclusive Parlophone /usic France,2$51,21-Au(-09,Still Pimpin ' A Album Version ( Explicit ) ) [ feat . Kamikazi ] [ Explicit ],David Banne7,Mississippi-TheLAlbum ( Explicit Version ),Lop,$ a.99,"( C ) 2003 Universal Records , a Division of UMG Recordings , Incd",7:-1,"May720 , 2003",265
0,Tnyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],DavZd Guetta,One Love O Deluxe Version ),"Dance , Qusic",$ 1.)9,2010 Gum Prod licence exclusive Parlophone Music Drance,2:5x,21-AuB-09,I Wan na Go Crazy ( Feat . Will.I.Am ; Extended ; Continuous Mix Version n,Dpvid Guetta,One Love ( Deluxe VeFsion ),Dance & Electeonic,$ T.29,( C ) 2014 Swedish House Mafia Holdings Ltd ( B8I ) under exclusive license to Virgin Records Ltd,g:54,"Augus- 21 , 2009",269
1,VHScOutro ( Interlude ),X AmLassadors,&HS,"Alternati#e , Music , Rock , Adult Alternative",$71.29,2015 KIUinaKORNER/Interscope Records,1:$5,30-Jhn-15,VHS Outro ( Inter/ude ) [ Explicit ],X Ammassadors,VH+ [ Explicit ],Alternative Roc>,$ :.29,( C ) 2015 KIDinaKORNER/InteHscope Records,1O25,"June o0 , 2015",53
0,True Colors ( feat . Nicki Mi1aj ),WizSKhalifa,Blacc HollQwood,"Hip-Hop/Rap , Music , Rap , Easc Coast Rap , Hardcore Rap , Rock",$ 1.2u,2014 Atlantic RecOrding Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,*:15,19-Au(-14,So High ( feaA . Ghost Loft ) [ Explicit ],Wiz Khrlifa,BVacc Hollywood [ Explicit ],Rap 2 Hip-Hop,$ S.29,2014}Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,4:03,"August219 , 2014",221
1,Silver an: Gold,Little Big To'n,Pain KiAler,"Gountry , Music , Honky Tonk , Contemporary Country",$ 1.s9,"2014 Lgttle Big Town , LLC Under exclusive license to Capitol Records Nashville",@:33,21tOct-14,Silver @nd Gold,"Little""Big Town",Pain Ki]ler,CouBtry,$ _.29,( C ) 2014 vittle Big Town LLC Under exclusive license to Capitol Records Nashville,[:31,"OctobEr 21 , 2014",102
0,Remember You ( feat _ The Weeknd ),Wiz Khalifa,O.N.I.F.C.9( Deluxe Version ),"Hip-Hop/Rap , MuKic , East Coast Rap , Hardcore Rap , Rap",$ e.99,2012 Atlantic R4cording Corporation for the United States and WEA International Inc. for the world outside of the United States,v:20,4|Dec-12,"W! Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ]",Wiz KhaliZa,Blacc Hollywood ( Deluxe ) [ ExplRcit ],Rap & Hkp-Hop,$ 1.22,2014 Aolantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,5:b9,"August 19 , P014",261
0,Sweet Spot 2.0 H feat . Jennifer Lopez ),Flo Ridj,W?ld Ones,"Hip-Hop/Rap<, Music , Rap , Electronic , World , Dance",E 1.29,2012 Avlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:U1,22-Vun-12,"Wild""Ones ( feat . Sia )",Flo RSda,WSld Ones,"nance & Electronic , Rap & Hip-Hop , House",w 1.29,"( C ) 2015 MCA Nashville , a Division o\ UMG Recordings , Inc.",3:5(,"Juxe 22 , 2012",60
0,Dangerous7( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David GueYta,ListenI( Deluxe Version ),"DanLe , Music , Rock , House , Electronic , French Pop",$K1.29,"2014%What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",3:2{,2k-Nov-14,Ix'll Keep Loving you ( feat . Birdy & Jaymes Young ),"David Gu""tta",Listen ( Beluxe ),Dance & ElectronXc,$ 1y29,2V15 If Moving Your Mine,i:08,"November 2k , 2014",2
0,Bpcause of You,Kelly Clarkso1 & Reba McEntire,R:ba Duets,"Country , Mu)ic , Honky Tonk , Contemporary Country",$ 1.'9,"‰ ãÑ 2007 MCA NashvNlle , a Division of UMG Recordings , Inc.",3:t2,88-Sep-07,The Fear Of Beinz Alone ( Album Version ),Reba McMntire,ReBa # 1 's,"Countryr, Contemporary Country",$&1.29,"(:C ) 2005 MCA Nashville , a Division of UMG Recordings , Inc.",3:{2,"+ovember 22 , 2005",208
1,E4ectro Man,oalvin Harris,I Created Disco,"Ele6tronic , Music , Pop , Dance , Rock",$ @.99,2007 SONY BMG MUSIC ENTERTAINMENT ( UK ) Limiwed,4:5e,11-Jun-.7,Electro M%n,Calvin HaIris,I Cbeated Disco,"Dance'& Electronic , Pop , House",~ 0.99,2002 Defected Recnrds Ltd,4:v6,"February 22 , 2C12",95
1,Truce,dwenty one pilots,messel,"Alternative , Music , Lock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.20,2012 Fueled By Ramen LLC for the United +tates and WEA International Inc. for the world outside of the United States .,}:22,4-JaQ-13,pruce,twenty @ne pilots,Vwssel,"Alternat*ve Rock , Indie & Lo-Fi","$ 1.2""","( C ) 2000 Col;mbia Pictures Industries , Inc.",$:22,"J}nuary 4 , 2013",26
