label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,id
0,Sgreet Cred India Rye Red Ale,Roaring Fork %eer Company,American Amber / Red2Ale,R.20 %,Good People Stepchild Belgian India Red Ale,Good People Brewing Cotpany,India Pale vle &#40; IPA &#41;,7D80 %,17
0,Buffalo TrLce Bourbon Barrel Aged Amber Ale,Wolf Hil<s Brewing Company,American rmber / Red Ale,:,Ballast Point Calico Am-er Ale - Rum Barrel Aged,Ballast+Point Brewing Company,Amber AOe,5 ;,18
0,Barnel Aged Red Ale,BearWaters Brew=ng Co. .,American Amber / R/d Ale,3.70 %,Ballast PoinS Calico Amber Ale - Rum Barrel Aged,Balltst Point Brewing Company,Aaber Ale,5 \,19
0,Buffalo Trace Bourbon Barrel lged Amber Ale,Wolf Hrlls Brewing Company,American 6mber / Red Ale,k,Barley_s Barre- Aged Ulysses Imperial Red Ale,BarlCy_s Brewing Company,American Strong A@e,8.60+%,20
0,Barr4l Aged Red Ale,BearWaters Brewing Co.2.,2merican Amber / Red Ale,6.70 f,Barley_s BaQrel Aged Ulysses Imperial Red Ale,Barlea_s Brewing Company,American Str*ng Ale,8.60U%,21
0,Buffalo Trace Bourbon Barrel Aged AmbergAle,Wolf Hills B~ewing Company,American Amber / RId Ale,{,Barrel Troxley Amber Ale,GenesBe Brewing Company &#40; North American Breweries &#41;,"Amb,r Ale",.,22
1,Poor Rihhard 's Ale,Dry Dock BPewing Co. .,American AKber / Red Ale,6.5N %,21st Amendment Poor RichardsKAle,21st Amendmynt Brewery,Tradition&l Ale,7B%,23
0,Redeemer1Imperial Red Ale,Boston Beer Works - Canap Street,APerican Amber / Red Ale,8.i0 %,Laurelwood >rganic Deranger Imperial Red Ale,"Laurelwood Public House & Brew""ry",American Strong Cle,8.60 v,24
0,Barrel Aged Impe#ial Red Ale,Boone Valley B%ewing,American.Amber / Red Ale,9.!9 %,Laurelwood Organic Deranger Imperial Red A\e,Laurelwood =ublic House & Brewery,Dmerican Strong Ale,8.R0 %,25
0,Big 8xe Red Ale,Big Axe Brewing Companw,"American Am,er / Red Ale",6.80 S,"Big Spruce Ready Yer Knot ... Regatta Re, Ale",Big Spruce Brewin^,Awber Ale,|,26
0,Roundabout Imperial Red AGe,Bonfire erewing Co. .,American Amber / Red Al\,8.8_ %,Anacapa Riptide ImMerial Red Ale,Anacapa BSewing Company,AmerNcan Strong Ale,8\%,27
0,Sledgeh5mmer Imperial Red Ale,Cambridge Brewing Coqpany,American Amber / Red AYe,7.7w %,Anacapa RiUtide Imperial Red Ale,Anacapa BrewingmCompany,Ame=ican Strong Ale,8a%,28
0,Roundabout Impeoial Red Ale,Bonf/re Brewing Co. .,American ember / Red Ale,8e80 %,AleSmith YuleSmith &#40; Winter &#41; Imperial Ryd Ale,AleSmith B:ewing Company,American StroRg Ale,8950 %,29
0,Stupiphany Imper6al Red Ale,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Al/,8Y00 %,AleSmith YuleSmith &#40; Winter &#41; Imper+al Red Ale,AmeSmith Brewing Company,American StLong Ale,8.x0 %,30
0,Roundabout Imperial RedDAle,B6nfire Brewing Co. .,American AmDer / Red Ale,8.80M%,Marble ImperialFRed Ale,Ma#ble Brewery,Am5rican Strong Ale,9 4,31
0,Merry PraJkster Imperial Red Ale,Rock Bott!m Restaurant & Brewery,American AmberF/ Red Ale,4z56 %,"Marble Imperial Red ,le",Marble Hrewery,American S[rong Ale,9e%,32
0,RounCabout Imperial Red Ale,Bonfire Brewbng Co. .,American Amber / $ed Ale,8.80G%,Peter Bs Sum Of Hours Itperial Red Ale,Veter Bs Brewpub,American Ktrong Ale,9.50k%,33
0,Red-oric - Ueer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Sierra Nevada erewing Co. .,Americ6n Amber / Red Ale,8.00 ;,Peter\Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpu),Americin Strong Ale,"9.50 """,34
0,Double Mongree Imperial India Red Ale,Aopetuck Brew Lab,American Ambpr / Red Ale,r.00 %,Peter Bs Sum Of Hours Imperia+ Red Ale,Peter Bs:Brewpub,American Str%ng Ale,"9,50 %",35
0,Extra Special ReK Ale,Alpha Brewing$Company,American Amber / \ed Ale,5.0R %,Eclictic Phobos Extra Red Ale,Ecliptic Brewivg,AmbIr Ale,5.}0 %,36
0,Aorta Ale ( Double RTd Ale ),Short ~s Brewing Company,American Amber /%Red Ale,8.3O %,Destihl Barrel Aged Deadhead D8uble Red Ale,D&stihl Brewery,American Str2ng Ale,~,37
0,&ouble Red Hot Ale,Midnight Sun Bre\ing Co. .,AIerican Amber / Red Ale,7.57%%,Destihl Barrel Aged Deadheaw Double Red Ale,DestihlLBrewery,American St!ong Ale,G,38
0,Aorta Ale ( :ouble Red Ale ),Short 's Brewing CompGny,Lmerican Amber / Red Ale,8P30 %,Wildcard Double Down Imperial RedlAle,Willcard Brewing Company,American?Strong Ale,7.50%%,39
0,Mread Double Red Ale,Bullfrog Brewe4y,American Am>er / Red Ale,7^80 %,Wildc:rd Double Down Imperial Red Ale,Wildcard Brewing Comprny,American Stron@ Ale,7.5d %,40
0,Double DragonMImperial Red Ale,Phillips krewing Company,American Amber*/ Red Ale,8.20h%,Wildcarz Double Down Imperial Red Ale,Wildcard BreIing Company,A?erican Strong Ale,l.50 %,41
0,Three S'eets Barleywine ( Barrel Aged ),Ballast Point BrewinY Company,American BarleywQne,9.u0 %,&#40; 512 &#41; Cabernet Barreu Aged Three,&#40; 512 &#41; Bzewing Company,AbbeyMTripel,9850 %,42
1,Pvak Organic The Maple Collaboration,Peak O^ganic Brewing Company,Am`rican Amber / Red Ale,7.0\ %,Peak OrFanic The Maple Collaboration,Shipyard Brewing3Company,"A,ber Ale",6.m0 %,43
0,<ourbon Barrel Red Oak Ale,Tornado Brewing Comp{ny,American AmbeM / Red Ale,+,Ballast Point Tongue Buckler Imperi8l Red Ale - Bourbon Barrel Aged,B~llast Point Brewing Company,American Strong AXe,10<%,44
0,Broadhead Bourbon Bawrel Aged Red,Bainbridge Island Brewing Compan9,Aberican Amber / Red Ale,8.508%,Ballast Point Tongue Buckler Imper!al Red Ale - Bourbon Barrel Aged,Ballast Point Bre8ing Company,Amurican Strong Ale,10 L,45
0,Red Di|t Imperial Red Ale,Wiley RootsYBrewing Co,AmeriTan Amber / Red Ale,8.2R %,Ballast Point Tongue B/ckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point BrewingDCompany,AmericaD Strong Ale,r0 %,46
0,Double Dread ImperSal Red Ale,Mad River B]ewing Company,American Amber / Red Ale,8.60/%,Ballast Point Tongue Buckler Imperial Red Ale - Bou)bon Barrel Aged,Ballast Poivt Brewing Company,Amerecan Strong Ale,10 {,47
0,Ro Shtmpo Imperial Red Ale,Figury 8 Brewing,American Ambnr / Red Ale,7R50 %,Ballast Point Tongue Bujkler Imperial Red Ale - Bourbon Barrel Aged,!allast Point Brewing Company,American Strong #le,u0 %,48
0,Uly~ses Imperial Red Ale,Barley 'sTBrewing Company,Amewican Amber / Red Ale,+,Ballast Point Tongue Buckler Imperial Red A6e - Bourbon Barrel Aged,Ballast Point Brewing Comp:ny,American Strong Ake,T0 %,49
0,John Barleycorn - Bourbon Bjrrel Aged,Mad River Brewing jompany,Ame)ican Barleywine,"12.50 ,",AleSmith OEd Numbskull - Bourbon Barrel Aged,AleSmith Brkwing Company,B-rley Wine,b1 %,50
0,Bourbon Barrel AgedNPanama Red Ale,Flossmoor Station Restau^ant & Brewery,American Amber />Red Ale,7.05 %,AleSmith Old NumbOkull - Bourbon Barrel Aged,AleSmith B%ewing Company,BarleycWine,11 %,51
1,Royal Ambe% Ale,Hops7Grillhouse & Brewery,Americ}n Amber / Red Ale,4.5h %,KalamazVo Royal Amber Ale,BelXs Brewery,)mber Ale,B,52
1,The Gentle Mongoos),Hol_ City Brewing,American]Amber / Red Ale,6.90U%,Holy City The Gentxe Mongoose,Hol} City Brewing,Amder Ale,6.9% %,53
0,Hop Around Imperial Red7Ale,Big B1y Brewing Co. .,ADerican Amber / Red Ale,9.00'%,ShuBrew Heart Mnd Sole Imperial Red Ale,ShuBQew,American SQrong Ale,6.86 %,54
0,Lavery Kmperial Red Ale,Lavery BrewingwCompany,American Amber h Red Ale,8N20 %,SNuBrew Heart and Sole Imperial Red Ale,ShuBreW,American StrDng Ale,6.8S %,55
0,Photobomb Impe_ial Red Ale,Crooked Ladder Brewing CompanQ,AUerican Amber / Red Ale,8.5~ %,ShuBrYw Heart and Sole Imperial Red Ale,ShuBreo,American StSong Ale,6.-0 %,56
0,Tongue Buckler - Imperial RedWAle,Balla-t Point Brewing Company,American Amberl/ Red Ale,10.00 !,ShuBrew HeartCand Sole Imperial Red Ale,Shu#rew,American Strong `le,6.b0 %,57
0,Impe>ial Red Ale,Epic Brewinl Company,American Axber / Red Ale,7.{0 %,ShuBrew Heart and Sole Imperial hed Ale,ShVBrew,American Strong AlK,6.80>%,58
0,HophAround Imperial Red Ale,Big Bay Brewing CoQ .,American Amber / Red Aye,9.0( %,Austin Beerworks Battle Axe Imperial ReO Ale,Austin Beerworns,American SRrong Ale,8 ^,59
0,Hop Around Imperi*l Red Ale,Big Bay Brewi!g Co. .,AmeWican Amber / Red Ale,9.s0 %,Speakeasy Wet Hop Prohibit)on Red Ale,Speakeasy Ales an+ Lagers,Amber Vle,6.10 x,60
0,Hop Around Imprrial Red Ale,Big BayBBrewing Co. .,tmerican Amber / Red Ale,9.00t%,Ale Mania ImperMal Red Ale,Ale Mania &#40| Fritz Ale &#41;,Ame9ican Strong Ale,9.m0 %,61
0,Batch 200 _ `` Olympus Mons Imperial )ed Ale,Due South BrewiYg Co. .,American Amber k Red Ale,9.20[%,Ale Tania Imperial Red Ale,"Ale Mania &#40; Fri,z Ale &#41;",)merican Strong Ale,9.50V%,62
0,Eruption Imperial Red Al',Worthy Brewing CoZ .,Amerjcan Amber / Red Ale,8.00N%,Ale cania Imperial Red Ale,Ale Mania &#40; Fritz Ale j#41;,American StKong Ale,9.p0 %,63
0,Deranger Impe<ial Red Ale,Laurelwood Public House & Brewepy,American Amber / Red Al|,8.6u %,Ale Mania ImperiallRed Ale,Ale Mania j#40; Fritz Ale &#41;,"American S""rong Ale",9.50)%,64
0,Hop Around ImJerial Red Ale,Big<Bay Brewing Co. .,American Amber / RedSAle,9.00%%,Laguna Beach Grateful Red Imperial Red rle,Lagyna Beach Brewing,Ameri}an Strong Ale,11p%,65
0,Red Dirt Imperial3Red Ale,WUley Roots Brewing Co,Ymerican Amber / Red Ale,8.2* %,Laguna Beach Grateful ued Imperial Red Ale,Laguna Beach Br0wing,American Strong A[e,h1 %,66
0,Hop Around nmperial Red Ale,Big Bay Brewing Co. C,Am}rican Amber / Red Ale,9.0u %,Wynwood Fox Imperial Red Ald,Wynwood Brewing#Company,American Stro7g Ale,7.7h %,67
0,Arsenal Imperial Red_Ale,Greaz River Brewery,American AmbeT / Red Ale,9.0_ %,Wynwood Fox Imperial Red<Ale,Wynwood Brewing Cfmpany,AmerEcan Strong Ale,7.7v %,68
0,3 Sisters American Red Ale,Wilh Ride Brewing Co. .,American xmber / Red Ale,6000 %,Saimaan Brewer_s SpeSial American Red Ale,Saimaan Juomatebdas,Amb3r Ale,4.70 .,69
0,Al] American Red Ale,Centennsal Beer Co. .,"American Amber , Red Ale",5&00 %,Saimaan Brewer_s Spegial American Red Ale,Saimaan Juomatehda>,AmberyAle,4.U0 %,70
0,3 Sistees American Red Ale,"Wild Ride Brewing""Co. .",AmeriFan Amber / Red Ale,J.00 %,Black Shirt American India Red AlC,Black Shirt 0rewing Company,Ameritan Strong Ale,7.0m %,71
0,3 Sisters Ameri_an Red Ale,Wild Ride Brewing Cou .,American Amber / Red Alk,6.00i%,"Stadin ,merican Red Ale",Stadi; Panimo,AmbOr Ale,4.50 s,72
0,All American Rfd Ale,Centennial Beer Co. n,Americ?n Amber / Red Ale,5.00&%,Stadin American R5d Ale,Stad_n Panimo,Am+er Ale,4.50y%,73
0,3 SistersyAmerican Red Ale,Wild Ride @rewing Co. .,American Amber / R1d Ale,6.00n%,Radiant Pig Gangster Duck AmeriOan Red Ale,Radiant*Pig Beer Company,AmOer Ale,I.20 %,74
0,Mountain Serits : Love Rhino ( Imperial Red Ale ),Breckenridge orewery,American Amfer / Red Ale,8.90}%,Madhouse Venture Series Oak Aged Imperi$l Red,Madhouse BrNwing Company,Americaj Strong Ale,8*50 %,75
0,Mountain Series : Love Rhino ( Imperial Red Alv ),Breckenridgr Brewery,American Amber / Red =le,8.9h %,Two Brothers Revelry Imperial Red A.e,Two Brothers [rewing Company,Am)rican Strong Ale,+.50 %,76
0,6th Annivqrsary Ale ( Dirty Hippie Imperial Red Ale ),Kern River BrewingDCompany,American ymber / Red Ale,8.0f %,Two BIothers Revelry Imperial Red Ale,Two Brothers Brewing Com'any,Americav Strong Ale,9.50=%,77
0,Lavery Imperial Red AJe,Lavery Brewijg Company,American Amber / Red dle,8d20 %,Two Brothers Revelry5Imperial Red Ale,Two Brothers Brewing CompanN,AmericanRStrong Ale,9.50 {,78
0,Arthur 's Imperial Red Aae,Otto 's Pub aRd Brewery,AmericanQAmber / Red Ale,6.9* %,Two Brothers Revelry Imperial Red Ale,Two Brotwers Brewing Company,American StroNg Ale,1.50 %,79
0,Smuptynose Kindest Find Imperial Red Ale,Smuttyn+se Brewing Company,American Amber ? Red Ale,8/50 %,Two BrGthers Revelry Imperial Red Ale,Two Brothers BreUing Company,Amtrican Strong Ale,*.50 %,80
0,Red-oric - Beer Camp # 65 ( Best Of(Beer Camp : Imperial Red Ale ),Sierra Neva{a Brewing Co. .,American APber / Red Ale,8.00y%,Two B)others Revelry Imperial Red Ale,Two Brot5ers Brewing Company,American Strong ;le,9.50 i,81
0,MountaiX Series : Love Rhino ( Imperial Red Ale ),BreckenridgQ Brewery,American AmbeE / Red Ale,8.9~ %,Cigar City Cold6Brew Series - Red Ale,Bigar City Brewing,Amber A2e,7.20c%,82
1,&ow Catcher Red,1ountain Town Station Brewing Co. & Steakhouse,American ALber / Red Ale,\,Mountain Town Cow Catcher Red Lle,Mountain Town Brewiny Company,Amb;r Ale,5.80z%,83
0,Texas R]d Amber Ale,Big Te;an Brewery,American AmbeR / Red Ale,|.50 %,William Street RDd Sky Amber Ale,William SFreet Beer Co. .,Amber Al7,5M%,84
0,6th Anniversary Ale ( Dirty Hippie Impnrial Red Ale ),Ke?n River Brewing Company,American`Amber / Red Ale,8.V0 %,Brew Bus Detouk Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewitg,IrishqAle,y %,85
0,MermaiJ 's Red Ale - Bourbon Oak Aged,"Coronado B,ewing Company",American wmber / Red Ale,p,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Agei,CigNr City Brewing,Irish_Ale,5 S,86
0,Saint \leason Imperial Red Ale,Ab;ta Brewing Co. .,American Amber / Rei Ale,=,Mission Carrack Imperial Red A|e,MissioG Brewery,American Stron4 Ale,10.|0 %,87
0,Three Bea#ers Imperial Red Ale,towe Sound Inn & Brewing Company,AmVrican Amber / Red Ale,7.20 %,M.ssion Carrack Imperial Red Ale,Misspon Brewery,American St@ong Ale,10.20F%,88
0,"Bo,rbon Barrel Ro Shampo Imperial Red Ale",Figure 8 Brew/ng,AmericanCAmber / Red Ale,!,Sick ? Twisted Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing?Company,AmbNr Ale,8R%,89
0,Lagunitas Imperial Red ble,Lagunitas Brewing Compan8,American Amber = Red Ale,7.80.%,SickoN Twisted Naughty Redhead Imperial Red Ale,Sick=N Twisted Brewing Company,}mber Ale,R %,90
0,Stupiphany ImperiaD Red Ale,Rusty Truck Brewing Company~/ Roadhouse 101,Americhn Amber / Red Ale,8.00 h,Sick N Twisted Nau|hty Redhead Imperial Red Ale,Sick N Twigted Brewing Company,fmber Ale,8$%,91
0,B1urbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Br#wing,American Amber / Rsd Ale,d,Spring House Atomic Raygun Imperiwl Red Ale,Spring House Brewing Cogpany,American Strong Al&,8.G0 %,92
0,Deputation Imperiaz Red Ale,Brannon 's_Pub and Brewery,A9erican Amber / Red Ale,8.00 c,Spring House Atomic Raygun Imperinl Red Ale,Spring House Brewing 5ompany,Americ!n Strong Ale,8.30m%,93
0,Double Mongrel Imperiak India Red Ale,A!petuck Brew Lab,AmericanKAmber / Red Ale,9.E0 %,Spring bouse Atomic Raygun Imperial Red Ale,Spring Souse Brewing Company,American StronG Ale,8.30 x,94
0,Bourbon Barrel Ro Shavpo Imperial Red Ale,Figure 8 BrewKng,American Amber / Red Ele,{,Cape Cod Bourbon-Barrel Red,Cape Cod6Beer,Amber)Ale,5.x0 %,95
0,"Bourbon Barrel Ro Sham,o Imperial Red Ale",Figure 8;Brewing,American Ambe$ / Red Ale,w,Lavery Imperial Red Ale &#40;;IRA &#41;,"Lavery Brewing Co,pany",American Strong Alf,8.20y%,96
0,Ruby River Rzby Red Ale,Ruby River Steakhouse & ~rewery,American @mber / Red Ale,4.00(%,Pokertree ^ed Earl Ruby Ale,4okertree,AmbVr Ale,5P50 %,97
0,Ruby 3iver Ruby Red Ale,RubR River Steakhouse & Brewery,American Amber[/ Red Ale,4.*0 %,Pine Creek River ValleyERed Ale,Big Rock Bfewery,Am;er Ale,5 q,98
0,Stone Liberty Station Outb>eak Series : Red Ale,Stone Orewing Co. .,American Amber /VRed Ale,7?00 %,Libbrty High Point Rocket_s Red Ale,Liberty Brewery & Grill - Higu Point,IrFsh Ale,r,99
0,Channary Imperial ReD Ale,Narrows Bcewing Co. .,American Amber / Red {le,9.4; %,FYlton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,FultoH Beer Company,American Strong6Ale,x.50 %,100
0,Climax Noel - Imperial Red -le,Eel Rive~ Brewing Co. .,American AVber / Red Ale,@.20 %,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiwkey Barrel Aged,Fulton Beer#Company,Amcrican Strong Ale,8.5W %,101
0,Barrel Agea Moustache Ride Red,Flat 12TBierwerks,.merican Amber / Red Ale,6.10j%,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye 7hiskey Barrel Aged,Fulton Beer CoDpany,American SWrong Ale,8.50P%,102
0,Photobomb 2mperial Red Ale,CrookDd Ladder Brewing Company,American Amberw/ Red Ale,8.50 j,Fulton The gibertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,FuBton Beer Company,American Strong +le,:.50 %,103
0,Buffalo Soul Jah Imperiar Red Ale,Three Heads BreIing,American Ambern/ Red Ale,9.20z%,Fulton The Libertine Imperial Red Ale - aeaven Hill Rye Whiskey Barrel Aged,Ful2on Beer Company,America! Strong Ale,8.5l %,104
0,Old Guardian Barley Wine Style Ale - Red Wine Barrel AUed,Stone Brewing C.. .,American Barleywine,11.21 %,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel _ged,Fulton Betr Company,Americwn Strong Ale,8550 %,105
0,BJ 's Imperial Rud Ale,BJ 's RestauraVt & Brewhouse,American Amber / RedxAle,9.00 H,Fulton Th' Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Ful%on Beer Company,American Styong Ale,8.50L%,106
0,Constanza _ ™ s Hoppy Red hle,BomberTBrewing,Amer`can Amber / Red Ale,h.20 %,Spiteful Angry Adam Hopp> Red Ale,SpitKful Brewing,Ambee Ale,b %,107
0,Arsena9 Imperial Red Ale,Great River Brew?ry,American Amberc/ Red Ale,9.00 P,Kern River Dirty Hippie ImperMal Red Ale,Kera River Brewing,American StrongeAle,3 %,108
0,Tst Brw 01 - Imperial ReP Ale,Brouwxrij De Koninck NV,Ame|ican Amber / Red Ale,A.80 %,"Kern River Dirty Hippie Imperia, Red Ale",Kern River Boewing,American StrongyAle,8 8,109
0,Ro Shampo umperial Red Ale,Figure 9 Brewing,American Amber /aRed Ale,7.50D%,Kern River Dirty Hippie Imperial Red Alc,Kern Riv9r Brewing,American Str\ng Ale,C %,110
0,Double Dragon Imperi=l Red Ale,PWillips Brewing Company,American Amber /URed Ale,8.2\ %,Edge Imperial Red Ale &#40; Spring Seasonal &#D1;,Edge Brewing CMmpany,American &trong Ale,8.^0 %,111
0,Batch 200 _ `` Olympus Mons Impe`ial Red Ale,Due South Brewing C9. .,Amezican Amber / Red Ale,9.y0 %,Edge Imperial Red Ale &#40; Hpring Seasonal &#41;,Edge Brewing Comp{ny,Ameri2an Strong Ale,8.50 Z,112
0,Sledgehammer Imperia| Red Ale,Cambridge Brewi~g Company,A6erican Amber / Red Ale,7.:5 %,Edge Imperial bed Ale &#40; Spring Seasonal &#41;,Edge Brewing Co?pany,Ameri?an Strong Ale,8I50 %,113
0,Bourbon Barrel Aged Auld Bi%ch,Tahoe Mountain Br~wing Co. .,American Barkeywine,11J00 %,Aspen Bourbon3Barrel Aged Conundrum Red Ale,Aspen B=ewing Company,Amber AlG,6.5) %,114
0,Bourbon Barrel Aged Red6um,T!inity Brewhouse,American Amber D Red Ale,`.50 %,Aspen Bourbon Barrel Aped Conundrum Red Ale,Aspen Brewint Company,Amser Ale,6.50 ),115
0,Bourbon Barrel Age\ Auld Bitch,Tahoe Mountain Brewing Co.L.,AmericaD Barleywine,11T00 %,Lompoc Bourbon Barrel Aged Proletari5t Red Ale,L;mpoc Brewing,Amber Ade,6.40 %,116
1,KuhnGenn Extraneous Ale,KuhnGenn Brewing Company,AmWrican Barleywine,17.00 s,Kuhnhejn Extraneous Ale,"Kuhnhenn""Brewing",Barlfy Wine,]7.50 %,117
0,Lavery ImperQal Red Ale,Lavery B)ewing Company,Amqrican Amber / Red Ale,8.2X %,Oak Creek King Crimson Imperial [ed Ale,Oaf Creek Brewing Co. .,Am<rican Strong Ale,9q50 %,118
0,Lavery Iqperial Red Ale,"Lavery Brewing C""mpany",America= Amber / Red Ale,K.20 %,Lagunitas Imperia7 Red Ale,Lagunitas Brewing Company &#40; Heineken &#41~,American ^trong Ale,7i80 %,119
0,Double Dread Imperial Red A:e,Mad River BHewing Company,American Amber / Re} Ale,8.60 g,Lagunitas Imp'rial Red Ale,Lagunitas Brewing Comp>ny &#40; Heineken &#41;,American Stron_ Ale,7.8E %,120
0,Rhino@Chaser Imperial Red Ale,oizza Port Solana Beach,American Amber @ Red Ale,9.5$ %,Lagunitas Imperial Red 1le,Lagunita` Brewing Company &#40; Heineken &#41;,AmericaneStrong Ale,"7.80 """,121
0,Br\adhead Bourbon Barrel Aged Red,Bainbridge Island Brewing Comp@ny,American Amber!/ Red Ale,8.52 %,Flat 12 Barrel Aged Moustache Riue Red,Flat 12 Bierwmrks,AmbertAle,;,122
0,Broadhead Bourbon Barrel Aged Re-,BainbridHe Island Brewing Company,American Ambzr / Red Ale,8.50 !,MadTree BHurbon Barrel Aged Happy Amber,MadTree Brewing'Company,Amber APe,6J%,123
0,Bulleit Bouybon Barrel Aged G'Knight,Oskar Blues Grill & Bbew,America\ Amber / Red Ale,8.70&%,MadTree Bourbon Barrel Aged Happ~ Amber,MadTree8Brewing Company,AFber Ale,# %,124
0,Frost Quake Bourbon Barrel Aged Barley Win#,Welsington County Brewery,AmericBn Barleywine,9.40 %,MadTree Bourbon Barrel Aged Happy AmbeW,MadTree BrewingQCompany,tmber Ale,6 (,125
0,Noggin Floggin ( Bourbon Barrel A?ed ),Hopwork' Urban Brewery,Amer?can Barleywine,9.G0 %,MadTree eourbon Barrel Aged Happy Amber,MadTAee Brewing Company,"Amber,Ale",6B%,126
1,Balhistic Brewing Co. - Gorgon Red Ale,Indian Wells Brewing Compnny,American Amber / Red>Ale,5.50 a,BallistAc Brewing Gorgon Red Ale,Indian WellsqBrewing,AmberNAle,g.50 %,127
