exp,token,attribute,tuple,weight,data_inx
14,fundamental,title,R,-0.1531522988506657,17
14,international,venue,R,-0.1366497947669524,17
15,1996,year,R,-0.2931802743491585,18
15,fundamental,title,R,-0.2694736484628992,18
15,david,authors,R,-0.24026297577343908,18
15,international,venue,R,-0.13584534485072303,18
16,query,title,R,-0.217239608862368,19
16,jason,authors,R,-0.20427221141882046,19
16,1999,year,R,-0.17520475364752633,19
16,bases,venue,R,-0.08541991584512656,19
16,data,venue,R,-0.08541991584512654,19
16,large,venue,R,-0.08541991584512605,19
16,very,venue,R,-0.08541991584512602,19
17,very,venue,R,-0.3516117341049563,20
17,query,title,R,-0.23971152692238926,20
17,jason,authors,R,-0.22145324454136167,20
17,1999,year,R,-0.06761509065224525,20
18,1999,year,R,-0.27417775032650843,21
18,jason,authors,R,-0.20725720895225333,21
18,optimization,title,R,-0.10357019882958308,21
18,query,title,R,-0.10357019882958292,21
19,1999,year,R,-0.30668478943540745,22
19,query,title,R,-0.2831724807154145,22
19,jason,authors,R,-0.202854855337027,22
19,very,venue,R,-0.12872691427240193,22
20,very,venue,R,-0.3066502152570273,23
20,query,title,R,-0.2817903775389846,23
20,1999,year,R,-0.08033493090360505,23
20,widom,authors,R,-0.06090414859662997,23
20,jennifer,authors,R,-0.060904148596629966,23
20,mchugh,authors,R,-0.06090414859662902,23
20,",",authors,R,-0.06090414859662898,23
20,jason,authors,R,-0.06090414859662832,23
21,very,venue,R,-0.33146714908598846,24
21,jason,authors,R,-0.26610493233726074,24
21,query,title,R,-0.19493177269022938,24
21,1999,year,R,-0.09772602439162668,24
22,leonid,authors,R,-0.39833097775707726,25
22,a,title,R,-0.3309464836748527,25
22,1996,year,R,-0.0503012661890567,25
22,international,venue,R,-0.028759104428845824,25
23,1996,year,R,-0.284307286285102,26
23,leonid,authors,R,-0.2549611531607071,26
23,a,title,R,-0.23942369234262298,26
23,international,venue,R,-0.09616594245434425,26
24,a,title,R,-0.36840700216644523,27
24,1996,year,R,-0.2326959931347181,27
24,leonid,authors,R,-0.20924793212241766,27
24,international,venue,R,-0.1163305510966535,27
24,conference,venue,R,-0.11633055109665336,27
25,very,venue,R,-0.32335003867257256,28
25,qi,authors,R,-0.2759056894307876,28
25,1999,year,R,-0.18869514627551215,28
25,implementation,title,R,-0.1590637295416623,28
26,qi,authors,R,-0.20237535644968627,29
26,very,venue,R,-0.14827468152527765,29
26,implementation,title,R,-0.13796108016514444,29
26,1999,year,R,-0.1367444560050017,29
27,observations,title,R,-0.2718215841502985,30
27,1994,year,R,-0.23127400164640594,30
27,won,authors,R,-0.21449513723368155,30
27,acm,venue,R,-0.11911981652667472,30
28,1994,year,R,-0.25071957562271874,31
28,observations,title,R,-0.23356332217714748,31
28,kim,authors,R,-0.09950706904920249,31
28,won,authors,R,-0.09950706904920238,31
28,record,venue,R,-0.035611176485022045,31
28,sigmod,venue,R,-0.03561117648502204,31
28,acm,venue,R,-0.03561117648502163,31
29,observations,title,R,-0.295320234856535,32
29,1994,year,R,-0.26852222683412114,32
29,won,authors,R,-0.1369782928912963,32
29,kim,authors,R,-0.13697829289129596,32
29,acm,venue,R,-0.08589435013312618,32
30,1994,year,R,-0.4040589408775838,33
30,kim,authors,R,-0.1564266306204271,33
30,won,authors,R,-0.15642663062042697,33
30,observations,title,R,-0.10963957532282656,33
30,acm,venue,R,-0.09966004119092002,33
31,very,venue,R,-0.2683681020076135,34
31,zhaohui,authors,R,-0.24868354870162734,34
31,1994,year,R,-0.18728165349028325,34
31,join,title,R,-0.17123939316965514,34
32,1994,year,R,-0.33419029949513557,35
32,zhaohui,authors,R,-0.2792839060989851,35
32,join,title,R,-0.19862681537800342,35
32,very,venue,R,-0.09332791454236321,35
33,zhaohui,authors,R,-0.2887612176521943,36
33,1994,year,R,-0.267032109454835,36
33,join,title,R,-0.1692091599524122,36
33,very,venue,R,-0.1287482865818949,36
34,1994,year,R,-0.27139490581059916,37
34,zhaohui,authors,R,-0.2170077427107665,37
34,very,venue,R,-0.20772591450481792,37
34,join,title,R,-0.17078364143471433,37
35,1994,year,R,-0.33529692828737573,38
35,zhaohui,authors,R,-0.27015868365404083,38
35,very,venue,R,-0.11631084712980466,38
35,join,title,R,-0.1032033367884201,38
36,1994,year,R,-0.32705067007490424,39
36,join,title,R,-0.29069829847182055,39
36,very,venue,R,-0.15166264100446902,39
36,zhaohui,authors,R,-0.12389367628403185,39
37,1994,year,R,-0.3341000696062757,40
37,join,title,R,-0.25277601492443785,40
37,zhaohui,authors,R,-0.24340118661937654,40
37,very,venue,R,-0.19925752128477414,40
38,georges,authors,R,-0.23921600948519522,41
38,1995,year,R,-0.1979648647439203,41
38,large,venue,R,-0.10342422438872931,41
38,very,venue,R,-0.10342422438872928,41
38,model,title,R,-0.06523120392005538,41
38,cost,title,R,-0.06523120392005527,41
38,a,title,R,-0.06523120392005514,41
39,very,venue,R,-0.12184920188582725,42
39,1995,year,R,-0.11630392010642675,42
39,gardarin,authors,R,-0.03552279496482838,42
39,",",authors,R,-0.03552279496482837,42
39,georges,authors,R,-0.03552279496482807,42
39,cost,title,R,-0.024238226106409622,42
39,clustered,title,R,-0.024238226106409595,42
39,for,title,R,-0.02423822610640958,42
39,databases,title,R,-0.024238226106409577,42
39,model,title,R,-0.02423822610640957,42
39,object-oriented,title,R,-0.02423822610640957,42
39,a,title,R,-0.024238226106409543,42
40,1995,year,R,-0.19023447552245512,43
40,a,title,R,-0.1836074702941531,43
40,georges,authors,R,-0.17382757612407052,43
40,very,venue,R,-0.15660845669962126,43
41,a,title,R,-0.23368086390324827,44
41,1995,year,R,-0.1439445059092042,44
41,very,venue,R,-0.13754552349465843,44
41,georges,authors,R,-0.13121815098912307,44
41,gardarin,authors,R,-0.1312181509891229,44
42,1995,year,R,-0.30690389579080546,45
42,a,title,R,-0.24585388814985218,45
42,georges,authors,R,-0.08101184354857303,45
42,",",authors,R,-0.0810118435485726,45
42,gardarin,authors,R,-0.08101184354857255,45
42,data,venue,R,-0.030747335101299508,45
42,large,venue,R,-0.030747335101299424,45
42,very,venue,R,-0.030747335101299282,45
43,a,title,R,-0.16873141834526814,46
43,georges,authors,R,-0.1630186145113575,46
43,1995,year,R,-0.15805721715000565,46
43,very,venue,R,-0.15079690698153272,46
44,a,title,R,-0.19571660473714547,47
44,georges,authors,R,-0.19181319330269483,47
44,very,venue,R,-0.17306938574092642,47
44,1995,year,R,-0.11638020422116356,47
45,1994,year,R,-0.3271261260091358,48
45,a,title,R,-0.22867818130591203,48
45,martin,authors,R,-0.21007705211937938,48
45,acm,venue,R,-0.1647271605494159,48
46,1994,year,R,-0.295631412674092,49
46,a,title,R,-0.26812602818760073,49
46,martin,authors,R,-0.25356830554428905,49
46,acm,venue,R,-0.012796095583684386,49
47,a,title,R,-0.2559822569540375,50
47,1994,year,R,-0.2365336126310493,50
47,martin,authors,R,-0.2252261670323678,50
47,acm,venue,R,-0.15018324780526324,50
48,a,title,R,-0.37460606799523855,51
48,acm,venue,R,-0.1421854540467804,51
48,s.,authors,R,-0.12882524986014393,51
48,olivier,authors,R,-0.12882524986014388,51
48,martin,authors,R,-0.12882524986014357,51
48,1994,year,R,-0.06206117424899449,51
49,1994,year,R,-0.2960193803200523,52
49,martin,authors,R,-0.2284873138900099,52
49,a,title,R,-0.1800611934793969,52
49,acm,venue,R,-0.14177481855375074,52
50,beng,authors,R,-0.3371037054973148,53
50,1996,year,R,-0.28131726917570343,53
50,index,title,R,-0.23584522014799664,53
50,the,venue,R,-0.052580325044398836,53
51,beng,authors,R,-0.3076266628280102,54
51,1996,year,R,-0.26930549740094056,54
51,index,title,R,-0.170745543153593,54
51,the,venue,R,-0.049471560924482225,54
52,beng,authors,R,-0.36575820690908073,55
52,1996,year,R,-0.1889323212751601,55
52,index,title,R,-0.1516225904627512,55
52,the,venue,R,-0.10951407515574382,55
53,beng,authors,R,-0.34645000504152257,56
53,1996,year,R,-0.23605487256097196,56
53,the,venue,R,-0.11595097889381244,56
53,index,title,R,-0.090864243557632,56
54,beng,authors,R,-0.3961912009138388,57
54,1996,year,R,-0.26867127815000197,57
54,index,title,R,-0.06466616396545846,57
54,the,venue,R,0.0018298259894438712,57
55,1996,year,R,-0.5433669364045457,58
55,beng,authors,R,-0.17102582891684523,58
55,index,title,R,-0.10323141016040188,58
55,the,venue,R,-0.04458881516629652,58
56,1994,year,R,-0.3173772752270851,60
56,tak,authors,R,-0.2856318321279349,60
56,integrating,title,R,-0.2585340967024548,60
56,very,venue,R,-0.09149653998032686,60
57,integrating,title,R,-0.23576249262697513,61
57,1994,year,R,-0.2188382594941918,61
57,tak,authors,R,-0.18916388693973066,61
57,very,venue,R,-0.1341440610735014,61
58,integrating,title,R,-0.16797229147987794,62
58,very,venue,R,-0.1480436809709901,62
58,tak,authors,R,-0.13599622411869053,62
58,1994,year,R,-0.11608345532033988,62
59,tak,authors,R,-0.420544691970466,63
59,integrating,title,R,-0.30413440512262147,63
59,very,venue,R,-0.020511809636460487,63
59,1994,year,R,-0.004038955821054328,63
60,klemens,authors,R,-0.2012658676234446,64
60,1996,year,R,-0.1794125823068326,64
60,hyperstorm-administering,title,R,-0.17502399931775156,64
60,international,venue,R,-0.15167406093751132,64
61,1998,year,R,-0.2771212804246755,65
61,g.,authors,R,-0.1621161161583167,65
61,acm,venue,R,-0.14091118007050538,65
61,trigs,title,R,-0.12648267895206058,65
61,the,title,R,-0.12648267895205995,65
62,the,title,R,-0.26622517514087246,66
62,g.,authors,R,-0.18535190395548143,66
62,acm,venue,R,-0.07379462218642703,66
62,sigmod,venue,R,-0.07379462218642677,66
63,the,title,R,-0.32438939808572853,67
63,1998,year,R,-0.24047166024634362,67
63,kappel,authors,R,-0.130838546086402,67
63,g.,authors,R,-0.1308385460864014,67
63,acm,venue,R,-0.02532767025405251,67
63,sigmod,venue,R,-0.025327670254050975,67
63,record,venue,R,-0.02532767025405096,67
64,alexander,authors,R,-0.18927041572064185,68
64,the,title,R,-0.1366494796502575,68
64,1999,year,R,-0.1280209794448471,68
64,international,venue,R,-0.11747750540274852,68
65,alexander,authors,R,-0.30094287090291555,69
65,1999,year,R,-0.2759456315257913,69
65,the,title,R,-0.1673780174184477,69
65,international,venue,R,-0.11735239729347709,69
66,1999,year,R,-0.2431175182243953,70
66,international,venue,R,-0.17354320871783152,70
66,brodsky,authors,R,-0.12782767861284003,70
66,alexander,authors,R,-0.12782767861283936,70
66,constraint,title,R,-0.0717983816598485,70
66,ccube,title,R,-0.07179838165984817,70
66,the,title,R,-0.07179838165984735,70
67,the,title,R,-0.24446319099195365,71
67,1999,year,R,-0.24378246979626902,71
67,alexander,authors,R,-0.21668172217517684,71
67,international,venue,R,-0.009037559638416117,71
67,conference,venue,R,-0.009037559638416109,71
67,data,venue,R,-0.009037559638415953,71
67,management,venue,R,-0.009037559638415951,71
67,of,venue,R,-0.00903755963841595,71
67,on,venue,R,-0.009037559638415947,71
68,alexander,authors,R,-0.26345453865519897,72
68,1999,year,R,-0.22465681938159265,72
68,the,title,R,-0.21042134766662074,72
68,international,venue,R,-0.14363281958319699,72
69,1999,year,R,-0.32532988588702133,73
69,alexander,authors,R,-0.28779117785911923,73
69,the,title,R,-0.2561424669879539,73
69,international,venue,R,-0.02175665050392228,73
70,fabrizio,authors,R,-0.4496368221885104,74
70,implementing,title,R,-0.26985477204053965,74
70,very,venue,R,-0.07083027161189424,74
70,1994,year,R,-0.03444443504090188,74
71,1994,year,R,-0.4155607690521144,75
71,implementing,title,R,-0.3542189481529907,75
71,fabrizio,authors,R,-0.039323411522997426,75
71,very,venue,R,0.006333942929523128,75
72,1994,year,R,-0.3143438905862134,76
72,fabrizio,authors,R,-0.2632174570391936,76
72,implementing,title,R,-0.259387962674062,76
72,very,venue,R,-0.0774543820484509,76
73,narain,authors,R,-0.37827657009837984,77
73,odefs,title,R,-0.3200362425520983,77
73,very,venue,R,-0.11351255356253982,77
73,1994,year,R,0.056088421329373604,77
74,odefs,title,R,-0.22178782862558685,78
74,narain,authors,R,-0.20506217877794516,78
74,1994,year,R,-0.14421010678779442,78
74,very,venue,R,-0.12985281209637012,78
75,odefs,title,R,-0.2823783966923161,79
75,very,venue,R,-0.24683652077740453,79
75,narain,authors,R,-0.18535892979438906,79
75,1994,year,R,-0.08538575454553841,79
76,odefs,title,R,-0.2838991719818534,80
76,1994,year,R,-0.2744487372397886,80
76,very,venue,R,-0.12247687062415624,80
76,narain,authors,R,-0.04988129134486226,80
77,1994,year,R,-0.21858423609810437,81
77,narain,authors,R,-0.17857306496534076,81
77,very,venue,R,-0.16666440050807632,81
77,odefs,title,R,-0.10344949485586927,81
77,:,title,R,-0.10344949485586918,81
78,odefs,title,R,-0.24282217167167963,82
78,1994,year,R,-0.23900701919754264,82
78,very,venue,R,-0.08516127619400596,82
78,",",authors,R,-0.02400738322017392,82
78,v.,authors,R,-0.024007383220173917,82
78,jagadish,authors,R,-0.024007383220173904,82
78,william,authors,R,-0.024007383220173893,82
78,narain,authors,R,-0.02400738322017332,82
78,h.,authors,R,-0.024007383220173314,82
78,gehani,authors,R,-0.02400738322017331,82
78,d.,authors,R,-0.024007383220173078,82
78,roome,authors,R,-0.024007383220173078,82
79,hierarchical,title,R,-0.2842216905430438,83
79,international,venue,R,-0.23403100835522014,83
79,charu,authors,R,-0.20439801776085043,83
79,2002,year,R,-0.1975827807935888,83
80,2002,year,R,-0.26730479754802805,85
80,charu,authors,R,-0.19399595557415597,85
80,hierarchical,title,R,-0.186052841636428,85
80,international,venue,R,-0.1549449984066854,85
81,1999,year,R,-0.2724297720706033,86
81,ju-hong,authors,R,-0.2539674594488862,86
81,international,venue,R,-0.09023329312491084,86
81,multi-dimensional,title,R,-0.03583800140500123,86
81,selectivity,title,R,-0.03583800140500002,86
81,using,title,R,-0.03583800140499972,86
81,estimation,title,R,-0.035838001404999716,86
81,information,title,R,-0.035838001404999716,86
81,histogram,title,R,-0.03583800140499971,86
81,compressed,title,R,-0.035838001404999695,86
82,ju-hong,authors,R,-0.3272573678357657,87
82,multi-dimensional,title,R,-0.24338299095611438,87
82,1999,year,R,-0.2386914731775222,87
82,international,venue,R,-0.05907459304249011,87
83,1995,year,R,-0.3324674953692468,88
83,alberto,authors,R,-0.2146268677224602,88
83,estimating,title,R,-0.20283758642859828,88
83,very,venue,R,-0.10949841179492763,88
84,1995,year,R,-0.2439526168602893,89
84,very,venue,R,-0.23892740247332578,89
84,alberto,authors,R,-0.16616409137488244,89
84,estimating,title,R,-0.15875192045782974,89
85,international,venue,R,-0.12429130598927964,90
85,on,title,R,-0.09742555846499835,90
85,effective,title,R,-0.09742555846499812,90
85,strings,title,R,-0.09742555846499748,90
85,multi-dimensional,title,R,-0.09742555846499745,90
85,for,title,R,-0.09742555846499744,90
85,indexing,title,R,-0.09742555846499741,90
85,v.,authors,R,-0.03508611131316561,90
85,h.,authors,R,-0.035086111313165434,90
85,2000,year,R,-0.011750098596823884,90
86,h.,authors,R,-0.1921583124778857,91
86,international,venue,R,-0.19212716639408872,91
86,on,title,R,-0.16632971970111438,91
86,2000,year,R,-0.1647741710803363,91
87,elisa,authors,R,-0.2630860631117096,92
87,index,title,R,-0.2589175444248149,92
87,1994,year,R,-0.21371723040753288,92
87,the,venue,R,-0.007669780821871479,92
87,vldb,venue,R,-0.007669780821871353,92
87,international,venue,R,-0.007669780821871344,92
87,on,venue,R,-0.007669780821871343,92
87,journal,venue,R,-0.007669780821871342,92
87,--,venue,R,-0.007669780821871342,92
87,large,venue,R,-0.007669780821871104,92
87,data,venue,R,-0.007669780821871104,92
87,very,venue,R,-0.007669780821871103,92
87,bases,venue,R,-0.007669780821871102,92
88,1994,year,R,-0.27781456885382877,93
88,elisa,authors,R,-0.2166108687061182,93
88,index,title,R,-0.08992314001095393,93
88,configuration,title,R,-0.08992314001095313,93
88,in,title,R,-0.08992314001095285,93
88,the,venue,R,-0.07598891329628779,93
89,1994,year,R,-0.34421712358119555,94
89,index,title,R,-0.17772567262446848,94
89,bertino,authors,R,-0.14516646694377847,94
89,elisa,authors,R,-0.14516646694377833,94
89,the,venue,R,-0.060575135980914845,94
90,repositories,title,R,-0.26833915303631717,95
90,1998,year,R,-0.20740520024297926,95
90,acm,venue,R,-0.1178903565437545,95
90,philip,authors,R,-0.11207667483937218,95
90,bernstein,authors,R,-0.1120766748393714,95
90,a.,authors,R,-0.11207667483937134,95
91,repositories,title,R,-0.3110448144728534,96
91,philip,authors,R,-0.2864206616082859,96
91,1998,year,R,-0.2751303990471954,96
91,acm,venue,R,-0.14986329864932593,96
92,1998,year,R,-0.3402305636263712,98
92,and,title,R,-0.15230120620912524,98
92,repositories,title,R,-0.1523012062091251,98
92,acm,venue,R,-0.0863055882030054,98
92,philip,authors,R,-0.07477272922072888,98
92,a.,authors,R,-0.07477272922072868,98
92,bernstein,authors,R,-0.074772729220727,98
93,repositories,title,R,-0.3378015229978119,99
93,1998,year,R,-0.33744695548428866,99
93,philip,authors,R,-0.17137607679313002,99
93,acm,venue,R,-0.08080947787222002,99
94,1998,year,R,-0.2754409302765674,100
94,repositories,title,R,-0.24078755724535122,100
94,acm,venue,R,-0.11501089774223426,100
94,philip,authors,R,-0.08344212844890386,100
94,a.,authors,R,-0.0834421284489026,100
94,bernstein,authors,R,-0.08344212844890257,100
95,repositories,title,R,-0.2929302790128314,101
95,philip,authors,R,-0.2865473501532147,101
95,1998,year,R,-0.2652631624467967,101
95,acm,venue,R,-0.08946478820367168,101
96,repositories,title,R,-0.3777189312787938,102
96,1998,year,R,-0.33831876948804235,102
96,philip,authors,R,-0.10209721760014334,102
96,record,venue,R,-0.03773941615415028,102
96,acm,venue,R,-0.03773941615414746,102
96,sigmod,venue,R,-0.03773941615414719,102
97,repositories,title,R,-0.3876555304603705,103
97,1998,year,R,-0.31217949490711977,103
97,philip,authors,R,-0.20414163259311754,103
97,record,venue,R,-0.029999262696809866,103
97,sigmod,venue,R,-0.02999926269680901,103
97,acm,venue,R,-0.029999262696808887,103
98,2003,year,R,-0.2563871059916317,104
98,cost-driven,title,R,-0.2511590079152322,104
98,chi-wai,authors,R,-0.1920753143182697,104
98,the,venue,R,-0.0546901780766145,104
99,2003,year,R,-0.2592235160188898,105
99,cost-driven,title,R,-0.21272692093728565,105
99,chi-wai,authors,R,-0.21113057322094242,105
99,the,venue,R,-0.10665331002166933,105
100,2003,year,R,-0.25450702881935877,106
100,chi-wai,authors,R,-0.24266247520303608,106
100,cost-driven,title,R,-0.1738818563034489,106
100,the,venue,R,-0.07409200438830463,106
101,cost-driven,title,R,-0.17955488651286156,107
101,chi-wai,authors,R,-0.14807630867032984,107
101,2003,year,R,-0.1381171183914414,107
101,the,venue,R,-0.08940708597610855,107
102,chi-wai,authors,R,-0.2535413930177539,108
102,cost-driven,title,R,-0.23186103709571626,108
102,2003,year,R,-0.22882957060581488,108
102,the,venue,R,-0.042311464895502096,108
103,m.,authors,R,-0.28099726464383495,110
103,a,title,R,-0.2459680789221893,110
103,1997,year,R,-0.22604118643169732,110
103,the,venue,R,-0.023115297250585053,110
104,mosaico-a,title,R,-0.18119424044292573,111
104,m.,authors,R,-0.17821391150200955,111
104,international,venue,R,-0.1587612562644787,111
104,1994,year,R,-0.1107681188289451,111
105,a.,authors,R,-0.2508796307969657,113
105,an,title,R,-0.2373582670388705,113
105,1998,year,R,-0.2074780963261562,113
105,acm,venue,R,-0.11881937082742577,113
106,an,title,R,-0.33681207981474953,114
106,1998,year,R,-0.2775139275050885,114
106,acm,venue,R,-0.17373783226479522,114
106,a.,authors,R,-0.11703362882932744,114
107,an,title,R,-0.4300839886198034,115
107,a.,authors,R,-0.23025978526617308,115
107,acm,venue,R,-0.1111756878467368,115
107,1998,year,R,-0.049405057861471625,115
108,an,title,R,-0.31341873316957286,116
108,1998,year,R,-0.30442213569193044,116
108,a.,authors,R,-0.16388529048506548,116
108,transactions,venue,R,-0.03451747556566249,116
108,on,venue,R,-0.03451747556566239,116
108,acm,venue,R,-0.03451747556566198,116
109,unisql/x,title,R,-0.21287776238148245,117
109,international,venue,R,-0.19962876137826804,117
109,1994,year,R,-0.19923068005834105,117
109,won,authors,R,-0.14062876090243903,117
110,1994,year,R,-0.31488687901101725,118
110,won,authors,R,-0.2807939216405081,118
110,unisql/x,title,R,-0.2334130764474077,118
110,international,venue,R,-0.12359772645233198,118
111,unisql/x,title,R,-0.2489155582974567,119
111,1994,year,R,-0.22056361304212735,119
111,won,authors,R,-0.21111959280358092,119
111,international,venue,R,-0.14181336070498338,119
112,1994,year,R,-0.26389079348867006,120
112,unisql/x,title,R,-0.21702720189449917,120
112,won,authors,R,-0.1950812124744228,120
112,international,venue,R,-0.0780114574468971,120
113,unisql/x,title,R,-0.39192597812546387,121
113,won,authors,R,-0.32751615999553535,121
113,international,venue,R,-0.18175143222760357,121
113,1994,year,R,-0.07382855086198023,121
114,1994,year,R,-0.2583362742404058,122
114,unisql/x,title,R,-0.2020724764057275,122
114,international,venue,R,-0.1496973775069612,122
114,won,authors,R,-0.11420971689681154,122
114,kim,authors,R,-0.11420971689681075,122
115,unisql/x,title,R,-0.33678898508798927,123
115,won,authors,R,-0.24829886942227683,123
115,international,venue,R,-0.21302633557264244,123
115,1994,year,R,-0.1718152746193745,123
116,unisql/x,title,R,-0.2435984339800539,124
116,won,authors,R,-0.20192524883418145,124
116,1994,year,R,-0.18525427262048155,124
116,international,venue,R,-0.15460331157255935,124
117,1994,year,R,-0.252441887904272,125
117,kim,authors,R,-0.13564157736407542,125
117,won,authors,R,-0.13564157736407434,125
117,unisql/x,title,R,-0.09748939222279596,125
117,unified,title,R,-0.0974893922227956,125
117,relational,title,R,-0.0974893922227954,125
117,international,venue,R,-0.07267783876772452,125
118,1996,year,R,-0.23251467277322865,126
118,doug,authors,R,-0.22102707185266424,126
118,an,title,R,-0.21554680830788256,126
118,the,venue,R,-0.07979062870160483,126
119,doug,authors,R,-0.35931473770328987,127
119,1996,year,R,-0.3367110070924363,127
119,an,title,R,-0.19444644982186024,127
119,the,venue,R,-0.022004088033260424,127
120,doug,authors,R,-0.2529243627971737,128
120,1996,year,R,-0.20673924459236948,128
120,an,title,R,-0.19236319400072222,128
120,the,venue,R,-0.08879994300194702,128
121,an,title,R,-0.24532892303826329,129
121,doug,authors,R,-0.17739642964780636,129
121,1996,year,R,-0.17550606228194787,129
121,the,venue,R,-0.0872713992526057,129
122,1994,year,R,-0.31060853875018307,130
122,wen-syan,authors,R,-0.2751117751978924,130
122,semantic,title,R,-0.26509701107771994,130
122,very,venue,R,-0.04488182260189824,130
123,1994,year,R,-0.34138562994692484,132
123,semantic,title,R,-0.28430295041861525,132
123,wen-syan,authors,R,-0.19691988747214245,132
123,very,venue,R,-0.05778292299474396,132
124,the,title,R,-0.3390467112867937,133
124,1994,year,R,-0.2618390654519369,133
124,daniel,authors,R,-0.16207024389050287,133
124,the,venue,R,-0.029602159699306206,133
125,the,title,R,-0.2950438606556669,134
125,1994,year,R,-0.2748021703999652,134
125,daniel,authors,R,-0.24206860683370868,134
125,the,venue,R,-0.08197408003729596,134
126,daniel,authors,R,-0.23787894634194395,135
126,the,title,R,-0.23351712149514833,135
126,the,venue,R,-0.1825796137659795,135
126,1994,year,R,-0.14332233287039264,135
127,2000,year,R,-0.3268997482905503,136
127,integrating,title,R,-0.2553568894814736,136
127,frank,authors,R,-0.16829379022681826,136
127,very,venue,R,-0.06524316960218324,136
128,integrating,title,R,-0.2801540683632169,137
128,1998,year,R,-0.2106815909470954,137
128,sunita,authors,R,-0.20420273351479146,137
128,international,venue,R,-0.09999275847636124,137
129,1997,year,R,-0.32583946132062663,139
129,efficient,title,R,-0.2981936352107177,139
129,thomas,authors,R,-0.22034510388286363,139
129,very,venue,R,-0.08663748342132963,139
130,thomas,authors,R,-0.26829667861156486,140
130,search,title,R,-0.06670122071657646,140
130,similarity,title,R,-0.06670122071657644,140
130,multimedia,title,R,-0.06670122071657641,140
130,databases,title,R,-0.06670122071657641,140
130,large,title,R,-0.0667012207165764,140
130,in,title,R,-0.06670122071657639,140
130,user-adaptable,title,R,-0.06670122071657637,140
130,efficient,title,R,-0.06670122071657601,140
130,very,venue,R,-0.04899633752618421,140
130,1997,year,R,-0.01573595901098895,140
131,efficient,title,R,-0.44456375381866536,142
131,very,venue,R,-0.23381874534101454,142
131,thomas,authors,R,-0.10051263530136469,142
131,1997,year,R,-0.0941479805373623,142
132,open,title,R,-0.35643125256819297,143
132,1994,year,R,-0.30468729277486933,143
132,jos,authors,R,-0.1900680564852892,143
132,international,venue,R,-0.10116537568367479,143
133,1994,year,R,-0.24313973923040236,144
133,jos,authors,R,-0.24138112738951242,144
133,open,title,R,-0.21713899920033503,144
133,international,venue,R,-0.20992293336443915,144
134,1994,year,R,-0.24597101994344245,146
134,open,title,R,-0.23693168865040615,146
