label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,id
0,Buffalo Trace Bourbon Barrel Aged Amber Ale,Wolf Hills Brewing Company,American Amber / Red Ale,-,Barrel Trolley Amber Ale,Genesee Brewing Company &#40; North American Breweries &#41;,Amber Ale,-,22
0,Redeemer Imperial Red Ale,Boston Beer Works - Canal Street,American Amber / Red Ale,8.20 %,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Strong Ale,8.60 %,24
0,Barrel Aged Imperial Red Ale,Boone Valley Brewing,American Amber / Red Ale,9.99 %,Laurelwood Organic Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Strong Ale,8.60 %,25
0,Big Axe Red Ale,Big Axe Brewing Company,American Amber / Red Ale,6.80 %,Big Spruce Ready Yer Knot ... Regatta Red Ale,Big Spruce Brewing,Amber Ale,-,26
0,Roundabout Imperial Red Ale,Bonfire Brewing Co. .,American Amber / Red Ale,8.80 %,Anacapa Riptide Imperial Red Ale,Anacapa Brewing Company,American Strong Ale,8 %,27
0,Sledgehammer Imperial Red Ale,Cambridge Brewing Company,American Amber / Red Ale,7.75 %,Anacapa Riptide Imperial Red Ale,Anacapa Brewing Company,American Strong Ale,8 %,28
0,Roundabout Imperial Red Ale,Bonfire Brewing Co. .,American Amber / Red Ale,8.80 %,AleSmith YuleSmith &#40; Winter &#41; Imperial Red Ale,AleSmith Brewing Company,American Strong Ale,8.50 %,29
0,Stupiphany Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Ale,8.00 %,AleSmith YuleSmith &#40; Winter &#41; Imperial Red Ale,AleSmith Brewing Company,American Strong Ale,8.50 %,30
0,Roundabout Imperial Red Ale,Bonfire Brewing Co. .,American Amber / Red Ale,8.80 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,31
0,Merry Prankster Imperial Red Ale,Rock Bottom Restaurant & Brewery,American Amber / Red Ale,4.56 %,Marble Imperial Red Ale,Marble Brewery,American Strong Ale,9 %,32
0,Roundabout Imperial Red Ale,Bonfire Brewing Co. .,American Amber / Red Ale,8.80 %,Peter Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpub,American Strong Ale,9.50 %,33
0,Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Sierra Nevada Brewing Co. .,American Amber / Red Ale,8.00 %,Peter Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpub,American Strong Ale,9.50 %,34
0,Double Mongrel Imperial India Red Ale,Aspetuck Brew Lab,American Amber / Red Ale,9.00 %,Peter Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpub,American Strong Ale,9.50 %,35
0,Extra Special Red Ale,Alpha Brewing Company,American Amber / Red Ale,5.00 %,Ecliptic Phobos Extra Red Ale,Ecliptic Brewing,Amber Ale,5.20 %,36
0,Aorta Ale ( Double Red Ale ),Short 's Brewing Company,American Amber / Red Ale,8.30 %,Destihl Barrel Aged Deadhead Double Red Ale,Destihl Brewery,American Strong Ale,-,37
0,Double Red Hot Ale,Midnight Sun Brewing Co. .,American Amber / Red Ale,7.57 %,Destihl Barrel Aged Deadhead Double Red Ale,Destihl Brewery,American Strong Ale,-,38
0,Aorta Ale ( Double Red Ale ),Short 's Brewing Company,American Amber / Red Ale,8.30 %,Wildcard Double Down Imperial Red Ale,Wildcard Brewing Company,American Strong Ale,7.50 %,39
0,Dread Double Red Ale,Bullfrog Brewery,American Amber / Red Ale,7.80 %,Wildcard Double Down Imperial Red Ale,Wildcard Brewing Company,American Strong Ale,7.50 %,40
0,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Wildcard Double Down Imperial Red Ale,Wildcard Brewing Company,American Strong Ale,7.50 %,41
0,Three Sheets Barleywine ( Barrel Aged ),Ballast Point Brewing Company,American Barleywine,9.00 %,&#40; 512 &#41; Cabernet Barrel Aged Three,&#40; 512 &#41; Brewing Company,Abbey Tripel,9.50 %,42
0,Bourbon Barrel Red Oak Ale,Tornado Brewing Company,American Amber / Red Ale,-,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,44
0,Broadhead Bourbon Barrel Aged Red,Bainbridge Island Brewing Company,American Amber / Red Ale,8.50 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,45
0,Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,American Amber / Red Ale,8.20 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,46
0,Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,47
0,Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,7.50 %,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,48
0,Ulysses Imperial Red Ale,Barley 's Brewing Company,American Amber / Red Ale,-,Ballast Point Tongue Buckler Imperial Red Ale - Bourbon Barrel Aged,Ballast Point Brewing Company,American Strong Ale,10 %,49
0,John Barleycorn - Bourbon Barrel Aged,Mad River Brewing Company,American Barleywine,12.50 %,AleSmith Old Numbskull - Bourbon Barrel Aged,AleSmith Brewing Company,Barley Wine,11 %,50
0,Bourbon Barrel Aged Panama Red Ale,Flossmoor Station Restaurant & Brewery,American Amber / Red Ale,7.00 %,AleSmith Old Numbskull - Bourbon Barrel Aged,AleSmith Brewing Company,Barley Wine,11 %,51
0,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,6.80 %,54
0,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,6.80 %,55
0,Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,American Amber / Red Ale,8.50 %,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,6.80 %,56
0,Tongue Buckler - Imperial Red Ale,Ballast Point Brewing Company,American Amber / Red Ale,10.00 %,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,6.80 %,57
0,Imperial Red Ale,Epic Brewing Company,American Amber / Red Ale,7.70 %,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew,American Strong Ale,6.80 %,58
0,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Austin Beerworks Battle Axe Imperial Red Ale,Austin Beerworks,American Strong Ale,8 %,59
0,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Speakeasy Wet Hop Prohibition Red Ale,Speakeasy Ales and Lagers,Amber Ale,6.10 %,60
0,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Ale Mania Imperial Red Ale,Ale Mania &#40; Fritz Ale &#41;,American Strong Ale,9.50 %,61
0,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Ale Mania Imperial Red Ale,Ale Mania &#40; Fritz Ale &#41;,American Strong Ale,9.50 %,62
0,Eruption Imperial Red Ale,Worthy Brewing Co. .,American Amber / Red Ale,8.00 %,Ale Mania Imperial Red Ale,Ale Mania &#40; Fritz Ale &#41;,American Strong Ale,9.50 %,63
0,Deranger Imperial Red Ale,Laurelwood Public House & Brewery,American Amber / Red Ale,8.60 %,Ale Mania Imperial Red Ale,Ale Mania &#40; Fritz Ale &#41;,American Strong Ale,9.50 %,64
0,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Laguna Beach Grateful Red Imperial Red Ale,Laguna Beach Brewing,American Strong Ale,11 %,65
0,Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,American Amber / Red Ale,8.20 %,Laguna Beach Grateful Red Imperial Red Ale,Laguna Beach Brewing,American Strong Ale,11 %,66
0,Hop Around Imperial Red Ale,Big Bay Brewing Co. .,American Amber / Red Ale,9.00 %,Wynwood Fox Imperial Red Ale,Wynwood Brewing Company,American Strong Ale,7.70 %,67
0,Arsenal Imperial Red Ale,Great River Brewery,American Amber / Red Ale,9.00 %,Wynwood Fox Imperial Red Ale,Wynwood Brewing Company,American Strong Ale,7.70 %,68
0,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %,Saimaan Brewer_s Special American Red Ale,Saimaan Juomatehdas,Amber Ale,4.70 %,69
0,All American Red Ale,Centennial Beer Co. .,American Amber / Red Ale,5.00 %,Saimaan Brewer_s Special American Red Ale,Saimaan Juomatehdas,Amber Ale,4.70 %,70
0,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %,Black Shirt American India Red Ale,Black Shirt Brewing Company,American Strong Ale,7.09 %,71
0,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %,Stadin American Red Ale,Stadin Panimo,Amber Ale,4.50 %,72
0,All American Red Ale,Centennial Beer Co. .,American Amber / Red Ale,5.00 %,Stadin American Red Ale,Stadin Panimo,Amber Ale,4.50 %,73
0,3 Sisters American Red Ale,Wild Ride Brewing Co. .,American Amber / Red Ale,6.00 %,Radiant Pig Gangster Duck American Red Ale,Radiant Pig Beer Company,Amber Ale,6.20 %,74
0,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,Madhouse Venture Series Oak Aged Imperial Red,Madhouse Brewing Company,American Strong Ale,8.50 %,75
0,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %,76
0,6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 %,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %,77
0,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %,78
0,Arthur 's Imperial Red Ale,Otto 's Pub and Brewery,American Amber / Red Ale,6.90 %,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %,79
0,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %,80
0,Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Sierra Nevada Brewing Co. .,American Amber / Red Ale,8.00 %,Two Brothers Revelry Imperial Red Ale,Two Brothers Brewing Company,American Strong Ale,9.50 %,81
0,Mountain Series : Love Rhino ( Imperial Red Ale ),Breckenridge Brewery,American Amber / Red Ale,8.90 %,Cigar City Cold Brew Series - Red Ale,Cigar City Brewing,Amber Ale,7.20 %,82
0,Texas Red Amber Ale,Big Texan Brewery,American Amber / Red Ale,4.50 %,William Street Red Sky Amber Ale,William Street Beer Co. .,Amber Ale,5 %,84
0,6th Anniversary Ale ( Dirty Hippie Imperial Red Ale ),Kern River Brewing Company,American Amber / Red Ale,8.00 %,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 %,85
0,Mermaid 's Red Ale - Bourbon Oak Aged,Coronado Brewing Company,American Amber / Red Ale,-,Brew Bus Detour Series : Rollin Dirty Red Ale - Wood Aged,Cigar City Brewing,Irish Ale,5 %,86
0,Saint Gleason Imperial Red Ale,Abita Brewing Co. .,American Amber / Red Ale,-,Mission Carrack Imperial Red Ale,Mission Brewery,American Strong Ale,10.20 %,87
0,Three Beavers Imperial Red Ale,Howe Sound Inn & Brewing Company,American Amber / Red Ale,7.50 %,Mission Carrack Imperial Red Ale,Mission Brewery,American Strong Ale,10.20 %,88
0,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Sick N Twisted Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Company,Amber Ale,8 %,89
0,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,American Amber / Red Ale,7.80 %,Sick N Twisted Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Company,Amber Ale,8 %,90
0,Stupiphany Imperial Red Ale,Rusty Truck Brewing Company / Roadhouse 101,American Amber / Red Ale,8.00 %,Sick N Twisted Naughty Redhead Imperial Red Ale,Sick N Twisted Brewing Company,Amber Ale,8 %,91
0,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Spring House Atomic Raygun Imperial Red Ale,Spring House Brewing Company,American Strong Ale,8.30 %,92
0,Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Spring House Atomic Raygun Imperial Red Ale,Spring House Brewing Company,American Strong Ale,8.30 %,93
0,Double Mongrel Imperial India Red Ale,Aspetuck Brew Lab,American Amber / Red Ale,9.00 %,Spring House Atomic Raygun Imperial Red Ale,Spring House Brewing Company,American Strong Ale,8.30 %,94
0,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Cape Cod Bourbon Barrel Red,Cape Cod Beer,Amber Ale,5.50 %,95
0,Bourbon Barrel Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,-,Lavery Imperial Red Ale &#40; IRA &#41;,Lavery Brewing Company,American Strong Ale,8.20 %,96
0,Ruby River Ruby Red Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,4.00 %,Pokertree Red Earl Ruby Ale,Pokertree,Amber Ale,5.50 %,97
0,Ruby River Ruby Red Ale,Ruby River Steakhouse & Brewery,American Amber / Red Ale,4.00 %,Pine Creek River Valley Red Ale,Big Rock Brewery,Amber Ale,5 %,98
0,Stone Liberty Station Outbreak Series : Red Ale,Stone Brewing Co. .,American Amber / Red Ale,7.00 %,Liberty High Point Rocket_s Red Ale,Liberty Brewery & Grill - High Point,Irish Ale,-,99
0,Channary Imperial Red Ale,Narrows Brewing Co. .,American Amber / Red Ale,9.40 %,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %,100
0,Climax Noel - Imperial Red Ale,Eel River Brewing Co. .,American Amber / Red Ale,9.20 %,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %,101
0,Barrel Aged Moustache Ride Red,Flat 12 Bierwerks,American Amber / Red Ale,6.10 %,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %,102
0,Photobomb Imperial Red Ale,Crooked Ladder Brewing Company,American Amber / Red Ale,8.50 %,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %,103
0,Buffalo Soul Jah Imperial Red Ale,Three Heads Brewing,American Amber / Red Ale,9.20 %,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %,104
0,Old Guardian Barley Wine Style Ale - Red Wine Barrel Aged,Stone Brewing Co. .,American Barleywine,11.20 %,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %,105
0,BJ 's Imperial Red Ale,BJ 's Restaurant & Brewhouse,American Amber / Red Ale,9.00 %,Fulton The Libertine Imperial Red Ale - Heaven Hill Rye Whiskey Barrel Aged,Fulton Beer Company,American Strong Ale,8.50 %,106
0,Constanza _ ™ s Hoppy Red Ale,Bomber Brewing,American Amber / Red Ale,6.20 %,Spiteful Angry Adam Hoppy Red Ale,Spiteful Brewing,Amber Ale,6 %,107
0,Arsenal Imperial Red Ale,Great River Brewery,American Amber / Red Ale,9.00 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,108
0,Tst Brw 01 - Imperial Red Ale,Brouwerij De Koninck NV,American Amber / Red Ale,7.80 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,109
0,Ro Shampo Imperial Red Ale,Figure 8 Brewing,American Amber / Red Ale,7.50 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing,American Strong Ale,8 %,110
0,Double Dragon Imperial Red Ale,Phillips Brewing Company,American Amber / Red Ale,8.20 %,Edge Imperial Red Ale &#40; Spring Seasonal &#41;,Edge Brewing Company,American Strong Ale,8.50 %,111
0,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Edge Imperial Red Ale &#40; Spring Seasonal &#41;,Edge Brewing Company,American Strong Ale,8.50 %,112
0,Sledgehammer Imperial Red Ale,Cambridge Brewing Company,American Amber / Red Ale,7.75 %,Edge Imperial Red Ale &#40; Spring Seasonal &#41;,Edge Brewing Company,American Strong Ale,8.50 %,113
0,Bourbon Barrel Aged Auld Bitch,Tahoe Mountain Brewing Co. .,American Barleywine,11.00 %,Aspen Bourbon Barrel Aged Conundrum Red Ale,Aspen Brewing Company,Amber Ale,6.50 %,114
0,Bourbon Barrel Aged Redrum,Trinity Brewhouse,American Amber / Red Ale,9.50 %,Aspen Bourbon Barrel Aged Conundrum Red Ale,Aspen Brewing Company,Amber Ale,6.50 %,115
0,Bourbon Barrel Aged Auld Bitch,Tahoe Mountain Brewing Co. .,American Barleywine,11.00 %,Lompoc Bourbon Barrel Aged Proletariat Red Ale,Lompoc Brewing,Amber Ale,6.40 %,116
0,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Oak Creek King Crimson Imperial Red Ale,Oak Creek Brewing Co. .,American Strong Ale,9.50 %,118
0,Lavery Imperial Red Ale,Lavery Brewing Company,American Amber / Red Ale,8.20 %,Lagunitas Imperial Red Ale,Lagunitas Brewing Company &#40; Heineken &#41;,American Strong Ale,7.80 %,119
0,Double Dread Imperial Red Ale,Mad River Brewing Company,American Amber / Red Ale,8.60 %,Lagunitas Imperial Red Ale,Lagunitas Brewing Company &#40; Heineken &#41;,American Strong Ale,7.80 %,120
0,Rhino Chaser Imperial Red Ale,Pizza Port Solana Beach,American Amber / Red Ale,9.50 %,Lagunitas Imperial Red Ale,Lagunitas Brewing Company &#40; Heineken &#41;,American Strong Ale,7.80 %,121
0,Broadhead Bourbon Barrel Aged Red,Bainbridge Island Brewing Company,American Amber / Red Ale,8.50 %,Flat 12 Barrel Aged Moustache Ride Red,Flat 12 Bierwerks,Amber Ale,-,122
0,Broadhead Bourbon Barrel Aged Red,Bainbridge Island Brewing Company,American Amber / Red Ale,8.50 %,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 %,123
0,Bulleit Bourbon Barrel Aged G'Knight,Oskar Blues Grill & Brew,American Amber / Red Ale,8.70 %,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 %,124
0,Frost Quake Bourbon Barrel Aged Barley Wine,Wellington County Brewery,American Barleywine,9.80 %,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 %,125
0,Noggin Floggin ( Bourbon Barrel Aged ),Hopworks Urban Brewery,American Barleywine,9.60 %,MadTree Bourbon Barrel Aged Happy Amber,MadTree Brewing Company,Amber Ale,6 %,126
0,Ballistic Brewing Co. - Gorgon Red Ale,Indian Wells Brewing Company,American Amber / Red Ale,5.50 %,Red Horn Coffee House and Brewing Company Red Horn Drink Well Red Ale,Red Horn Coffee House and Brewing Company,Amber Ale,5.50 %,128
0,Deputation Imperial Red Ale,Brannon 's Pub and Brewery,American Amber / Red Ale,8.00 %,Yukon You Only Live Once Imperial Red Ale,Yukon Brewing Company,Amber Ale,7.50 %,131
0,Red 88 Imperial Amber Ale,River City Brewing Co. .,American Amber / Red Ale,8.00 %,Yukon You Only Live Once Imperial Red Ale,Yukon Brewing Company,Amber Ale,7.50 %,132
0,Batch 200 _ `` Olympus Mons Imperial Red Ale,Due South Brewing Co. .,American Amber / Red Ale,9.20 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,133
0,Lagunitas Imperial Red Ale,Lagunitas Brewing Company,American Amber / Red Ale,7.80 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,134
0,Eruption Imperial Red Ale,Worthy Brewing Co. .,American Amber / Red Ale,8.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,135
0,Imperial Moustache Red Ale,Salty Nut Brewery,American Amber / Red Ale,6.00 %,Three Heads Buffalo Soul Jah Imperial Red Ale,Custom Brewcrafters,American Strong Ale,9.20 %,136
0,Old Cascade Amber Ale,Roosterfish Brewing Co. .,American Amber / Red Ale,5.50 %,Central Coast Old Mission Amber Ale,Central Coast Brewing,Amber Ale,5.50 %,137
0,Single Hop # 3 Amber Ale W / Citra,Three Palms Brewing Co. .,American Amber / Red Ale,6.80 %,Lancaster Hop Buggy Amber Ale,Lancaster Brewing Co. .,Amber Ale,5.60 %,138
0,Single Hop # 3 Amber Ale W / Citra,Three Palms Brewing Co. .,American Amber / Red Ale,6.80 %,Hill Farmstead Amarillo Single Hop Pale Ale,Hill Farmstead Brewery,American Pale Ale,5.20 %,139
0,Red Dirt Imperial Red Ale,Wiley Roots Brewing Co,American Amber / Red Ale,8.20 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,140
0,Red-oric - Beer Camp # 65 ( Best Of Beer Camp : Imperial Red Ale ),Sierra Nevada Brewing Co. .,American Amber / Red Ale,8.00 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,141
0,Brewmaster 's Reserve Imperial Red Ale,BJ 's Chicago Pizza & Brewery Inc. .,American Amber / Red Ale,9.20 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,142
0,Arthur 's Imperial Red Ale,Otto 's Pub and Brewery,American Amber / Red Ale,6.90 %,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Amber Ale,7.50 %,146
0,Red Hopper ( Imperial Red Ale ),Black Acre Brewing Co. .,American Amber / Red Ale,6.20 %,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Amber Ale,7.50 %,147
0,Ale Mania Imperial Red Ale,Ale-Mania,American Amber / Red Ale,9.50 %,Proof Abandoned Planet Imperial Red Ale,Proof Brewing Company,Amber Ale,7.50 %,148
