ltable_id,rtable_id,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,id
604,3027,0,microsoft office small business 2007 full version,microsoft,449.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95,26
371,3027,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,27
490,3027,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft office visio standard 2007 upgrade ( pc ),,129.95,28
271,3027,0,microsoft office small business 2007,microsoft software,735.33,microsoft office visio standard 2007 upgrade ( pc ),,129.95,29
518,3027,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,30
225,3027,0,microsoft powerpoint 2004 ( mac ),microsoft,229.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,31
1177,3027,0,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,32
1145,3027,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,33
522,3027,0,microsoft visio standard 2007,microsoft,259.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95,34
606,3027,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,35
541,3027,0,microsoft onenote 2007,microsoft,99.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95,36
146,3027,0,microsoft mappoint 2006 standard edition,microsoft,299.0,microsoft office visio standard 2007 upgrade ( pc ),,129.95,37
781,3027,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,38
511,3027,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95,39
506,3027,0,corel wordperfect office 12 standard upgrade,corel,149.99,microsoft office visio standard 2007 upgrade ( pc ),,129.95,40
547,3027,0,microsoft outlook 2007,microsoft,109.95,microsoft office visio standard 2007 upgrade ( pc ),,129.95,41
571,137,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,42
135,137,0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,43
490,137,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,44
606,137,0,microsoft office 2004 professional ( mac ),microsoft,499.99,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,45
393,137,0,microsoft visual studio test agent 2005 cd 1 processor license,microsoft software,5099.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,46
258,137,0,microsoft visual studio team edition for software architect 2005 with msdn premium,microsoft,5479.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,47
761,137,0,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,48
816,137,0,microsoft visual studio team suite 2005 with msdn premium ( cd & dvd ),microsoft,10949.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,49
571,3183,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft ( r ) money 2004 standard,,29.99,50
574,3183,0,microsoft mappoint 2006 with gps,microsoft,349.0,microsoft ( r ) money 2004 standard,,29.99,51
371,3183,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) money 2004 standard,,29.99,52
518,3183,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft ( r ) money 2004 standard,,29.99,53
225,3183,0,microsoft powerpoint 2004 ( mac ),microsoft,229.99,microsoft ( r ) money 2004 standard,,29.99,54
1145,3183,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft ( r ) money 2004 standard,,29.99,55
606,3183,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft ( r ) money 2004 standard,,29.99,56
858,3183,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft ( r ) money 2004 standard,,29.99,57
541,3183,0,microsoft onenote 2007,microsoft,99.95,microsoft ( r ) money 2004 standard,,29.99,58
497,3183,0,microsoft data analyzer 2002,microsoft,179.0,microsoft ( r ) money 2004 standard,,29.99,59
614,3183,0,microsoft works suite 2006,microsoft,99.0,microsoft ( r ) money 2004 standard,,29.99,60
547,3183,0,microsoft outlook 2007,microsoft,109.95,microsoft ( r ) money 2004 standard,,29.99,61
578,3183,0,microsoft office excel 2007,microsoft,229.95,microsoft ( r ) money 2004 standard,,29.99,62
605,3183,0,microsoft word 2004 ( mac ),microsoft,229.99,microsoft ( r ) money 2004 standard,,29.99,63
12,3183,0,microsoft sql server standard edition 2005 64 bit cd/dvd 5 client,microsoft,1849.0,microsoft ( r ) money 2004 standard,,29.99,64
571,1473,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,publisher 2007 upgrade microsoft 164-04052,,69.71,65
371,1473,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,publisher 2007 upgrade microsoft 164-04052,,69.71,66
587,1473,0,microsoft word 2007 version upgrade,microsoft,109.95,publisher 2007 upgrade microsoft 164-04052,,69.71,67
518,1473,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,publisher 2007 upgrade microsoft 164-04052,,69.71,68
512,1473,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,publisher 2007 upgrade microsoft 164-04052,,69.71,69
497,1473,0,microsoft data analyzer 2002,microsoft,179.0,publisher 2007 upgrade microsoft 164-04052,,69.71,70
511,1473,0,microsoft publisher 2007 version upgrade,microsoft,99.95,publisher 2007 upgrade microsoft 164-04052,,69.71,71
269,1473,0,microsoft publisher with digital imaging 2003 [ old version ],microsoft,209.99,publisher 2007 upgrade microsoft 164-04052,,69.71,72
571,2441,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft windows vista ultimate upgrade,,239.95,73
93,2441,0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft windows vista ultimate upgrade,,239.95,74
632,2441,0,microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft windows vista ultimate upgrade,,239.95,75
371,2441,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft windows vista ultimate upgrade,,239.95,76
587,2441,0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft windows vista ultimate upgrade,,239.95,77
584,2441,0,microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista ultimate upgrade,,239.95,78
474,2441,0,microsoft asp net web matrix,microsoft,30.0,microsoft windows vista ultimate upgrade,,239.95,79
522,2441,0,microsoft visio standard 2007,microsoft,259.95,microsoft windows vista ultimate upgrade,,239.95,80
858,2441,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft windows vista ultimate upgrade,,239.95,81
512,2441,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,microsoft windows vista ultimate upgrade,,239.95,82
348,2441,0,microsoft office & windows training,topics entertainment,29.99,microsoft windows vista ultimate upgrade,,239.95,83
823,2441,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft windows vista ultimate upgrade,,239.95,84
511,2441,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft windows vista ultimate upgrade,,239.95,85
90,2441,0,emc retrospect 7.5 professional for windows upgrade,dantz,,microsoft windows vista ultimate upgrade,,239.95,86
645,2441,0,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft windows vista ultimate upgrade,,239.95,87
443,2441,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,microsoft windows vista ultimate upgrade,,239.95,88
514,2441,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,microsoft windows vista ultimate upgrade,,239.95,89
544,2441,0,microsoft windows xp home edition full version with sp2,microsoft,199.0,microsoft windows vista ultimate upgrade,,239.95,90
571,955,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,adobe pagemaker 7.0 for mac version upgrade,,79.99,91
26,955,0,adobe premiere pro cs3 upgrade,adobe,299.0,adobe pagemaker 7.0 for mac version upgrade,,79.99,92
587,955,0,microsoft word 2007 version upgrade,microsoft,109.95,adobe pagemaker 7.0 for mac version upgrade,,79.99,93
1174,955,0,adobe indesign cs3 upgrade from pagemaker [ mac ],adobe,199.0,adobe pagemaker 7.0 for mac version upgrade,,79.99,94
572,955,0,adobe dreamweaver cs3 upgrade,adobe,199.0,adobe pagemaker 7.0 for mac version upgrade,,79.99,95
837,955,0,adobe photoshop cs3 extended upgrade [ mac ],adobe,349.0,adobe pagemaker 7.0 for mac version upgrade,,79.99,96
737,955,0,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0,adobe pagemaker 7.0 for mac version upgrade,,79.99,97
1262,955,0,adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe pagemaker 7.0 for mac version upgrade,,79.99,98
543,955,0,adobe photoshop cs3 upgrade [ mac ],adobe,199.0,adobe pagemaker 7.0 for mac version upgrade,,79.99,99
571,2959,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft windows vista business full version,,249.95,100
93,2959,0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft windows vista business full version,,249.95,101
753,2959,0,microsoft office & windows training professional,topics entertainment,49.95,microsoft windows vista business full version,,249.95,102
584,2959,0,microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft windows vista business full version,,249.95,103
550,2959,0,windows vista business spanish full version [ dvd ],microsoft,329.95,microsoft windows vista business full version,,249.95,104
496,2959,0,microsoft windows vista business 32-bit for system builders,microsoft,179.99,microsoft windows vista business full version,,249.95,105
271,2959,0,microsoft office small business 2007,microsoft software,735.33,microsoft windows vista business full version,,249.95,106
523,2959,0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,microsoft windows vista business full version,,249.95,107
522,2959,0,microsoft visio standard 2007,microsoft,259.95,microsoft windows vista business full version,,249.95,108
512,2959,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,microsoft windows vista business full version,,249.95,109
348,2959,0,microsoft office & windows training,topics entertainment,29.99,microsoft windows vista business full version,,249.95,110
531,2959,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,microsoft windows vista business full version,,249.95,111
616,2959,0,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,microsoft windows vista business full version,,249.95,112
511,2959,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft windows vista business full version,,249.95,113
645,2959,0,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99,microsoft windows vista business full version,,249.95,114
514,2959,0,microsoft windows vista ultimate upgrade [ dvd ],microsoft,259.95,microsoft windows vista business full version,,249.95,115
544,2959,0,microsoft windows xp home edition full version with sp2,microsoft,199.0,microsoft windows vista business full version,,249.95,116
218,2959,0,microsoft upg win small business svr cal t74-01215 ),microsoft corporation,330.14,microsoft windows vista business full version,,249.95,117
145,2959,0,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99,microsoft windows vista business full version,,249.95,118
492,2959,0,microsoft productivity pack for windows mobile,microsoft,29.99,microsoft windows vista business full version,,249.95,119
571,2803,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,120
371,2803,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,121
244,2803,0,microsoft visual studio team edition for software developers 2005 with msdn premium,microsoft,5479.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,122
490,2803,1,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,123
518,2803,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,124
393,2803,0,microsoft visual studio test agent 2005 cd 1 processor license,microsoft software,5099.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,125
1305,2803,0,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,126
761,2803,0,microsoft visual studio team edition for software testers 2005 w/msdn premium renewal,microsoft software,2309.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,127
625,2803,0,apple final cut studio 2 upgrade from final cut studio ( mac ),apple,499.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,128
638,2803,0,apple final cut studio 2 upgrade from final cut pro ( mac ),apple,699.0,visual studio pro 2005 upgrade ( pc ) microsoft,,549.0,129
571,1162,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft ( r ) access 2007,,109.99,130
604,1162,0,microsoft office small business 2007 full version,microsoft,449.95,microsoft ( r ) access 2007,,109.99,131
371,1162,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft ( r ) access 2007,,109.99,132
587,1162,0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft ( r ) access 2007,,109.99,133
474,1162,0,microsoft asp net web matrix,microsoft,30.0,microsoft ( r ) access 2007,,109.99,134
271,1162,0,microsoft office small business 2007,microsoft software,735.33,microsoft ( r ) access 2007,,109.99,135
518,1162,0,microsoft office 2004 standard upgrade ( mac ),microsoft,239.99,microsoft ( r ) access 2007,,109.99,136
1145,1162,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft ( r ) access 2007,,109.99,137
522,1162,0,microsoft visio standard 2007,microsoft,259.95,microsoft ( r ) access 2007,,109.99,138
606,1162,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft ( r ) access 2007,,109.99,139
858,1162,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft ( r ) access 2007,,109.99,140
541,1162,0,microsoft onenote 2007,microsoft,99.95,microsoft ( r ) access 2007,,109.99,141
781,1162,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft ( r ) access 2007,,109.99,142
511,1162,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft ( r ) access 2007,,109.99,143
578,1162,0,microsoft office excel 2007,microsoft,229.95,microsoft ( r ) access 2007,,109.99,144
1016,1162,0,math success deluxe 2007,topics entertainment,39.99,microsoft ( r ) access 2007,,109.99,145
571,1129,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft academic microsoft visio 2003 professional,,159.0,146
93,1129,0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft academic microsoft visio 2003 professional,,159.0,147
632,1129,0,microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft academic microsoft visio 2003 professional,,159.0,148
753,1129,0,microsoft office & windows training professional,topics entertainment,49.95,microsoft academic microsoft visio 2003 professional,,159.0,149
587,1129,0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft academic microsoft visio 2003 professional,,159.0,150
951,1129,0,microspot macdraft professional ( mac ),microspot ltd.,349.99,microsoft academic microsoft visio 2003 professional,,159.0,151
522,1129,0,microsoft visio standard 2007,microsoft,259.95,microsoft academic microsoft visio 2003 professional,,159.0,152
606,1129,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft academic microsoft visio 2003 professional,,159.0,153
1293,1129,0,systemsuite 8 professional,individual software,49.99,microsoft academic microsoft visio 2003 professional,,159.0,154
1305,1129,0,microsoft visual studio professional w/msdn professional 2005 renewal,microsoft software,799.0,microsoft academic microsoft visio 2003 professional,,159.0,155
511,1129,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft academic microsoft visio 2003 professional,,159.0,156
618,1129,0,pop-up stopper professional,panicware,29.99,microsoft academic microsoft visio 2003 professional,,159.0,157
614,1129,0,microsoft works suite 2006,microsoft,99.0,microsoft academic microsoft visio 2003 professional,,159.0,158
547,1129,0,microsoft outlook 2007,microsoft,109.95,microsoft academic microsoft visio 2003 professional,,159.0,159
866,1129,0,system care professional,avanquest,49.95,microsoft academic microsoft visio 2003 professional,,159.0,160
270,1129,0,adobe acrobat 7.0 professional,adobe,449.99,microsoft academic microsoft visio 2003 professional,,159.0,161
571,998,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft word 2004,,209.99,162
574,998,0,microsoft mappoint 2006 with gps,microsoft,349.0,microsoft word 2004,,209.99,163
371,998,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft word 2004,,209.99,164
773,998,0,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,microsoft word 2004,,209.99,165
490,998,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft word 2004,,209.99,166
521,998,0,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,microsoft word 2004,,209.99,167
211,998,0,microsoft entertainment pack ce,microsoft,49.5,microsoft word 2004,,209.99,168
1145,998,0,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft word 2004,,209.99,169
522,998,0,microsoft visio standard 2007,microsoft,259.95,microsoft word 2004,,209.99,170
781,998,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft word 2004,,209.99,171
547,998,0,microsoft outlook 2007,microsoft,109.95,microsoft word 2004,,209.99,172
578,998,0,microsoft office excel 2007,microsoft,229.95,microsoft word 2004,,209.99,173
605,998,1,microsoft word 2004 ( mac ),microsoft,229.99,microsoft word 2004,,209.99,174
423,998,0,microsoft licenses word olp c ( 05903871 ),microsoft licenses,205.73,microsoft word 2004,,209.99,175
171,998,0,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft licenses,349.83,microsoft word 2004,,209.99,176
145,998,0,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99,microsoft word 2004,,209.99,177
571,1478,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft t73-00091 molpc visio std sa,,168.03,178
522,1478,0,microsoft visio standard 2007,microsoft,259.95,microsoft t73-00091 molpc visio std sa,,168.03,179
571,1748,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,92707 tun plus 2005 version upgrade license 1 user win,,66.09,180
135,1748,0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,92707 tun plus 2005 version upgrade license 1 user win,,66.09,181
587,1748,0,microsoft word 2007 version upgrade,microsoft,109.95,92707 tun plus 2005 version upgrade license 1 user win,,66.09,182
571,2518,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft powerpoint mac 2004 version upgrade,,89.99,183
93,2518,0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft powerpoint mac 2004 version upgrade,,89.99,184
632,2518,0,microsoft windows xp professional full version with sp2,microsoft,299.99,microsoft powerpoint mac 2004 version upgrade,,89.99,185
587,2518,0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft powerpoint mac 2004 version upgrade,,89.99,186
584,2518,0,microsoft windows vista business full version [ dvd ],microsoft,299.95,microsoft powerpoint mac 2004 version upgrade,,89.99,187
773,2518,0,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,microsoft powerpoint mac 2004 version upgrade,,89.99,188
490,2518,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft powerpoint mac 2004 version upgrade,,89.99,189
523,2518,0,microsoft windows vista ultimate full version [ dvd ],microsoft,399.95,microsoft powerpoint mac 2004 version upgrade,,89.99,190
858,2518,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft powerpoint mac 2004 version upgrade,,89.99,191
512,2518,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,microsoft powerpoint mac 2004 version upgrade,,89.99,192
541,2518,0,microsoft onenote 2007,microsoft,99.95,microsoft powerpoint mac 2004 version upgrade,,89.99,193
511,2518,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft powerpoint mac 2004 version upgrade,,89.99,194
547,2518,0,microsoft outlook 2007,microsoft,109.95,microsoft powerpoint mac 2004 version upgrade,,89.99,195
544,2518,0,microsoft windows xp home edition full version with sp2,microsoft,199.0,microsoft powerpoint mac 2004 version upgrade,,89.99,196
186,2518,0,learn2 training for microsoft powerpoint,topics-entertainment-software - ( consignment ),9.99,microsoft powerpoint mac 2004 version upgrade,,89.99,197
571,1137,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft windows vista business upgrade license 1 pc english,,168.99,198
135,1137,0,microsoft crm professional cal 3.0 product upgrade license pack user cal,microsoft software,9980.0,microsoft windows vista business upgrade license 1 pc english,,168.99,199
753,1137,0,microsoft office & windows training professional,topics entertainment,49.95,microsoft windows vista business upgrade license 1 pc english,,168.99,200
604,1137,0,microsoft office small business 2007 full version,microsoft,449.95,microsoft windows vista business upgrade license 1 pc english,,168.99,201
587,1137,0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft windows vista business upgrade license 1 pc english,,168.99,202
251,1137,0,microsoft crm small business ed cal 3.0 license pack user cal,microsoft software,9929.0,microsoft windows vista business upgrade license 1 pc english,,168.99,203
550,1137,0,windows vista business spanish full version [ dvd ],microsoft,329.95,microsoft windows vista business upgrade license 1 pc english,,168.99,204
496,1137,0,microsoft windows vista business 32-bit for system builders,microsoft,179.99,microsoft windows vista business upgrade license 1 pc english,,168.99,205
490,1137,0,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,microsoft windows vista business upgrade license 1 pc english,,168.99,206
271,1137,0,microsoft office small business 2007,microsoft software,735.33,microsoft windows vista business upgrade license 1 pc english,,168.99,207
662,1137,0,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,669.0,microsoft windows vista business upgrade license 1 pc english,,168.99,208
858,1137,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft windows vista business upgrade license 1 pc english,,168.99,209
512,1137,0,microsoft windows xp professional upgrade with sp2,microsoft software,199.99,microsoft windows vista business upgrade license 1 pc english,,168.99,210
348,1137,0,microsoft office & windows training,topics entertainment,29.99,microsoft windows vista business upgrade license 1 pc english,,168.99,211
823,1137,0,microsoft word 2004 upgrade ( mac ),microsoft,109.99,microsoft windows vista business upgrade license 1 pc english,,168.99,212
531,1137,0,microsoft windows server 2003 client additional license for users-5 pack,microsoft,809.0,microsoft windows vista business upgrade license 1 pc english,,168.99,213
616,1137,0,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95,microsoft windows vista business upgrade license 1 pc english,,168.99,214
511,1137,0,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft windows vista business upgrade license 1 pc english,,168.99,215
248,1137,0,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software,,microsoft windows vista business upgrade license 1 pc english,,168.99,216
443,1137,0,microsoft windows small business server premium 2003 r2 upgrade cd/dvd 5 client,microsoft,709.0,microsoft windows vista business upgrade license 1 pc english,,168.99,217
535,1137,0,microsoft windows live onecare 1.5 online pc care subscription [ 12 months ],microsoft,49.95,microsoft windows vista business upgrade license 1 pc english,,168.99,218
571,904,0,microsoft visio standard 2007 version upgrade,microsoft,129.95,microsoft office 2004 standard,,369.99,219
93,904,0,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft office 2004 standard,,369.99,220
753,904,0,microsoft office & windows training professional,topics entertainment,49.95,microsoft office 2004 standard,,369.99,221
371,904,0,microsoft powerpoint 2004 upgrade ( mac ),microsoft,109.99,microsoft office 2004 standard,,369.99,222
587,904,0,microsoft word 2007 version upgrade,microsoft,109.95,microsoft office 2004 standard,,369.99,223
773,904,0,microsoft office mac 2004 english 3pk dsp 731-01163 ),microsoft corporation,,microsoft office 2004 standard,,369.99,224
271,904,0,microsoft office small business 2007,microsoft software,735.33,microsoft office 2004 standard,,369.99,225
225,904,0,microsoft powerpoint 2004 ( mac ),microsoft,229.99,microsoft office 2004 standard,,369.99,226
1145,904,1,microsoft office 2004 standard ( mac ),microsoft,399.99,microsoft office 2004 standard,,369.99,227
606,904,0,microsoft office 2004 professional ( mac ),microsoft,499.99,microsoft office 2004 standard,,369.99,228
858,904,0,microsoft onenote 2007 upgrade,microsoft,79.95,microsoft office 2004 standard,,369.99,229
541,904,0,microsoft onenote 2007,microsoft,99.95,microsoft office 2004 standard,,369.99,230
348,904,0,microsoft office & windows training,topics entertainment,29.99,microsoft office 2004 standard,,369.99,231
497,904,0,microsoft data analyzer 2002,microsoft,179.0,microsoft office 2004 standard,,369.99,232
781,904,0,microsoft excel 2004 ( mac ),microsoft,229.99,microsoft office 2004 standard,,369.99,233
519,904,0,microsoft student with encarta premium 2008 dvd,microsoft,49.95,microsoft office 2004 standard,,369.99,234
