ltable_id,rtable_id,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,id
1251,533,1,adobe acrobat standard 8.0,adobe,449.99,adobe acrobat v8 .0 professional for mac,,499.99,2
794,1004,1,individual software professor teaches excel & word,,19.99,professor teaches excel & word,individual software,42.99,2
382,2193,1,adobe production studio premium,adobe,1699.0,adobe production studio premium software suite video software bundles,,5479.0,2
1235,508,1,photoshop elements 4 edu mac 1u,adobe-education-box,69.0,adobe photoshop elements 4.0 mac academic,adobe-education-box,,2
642,352,1,adobe flash pro cs3 [ mac ],adobe,699.0,adobe cs3 flash professional,,69.99,2
772,2860,1,adobe illustrator cs3 [ mac ],adobe,599.0,adobe illustrator cs3 ( mac ),,199.0,2
377,2624,1,pc cillin internet sec 2007 lics large box 3u,trend micro,49.95,pc-cillin internet security 2007 3-user ( win me 2000 xp ),,69.95,2
1113,948,1,logic express 7.2 upgrade from logic express 6,apple-computer - ( direct ),99.0,apple logic express 7.2 upgrade from v. 6,apple-computer - ( direct ),499.0,2
705,1306,1,emedia music corp guitar pro v 5.1 ( hybrid ),,51.92,emedia guitarpro 5 win/mac,emedia,16.64,2
2843,528,1,quickbooks simple start 2007 intuit,,99.99,quickbooks simple start 2007,intuit,499.99,2
1258,2926,1,punch ! home design architectura series 18,punch ! software,129.99,punch software 41100 punch ! home design architectural series 18,punch software,89.99,2
1316,659,1,aircraft collector 's second edition,abacus,19.95,abacus aircraft collectors second edition,,,2
642,2839,1,adobe flash pro cs3 [ mac ],adobe,699.0,adobe flash cs3 professional ( mac ),,199.0,2
1022,793,1,panda internet security 2007 3-user,panda software,69.95,panda software panda internet security 2007,,,2
737,1667,1,adobe photoshop cs2 ( mac ) [ old version ],adobe,649.0,adobe systems inc 13102124 adobe photoshop cs 2 mac os x v. 10.2.8 to 10.3,adobe systems inc,999.0,2
731,2313,1,instant immersion italian platinum,topics entertainment,129.99,instant immersion italian platinum ( win 95 98 me nt 2000 xp ),,,2
1028,1195,1,punch software 83100 punch ! home design architectural series 3000 v 10 ( win 98 me nt 2000 xp ),,124.97,home design architect series 3000 v10 .0,punch ! software,118.99,2
1158,912,1,burning monkey solitaire 2005 edition,freeverse software,24.99,freeverse burning monkey solitaire 3d,,24.95,2
883,921,1,adobe creative suite cs3 production premium,adobe,1699.0,adobe cs3 production premium,,799.0,2
839,2607,1,adobe photoshop cs3 extended,adobe,999.0,adobe photoshop cs3 extended software full version for windows,,649.0,2
1177,2137,1,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft microsoft office 2004 software suite mac education apple & mac software,,99.0,2
661,242,1,adobe cs3 design standard macosx dvd,adobe,399.0,adobe cs3 design standard academic,,1199.0,2
1264,2273,1,punch ! professional home design suite,punch ! software,69.99,punch software 35100 punch ! professional home design suite ( small box ),punch software,89.99,2
851,2447,1,punch ! professional home design platinum v10,punch ! software,99.0,punch software 86100 prof home design platinum v10 sb win 98 me nt 2000 xp,,39.99,2
1175,2158,1,apple mac os x tiger 10.4.6 family pack ( mac ),apple computer,199.0,apple mac os x v10 .4 tiger software family pack apple & mac software,,99.0,2
796,2181,1,ulead videostudio 11,corel,89.99,corel ulead videostudio 11 video editing and dvd authoring software for windows authoring software,,69.99,2
93,1652,1,microsoft office frontpage 2003 academic version windows ),microsoft,159.98,microsoft 392-02322 ae frontpage 2003,,99.0,2
609,900,1,quicken 2007 for mac,intuit,69.95,intuit quicken 2007 macintosh,,89.95,2
1170,2156,1,steinberg cubase 4 digital audio software,steinberg,999.99,steinberg cubase 4 software music production software,,499.99,2
588,558,1,adobe creative suite cs3 design standard [ mac ],adobe,1199.0,adobe cs3 design standard,,999.0,2
851,2920,1,punch ! professional home design platinum v10,punch ! software,99.0,punch software professional home design platinum version 10,,39.99,2
556,3016,1,instant immersion italian deluxe 2.0,topics entertainment,49.99,instant immers italian dlux 2 .,,39.95,2
592,257,1,adobe after effects cs3 upgrade,adobe,299.0,adobe cs3 after effects upgrade,,999.0,2
860,2236,1,apple ilife '06 family pack ( mac dvd ) [ older version ],apple computer,99.0,apple ilife '06 family pack software av production software,,79.0,2
597,369,1,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design premium upsell,,1399.0,2
2379,1010,1,roxio easy media creator 9 suite software for windows authoring software,,98.95,roxio easy media creator 9,roxio,29.99,2
2188,609,1,intuit quicken mac 2007 software finance software,,69.95,quicken 2007 for mac,intuit,409.52,2
956,2291,1,apple logic pro 7.2 retail,apple,999.0,apple/emagic logic pro 7.2 software music production software,,495.0,2
516,893,1,adobe creative suite cs3 design premium upgrade [ mac ],adobe,599.0,adobe cs3 design premium upgrade,,199.0,2
521,1808,1,microsoft sql server developer edition 2005 cd/dvd,microsoft software,49.95,microsoft e32-00575 sql server 2005 developer edition x64 complete product dbms 1 developer ( s ) complete product standard english pc,,1849.0,2
271,1512,1,microsoft office small business 2007,microsoft software,735.33,microsoft w87-02380 office sbe 2007 win32,,99.95,2
394,2909,1,jumpstart advanced 2nd grade v2 .0,knowledge adventure,19.99,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,,2
1078,741,1,3d home architect home v. 8 by encore software,encore software,39.99,3d home architect home v. 8by encore software,,46.52,2
144,245,1,dora the explorer : dora world adventures pc cd-rom,,19.99,dora the explorer : dora 's world adventures,activision,8.95,2
1105,2490,1,punch ! master landscape & home design,punch ! software,59.99,punch software 26100 punch ! master landscape & home design architectural 1 user ( s ) pc,,69.95,2
591,265,1,apple iwork '06 family pack ( mac dvd ) [ older version ],apple,99.0,apple iwork '06 family pack,,79.0,2
892,800,1,adobe premiere pro cs3,adobe,799.0,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows,,199.0,2
