label,ltable_ele,ltable_label,ltable_lat,ltable_lon,ltable_ontology,rtable_ele,rtable_label,rtable_lat,rtable_lon,rtable_ontology,id
1,,Cairo,30.0626,31.2497,http://sws.geonames.org/,,cairo,30.0566,31.2262,http://rdf.freebase.com/,2223#600
1,,Cairo (Egypt),30.05,31.25,http://data.nytimes.com/,,cairo,30.0566,31.2262,http://rdf.freebase.com/,599#600
0,,Oxford (England),51.7522,-1.25596,http://data.nytimes.com/,,Kobe (Japan),34.6833,135.167,http://data.nytimes.com/,1881#4616
0,,Arosa,46.7833,9.66667,http://sws.geonames.org/,,Kobe (Japan),34.6833,135.167,http://data.nytimes.com/,2191#4616
1,,Kobe,34.6833,135.167,http://sws.geonames.org/,,Kobe (Japan),34.6833,135.167,http://data.nytimes.com/,7422#4616
1,,Kobe,34.6833,135.2,http://dbpedia.org/,,Kobe (Japan),34.6833,135.167,http://data.nytimes.com/,4617#4616
1,,Oxford (England),51.7522,-1.25596,http://data.nytimes.com/,,oxford,51.7511,-1.25583,http://rdf.freebase.com/,1881#4342
1,,Oxford,51.7522,-1.25596,http://sws.geonames.org/,,oxford,51.7511,-1.25583,http://rdf.freebase.com/,1882#4342
0,,"Raleigh, North Carolina",,,http://dbpedia.org/,,oxford,51.7511,-1.25583,http://rdf.freebase.com/,3905#4342
0,,Oxford (England),51.7522,-1.25596,http://data.nytimes.com/,,Petra,,,http://dbpedia.org/,1881#1
0,,New York,40.7143,-74.006,http://sws.geonames.org/,,Petra,,,http://dbpedia.org/,4423#1
0,,Cannes (France),43.55,7.01667,http://data.nytimes.com/,,Petra,,,http://dbpedia.org/,3482#1
1,,Barcelona (Spain),41.3888,2.15899,http://data.nytimes.com/,,Barcelona,41.3888,2.15899,http://sws.geonames.org/,5620#6560
0,,honolulu,21.3069,-157.858,http://rdf.freebase.com/,,Barcelona,41.3888,2.15899,http://sws.geonames.org/,5636#6560
1,,Barcelona,41.3833,2.18333,http://dbpedia.org/,,Barcelona,41.3888,2.15899,http://sws.geonames.org/,5621#6560
1,,Barcelona (Spain),41.3888,2.15899,http://data.nytimes.com/,,barcelona,41.3857,2.16994,http://rdf.freebase.com/,5620#6687
1,,Barcelona,41.3888,2.15899,http://sws.geonames.org/,,barcelona,41.3857,2.16994,http://rdf.freebase.com/,6560#6687
1,,Barcelona,41.3833,2.18333,http://dbpedia.org/,,barcelona,41.3857,2.16994,http://rdf.freebase.com/,5621#6687
1,,patchogue,40.7656,-73.0156,http://rdf.freebase.com/,,Patchogue,40.7657,-73.0151,http://sws.geonames.org/,3066#1244
0,,patchogue,40.7656,-73.0156,http://rdf.freebase.com/,,Scituate,42.1959,-70.7259,http://sws.geonames.org/,3066#6157
1,,scituate,42.1958,-70.7264,http://rdf.freebase.com/,,Scituate,42.1959,-70.7259,http://sws.geonames.org/,273#6157
0,,Cuenca,-2.88333,-78.9833,http://sws.geonames.org/,,Scituate,42.1959,-70.7259,http://sws.geonames.org/,4435#6157
1,,Scituate (Mass),42.1959,-70.7259,http://data.nytimes.com/,,Scituate,42.1959,-70.7259,http://sws.geonames.org/,272#6157
0,,patchogue,40.7656,-73.0156,http://rdf.freebase.com/,,"Punta Gorda, Florida",,,http://dbpedia.org/,3066#932
1,,punta gorda,26.9294,-82.0456,http://rdf.freebase.com/,,"Punta Gorda, Florida",,,http://dbpedia.org/,6286#932
0,,patchogue,40.7656,-73.0156,http://rdf.freebase.com/,,Hoffenheim,49.2722,8.844439999999997,http://dbpedia.org/,3066#2792
0,,Bergen (Norway),60.3932,5.32428,http://data.nytimes.com/,,Hoffenheim,49.2722,8.844439999999997,http://dbpedia.org/,2645#2792
0,,patchogue,40.7656,-73.0156,http://rdf.freebase.com/,,Innsbruck,47.2667,11.3833,http://dbpedia.org/,3066#4366
1,,Innsbruck,47.2627,11.3945,http://sws.geonames.org/,,Innsbruck,47.2667,11.3833,http://dbpedia.org/,6067#4366
1,574.0,innsbruck,47.2671,11.3928,http://rdf.freebase.com/,,Innsbruck,47.2667,11.3833,http://dbpedia.org/,5835#4366
1,,patchogue,40.7656,-73.0156,http://rdf.freebase.com/,,"Patchogue, New York",,,http://dbpedia.org/,3066#281
1,,Patchogue,40.7657,-73.0151,http://sws.geonames.org/,,"Patchogue, New York",,,http://dbpedia.org/,1244#281
0,,eging am see,48.7167,13.2667,http://rdf.freebase.com/,,"Patchogue, New York",,,http://dbpedia.org/,2494#281
1,,patchogue,40.7656,-73.0156,http://rdf.freebase.com/,,Patchogue (NY),40.7657,-73.0151,http://data.nytimes.com/,3066#280
0,,Minneapolis (Minn),44.98,-93.2638,http://data.nytimes.com/,,Patchogue (NY),40.7657,-73.0151,http://data.nytimes.com/,2133#280
1,,Patchogue,40.7657,-73.0151,http://sws.geonames.org/,,Patchogue (NY),40.7657,-73.0151,http://data.nytimes.com/,1244#280
1,,Phnom Penh,11.55,104.917,http://sws.geonames.org/,,phnom penh,11.55,104.917,http://rdf.freebase.com/,5822#7222
1,,Phnom Penh,11.55,104.917,http://dbpedia.org/,,phnom penh,11.55,104.917,http://rdf.freebase.com/,3006#7222
0,,dalian,39.0333,121.767,http://rdf.freebase.com/,,udaipur,24.58,73.68,http://rdf.freebase.com/,7277#3375
0,,Prague,50.088,14.4208,http://sws.geonames.org/,,udaipur,24.58,73.68,http://rdf.freebase.com/,7#3375
1,,Udaipur (India),24.5712,73.6918,http://data.nytimes.com/,,udaipur,24.58,73.68,http://rdf.freebase.com/,3374#3375
0,,dalian,39.0333,121.767,http://rdf.freebase.com/,,Antalya,36.9,30.6833,http://dbpedia.org/,7277#5883
0,,newburyport,42.8125,-70.8778,http://rdf.freebase.com/,,Antalya,36.9,30.6833,http://dbpedia.org/,7288#5883
1,,Antalya (Turkey),36.9125,30.6897,http://data.nytimes.com/,,Antalya,36.9,30.6833,http://dbpedia.org/,4018#5883
1,,dalian,39.0333,121.767,http://rdf.freebase.com/,,Dalian (China),38.9122,121.602,http://data.nytimes.com/,7277#7082
0,,Saugatuck (Mich),42.655,-86.20200000000001,http://data.nytimes.com/,,Dalian (China),38.9122,121.602,http://data.nytimes.com/,1870#7082
1,,dalian,39.0333,121.767,http://rdf.freebase.com/,,Dalian,38.9208,121.639,http://dbpedia.org/,7277#7083
1,,Dalian,38.9122,121.602,http://sws.geonames.org/,,Dalian,38.9208,121.639,http://dbpedia.org/,7262#7083
0,,abu dhabi,24.47,54.38,http://rdf.freebase.com/,,Dalian,38.9208,121.639,http://dbpedia.org/,677#7083
0,,Innsbruck,47.2627,11.3945,http://sws.geonames.org/,,Dalian,38.9208,121.639,http://dbpedia.org/,6067#7083
1,,Mantua (Italy),45.1521,10.7738,http://data.nytimes.com/,,Mantua,45.1667,10.8,http://dbpedia.org/,742#2367
0,,milford connecticut,41.2222,-73.0569,http://rdf.freebase.com/,,Mantua,45.1667,10.8,http://dbpedia.org/,7257#2367
1,,Mantova,45.1603,10.7978,http://sws.geonames.org/,,Mantua,45.1667,10.8,http://dbpedia.org/,2142#2367
1,,mantua,45.1667,10.8,http://rdf.freebase.com/,,Mantua,45.1667,10.8,http://dbpedia.org/,743#2367
0,,Hua Hin,12.5706,99.9588,http://sws.geonames.org/,,almagro ciudad real,38.8833,-3.7167,http://rdf.freebase.com/,7108#6433
1,,Hua Hin,12.5706,99.9588,http://sws.geonames.org/,,Hua Hin,,,http://dbpedia.org/,7108#5724
1,,hua hin,12.5686,99.9578,http://rdf.freebase.com/,,Hua Hin,,,http://dbpedia.org/,2823#5724
0,,piermont new york,41.0419,-73.9186,http://rdf.freebase.com/,,Hua Hin,,,http://dbpedia.org/,1959#5724
1,,Hua Hin (Thailand),12.5706,99.9588,http://data.nytimes.com/,,Hua Hin,,,http://dbpedia.org/,2822#5724
1,,Hua Hin,12.5706,99.9588,http://sws.geonames.org/,,hua hin,12.5686,99.9578,http://rdf.freebase.com/,7108#2823
0,,Rehoboth Beach,38.7209,-75.07600000000002,http://sws.geonames.org/,,hua hin,12.5686,99.9578,http://rdf.freebase.com/,5512#2823
0,,Hua Hin,12.5706,99.9588,http://sws.geonames.org/,,Bordeaux (France),44.8333,-0.566667,http://data.nytimes.com/,7108#1117
1,,Hua Hin,12.5706,99.9588,http://sws.geonames.org/,,Hua Hin (Thailand),12.5706,99.9588,http://data.nytimes.com/,7108#2822
0,,Guilin,25.2667,110.283,http://dbpedia.org/,,Cordoba (Spain),37.8833,-4.76667,http://data.nytimes.com/,2625#4
0,,Potsdam,52.3989,13.0657,http://sws.geonames.org/,,Cordoba (Spain),37.8833,-4.76667,http://data.nytimes.com/,5579#4
0,,Kiawah Island,32.6082,-80.0848,http://sws.geonames.org/,,Cordoba (Spain),37.8833,-4.76667,http://data.nytimes.com/,2066#4
0,,Guilin,25.2667,110.283,http://dbpedia.org/,,las cruces,32.3197,-106.765,http://rdf.freebase.com/,2625#6652
1,,Guilin,25.2667,110.283,http://dbpedia.org/,,guilin,25.2706,110.292,http://rdf.freebase.com/,2625#79
0,,"Seneca Falls (village), New York",,,http://dbpedia.org/,,guilin,25.2706,110.292,http://rdf.freebase.com/,2366#79
1,,Guilin,25.2819,110.286,http://sws.geonames.org/,,guilin,25.2706,110.292,http://rdf.freebase.com/,6585#79
1,,Nassau (Bahamas),25.0833,-77.35,http://data.nytimes.com/,,Nassau,25.0582,-77.3431,http://sws.geonames.org/,831#3498
1,,"Nassau, Bahamas",,,http://dbpedia.org/,,Nassau,25.0582,-77.3431,http://sws.geonames.org/,1340#3498
0,,Naples (Italy),40.8333,14.25,http://data.nytimes.com/,,Nassau,25.0582,-77.3431,http://sws.geonames.org/,754#3498
1,,nassau,25.0667,-77.3333,http://rdf.freebase.com/,,Nassau,25.0582,-77.3431,http://sws.geonames.org/,832#3498
1,,Juneau (Alaska),58.3019,-134.42,http://data.nytimes.com/,,juneau,58.3514,-134.512,http://rdf.freebase.com/,4438#6253
1,,Juneau,58.3019,-134.42,http://sws.geonames.org/,,juneau,58.3514,-134.512,http://rdf.freebase.com/,4439#6253
0,,Carcassonne (France),43.2167,2.35,http://data.nytimes.com/,,juneau,58.3514,-134.512,http://rdf.freebase.com/,6839#6253
1,,"Juneau, Alaska",,,http://dbpedia.org/,,juneau,58.3514,-134.512,http://rdf.freebase.com/,5422#6253
0,,Vilnius,54.6892,25.2798,http://sws.geonames.org/,,juneau,58.3514,-134.512,http://rdf.freebase.com/,2599#6253
0,,Sintra,,,http://dbpedia.org/,,juneau,58.3514,-134.512,http://rdf.freebase.com/,1349#6253
0,,Juneau (Alaska),58.3019,-134.42,http://data.nytimes.com/,,Vilnius,54.6833,25.2833,http://dbpedia.org/,4438#7291
0,,Shanksville,40.0179,-78.9072,http://sws.geonames.org/,,Vilnius,54.6833,25.2833,http://dbpedia.org/,739#7291
1,,Vilnius (Lithuania),54.6833,25.3167,http://data.nytimes.com/,,Vilnius,54.6833,25.2833,http://dbpedia.org/,2598#7291
1,,Juneau (Alaska),58.3019,-134.42,http://data.nytimes.com/,,Juneau,58.3019,-134.42,http://sws.geonames.org/,4438#4439
0,,Juneau (Alaska),58.3019,-134.42,http://data.nytimes.com/,,Orlando (Fla),28.5383,-81.3792,http://data.nytimes.com/,4438#1359
1,,Salt Lake City,40.75,-111.883,http://dbpedia.org/,,Salt Lake City (Utah),40.7608,-111.891,http://data.nytimes.com/,1993#1992
0,,Oxnard (Calif),34.1975,-119.177,http://data.nytimes.com/,,Salt Lake City (Utah),40.7608,-111.891,http://data.nytimes.com/,4258#1992
1,,salt lake city,40.75,-111.883333,http://rdf.freebase.com/,,Salt Lake City (Utah),40.7608,-111.891,http://data.nytimes.com/,4311#1992
0,,Salt Lake City,40.75,-111.883,http://dbpedia.org/,,"Rincon, Puerto Rico",,,http://dbpedia.org/,1993#6245
1,,rincon puerto rico,18.3403,-67.2517,http://rdf.freebase.com/,,"Rincon, Puerto Rico",,,http://dbpedia.org/,1730#6245
1,,Rincon (Puerto Rico),18.3402,-67.2499,http://data.nytimes.com/,,"Rincon, Puerto Rico",,,http://dbpedia.org/,1729#6245
1,,Rincon,18.3402,-67.2499,http://sws.geonames.org/,,"Rincon, Puerto Rico",,,http://dbpedia.org/,6163#6245
1,,bursa,40.1861,29.0667,http://rdf.freebase.com/,,Bursa,40.1917,29.0611,http://sws.geonames.org/,6053#5329
1,,bursa,40.1861,29.0667,http://rdf.freebase.com/,,Bursa (Turkey),40.1917,29.0611,http://data.nytimes.com/,6053#2093
1,,Bursa,40.1917,29.0611,http://sws.geonames.org/,,Bursa (Turkey),40.1917,29.0611,http://data.nytimes.com/,5329#2093
0,,Ayodhya,26.8,82.2,http://dbpedia.org/,,Bursa (Turkey),40.1917,29.0611,http://data.nytimes.com/,141#2093
1,,Bursa,40.1833,29.0667,http://dbpedia.org/,,Bursa (Turkey),40.1917,29.0611,http://data.nytimes.com/,2094#2093
1,,bursa,40.1861,29.0667,http://rdf.freebase.com/,,Bursa,40.1833,29.0667,http://dbpedia.org/,6053#2094
1,,Bursa,40.1917,29.0611,http://sws.geonames.org/,,Bursa,40.1833,29.0667,http://dbpedia.org/,5329#2094
0,,"Mott Haven, Bronx",,,http://dbpedia.org/,,Bursa,40.1833,29.0667,http://dbpedia.org/,6388#2094
0,,Nairobi,-1.28333,36.8167,http://dbpedia.org/,,New York City,40.7127,-74.0059,http://dbpedia.org/,2989#5446
0,,Interlaken (Switzerland),46.6833,7.85,http://data.nytimes.com/,,New York City,40.7127,-74.0059,http://dbpedia.org/,4006#5446
1,,new york,40.7142,-74.0064,http://rdf.freebase.com/,,New York City,40.7127,-74.0059,http://dbpedia.org/,7048#5446
1,,Nairobi,-1.28333,36.8167,http://dbpedia.org/,,Nairobi (Kenya),-1.28333,36.8167,http://data.nytimes.com/,2989#186
0,,Ossining,41.1629,-73.8615,http://sws.geonames.org/,,Nairobi (Kenya),-1.28333,36.8167,http://data.nytimes.com/,4881#186
1,,Nairobi,-1.28333,36.8167,http://dbpedia.org/,,nairobi,-1.28333,36.8167,http://rdf.freebase.com/,2989#4787
1,,Nairobi (Kenya),-1.28333,36.8167,http://data.nytimes.com/,,nairobi,-1.28333,36.8167,http://rdf.freebase.com/,186#4787
1,,Nairobi,-1.28333,36.8167,http://dbpedia.org/,,Nairobi,-1.28333,36.8167,http://sws.geonames.org/,2989#187
0,,kochi,9.9667,76.2167,http://rdf.freebase.com/,,Nairobi,-1.28333,36.8167,http://sws.geonames.org/,5369#187
0,,"Ocracoke, North Carolina",,,http://dbpedia.org/,,Revelstoke (British Columbia),50.9832,-118.202,http://data.nytimes.com/,5055#2863
1,,Revelstoke,50.9832,-118.202,http://sws.geonames.org/,,Revelstoke (British Columbia),50.9832,-118.202,http://data.nytimes.com/,3311#2863
1,,revelstoke canada,51.01,-118.214,http://rdf.freebase.com/,,Revelstoke (British Columbia),50.9832,-118.202,http://data.nytimes.com/,6981#2863
0,,"Ocracoke, North Carolina",,,http://dbpedia.org/,,"Manchester (town), Vermont",,,http://dbpedia.org/,5055#7395
0,,"Ocracoke, North Carolina",,,http://dbpedia.org/,,Manteca,37.7974,-121.216,http://sws.geonames.org/,5055#3337
0,,isle of palms,32.7867,-79.795,http://rdf.freebase.com/,,Ronda (Spain),36.7423,-5.16709,http://data.nytimes.com/,7501#5481
1,,isle of palms,32.7867,-79.795,http://rdf.freebase.com/,,Isle of Palms,32.7868,-79.7948,http://sws.geonames.org/,7501#4964
1,,Leeds,53.7997,-1.5491700000000002,http://dbpedia.org/,,leeds,53.81,-1.55,http://rdf.freebase.com/,4116#5143
0,,Portland,45.5235,-122.676,http://sws.geonames.org/,,leeds,53.81,-1.55,http://rdf.freebase.com/,4721#5143
1,,Leeds (England),53.7965,-1.54785,http://data.nytimes.com/,,leeds,53.81,-1.55,http://rdf.freebase.com/,4115#5143
0,,Leeds,53.7997,-1.5491700000000002,http://dbpedia.org/,,Autun (France),46.95,4.3,http://data.nytimes.com/,4116#2432
0,,"Maspeth, Queens",,,http://dbpedia.org/,,Autun (France),46.95,4.3,http://data.nytimes.com/,3472#2432
1,,autun,46.9503,4.29874,http://rdf.freebase.com/,,Autun (France),46.95,4.3,http://data.nytimes.com/,2433#2432
1,,Leeds,53.7997,-1.5491700000000002,http://dbpedia.org/,,Leeds,53.7965,-1.54785,http://sws.geonames.org/,4116#5084
1,,Leeds (England),53.7965,-1.54785,http://data.nytimes.com/,,Leeds,53.7965,-1.54785,http://sws.geonames.org/,4115#5084
1,,Philadelphia (Pa),39.9523,-75.1638,http://data.nytimes.com/,,philadelphia,39.9522,-75.1642,http://rdf.freebase.com/,392#6336
0,,"Malibu, California",,,http://dbpedia.org/,,philadelphia,39.9522,-75.1642,http://rdf.freebase.com/,5069#6336
1,,Philadelphia,39.95,-75.17,http://dbpedia.org/,,philadelphia,39.9522,-75.1642,http://rdf.freebase.com/,4801#6336
1,,Philadelphia,39.9523,-75.1638,http://sws.geonames.org/,,philadelphia,39.9522,-75.1642,http://rdf.freebase.com/,393#6336
1,,Philadelphia (Pa),39.9523,-75.1638,http://data.nytimes.com/,,Philadelphia,39.95,-75.17,http://dbpedia.org/,392#4801
0,,seoul,37.5833,127.0,http://rdf.freebase.com/,,Philadelphia,39.95,-75.17,http://dbpedia.org/,2285#4801
1,,Beijing (China),39.9075,116.397,http://data.nytimes.com/,,Beijing,39.9075,116.397,http://sws.geonames.org/,627#7182
0,,Beijing (China),39.9075,116.397,http://data.nytimes.com/,,Oranienburg,52.75,13.2333,http://sws.geonames.org/,627#6811
1,,Oranienburg,52.7544,13.2369,http://dbpedia.org/,,Oranienburg,52.75,13.2333,http://sws.geonames.org/,1984#6811
1,,oranienburg,52.7544,13.2369,http://rdf.freebase.com/,,Oranienburg,52.75,13.2333,http://sws.geonames.org/,6229#6811
0,,Taipei,25.0333,121.633,http://dbpedia.org/,,Oranienburg,52.75,13.2333,http://sws.geonames.org/,3477#6811
0,,Beijing (China),39.9075,116.397,http://data.nytimes.com/,,Cannes (France),43.55,7.01667,http://data.nytimes.com/,627#3482
0,,Paris (Texas),33.6609,-95.5555,http://data.nytimes.com/,,Cannes (France),43.55,7.01667,http://data.nytimes.com/,2887#3482
0,,Jaipur,26.92,75.82,http://dbpedia.org/,,Cannes (France),43.55,7.01667,http://data.nytimes.com/,4000#3482
1,,cannes,43.5513,7.01275,http://rdf.freebase.com/,,Cannes (France),43.55,7.01667,http://data.nytimes.com/,6484#3482
0,,Moab,38.5733,-109.55,http://sws.geonames.org/,,Cannes (France),43.55,7.01667,http://data.nytimes.com/,5737#3482
1,,Cannes,43.5513,7.01275,http://dbpedia.org/,,Cannes (France),43.55,7.01667,http://data.nytimes.com/,6394#3482
1,,Montreal (Quebec),45.5088,-73.5878,http://data.nytimes.com/,,Montreal,45.5089,-73.5542,http://dbpedia.org/,3556#3806
1,,montreal,45.5081,-73.555,http://rdf.freebase.com/,,Montreal,45.5089,-73.5542,http://dbpedia.org/,3557#3806
1,,Montreal,45.5088,-73.5878,http://sws.geonames.org/,,Montreal,45.5089,-73.5542,http://dbpedia.org/,3741#3806
0,,Madison,43.0731,-89.4012,http://sws.geonames.org/,,Kansas City,39.0997,-94.5786,http://sws.geonames.org/,5501#7392
1,,"Kansas City, Missouri",,,http://dbpedia.org/,,Kansas City,39.0997,-94.5786,http://sws.geonames.org/,4710#7392
0,,Madison,43.0731,-89.4012,http://sws.geonames.org/,,Blackpool (England),53.8167,-3.05,http://data.nytimes.com/,5501#2360
0,,Peekskill,41.2901,-73.9204,http://sws.geonames.org/,,Blackpool (England),53.8167,-3.05,http://data.nytimes.com/,5847#2360
0,,Moab,38.5733,-109.55,http://sws.geonames.org/,,Blackpool (England),53.8167,-3.05,http://data.nytimes.com/,5737#2360
1,,Madison,43.0731,-89.4012,http://sws.geonames.org/,,madison,43.0731,-89.4011,http://rdf.freebase.com/,5501#2129
1,,"Madison, Wisconsin",,,http://dbpedia.org/,,madison,43.0731,-89.4011,http://rdf.freebase.com/,5507#2129
0,,Graz,47.0667,15.4333,http://dbpedia.org/,,"Maspeth, Queens",,,http://dbpedia.org/,5683#3472
0,,Metuchen (NJ),40.5432,-74.3632,http://data.nytimes.com/,,"Maspeth, Queens",,,http://dbpedia.org/,298#3472
0,,"Skaneateles (town), New York",,,http://dbpedia.org/,,Punta Arenas (Chile),-53.15,-70.9167,http://data.nytimes.com/,7334#3233
1,,Punta Arenas,-53.1667,-70.9333,http://dbpedia.org/,,Punta Arenas (Chile),-53.15,-70.9167,http://data.nytimes.com/,3234#3233
1,,"Skaneateles (town), New York",,,http://dbpedia.org/,,Skaneateles,42.947,-76.4291,http://sws.geonames.org/,7334#3562
1,,skaneateles new york,42.9469,-76.4294,http://rdf.freebase.com/,,Skaneateles,42.947,-76.4291,http://sws.geonames.org/,6450#3562
1,,Skaneateles (NY),42.947,-76.4291,http://data.nytimes.com/,,Skaneateles,42.947,-76.4291,http://sws.geonames.org/,3561#3562
0,,"Skaneateles (town), New York",,,http://dbpedia.org/,,Potsdam,52.4,13.0667,http://dbpedia.org/,7334#4040
0,,london,51.5171,-0.106196,http://rdf.freebase.com/,,Potsdam,52.4,13.0667,http://dbpedia.org/,2906#4040
1,,potsdam,52.4,13.07,http://rdf.freebase.com/,,Potsdam,52.4,13.0667,http://dbpedia.org/,3324#4040
1,,jersey city,40.7281,-74.0781,http://rdf.freebase.com/,,Jersey City,40.7282,-74.0776,http://sws.geonames.org/,6270#1553
1,,"Jersey City, New Jersey",,,http://dbpedia.org/,,Jersey City,40.7282,-74.0776,http://sws.geonames.org/,3415#1553
0,,Sao Paulo (Brazil),-23.5475,-46.6361,http://data.nytimes.com/,,Jersey City,40.7282,-74.0776,http://sws.geonames.org/,5305#1553
1,,jersey city,40.7281,-74.0781,http://rdf.freebase.com/,,Jersey City (NJ),40.7282,-74.0776,http://data.nytimes.com/,6270#1552
1,,Jersey City,40.7282,-74.0776,http://sws.geonames.org/,,Jersey City (NJ),40.7282,-74.0776,http://data.nytimes.com/,1553#1552
1,,"Jersey City, New Jersey",,,http://dbpedia.org/,,Jersey City (NJ),40.7282,-74.0776,http://data.nytimes.com/,3415#1552
0,,"Punta Gorda, Belize",,,http://dbpedia.org/,,rockland,44.1036,-69.1094,http://rdf.freebase.com/,7405#1544
0,,Salzburg,47.7994,13.044,http://sws.geonames.org/,,rockland,44.1036,-69.1094,http://rdf.freebase.com/,7443#1544
1,,Courchevel (France),45.4167,6.65,http://data.nytimes.com/,,courchevel,45.415,6.6339,http://rdf.freebase.com/,1412#1413
1,,Courchevel (France),45.4167,6.65,http://data.nytimes.com/,,Courchevel,45.4154,6.636430000000002,http://sws.geonames.org/,1412#2412
1,,Courchevel,45.3974,6.63488,http://dbpedia.org/,,Courchevel,45.4154,6.636430000000002,http://sws.geonames.org/,7241#2412
0,,Bourges,47.0844,2.39639,http://dbpedia.org/,,hamilton heights manhattan,40.825,-73.949,http://rdf.freebase.com/,5130#3014
0,,Queens,40.7042,-73.9178,http://dbpedia.org/,,hamilton heights manhattan,40.825,-73.949,http://rdf.freebase.com/,3103#3014
1,,Hamilton Heights,40.8244,-73.95,http://sws.geonames.org/,,hamilton heights manhattan,40.825,-73.949,http://rdf.freebase.com/,3669#3014
0,,Paterson (NJ),40.9168,-74.1718,http://data.nytimes.com/,,hamilton heights manhattan,40.825,-73.949,http://rdf.freebase.com/,454#3014
1,,Bourges,47.0844,2.39639,http://dbpedia.org/,,Bourges,47.0833,2.4,http://sws.geonames.org/,5130#1147
1,,Bourges,47.0844,2.39639,http://dbpedia.org/,,Bourges (France),47.0833,2.4,http://data.nytimes.com/,5130#1146
0,,San Jose (Costa Rica),9.93333,-84.0833,http://data.nytimes.com/,,Bourges (France),47.0833,2.4,http://data.nytimes.com/,3627#1146
1,,Bourges,47.0833,2.4,http://sws.geonames.org/,,Bourges (France),47.0833,2.4,http://data.nytimes.com/,1147#1146
1,,bourges,47.0839,2.39639,http://rdf.freebase.com/,,Bourges (France),47.0833,2.4,http://data.nytimes.com/,4628#1146
