label,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,id
0,frigidaire gld4355rfs gallery speedclean 24 ' white dishwasher gld4355wh,frigidaire gld4355rfs gallery speedclean 24 ' white dishwasher gld4355wh 5-level precision direct wash system variable washing pressure power dry drying system granitegrey interior stainless steel food disposer and self cleaning filter 12 easy clean electronic touchpads with digital display smart soil sensor ultraquiet plus sound insulation package white finish,,frigidaire fdb130rgs 24 ' built-in dishwasher ( white ),,246.54,11
0,frigidaire 24 ' pld4375rfc built-in stainless steel dishwasher pld4375ss,frigidaire 24 ' pld4375rfc built-in stainless steel dishwasher pld4375ss power dry drying system granitegrey interior 5-level precision direct wash system self-cleaning filter smart soil sensor stainless steel finish,,frigidaire fdb130rgs 24 ' built-in dishwasher ( white ),,246.54,12
0,ge 24 ' gsd2400nww white built-in dishwasher gsd2400wh,ge 24 ' gsd2400nww white built-in dishwasher gsd2400wh 4-level powerscrub wash system hotstart option piranha hard food disposer heated dry option self-cleaning filter system white finish,259.0,frigidaire fdb130rgs 24 ' built-in dishwasher ( white ),,246.54,13
0,speck seethru clear hard shell case for macbook air mbaclrsee,speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish,,speck products seethru case for apple 13 ' macbook mb13-pnk-see-v2,plastic pink,,15
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case for apple 13 ' macbook mb13-pnk-see-v2,plastic pink,,16
0,speck seethru red hard shell case for 13 ' macbook mb13redseev2,speck seethru red hard shell case for 13 ' macbook mb13redseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support red finish,,speck products seethru case for apple 13 ' macbook mb13-pnk-see-v2,plastic pink,,17
0,speck seethru aqua hard shell case for 20 ' imac im20aqusee,speck seethru aqua hard shell case for 20 ' imac im20aqusee adds color and style to imac easy and safe to use totally removable case does not cover the screen or camera fits 20 ' widescreen imac aqua finish,,speck products seethru case for apple 13 ' macbook mb13-pnk-see-v2,plastic pink,,18
0,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,speck products seethru case for apple 13 ' macbook mb13-pnk-see-v2,plastic pink,,19
0,speck green 13 ' macbook see thru hard shell case mb13grnseev2,speck green 13 ' macbook see thru hard shell case mb13grnseev2 hard plastic shell gives great protection full access to all controls rubber feet for added support green finish,,speck products seethru case for apple 13 ' macbook mb13-pnk-see-v2,plastic pink,,20
0,speck seethru clear hard shell case for macbook air mbaclrsee,speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish,,speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2,plastic blue,34.74,21
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2,plastic blue,34.74,22
0,speck seethru red hard shell case for 13 ' macbook mb13redseev2,speck seethru red hard shell case for 13 ' macbook mb13redseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support red finish,,speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2,plastic blue,34.74,23
0,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2,plastic blue,34.74,24
0,speck seethru purple hard shell case for 15 ' macbook mb15purseev2,speck seethru purple hard shell case for 15 ' macbook mb15purseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support purple finish,,speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2,plastic blue,34.74,25
0,speck clear 13 ' macbook see thru hard shell case mb13clrseev2,speck clear 13 ' macbook see thru hard shell case mb13clrseev2 hard plastic shell gives great protection full access to all controls rubber feet for added support clear finish,,speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2,plastic blue,34.74,26
0,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2,plastic blue,34.74,27
0,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support aqua finish,,speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2,plastic blue,34.74,28
0,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support pink finish,,speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2,plastic blue,34.74,29
0,speck seethru clear hard shell case for 15 ' macbook mb15clrseev2,speck seethru clear hard shell case for 15 ' macbook mb15clrseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support clear finish,,speck products seethru case for apple 15 ' macbook pro mb15-blu-see-v2,plastic blue,34.74,30
0,speck seethru clear hard shell case for macbook air mbaclrsee,speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,31
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,32
0,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,33
0,speck seethru pink hard shell case for 15 ' macbook mb15pnkseev2,speck seethru pink hard shell case for 15 ' macbook mb15pnkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support pink finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,34
0,speck clear 13 ' macbook see thru hard shell case mb13clrseev2,speck clear 13 ' macbook see thru hard shell case mb13clrseev2 hard plastic shell gives great protection full access to all controls rubber feet for added support clear finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,35
0,speck seethru green hard shell case for 15 ' macbook mb15grnseev2,speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support green finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,36
0,speck green 13 ' macbook see thru hard shell case mb13grnseev2,speck green 13 ' macbook see thru hard shell case mb13grnseev2 hard plastic shell gives great protection full access to all controls rubber feet for added support green finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,37
0,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support pink finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,38
0,speck seethru clear hard shell case for 15 ' macbook mb15clrseev2,speck seethru clear hard shell case for 15 ' macbook mb15clrseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support clear finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,39
0,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,,speck products seethru case for apple 13 ' macbook mb13-org-see-v2,plastic orange,,40
0,speck seethru clear hard shell case for macbook air mbaclrsee,speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish,,speck products seethru case for apple 13 ' macbook mb13-clr-see-v2,plastic clear,,41
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case for apple 13 ' macbook mb13-clr-see-v2,plastic clear,,42
0,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 13 ' macbook mb13-clr-see-v2,plastic clear,,43
0,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 13 ' macbook mb13-clr-see-v2,plastic clear,,44
0,speck seethru purple hard shell case for 15 ' macbook mb15purseev2,speck seethru purple hard shell case for 15 ' macbook mb15purseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support purple finish,,speck products seethru case for apple 13 ' macbook mb13-clr-see-v2,plastic clear,,45
0,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,speck products seethru case for apple 13 ' macbook mb13-clr-see-v2,plastic clear,,46
0,speck seethru green hard shell case for 15 ' macbook mb15grnseev2,speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support green finish,,speck products seethru case for apple 13 ' macbook mb13-clr-see-v2,plastic clear,,47
0,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,,speck products seethru case for apple 13 ' macbook mb13-clr-see-v2,plastic clear,,48
0,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support pink finish,,speck products seethru case for apple 13 ' macbook mb13-clr-see-v2,plastic clear,,49
0,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,,speck products seethru case for apple 13 ' macbook mb13-clr-see-v2,plastic clear,,50
0,speck seethru clear hard shell case for macbook air mbaclrsee,speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish,,speck products seethru case for apple 15 ' macbook pro mb15-pur-see-v2,plastic purple,31.97,51
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case for apple 15 ' macbook pro mb15-pur-see-v2,plastic purple,31.97,52
0,speck seethru red hard shell case for 13 ' macbook mb13redseev2,speck seethru red hard shell case for 13 ' macbook mb13redseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support red finish,,speck products seethru case for apple 15 ' macbook pro mb15-pur-see-v2,plastic purple,31.97,53
0,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support aqua finish,,speck products seethru case for apple 15 ' macbook pro mb15-pur-see-v2,plastic purple,31.97,54
0,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2,speck seethru blue hard shell case for 15 ' macbook mb15bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,,speck products seethru case for apple 15 ' macbook pro mb15-pur-see-v2,plastic purple,31.97,55
0,speck seethru clear hard shell case for macbook air mbaclrsee,speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish,,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,,56
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,,57
0,speck seethru red hard shell case for 13 ' macbook mb13redseev2,speck seethru red hard shell case for 13 ' macbook mb13redseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support red finish,,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,,58
0,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,,59
0,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,,60
0,speck seethru purple hard shell case for 15 ' macbook mb15purseev2,speck seethru purple hard shell case for 15 ' macbook mb15purseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support purple finish,,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,,61
0,speck seethru aqua hard shell case for 20 ' imac im20aqusee,speck seethru aqua hard shell case for 20 ' imac im20aqusee adds color and style to imac easy and safe to use totally removable case does not cover the screen or camera fits 20 ' widescreen imac aqua finish,,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,,62
0,speck clear 13 ' macbook see thru hard shell case mb13clrseev2,speck clear 13 ' macbook see thru hard shell case mb13clrseev2 hard plastic shell gives great protection full access to all controls rubber feet for added support clear finish,,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,,63
0,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support aqua finish,,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,,65
0,speck seethru green hard shell case for 15 ' macbook mb15grnseev2,speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support green finish,,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,,66
0,speck seethru clear hard shell case for 15 ' macbook mb15clrseev2,speck seethru clear hard shell case for 15 ' macbook mb15clrseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support clear finish,,speck products seethru case for apple 13 ' macbook mb13-blk-see-v2,plastic black,,67
0,speck seethru clear hard shell case for macbook air mbaclrsee,speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,68
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,69
0,speck seethru red hard shell case for 13 ' macbook mb13redseev2,speck seethru red hard shell case for 13 ' macbook mb13redseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support red finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,70
0,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,71
0,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,72
0,speck seethru purple hard shell case for 15 ' macbook mb15purseev2,speck seethru purple hard shell case for 15 ' macbook mb15purseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support purple finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,73
0,speck seethru pink hard shell case for 15 ' macbook mb15pnkseev2,speck seethru pink hard shell case for 15 ' macbook mb15pnkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support pink finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,74
0,speck seethru aqua hard shell case for 20 ' imac im20aqusee,speck seethru aqua hard shell case for 20 ' imac im20aqusee adds color and style to imac easy and safe to use totally removable case does not cover the screen or camera fits 20 ' widescreen imac aqua finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,75
0,speck clear 13 ' macbook see thru hard shell case mb13clrseev2,speck clear 13 ' macbook see thru hard shell case mb13clrseev2 hard plastic shell gives great protection full access to all controls rubber feet for added support clear finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,76
0,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,77
0,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support aqua finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,78
0,speck seethru green hard shell case for 15 ' macbook mb15grnseev2,speck seethru green hard shell case for 15 ' macbook mb15grnseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support green finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,79
0,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,80
0,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support pink finish,,speck products seethru case for apple 13 ' macbook mb13-grn-see-v2,plastic green,,81
0,speck seethru clear hard shell case for macbook air mbaclrsee,speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish,,speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2,plastic green,,82
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2,plastic green,,83
0,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2,plastic green,,84
0,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2,plastic green,,85
0,speck seethru purple hard shell case for 15 ' macbook mb15purseev2,speck seethru purple hard shell case for 15 ' macbook mb15purseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support purple finish,,speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2,plastic green,,86
0,speck seethru aqua hard shell case for 20 ' imac im20aqusee,speck seethru aqua hard shell case for 20 ' imac im20aqusee adds color and style to imac easy and safe to use totally removable case does not cover the screen or camera fits 20 ' widescreen imac aqua finish,,speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2,plastic green,,87
0,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2,plastic green,,88
0,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2,speck seethru aqua hard shell case for 13 ' macbook mb13aquseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support aqua finish,,speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2,plastic green,,89
0,speck green 13 ' macbook see thru hard shell case mb13grnseev2,speck green 13 ' macbook see thru hard shell case mb13grnseev2 hard plastic shell gives great protection full access to all controls rubber feet for added support green finish,,speck products seethru case for apple 15 ' macbook pro mb15-grn-see-v2,plastic green,,91
0,speck seethru clear hard shell case for macbook air mbaclrsee,speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish,,speck products seethru case for apple 15 ' macbook pro mb15-org-see-v2,plastic orange,,92
0,speck seethru red hard shell case for 13 ' macbook mb13redseev2,speck seethru red hard shell case for 13 ' macbook mb13redseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support red finish,,speck products seethru case for apple 15 ' macbook pro mb15-org-see-v2,plastic orange,,93
0,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2,speck seethru blue hard shell case for 13 ' macbook mb13bluseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support blue finish,,speck products seethru case for apple 15 ' macbook pro mb15-org-see-v2,plastic orange,,95
0,speck green 13 ' macbook see thru hard shell case mb13grnseev2,speck green 13 ' macbook see thru hard shell case mb13grnseev2 hard plastic shell gives great protection full access to all controls rubber feet for added support green finish,,speck products seethru case for apple 15 ' macbook pro mb15-org-see-v2,plastic orange,,96
0,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2,speck seethru pink hard shell case for 13 ' macbook mb13pnkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support pink finish,,speck products seethru case for apple 15 ' macbook pro mb15-org-see-v2,plastic orange,,97
0,speck seethru clear hard shell case for macbook air mbaclrsee,speck seethru clear hard shell case for macbook air mbaclrsee thin and sleek protective case access to all ports 2-piece snap on clear finish,,speck products seethru case for apple 13 ' macbook mb13-red-see-v2,plastic red,,98
0,speck seethru pink hard shell case for macbook air mbapnksee,speck seethru pink hard shell case for macbook air mbapnksee thin and sleek protective case access to all ports 2-piece snap on pink finish,,speck products seethru case for apple 13 ' macbook mb13-red-see-v2,plastic red,,99
0,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2,speck seethru orange hard shell case for 15 ' macbook mb15orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 13 ' macbook mb13-red-see-v2,plastic red,,100
0,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2,speck seethru orange hard shell case for 13 ' macbook mb13orgseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support orange finish,,speck products seethru case for apple 13 ' macbook mb13-red-see-v2,plastic red,,101
0,speck seethru purple hard shell case for 15 ' macbook mb15purseev2,speck seethru purple hard shell case for 15 ' macbook mb15purseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support purple finish,,speck products seethru case for apple 13 ' macbook mb13-red-see-v2,plastic red,,102
0,speck seethru pink hard shell case for 15 ' macbook mb15pnkseev2,speck seethru pink hard shell case for 15 ' macbook mb15pnkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support pink finish,,speck products seethru case for apple 13 ' macbook mb13-red-see-v2,plastic red,,103
0,speck seethru black hard shell case for 13 ' macbook mb13blkseev2,speck seethru black hard shell case for 13 ' macbook mb13blkseev2 translucent hard plastic shell gives great protection full access to all controls rubber feet for added support black finish,,speck products seethru case for apple 13 ' macbook mb13-red-see-v2,plastic red,,104
