ltable_ele,ltable_label,ltable_lat,ltable_lon,ltable_ontology,rtable_ele,rtable_label,rtable_lat,rtable_lon,rtable_ontology,alteredAttributes,originalRightId
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,52.374,4.88969,http://dbpedia.org/,"('label', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,22.55,4.88969,http://sws.geonames.org/,"('ele', 'label', 'lat')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,52.374,114.1,http://sws.geonames.org/,"('ele', 'label', 'lon')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,52.374,4.88969,http://dbpedia.org/,"('ele', 'label', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,22.55,114.1,http://sws.geonames.org/,"('label', 'lat', 'lon')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,22.55,4.88969,http://dbpedia.org/,"('label', 'lat', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,52.374,114.1,http://dbpedia.org/,"('label', 'lon', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,22.55,114.1,http://sws.geonames.org/,"('ele', 'label', 'lat', 'lon')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,22.55,4.88969,http://dbpedia.org/,"('ele', 'label', 'lat', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,52.374,114.1,http://dbpedia.org/,"('ele', 'label', 'lon', 'ontology')",0@2459
,Amsterdam,52.3731,4.89222,http://dbpedia.org/,,Shenzhen,22.55,114.1,http://dbpedia.org/,"('label', 'lat', 'lon', 'ontology')",0@2459
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,46.6,7.91667,http://sws.geonames.org/,"('label',)",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,46.6,7.91667,http://sws.geonames.org/,"('ele', 'label')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,-13.1631,7.91667,http://sws.geonames.org/,"('label', 'lat')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,46.6,-74.2244,http://sws.geonames.org/,"('label', 'lon')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,46.6,7.91667,http://dbpedia.org/,"('label', 'ontology')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,-13.1631,7.91667,http://sws.geonames.org/,"('ele', 'label', 'lat')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,46.6,-74.2244,http://sws.geonames.org/,"('ele', 'label', 'lon')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,46.6,7.91667,http://dbpedia.org/,"('ele', 'label', 'ontology')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,-13.1631,-74.2244,http://sws.geonames.org/,"('label', 'lat', 'lon')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,-13.1631,7.91667,http://dbpedia.org/,"('label', 'lat', 'ontology')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,46.6,-74.2244,http://dbpedia.org/,"('label', 'lon', 'ontology')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,-13.1631,-74.2244,http://sws.geonames.org/,"('ele', 'label', 'lat', 'lon')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,-13.1631,7.91667,http://dbpedia.org/,"('ele', 'label', 'lat', 'ontology')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,46.6,-74.2244,http://dbpedia.org/,"('ele', 'label', 'lon', 'ontology')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,Ayacucho,-13.1631,-74.2244,http://dbpedia.org/,"('label', 'lat', 'lon', 'ontology')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,lucca,46.6,7.91667,http://sws.geonames.org/,"('label',)",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,lucca,46.6,7.91667,http://sws.geonames.org/,"('ele', 'label')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,lucca,43.8442,7.91667,http://sws.geonames.org/,"('label', 'lat')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,lucca,46.6,10.5014,http://sws.geonames.org/,"('label', 'lon')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,lucca,46.6,7.91667,http://rdf.freebase.com/,"('label', 'ontology')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,lucca,43.8442,7.91667,http://sws.geonames.org/,"('ele', 'label', 'lat')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,lucca,46.6,10.5014,http://sws.geonames.org/,"('ele', 'label', 'lon')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,lucca,46.6,7.91667,http://rdf.freebase.com/,"('ele', 'label', 'ontology')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,lucca,43.8442,10.5014,http://sws.geonames.org/,"('label', 'lat', 'lon')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,lucca,43.8442,7.91667,http://rdf.freebase.com/,"('label', 'lat', 'ontology')",0@6876
,Wengen (Switzerland),46.6,7.91667,http://data.nytimes.com/,,lucca,46.6,10.5014,http://rdf.freebase.com/,"('label', 'lon', 'ontology')",0@6876
