ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,originalRightId
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,8.50 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@812
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Tarraco Beer,Amber Ale,6.90 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@812
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Big Bear Lake Brewing Company,American Amber / Red Ale,6.90 %,"('Beer_Name', 'Style', 'ABV')",1@812
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Tarraco Beer,Amber Ale,4.60 %,"('Beer_Name', 'Brew_Factory_Name')",1@548
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Third Base Sports Bar & Brewery,Amber Ale,6.90 %,"('Beer_Name', 'ABV')",1@548
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,4.60 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@548
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Tarraco Beer,Amber Ale,6.90 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@548
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.90 %,"('Beer_Name', 'Style', 'ABV')",1@548
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Tarraco Beer,India Pale Ale &#40; IPA &#41;,7.80 %,"('Beer_Name', 'Brew_Factory_Name')",1@216
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Good People Brewing Company,India Pale Ale &#40; IPA &#41;,6.90 %,"('Beer_Name', 'ABV')",1@216
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,7.80 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@216
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Tarraco Beer,India Pale Ale &#40; IPA &#41;,6.90 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@216
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Good People Brewing Company,American Amber / Red Ale,6.90 %,"('Beer_Name', 'Style', 'ABV')",1@216
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Tarraco Beer,Amber Ale,6 %,"('Beer_Name', 'Brew_Factory_Name')",1@737
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,La Quinta Brewing Co. .,Amber Ale,6.90 %,"('Beer_Name', 'ABV')",1@737
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@737
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,Tarraco Beer,Amber Ale,6.90 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@737
Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,Jazz Beer Tarraco Amber,La Quinta Brewing Co. .,American Amber / Red Ale,6.90 %,"('Beer_Name', 'Style', 'ABV')",1@737
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,23rd Street Brewery,Specialty Grain,-,"('Beer_Name',)",1@2071
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Bainbridge Island Brewing Company,Specialty Grain,-,"('Beer_Name', 'Brew_Factory_Name')",1@2071
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,23rd Street Brewery,American Amber / Red Ale,-,"('Beer_Name', 'Style')",1@2071
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,23rd Street Brewery,Specialty Grain,5.40 %,"('Beer_Name', 'ABV')",1@2071
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Bainbridge Island Brewing Company,American Amber / Red Ale,-,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@2071
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Bainbridge Island Brewing Company,Specialty Grain,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@2071
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,23rd Street Brewery,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Style', 'ABV')",1@2071
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('Beer_Name',)",1@716
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,4.90 %,"('Beer_Name', 'Brew_Factory_Name')",1@716
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Heavy Seas Brewing Company,American Amber / Red Ale,4.90 %,"('Beer_Name', 'Style')",1@716
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Heavy Seas Brewing Company,Amber Ale,5.40 %,"('Beer_Name', 'ABV')",1@716
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Bainbridge Island Brewing Company,American Amber / Red Ale,4.90 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@716
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@716
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Heavy Seas Brewing Company,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Style', 'ABV')",1@716
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Cigar City Brewing,Irish Ale,5 %,"('Beer_Name',)",1@838
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Bainbridge Island Brewing Company,Irish Ale,5 %,"('Beer_Name', 'Brew_Factory_Name')",1@838
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Cigar City Brewing,American Amber / Red Ale,5 %,"('Beer_Name', 'Style')",1@838
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Cigar City Brewing,Irish Ale,5.40 %,"('Beer_Name', 'ABV')",1@838
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Bainbridge Island Brewing Company,American Amber / Red Ale,5 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@838
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Bainbridge Island Brewing Company,Irish Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@838
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Cigar City Brewing,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Style', 'ABV')",1@838
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Lompoc Brewing,Amber Ale,6.40 %,"('Beer_Name',)",1@1825
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,6.40 %,"('Beer_Name', 'Brew_Factory_Name')",1@1825
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Lompoc Brewing,American Amber / Red Ale,6.40 %,"('Beer_Name', 'Style')",1@1825
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Lompoc Brewing,Amber Ale,5.40 %,"('Beer_Name', 'ABV')",1@1825
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Bainbridge Island Brewing Company,American Amber / Red Ale,6.40 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1825
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@1825
Bainbridge Island Arrow Point Amber,Bainbridge Island Brewing Company,Amber Ale,5.40 %,Arrow Point Amber,Lompoc Brewing,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Style', 'ABV')",1@1825
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Heatwave Red Ale,Capitol City Brewing Company,American Amber / Red Ale,6.00 %,"('Brew_Factory_Name',)",0@1842
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,American Amber / Red Ale,6.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@1842
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Heatwave Red Ale,Capitol City Brewing Company,Amber Ale,6.00 %,"('Brew_Factory_Name', 'Style')",0@1842
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Heatwave Red Ale,Capitol City Brewing Company,American Amber / Red Ale,5.60 %,"('Brew_Factory_Name', 'ABV')",0@1842
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Heatwave Red Ale,La Quinta Brewing Co. .,Amber Ale,5.60 %,"('Style', 'ABV')",0@1842
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,6.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@1842
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,American Amber / Red Ale,5.60 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@1842
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Heatwave Red Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@1842
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Big Red Balls,Capitol City Brewing Company,American Amber / Red Ale,8.00 %,"('Brew_Factory_Name',)",0@2242
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Big Red Balls,Hillcrest Brewing Company,Amber Ale,8.00 %,"('Style',)",0@2242
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Big Red Balls,Hillcrest Brewing Company,American Amber / Red Ale,5.60 %,"('ABV',)",0@2242
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,American Amber / Red Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name')",0@2242
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Big Red Balls,Capitol City Brewing Company,Amber Ale,8.00 %,"('Brew_Factory_Name', 'Style')",0@2242
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Big Red Balls,Capitol City Brewing Company,American Amber / Red Ale,5.60 %,"('Brew_Factory_Name', 'ABV')",0@2242
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Big Red Balls,Hillcrest Brewing Company,Amber Ale,5.60 %,"('Style', 'ABV')",0@2242
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,8.00 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",0@2242
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,American Amber / Red Ale,5.60 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",0@2242
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Hillcrest Brewing Company,Amber Ale,5.60 %,"('Beer_Name', 'Style', 'ABV')",0@2242
Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Big Red Balls,Capitol City Brewing Company,Amber Ale,5.60 %,"('Brew_Factory_Name', 'Style', 'ABV')",0@2242
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,Amber Ale,6 %,"('Beer_Name', 'Brew_Factory_Name')",1@348
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,6 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@348
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,Amber Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@348
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Hopworks Urban Brewery,Barley Wine,9.50 %,"('Beer_Name',)",1@2381
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,Barley Wine,9.50 %,"('Beer_Name', 'Brew_Factory_Name')",1@2381
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Hopworks Urban Brewery,American Amber / Red Ale,9.50 %,"('Beer_Name', 'Style')",1@2381
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Hopworks Urban Brewery,Barley Wine,5.40 %,"('Beer_Name', 'ABV')",1@2381
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,9.50 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@2381
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,Barley Wine,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@2381
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Hopworks Urban Brewery,American Amber / Red Ale,5.40 %,"('Beer_Name', 'Style', 'ABV')",1@2381
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,Amber Ale,7.80 %,"('Beer_Name', 'Brew_Factory_Name')",1@1163
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,7.80 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@1163
Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,Amber Waves Ale,Capitol City Brewing,Amber Ale,5.40 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@1163
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,18th Street Brewery,Imperial IPA,8.50 %,"('Beer_Name',)",1@2300
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Granite Falls Brewing Co. .,Imperial IPA,8.50 %,"('Beer_Name', 'Brew_Factory_Name')",1@2300
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,18th Street Brewery,American Amber / Red Ale,8.50 %,"('Beer_Name', 'Style')",1@2300
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,18th Street Brewery,Imperial IPA,5.00 %,"('Beer_Name', 'ABV')",1@2300
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Granite Falls Brewing Co. .,American Amber / Red Ale,8.50 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@2300
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Granite Falls Brewing Co. .,Imperial IPA,5.00 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@2300
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,18th Street Brewery,American Amber / Red Ale,5.00 %,"('Beer_Name', 'Style', 'ABV')",1@2300
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Heavy Seas Brewing Company,Amber Ale,4.90 %,"('Beer_Name',)",1@716
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Granite Falls Brewing Co. .,Amber Ale,4.90 %,"('Beer_Name', 'Brew_Factory_Name')",1@716
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Heavy Seas Brewing Company,American Amber / Red Ale,4.90 %,"('Beer_Name', 'Style')",1@716
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Heavy Seas Brewing Company,Amber Ale,5.00 %,"('Beer_Name', 'ABV')",1@716
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Granite Falls Brewing Co. .,American Amber / Red Ale,4.90 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@716
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Granite Falls Brewing Co. .,Amber Ale,5.00 %,"('Beer_Name', 'Brew_Factory_Name', 'ABV')",1@716
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Heavy Seas Brewing Company,American Amber / Red Ale,5.00 %,"('Beer_Name', 'Style', 'ABV')",1@716
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Thorn Street Brewery,Amber Ale,6.20 %,"('Beer_Name',)",1@333
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Granite Falls Brewing Co. .,Amber Ale,6.20 %,"('Beer_Name', 'Brew_Factory_Name')",1@333
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Thorn Street Brewery,American Amber / Red Ale,6.20 %,"('Beer_Name', 'Style')",1@333
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Thorn Street Brewery,Amber Ale,5.00 %,"('Beer_Name', 'ABV')",1@333
Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,Bushfire American Red,Granite Falls Brewing Co. .,American Amber / Red Ale,6.20 %,"('Beer_Name', 'Brew_Factory_Name', 'Style')",1@333
