ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,originalRightId
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Extra Extra Credit,Wiz Khalifa,Spring Break ... Checkin ' Out,"Hip-Hop/Rap , Music",$ 1.29,2009 Rostrum Records,3:24,17-Apr-09,"('Album_Name', 'Price', 'Time')",0@3354
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Extra Extra Credit,Wiz Khalifa,Flight School,Country,$ 1.29,2009 Rostrum Records,3:24,17-Apr-09,"('Genre', 'Price', 'Time')",0@3354
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 1.29,( C ) 2015 Capitol Records Nashville,3:24,17-Apr-09,"('Price', 'CopyRight', 'Time')",0@3354
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Extra Extra Credit,Wiz Khalifa,Flight School,"Hip-Hop/Rap , Music",$ 1.29,2009 Rostrum Records,3:24,"March 10 , 2015","('Price', 'Time', 'Released')",0@3354
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Are You Leaving With Him,Luke Bryan,Spring Break ... Checkin ' Out,"Hip-Hop/Rap , Music",$ 1.29,2009 Rostrum Records,4:03,17-Apr-09,"('Song_Name', 'Artist_Name', 'Album_Name', 'Price')",0@3354
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Are You Leaving With Him,Luke Bryan,Spring Break ... Checkin ' Out,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,3:24,17-Apr-09,"('Song_Name', 'Artist_Name', 'Album_Name', 'Time')",0@3354
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Are You Leaving With Him,Luke Bryan,Flight School,Country,$ 1.29,2009 Rostrum Records,4:03,17-Apr-09,"('Song_Name', 'Artist_Name', 'Genre', 'Price')",0@3354
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Are You Leaving With Him,Luke Bryan,Flight School,Country,$ 0.99,2009 Rostrum Records,3:24,17-Apr-09,"('Song_Name', 'Artist_Name', 'Genre', 'Time')",0@3354
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Are You Leaving With Him,Luke Bryan,Flight School,"Hip-Hop/Rap , Music",$ 1.29,( C ) 2015 Capitol Records Nashville,4:03,17-Apr-09,"('Song_Name', 'Artist_Name', 'Price', 'CopyRight')",0@3354
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Are You Leaving With Him,Luke Bryan,Flight School,"Hip-Hop/Rap , Music",$ 1.29,2009 Rostrum Records,3:24,17-Apr-09,"('Song_Name', 'Artist_Name', 'Price', 'Time')",0@3354
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Are You Leaving With Him,Luke Bryan,Flight School,"Hip-Hop/Rap , Music",$ 1.29,2009 Rostrum Records,4:03,"March 10 , 2015","('Song_Name', 'Artist_Name', 'Price', 'Released')",0@3354
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Are You Leaving With Him,Luke Bryan,Flight School,"Hip-Hop/Rap , Music",$ 0.99,( C ) 2015 Capitol Records Nashville,3:24,17-Apr-09,"('Song_Name', 'Artist_Name', 'CopyRight', 'Time')",0@3354
Extra Extra Credit [ Explicit ],Wiz Khalifa,Flight School [ Explicit ],Rap & Hip-Hop,$ 0.99,2013 Mad Decent,4:03,"April 17 , 2009",Are You Leaving With Him,Luke Bryan,Flight School,"Hip-Hop/Rap , Music",$ 0.99,2009 Rostrum Records,3:24,"March 10 , 2015","('Song_Name', 'Artist_Name', 'Time', 'Released')",0@3354
