ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,originalRightId
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,an annotated bibliography on real-time database systems,"sang hyuk son , rasikan david , bhavani m. thuraisingham",sigmod record,1995,"('authors', 'venue')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,an annotated bibliography on real-time database systems,"sang hyuk son , rasikan david , bhavani m. thuraisingham",acm sigmod record,1996,"('authors', 'year')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,sigmod record,1996,"('venue', 'year')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,improving timeliness in real-time secure database systems,"sang hyuk son , rasikan david , bhavani m. thuraisingham",sigmod record,1995,"('title', 'authors', 'venue')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,improving timeliness in real-time secure database systems,"sang hyuk son , rasikan david , bhavani m. thuraisingham",acm sigmod record,1996,"('title', 'authors', 'year')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,improving timeliness in real-time secure database systems,&#214; zg &#252; r ulusoy,sigmod record,1996,"('title', 'venue', 'year')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,an annotated bibliography on real-time database systems,"sang hyuk son , rasikan david , bhavani m. thuraisingham",sigmod record,1996,"('authors', 'venue', 'year')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,an annotated bibliography on real-time database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",acm sigmod record,1995,"('authors',)",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,index concurrency control in firm real-time database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",acm sigmod record,1995,"('title', 'authors')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,index concurrency control in firm real-time database systems,&#214; zg &#252; r ulusoy,vldb,1995,"('title', 'venue')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,an annotated bibliography on real-time database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",vldb,1995,"('authors', 'venue')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,an annotated bibliography on real-time database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",acm sigmod record,1995,"('authors', 'year')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,index concurrency control in firm real-time database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",vldb,1995,"('title', 'authors', 'venue')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,index concurrency control in firm real-time database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",acm sigmod record,1995,"('title', 'authors', 'year')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,index concurrency control in firm real-time database systems,&#214; zg &#252; r ulusoy,vldb,1995,"('title', 'venue', 'year')",1@1614
an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1995,an annotated bibliography on real-time database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",vldb,1995,"('authors', 'venue', 'year')",1@1614
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,secure buffering in firm real-time database systems,özgür ulusoy,sigmod record,1995,"('title',)",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,"binto george , jayant r. haritsa",sigmod record,1995,"('authors',)",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,2000,"('year',)",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,secure buffering in firm real-time database systems,"binto george , jayant r. haritsa",sigmod record,1995,"('title', 'authors')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,secure buffering in firm real-time database systems,özgür ulusoy,the vldb journal -- the international journal on very large data bases,1995,"('title', 'venue')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,secure buffering in firm real-time database systems,özgür ulusoy,sigmod record,2000,"('title', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,1995,"('authors', 'venue')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,"binto george , jayant r. haritsa",sigmod record,2000,"('authors', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,özgür ulusoy,the vldb journal -- the international journal on very large data bases,2000,"('venue', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,secure buffering in firm real-time database systems,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,1995,"('title', 'authors', 'venue')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,secure buffering in firm real-time database systems,"binto george , jayant r. haritsa",sigmod record,2000,"('title', 'authors', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,secure buffering in firm real-time database systems,özgür ulusoy,the vldb journal -- the international journal on very large data bases,2000,"('title', 'venue', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,"binto george , jayant r. haritsa",the vldb journal -- the international journal on very large data bases,2000,"('authors', 'venue', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,promises and realities of active database systems,"eric simon , angelika kotz dittrich",sigmod record,1995,"('title', 'authors')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,promises and realities of active database systems,özgür ulusoy,very large data bases,1995,"('title', 'venue')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,"eric simon , angelika kotz dittrich",very large data bases,1995,"('authors', 'venue')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,promises and realities of active database systems,"eric simon , angelika kotz dittrich",very large data bases,1995,"('title', 'authors', 'venue')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,promises and realities of active database systems,"eric simon , angelika kotz dittrich",sigmod record,1995,"('title', 'authors', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,promises and realities of active database systems,özgür ulusoy,very large data bases,1995,"('title', 'venue', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,"eric simon , angelika kotz dittrich",very large data bases,1995,"('authors', 'venue', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1996,"('year',)",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,advances in real-time database systems research,azer bestavros,sigmod record,1995,"('title', 'authors')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,advances in real-time database systems research,özgür ulusoy,sigmod record,1996,"('title', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,azer bestavros,sigmod record,1996,"('authors', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,özgür ulusoy,acm sigmod record,1996,"('venue', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,advances in real-time database systems research,azer bestavros,acm sigmod record,1995,"('title', 'authors', 'venue')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,advances in real-time database systems research,azer bestavros,sigmod record,1996,"('title', 'authors', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,advances in real-time database systems research,özgür ulusoy,acm sigmod record,1996,"('title', 'venue', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,azer bestavros,acm sigmod record,1996,"('authors', 'venue', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on active databases ( short version ),"ulrike jaeger , johann christoph freytag",sigmod record,1995,"('title', 'authors')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on active databases ( short version ),"ulrike jaeger , johann christoph freytag",acm sigmod record,1995,"('title', 'authors', 'venue')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on active databases ( short version ),"ulrike jaeger , johann christoph freytag",sigmod record,1995,"('title', 'authors', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,özgür ulusoy,sigmod record,1996,"('year',)",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,improving timeliness in real-time secure database systems,"sang h. son , rasikan david , bhavani thuraisingham",sigmod record,1995,"('title', 'authors')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,improving timeliness in real-time secure database systems,özgür ulusoy,sigmod record,1996,"('title', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,"sang h. son , rasikan david , bhavani thuraisingham",sigmod record,1996,"('authors', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,özgür ulusoy,acm sigmod record,1996,"('venue', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,improving timeliness in real-time secure database systems,"sang h. son , rasikan david , bhavani thuraisingham",acm sigmod record,1995,"('title', 'authors', 'venue')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,improving timeliness in real-time secure database systems,"sang h. son , rasikan david , bhavani thuraisingham",sigmod record,1996,"('title', 'authors', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,improving timeliness in real-time secure database systems,özgür ulusoy,acm sigmod record,1996,"('title', 'venue', 'year')",0@1119
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,"sang h. son , rasikan david , bhavani thuraisingham",acm sigmod record,1996,"('authors', 'venue', 'year')",0@1119
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('title',)",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",international conference on management of data,1996,"('title', 'authors')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",sigmod conference,1996,"('title', 'venue')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('title', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,"('title', 'authors', 'venue')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",international conference on management of data,1996,"('title', 'authors', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,a query language and optimization techniques for unstructured data,"david simmen , eugene shekita , timothy malkemus",sigmod conference,1996,"('title', 'venue', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,2002,"('year',)",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",international conference on management of data,1996,"('title', 'authors')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,bringing order to query optimization,"david simmen , eugene shekita , timothy malkemus",sigmod record,1996,"('title', 'venue')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,bringing order to query optimization,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,2002,"('title', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,1996,"('authors', 'venue')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",international conference on management of data,2002,"('authors', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"david simmen , eugene shekita , timothy malkemus",sigmod record,2002,"('venue', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,1996,"('title', 'authors', 'venue')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,bringing order to query optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",international conference on management of data,2002,"('title', 'authors', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,bringing order to query optimization,"david simmen , eugene shekita , timothy malkemus",sigmod record,2002,"('title', 'venue', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",sigmod record,2002,"('authors', 'venue', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,2003,"('year',)",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,coarse-grained optimization : techniques for rewriting sql statement sequences,"bernhard mitschang , tobias kraft , holger schwarz , ralf rantzau",international conference on management of data,1996,"('title', 'authors')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,coarse-grained optimization : techniques for rewriting sql statement sequences,"david simmen , eugene shekita , timothy malkemus",vldb,1996,"('title', 'venue')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,coarse-grained optimization : techniques for rewriting sql statement sequences,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,2003,"('title', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"bernhard mitschang , tobias kraft , holger schwarz , ralf rantzau",vldb,1996,"('authors', 'venue')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"bernhard mitschang , tobias kraft , holger schwarz , ralf rantzau",international conference on management of data,2003,"('authors', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"david simmen , eugene shekita , timothy malkemus",vldb,2003,"('venue', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,coarse-grained optimization : techniques for rewriting sql statement sequences,"bernhard mitschang , tobias kraft , holger schwarz , ralf rantzau",vldb,1996,"('title', 'authors', 'venue')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,coarse-grained optimization : techniques for rewriting sql statement sequences,"bernhard mitschang , tobias kraft , holger schwarz , ralf rantzau",international conference on management of data,2003,"('title', 'authors', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,coarse-grained optimization : techniques for rewriting sql statement sequences,"david simmen , eugene shekita , timothy malkemus",vldb,2003,"('title', 'venue', 'year')",1@1957
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"bernhard mitschang , tobias kraft , holger schwarz , ralf rantzau",vldb,2003,"('authors', 'venue', 'year')",1@1957
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,extraction of object-oriented structures from existing relational databases,"tak w. yan , jurgen annevelink",very large data bases,1994,"('title',)",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"julia e. hodges , shekar ramanathan",very large data bases,1994,"('authors',)",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1997,"('year',)",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",very large data bases,1994,"('title', 'authors')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,extraction of object-oriented structures from existing relational databases,"tak w. yan , jurgen annevelink",sigmod record,1994,"('title', 'venue')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,extraction of object-oriented structures from existing relational databases,"tak w. yan , jurgen annevelink",very large data bases,1997,"('title', 'year')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"julia e. hodges , shekar ramanathan",sigmod record,1994,"('authors', 'venue')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"julia e. hodges , shekar ramanathan",very large data bases,1997,"('authors', 'year')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",sigmod record,1997,"('venue', 'year')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",sigmod record,1994,"('title', 'authors', 'venue')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,extraction of object-oriented structures from existing relational databases,"julia e. hodges , shekar ramanathan",very large data bases,1997,"('title', 'authors', 'year')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,extraction of object-oriented structures from existing relational databases,"tak w. yan , jurgen annevelink",sigmod record,1997,"('title', 'venue', 'year')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"julia e. hodges , shekar ramanathan",sigmod record,1997,"('authors', 'venue', 'year')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,the algres testbed of chimera : an active object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,"('title',)",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",very large data bases,1994,"('authors',)",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1995,"('year',)",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",very large data bases,1994,"('title', 'authors')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,the algres testbed of chimera : an active object-oriented database system,"tak w. yan , jurgen annevelink",sigmod conference,1994,"('title', 'venue')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,the algres testbed of chimera : an active object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1995,"('title', 'year')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",sigmod conference,1994,"('authors', 'venue')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",very large data bases,1995,"('authors', 'year')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",sigmod conference,1995,"('venue', 'year')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",sigmod conference,1994,"('title', 'authors', 'venue')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,the algres testbed of chimera : an active object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",very large data bases,1995,"('title', 'authors', 'year')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,the algres testbed of chimera : an active object-oriented database system,"tak w. yan , jurgen annevelink",sigmod conference,1995,"('title', 'venue', 'year')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"giuseppe psaila , stefano ceri , stefano paraboschi , piero fraternali",sigmod conference,1995,"('authors', 'venue', 'year')",1@2261
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,query unnesting in object-oriented databases,"tak w. yan , jurgen annevelink",very large data bases,1994,"('title',)",1@2261
