ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,originalRightId
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,an annotated bibliography on real-time database systems,"sang h. son , rasikan david , bhavani thuraisingham",sigmod record,1995,"('title', 'venue', 'year')",1@378
an annotated bibliography on real-time database systems,&#214; zg &#252; r ulusoy,acm sigmod record,1995,improving timeliness in real-time secure database systems,özgür ulusoy,sigmod record,1995,"('authors', 'venue', 'year')",1@378
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,"('title',)",0@561
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"david simmen , eugene shekita , timothy malkemus",sigmod conference,1996,"('title', 'authors')",0@561
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",international conference on management of data,1996,"('title', 'venue')",0@561
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,"('title', 'year')",0@561
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('title', 'authors', 'venue')",0@561
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"david simmen , eugene shekita , timothy malkemus",sigmod conference,1996,"('title', 'authors', 'year')",0@561
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",international conference on management of data,1996,"('title', 'venue', 'year')",0@561
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"david simmen , eugene shekita , timothy malkemus",sigmod record,1996,"('title', 'authors', 'year')",0@1857
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"giedrius slivinskas , richard t. snodgrass , christian s. jensen",international conference on management of data,1996,"('title', 'venue', 'year')",0@1857
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,bringing order to query optimization,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('authors', 'venue', 'year')",0@1857
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"david simmen , eugene shekita , timothy malkemus",vldb,1996,"('title', 'authors', 'year')",0@517
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,fundamental techniques for order optimization,"bernhard mitschang , tobias kraft , holger schwarz , ralf rantzau",international conference on management of data,1996,"('title', 'venue', 'year')",0@517
fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",sigmod conference,1996,coarse-grained optimization : techniques for rewriting sql statement sequences,"david simmen , eugene shekita , timothy malkemus",international conference on management of data,1996,"('authors', 'venue', 'year')",0@517
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",sigmod record,1994,"('title', 'authors', 'year')",0@1542
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",sigmod conference,1994,"('title', 'authors', 'year')",0@1021
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",sigmod conference,1994,"('title', 'authors', 'year')",0@2232
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,implementing lazy database updates for an object database system,"tak w. yan , jurgen annevelink",vldb,1994,"('authors',)",0@1685
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",vldb,1994,"('title', 'authors')",0@1685
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,implementing lazy database updates for an object database system,"tak w. yan , jurgen annevelink",very large data bases,1994,"('authors', 'venue')",0@1685
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,implementing lazy database updates for an object database system,"tak w. yan , jurgen annevelink",vldb,1994,"('authors', 'year')",0@1685
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,"('title', 'authors', 'venue')",0@1685
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",vldb,1994,"('title', 'authors', 'year')",0@1685
integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,implementing lazy database updates for an object database system,"tak w. yan , jurgen annevelink",very large data bases,1994,"('authors', 'venue', 'year')",0@1685
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",the vldb journal -- the international journal on very large data bases,1994,"('title', 'authors', 'year')",1@1205
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",acm sigmod record,1994,"('title', 'authors', 'year')",1@225
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,integrating a structured-text retrieval system with an object-oriented database system,"g. kappel , w. retschitzegger",vldb,1994,"('title', 'venue', 'year')",1@225
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,implementing lazy database updates for an object database system,"jurgen annevelink , tak w. yan",very large data bases,1994,"('authors',)",1@2269
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",very large data bases,1994,"('title', 'authors')",1@2269
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,implementing lazy database updates for an object database system,"jurgen annevelink , tak w. yan",vldb,1994,"('authors', 'venue')",1@2269
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,implementing lazy database updates for an object database system,"jurgen annevelink , tak w. yan",very large data bases,1994,"('authors', 'year')",1@2269
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,"('title', 'authors', 'venue')",1@2269
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",very large data bases,1994,"('title', 'authors', 'year')",1@2269
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,implementing lazy database updates for an object database system,"jurgen annevelink , tak w. yan",vldb,1994,"('authors', 'venue', 'year')",1@2269
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",very large data bases,1994,"('title', 'authors')",1@2243
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,"('title', 'authors', 'venue')",1@2243
integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",very large data bases,1994,"('title', 'authors', 'year')",1@2243
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,vldb j.,2000,"('title', 'authors')",0@2009
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search","raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2002,"('title', 'year')",0@2009
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,international conference on management of data,2000,"('title', 'authors', 'venue')",0@2009
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,vldb j.,2002,"('title', 'authors', 'year')",0@2009
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search","raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",international conference on management of data,2002,"('title', 'venue', 'year')",0@2009
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002,one-dimensional and multi-dimensional substring selectivity estimation,charu c. aggarwal,international conference on management of data,2002,"('authors', 'venue', 'year')",0@2009
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,international conference on management of data,1999,"('title', 'authors', 'venue')",0@63
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,vldb,2002,"('title', 'authors', 'year')",0@63
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search","divesh srivastava , olga kapitskaia , raymond t. ng , h. v. jagadish",international conference on management of data,2002,"('title', 'venue', 'year')",0@63
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2002,multi-dimensional substring selectivity estimation,charu c. aggarwal,international conference on management of data,2002,"('authors', 'venue', 'year')",0@63
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,international conference on management of data,2002,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,very large data bases,2002,"('title', 'authors', 'year')",1@809
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,international conference on management of data,2002,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search","h. v. jagadish , olga kapitskaia , raymond t. ng , divesh srivastava",sigmod conference,2002,"('title', 'venue', 'year')",1@809
"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,international conference on management of data,2002,multi-dimensional substring selectivity estimation,charu c. aggarwal,sigmod conference,2002,"('authors', 'venue', 'year')",1@809
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,philip a. bernstein,acm sigmod record,1995,"('title', 'authors', 'venue')",0@69
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,philip a. bernstein,vldb,1998,"('title', 'authors', 'year')",0@69
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,philip a. bernstein,sigmod conference,1998,"('title', 'authors', 'year')",0@1985
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,keishi tajima,acm sigmod record,1998,"('title', 'venue', 'year')",0@1985
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,static detection of security flaws in object-oriented databases,philip a. bernstein,acm sigmod record,1998,"('authors', 'venue', 'year')",0@1985
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,elisa bertino,vldb j.,1998,"('title', 'year')",0@644
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,philip a. bernstein,vldb j.,1998,"('title', 'authors', 'year')",0@644
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,elisa bertino,acm sigmod record,1998,"('title', 'venue', 'year')",0@644
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,philip a. bernstein,sigmod conference,1998,"('title', 'authors', 'year')",0@973
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",acm sigmod record,1998,"('title', 'venue', 'year')",0@973
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,philip a. bernstein,acm trans . database syst .,1998,"('title', 'authors', 'year')",0@2302
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,philip a. bernstein,vldb j.,1998,"('title', 'authors', 'year')",0@1118
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,philip a. bernstein,vldb,1998,"('title', 'authors', 'year')",0@2183
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,"narain h. gehani , william d. roome , h. v. jagadish",acm sigmod record,1998,"('title', 'venue', 'year')",0@2183
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,philip a. bernstein,vldb,1998,"('title', 'authors', 'year')",0@1360
repositories and object oriented databases,philip a. bernstein,sigmod record,1998,repositories and object oriented databases,"laura m. haas , michael j. carey , vivekananda maganty , john h. williams",acm sigmod record,1998,"('title', 'venue', 'year')",0@1360
repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998,repositories and object oriented databases,philip a. bernstein,sigmod record,1995,"('title', 'authors', 'venue')",1@1479
repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998,repositories and object oriented databases,philip a. bernstein,very large data bases,1998,"('title', 'authors', 'year')",1@1479
repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998,repositories and object oriented databases,philip a. bernstein,the vldb journal -- the international journal on very large data bases,1998,"('title', 'authors', 'year')",1@2276
repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998,cost-driven vertical class partitioning for methods in object oriented databases,philip a. bernstein,sigmod record,1998,"('authors', 'venue', 'year')",1@2276
repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998,repositories and object oriented databases,philip a. bernstein,international conference on management of data,1998,"('title', 'authors', 'year')",1@1630
repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998,repositories and object oriented databases,won kim,sigmod record,1998,"('title', 'venue', 'year')",1@1630
repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998,repositories and object oriented databases,"oscar d &#237; az , arturo jaime",the vldb journal -- the international journal on very large data bases,1998,"('title', 'year')",1@1159
repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998,repositories and object oriented databases,philip a. bernstein,the vldb journal -- the international journal on very large data bases,1998,"('title', 'authors', 'year')",1@1159
repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998,repositories and object oriented databases,"oscar d &#237; az , arturo jaime",sigmod record,1998,"('title', 'venue', 'year')",1@1159
repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998,repositories and object oriented databases,philip a. bernstein,very large data bases,1998,"('title', 'authors', 'year')",1@1053
repositories and object oriented databases,philip a. bernstein,acm sigmod record,1998,repositories and object oriented databases,"michael j. carey , laura m. haas , vivekananda maganty , john h. williams",sigmod record,1998,"('title', 'venue', 'year')",1@1053
cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",vldb j.,2003,cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",vldb,2003,"('title', 'authors', 'year')",0@69
cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",vldb j.,2003,cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",sigmod conference,2003,"('title', 'authors', 'year')",0@1985
cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",vldb j.,2003,cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",sigmod record,2003,"('title', 'authors', 'year')",0@692
cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",vldb j.,2003,cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",sigmod conference,2003,"('title', 'authors', 'year')",0@2232
cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",vldb j.,2003,cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",vldb j.,2003,"('title', 'authors', 'year')",0@644
cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",the vldb journal -- the international journal on very large data bases,2003,cost-driven vertical class partitioning for methods in object oriented databases,"zhaohui xie , jiawei han",very large data bases,2003,"('title', 'year')",1@2259
cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",the vldb journal -- the international journal on very large data bases,2003,cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",very large data bases,2003,"('title', 'authors', 'year')",1@2259
cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",the vldb journal -- the international journal on very large data bases,2003,cost-driven vertical class partitioning for methods in object oriented databases,"zhaohui xie , jiawei han",vldb j.,2003,"('title', 'venue', 'year')",1@2259
cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",the vldb journal -- the international journal on very large data bases,2003,cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",the vldb journal -- the international journal on very large data bases,2003,"('title', 'authors', 'year')",1@591
cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",the vldb journal -- the international journal on very large data bases,2003,cost-driven vertical class partitioning for methods in object oriented databases,"mengchi liu , gillian dobbie , tok wang ling",acm transactions on database systems ( tods ),2003,"('title', 'year')",1@346
cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",the vldb journal -- the international journal on very large data bases,2003,cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",acm transactions on database systems ( tods ),2003,"('title', 'authors', 'year')",1@346
cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",the vldb journal -- the international journal on very large data bases,2003,cost-driven vertical class partitioning for methods in object oriented databases,"mengchi liu , gillian dobbie , tok wang ling",vldb j.,2003,"('title', 'venue', 'year')",1@346
cost-driven vertical class partitioning for methods in object oriented databases,"chi-wai fung , kamalakar karlapalem , qing li",the vldb journal -- the international journal on very large data bases,2003,cost-driven vertical class partitioning for methods in object oriented databases,"qing li , chi-wai fung , kamalakar karlapalem",acm sigmod record,2003,"('title', 'authors', 'year')",1@87
