ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,originalRightId
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion 33 languages,,22.9,"('title',)",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion 33 languages,topics entertainment,22.9,"('title', 'manufacturer')",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion 33 languages,,49.99,"('title', 'price')",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion german audio,,22.9,"('title',)",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion german audio,topics entertainment,22.9,"('title', 'manufacturer')",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion german audio,,,"('title', 'price')",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion japanese deluxe 2.0,,22.9,"('title',)",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion japanese deluxe 2.0,topics entertainment,22.9,"('title', 'manufacturer')",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion japanese deluxe 2.0,,39.99,"('title', 'price')",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion german deluxe 2.0,,22.9,"('title',)",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion german deluxe 2.0,topics entertainment,22.9,"('title', 'manufacturer')",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion german deluxe 2.0,,39.99,"('title', 'price')",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion japanese 2.0,,22.9,"('title',)",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion japanese 2.0,topics entertainment,22.9,"('title', 'manufacturer')",1@2143
instant immersion translator deluxe 2.0,topics entertainment,49.99,instant immersion japanese 2.0,,19.99,"('title', 'price')",1@2143
instant immersion translator deluxe 2.0,,22.9,instant immersion italian audio ( audio book ),topics entertainment,49.99,"('title',)",0@1329
instant immersion translator deluxe 2.0,,22.9,instant immersion italian audio ( audio book ),,49.99,"('title', 'manufacturer')",0@1329
instant immersion translator deluxe 2.0,,22.9,instant immersion italian audio ( audio book ),topics entertainment,19.95,"('title', 'price')",0@1329
me too software i transfer dvds 2 ipod,me-too-software,29.99,ghost recon gold edition ( dvd-rom ),me-too-software,29.99,"('title',)",0@762
me too software i transfer dvds 2 ipod,me-too-software,29.99,i transfer dvds 2 ipod edition ( win/mac ),,29.99,"('manufacturer',)",0@762
me too software i transfer dvds 2 ipod,me-too-software,29.99,i transfer dvds 2 ipod edition ( win/mac ),me-too-software,20.95,"('price',)",0@762
me too software i transfer dvds 2 ipod,me-too-software,29.99,ghost recon gold edition ( dvd-rom ),,29.99,"('title', 'manufacturer')",0@762
me too software i transfer dvds 2 ipod,me-too-software,29.99,ghost recon gold edition ( dvd-rom ),me-too-software,20.95,"('title', 'price')",0@762
me too software i transfer dvds 2 ipod,me-too-software,29.99,i transfer dvds 2 ipod edition ( win/mac ),,20.95,"('manufacturer', 'price')",0@762
me too software i transfer dvds 2 ipod,me-too-software,29.99,i copydvds 2 professional edition,me-too-software,29.99,"('title',)",0@762
me too software i transfer dvds 2 ipod,me-too-software,29.99,i transfer dvds 2 ipod edition ( win/mac ),me-too-software,27.9,"('price',)",0@762
me too software i transfer dvds 2 ipod,me-too-software,29.99,i copydvds 2 professional edition,me-too-software,29.99,"('title', 'manufacturer')",0@762
me too software i transfer dvds 2 ipod,me-too-software,29.99,i copydvds 2 professional edition,me-too-software,27.9,"('title', 'price')",0@762
me too software i transfer dvds 2 ipod,me-too-software,29.99,i transfer dvds 2 ipod edition ( win/mac ),me-too-software,27.9,"('manufacturer', 'price')",0@762
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe acrobat 7.0 professional,,205.99,"('title',)",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe acrobat 7.0 professional,adobe,205.99,"('title', 'manufacturer')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe acrobat 7.0 professional,,449.99,"('title', 'price')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe creative suite cs3 web premium upgrade [ mac ],,205.99,"('title',)",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe cs3 flash professional upgrade,,499.0,"('price',)",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe creative suite cs3 web premium upgrade [ mac ],adobe,205.99,"('title', 'manufacturer')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe creative suite cs3 web premium upgrade [ mac ],,499.0,"('title', 'price')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,system care professional,,205.99,"('title',)",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe cs3 flash professional upgrade,avanquest,205.99,"('manufacturer',)",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,system care professional,avanquest,205.99,"('title', 'manufacturer')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,system care professional,,49.95,"('title', 'price')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe cs3 flash professional upgrade,avanquest,49.95,"('manufacturer', 'price')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 upgrade from freehand [ mac ],,205.99,"('title',)",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 upgrade from freehand [ mac ],adobe,205.99,"('title', 'manufacturer')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe illustrator cs3 upgrade from freehand [ mac ],,199.0,"('title', 'price')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade [ mac ],,205.99,"('title',)",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade [ mac ],adobe,205.99,"('title', 'manufacturer')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe dreamweaver cs3 upgrade [ mac ],,199.0,"('title', 'price')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe after effects professional 6.5 upgrade from standard to professional,,205.99,"('title',)",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe cs3 flash professional upgrade,,499.99,"('price',)",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe after effects professional 6.5 upgrade from standard to professional,adobe,205.99,"('title', 'manufacturer')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe after effects professional 6.5 upgrade from standard to professional,,499.99,"('title', 'price')",1@192
adobe flash pro cs3 upgrade [ mac ],adobe,199.0,adobe cs3 flash professional upgrade,adobe,499.99,"('manufacturer', 'price')",1@192
adobe cs3 flash professional upgrade,,205.99,adobe cs3 web premium,adobe,199.0,"('title',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe flash pro cs3 upgrade [ mac ],,199.0,"('manufacturer',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 web premium,,199.0,"('title', 'manufacturer')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 web premium,adobe,1659.99,"('title', 'price')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe illustrator cs3 ( mac ),adobe,199.0,"('title',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe flash pro cs3 upgrade [ mac ],,199.0,"('manufacturer',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe illustrator cs3 ( mac ),,199.0,"('title', 'manufacturer')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe illustrator cs3 ( mac ),adobe,599.0,"('title', 'price')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 web premium upgrade,adobe,199.0,"('title',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe flash pro cs3 upgrade [ mac ],,199.0,"('manufacturer',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 web premium upgrade,,199.0,"('title', 'manufacturer')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 web premium upgrade,adobe,517.99,"('title', 'price')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 design standard upgrade windows,adobe,199.0,"('title',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe flash pro cs3 upgrade [ mac ],,199.0,"('manufacturer',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 design standard upgrade windows,,199.0,"('title', 'manufacturer')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 design standard upgrade windows,adobe,413.99,"('title', 'price')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 flash professional academic,adobe,199.0,"('title',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe flash pro cs3 upgrade [ mac ],,199.0,"('manufacturer',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 flash professional academic,,199.0,"('title', 'manufacturer')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 flash professional academic,adobe,239.99,"('title', 'price')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe illustrator cs3 for mac academic,adobe,199.0,"('title',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe flash pro cs3 upgrade [ mac ],adobe-education-box,199.0,"('manufacturer',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe illustrator cs3 for mac academic,adobe-education-box,199.0,"('title', 'manufacturer')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe illustrator cs3 for mac academic,adobe,199.99,"('title', 'price')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe flash pro cs3 upgrade [ mac ],adobe-education-box,199.99,"('manufacturer', 'price')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 flash professional,adobe,199.0,"('title',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe flash pro cs3 upgrade [ mac ],,199.0,"('manufacturer',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 flash professional,,199.0,"('title', 'manufacturer')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 flash professional,adobe,724.99,"('title', 'price')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe indesign cs3 for mac academic,adobe,199.0,"('title',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe flash pro cs3 upgrade [ mac ],,199.0,"('manufacturer',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe indesign cs3 for mac academic,,199.0,"('title', 'manufacturer')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe indesign cs3 for mac academic,adobe,192.99,"('title', 'price')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,adobe,199.0,"('title',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe flash pro cs3 upgrade [ mac ],,199.0,"('manufacturer',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,,199.0,"('title', 'manufacturer')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe creative suite 3 ( cs3 ) design suite standard upgrade ( upsell ) mac,adobe,859.96,"('title', 'price')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe acrobat v8 .0 professional for mac upgrade,adobe,199.0,"('title',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe flash pro cs3 upgrade [ mac ],,199.0,"('manufacturer',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe acrobat v8 .0 professional for mac upgrade,,199.0,"('title', 'manufacturer')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe acrobat v8 .0 professional for mac upgrade,adobe,145.99,"('title', 'price')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 design premium upgrade,adobe,199.0,"('title',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe flash pro cs3 upgrade [ mac ],,199.0,"('manufacturer',)",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 design premium upgrade,,199.0,"('title', 'manufacturer')",0@1262
adobe cs3 flash professional upgrade,,205.99,adobe cs3 design premium upgrade,adobe,619.99,"('title', 'price')",0@1262
instant immersion hawaiian audio,topics entertainment,,instant immersion ingles audio deluxe,,12.05,"('title',)",1@647
instant immersion hawaiian audio,topics entertainment,,instant immersion ingles audio deluxe,topics entertainment,12.05,"('title', 'manufacturer')",1@647
instant immersion hawaiian audio,topics entertainment,,instant immersion ingles audio deluxe,,,"('title', 'price')",1@647
instant immersion hawaiian audio,topics entertainment,,instant immersion italian platinum,,12.05,"('title',)",1@647
instant immersion hawaiian audio,topics entertainment,,instant immersion italian platinum,topics entertainment,12.05,"('title', 'manufacturer')",1@647
instant immersion hawaiian audio,topics entertainment,,instant immersion italian platinum,,129.99,"('title', 'price')",1@647
instant immersion hawaiian audio,topics entertainment,,instant immersion german deluxe 2.0,,12.05,"('title',)",1@647
instant immersion hawaiian audio,topics entertainment,,instant immersion german deluxe 2.0,topics entertainment,12.05,"('title', 'manufacturer')",1@647
instant immersion hawaiian audio,topics entertainment,,instant immersion german deluxe 2.0,,39.99,"('title', 'price')",1@647
instant immersion hawaiian audio,topics entertainment,,instant immersion italian 2.0,,12.05,"('title',)",1@647
instant immersion hawaiian audio,topics entertainment,,instant immersion italian 2.0,topics entertainment,12.05,"('title', 'manufacturer')",1@647
instant immersion hawaiian audio,topics entertainment,,instant immersion italian 2.0,,29.99,"('title', 'price')",1@647
topics entertainment instant immersion hawaiian audio,,12.05,instant immersion spanish 2.0 topics,topics entertainment,,"('title',)",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,instant immersion spanish 2.0 topics,,,"('title', 'manufacturer')",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,instant immersion spanish 2.0 topics,topics entertainment,19.99,"('title', 'price')",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,instant immers spanish dlux 2,topics entertainment,,"('title',)",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,instant immers spanish dlux 2,,,"('title', 'manufacturer')",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,instant immers spanish dlux 2,topics entertainment,36.11,"('title', 'price')",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,topics entertainment instant immersion german audio,topics entertainment,,"('title',)",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,topics entertainment instant immersion german audio,,,"('title', 'manufacturer')",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,topics entertainment instant immersion german audio,topics entertainment,12.05,"('title', 'price')",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,instant immersion language lab deluxe edition,topics entertainment,,"('title',)",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,instant immersion language lab deluxe edition,,,"('title', 'manufacturer')",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,instant immersion language lab deluxe edition,topics entertainment,14.9,"('title', 'price')",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,instant immers italian dlux 2 .,topics entertainment,,"('title',)",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,instant immers italian dlux 2 .,,,"('title', 'manufacturer')",0@1341
topics entertainment instant immersion hawaiian audio,,12.05,instant immers italian dlux 2 .,topics entertainment,36.11,"('title', 'price')",0@1341
instant immersion japanese ( audio book ),topics entertainment,,instant immersion ingles audio deluxe,,19.95,"('title',)",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion ingles audio deluxe,topics entertainment,19.95,"('title', 'manufacturer')",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion ingles audio deluxe,,,"('title', 'price')",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion italian deluxe 2.0,,19.95,"('title',)",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion italian deluxe 2.0,topics entertainment,19.95,"('title', 'manufacturer')",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion italian deluxe 2.0,,49.99,"('title', 'price')",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion french deluxe 2.0,,19.95,"('title',)",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion french deluxe 2.0,topics entertainment,19.95,"('title', 'manufacturer')",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion french deluxe 2.0,,49.99,"('title', 'price')",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion american sign language win/mac,,19.95,"('title',)",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion american sign language win/mac,topics entertainment,19.95,"('title', 'manufacturer')",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion american sign language win/mac,,9.99,"('title', 'price')",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion italian deluxe v2 .0 ( large box ),,19.95,"('title',)",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion italian deluxe v2 .0 ( large box ),topics entertainment,19.95,"('title', 'manufacturer')",1@1475
instant immersion japanese ( audio book ),topics entertainment,,instant immersion italian deluxe v2 .0 ( large box ),,29.99,"('title', 'price')",1@1475
instant immersion japanese ( audio book ) ( audio book ),,19.95,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),topics entertainment,,"('title',)",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),,,"('title', 'manufacturer')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),topics entertainment,31.06,"('title', 'price')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,topics entertainment instant immersion italian 2.0,topics entertainment,,"('title',)",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,topics entertainment instant immersion italian 2.0,,,"('title', 'manufacturer')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,topics entertainment instant immersion italian 2.0,topics entertainment,17.55,"('title', 'price')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,instant immersion italian audio ( audio book ),topics entertainment,,"('title',)",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,instant immersion italian audio ( audio book ),,,"('title', 'manufacturer')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,instant immersion italian audio ( audio book ),topics entertainment,19.95,"('title', 'price')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,instant immers spanish dlux 2,topics entertainment,,"('title',)",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,instant immers spanish dlux 2,,,"('title', 'manufacturer')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,instant immers spanish dlux 2,topics entertainment,36.11,"('title', 'price')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,topics entertainment instant immersion japanese crash course,topics entertainment,,"('title',)",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,topics entertainment instant immersion japanese crash course,,,"('title', 'manufacturer')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,topics entertainment instant immersion japanese crash course,topics entertainment,6.56,"('title', 'price')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,instant immersion 33 languages,topics entertainment,,"('title',)",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,instant immersion 33 languages,topics entertainment,,"('title', 'manufacturer')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,instant immersion 33 languages,topics entertainment,43.99,"('title', 'price')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,instant immersion language lab deluxe edition,topics entertainment,,"('title',)",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,instant immersion language lab deluxe edition,,,"('title', 'manufacturer')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,instant immersion language lab deluxe edition,topics entertainment,14.9,"('title', 'price')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,,"('title',)",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,,"('title', 'manufacturer')",0@176
instant immersion japanese ( audio book ) ( audio book ),,19.95,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,23.61,"('title', 'price')",0@176
microsoft outlook 2007,microsoft,109.95,microsoft onenote 2007 upgrade,,109.95,"('title',)",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft onenote 2007 upgrade,microsoft,109.95,"('title', 'manufacturer')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft onenote 2007 upgrade,,79.95,"('title', 'price')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft publisher 2007 version upgrade,,109.95,"('title',)",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft publisher 2007 version upgrade,microsoft,109.95,"('title', 'manufacturer')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft publisher 2007 version upgrade,,99.95,"('title', 'price')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft office small business 2007 full version,,109.95,"('title',)",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft office small business 2007 full version,microsoft,109.95,"('title', 'manufacturer')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft office small business 2007 full version,,449.95,"('title', 'price')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft data analyzer 2002,,109.95,"('title',)",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft data analyzer 2002,microsoft,109.95,"('title', 'manufacturer')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft data analyzer 2002,,179.0,"('title', 'price')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft visio standard 2007 version upgrade,,109.95,"('title',)",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft visio standard 2007 version upgrade,microsoft,109.95,"('title', 'manufacturer')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft visio standard 2007 version upgrade,,129.95,"('title', 'price')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft office & windows training professional,,109.95,"('title',)",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft office & windows training professional,topics entertainment,109.95,"('title', 'manufacturer')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft office & windows training professional,,49.95,"('title', 'price')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft word 2004 upgrade ( mac ),,109.95,"('title',)",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft word 2004 upgrade ( mac ),microsoft,109.95,"('title', 'manufacturer')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft word 2004 upgrade ( mac ),,109.99,"('title', 'price')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft office small business 2007,,109.95,"('title',)",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft office small business 2007,microsoft software,109.95,"('title', 'manufacturer')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft office small business 2007,,735.33,"('title', 'price')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft office 2004 standard upgrade ( mac ),,109.95,"('title',)",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft office 2004 standard upgrade ( mac ),microsoft,109.95,"('title', 'manufacturer')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft office 2004 standard upgrade ( mac ),,239.99,"('title', 'price')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft onenote 2007,,109.95,"('title',)",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft onenote 2007,microsoft,109.95,"('title', 'manufacturer')",1@2877
microsoft outlook 2007,microsoft,109.95,microsoft onenote 2007,,99.95,"('title', 'price')",1@2877
microsoft office outlook 2007,,109.95,microsoft word 2007 upgrade ( pc ),microsoft,109.95,"('title',)",0@547
microsoft office outlook 2007,,109.95,microsoft word 2007 upgrade ( pc ),,109.95,"('title', 'manufacturer')",0@547
microsoft office outlook 2007,,109.95,microsoft word 2007 upgrade ( pc ),microsoft,109.95,"('title', 'price')",0@547
microsoft office outlook 2007,,109.95,microsoft academic microsoft office project 2003 professional,microsoft,109.95,"('title',)",0@547
microsoft office outlook 2007,,109.95,microsoft academic microsoft office project 2003 professional,,109.95,"('title', 'manufacturer')",0@547
microsoft office outlook 2007,,109.95,microsoft academic microsoft office project 2003 professional,microsoft,176.99,"('title', 'price')",0@547
microsoft office outlook 2007,,109.95,microsoft ( r ) project standard 2007,microsoft,109.95,"('title',)",0@547
microsoft office outlook 2007,,109.95,microsoft ( r ) project standard 2007,,109.95,"('title', 'manufacturer')",0@547
microsoft office outlook 2007,,109.95,microsoft ( r ) project standard 2007,microsoft,599.95,"('title', 'price')",0@547
microsoft office outlook 2007,,109.95,microsoft ( r ) office standard 2007,microsoft,109.95,"('title',)",0@547
