label,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,id
0,Lick It ( Norman Doray Remix ),Kaskade & Skrillex,Lick It ( Remixes ) - EP,"Dance , Music , Electronic",$ one point two nine,"2012 Ultra Records , Inc.",six minutes and fourteen seconds,17-Apr-12,Take ÌÏ There ( feat . Kiesza ) [ Netsky Remix ],Skrillex & Diplo,Take ÌÏ There ( feat . Kiesza ) [ Remixes ],Dance & Electronic,$ one point two nine,2010 Robbins Entertainment LLC,three minutes and twenty-nine seconds,"December 23 , 2014",109
0,Lick It ( Norman Doray Remix ),Kaskade & Skrillex,Lick It ( Remixes ) - EP,"Dance , Music , Electronic",$ one point two nine,"2012 Ultra Records , Inc.",six minutes and fourteen seconds,17-Apr-12,Scary Monsters And Nice Sprites ( Phonat Remix ),Skrillex,More Monsters And Sprites EP,"Dance & Electronic , Dubstep",$ one point two nine,2011 Rory Bourke Music Co. ( BMI ),three minutes and thirty-nine seconds,"June 7 , 2011",319
0,Whatcha Say ( Klubjumpers Remix Radio ),Jason Derulo,Reloaded,"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance",$ one point two nine,2011 This Compilation P2011 Warner Bros. . Records Inc.,four minutes and two seconds,16-Dec-11,The Sky 's The Limit ( Ayo Remix ),Jason Derulo,Reloaded,Pop,$ one point two nine,"( C ) 2006 DTP Records , LLC",three minutes and twenty-five seconds,"December 16 , 2011",45
0,Because of Your Love,Kenny Chesney,Greatest Hits,"Country , Music , Contemporary Country , Urban Cowboy",$ zero point nine nine,2000 BMG Entertainment,four minutes and sixteen seconds,26-Sep-00,"Ruby , Do n't Take Your Love To Town",Kenny Rogers,49 All Time Greatest Hits,"Country , Traditional Country , Cowboy",$ zero point eight nine,( c ) 2008 Goldenlane Records,two minutes and fifty-five seconds,"August 1 , 2008",248
0,Where Are '`` Now ( with Justin Bieber ) [ Ember Island Remix ],Skrillex & Diplo,Where Are '`` Now ( with Justin Bieber ) [ Remixes ] - EP,"Dance , Music",$ one point two nine,2015 OWSLA / Mad Decent / Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,two minutes and thirty-one seconds,16-Jun-15,Scary Monsters And Nice Sprites ( Zedd Remix ),Skrillex,Scary Monsters And Nice Sprites EP [ Explicit ],"Electronica , Dance & Electronic , Dubstep",$ one point two nine,( c ) 2013 Digitop Ltd,five minutes and fifty-seven seconds,"December 21 , 2010",122
0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ one point two nine,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,five minutes and six seconds,18-Apr-11,Burning Bright ( Live From Washington State ),Shinedown,Somewhere In The Stratosphere,Rock,$ one point two nine,( C ) 2005 MCA Nashville,three minutes and fifty-three seconds,"April 18 , 2011",205
0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ zero point nine nine,2012 PAXAM RECORDS,five minutes and ten seconds,2-Jul-12,Dear Chicago ( Live in Stockholm ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ zero point nine nine,2012 PAXAM RECORDS,two minutes and twenty-nine seconds,"July 2 , 2012",166
0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ zero point nine nine,2012 PAXAM RECORDS,five minutes and ten seconds,2-Jul-12,Carolina Rain ( Live in Cork ),Ryan Adams,Live After Deaf ( Cork ),"Folk , Rock",$ zero point nine nine,2012 PAXAM RECORDS,five minutes and forty-one seconds,"August 9 , 2012",145
0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ zero point nine nine,2012 PAXAM RECORDS,five minutes and ten seconds,2-Jul-12,16 Days ( Live in Glasgow ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ zero point nine nine,2012 PAXAM RECORDS,four minutes and thirty-one seconds,"July 2 , 2012",181
0,Autonomy ( Cold Blank Mix ),Zedd,Autonomy - EP,"Dance , Music",$ zero point nine nine,2011 Bugeyed Records,four minutes and fifty-nine seconds,28-Mar-11,Autonomy ( Lucky Date Mix ),Zedd,Zedd - Autonomy,"Electronica , Dance & Electronic",$ zero point nine nine,( C ) 2014 Wolf Tone Limited,five minutes and fifty-nine seconds,"March 28 , 2011",78
0,Closer ( feat . Mike Posner ),Nick Jonas,Nick Jonas ( Deluxe Version ),"Pop , Music , Teen Pop , Pop/Rock , Rock",$ one point two nine,"2014 Island Records , a division of UMG Recordings , Inc. / Safehouse Records , LLC",three minutes and forty-eight seconds,10-Nov-14,Numb [ feat . Angel Haze ] [ Clean ],Nick Jonas,Nick Jonas ( Deluxe ) [ Clean ],Pop,$ one point two nine,"( C ) 2014 Island Records/Safehouse Records LLC , a division of UMG Recordings , Inc.",three minutes and fifty-seven seconds,"November 10 , 2014",111
0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ one point two nine,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,five minutes and six seconds,18-Apr-11,45 ( Live Acoustic From Kansas City ),Shinedown,Somewhere In The Stratosphere,Rock,$ one point two nine,( C ) 2005 MCA Nashville,six minutes and twelve seconds,"April 18 , 2011",267
0,Starry Eyed ( AN21 and Max Vangeli Remix ),Ellie Goulding,Starry Eyed ( Remixes ) - EP,"Dance , Music , Pop , Rock",$ one point two nine,2011 Polydor Ltd. ( UK ),eight minutes and fourteen seconds,15-Feb-11,Lights ( Shook Remix ),Ellie Goulding,Lights ( The Remixes Part 1 ),Pop,$ one point two nine,( C ) 2011 Polydor Ltd. ( UK ),three minutes and forty-nine seconds,"May 23 , 2011",216
0,Lick It ( Norman Doray Remix ),Kaskade & Skrillex,Lick It ( Remixes ) - EP,"Dance , Music , Electronic",$ one point two nine,"2012 Ultra Records , Inc.",six minutes and fourteen seconds,17-Apr-12,Scary Monsters And Nice Sprites ( Phonat Remix ),Skrillex,More Monsters And Sprites EP,"Dance & Electronic , Dubstep",$ one point two nine,2011 Rory Bourke Music Co. ( BMI ),three minutes and thirty-nine seconds,"June 7 , 2011",143
0,Titanium ( Spanish Version ),David Guetta,Titanium ( Spanish Version ) - Single,"Dance , Music , Electronic",$ one point two nine,"2012 What A Music Ltd , Licence exclusive Parlophone Music France",three minutes and fifty-eight seconds,20-Aug-12,Titanium ( feat . Sia ) [ Cazzette 's Ant Seeking Hamster Mix ],David Guetta,Titanium ( Feat . Sia ),Dance & Electronic,$ zero point nine nine,"2011 What A Music Ltd , licence exclusive Parlophone Music France",six minutes and thirty-seven seconds,"January 20 , 2012",128
1,Halcyon,Ellie Goulding,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",$ one point two nine,‰ ãÑ 2013 Polydor Ltd. ( UK ),three minutes and twenty-four seconds,27-Aug-13,Halcyon,Ellie Goulding,Halcyon,Pop,$ one point two nine,( C ) 2013 Polydor Ltd. ( UK ),three minutes and twenty-four seconds,"August 27 , 2013",308
0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ one point two nine,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,three minutes and thirty-one seconds,"August 21 , 2009",62
0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,Gettin ' Over ( Feat . Chris Willis ; Continuous Mix Version ),David Guetta,One Love ( Deluxe Version ),Dance & Electronic,$ one point two nine,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,three minutes and thirty-one seconds,"August 21 , 2009",139
0,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",three minutes and fifty-four seconds,24-Nov-14,Dangerous ( feat . Sam Martin ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and twenty-three seconds,"November 24 , 2014",117
0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,Dangerous ( feat . Sam Martin ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and twenty-three seconds,"November 24 , 2014",240
0,Slow Down ( Sure Shot Rockers Reggae Dub Remix ),Selena Gomez,Slow Down ( Reggae Remixes ) - Single,"Reggae , Music , Electronic , Dance , Rock",$ one point two nine,"2013 Hollywood Records , Inc.",three minutes and fifteen seconds,20-Aug-13,Good For You ( Yellow Claw & Cesqeaux Remix ) [ feat . A$ AP Rocky ],Selena Gomez,Good For You ( Remixes ),Pop,$ one point two nine,( C ) 2015 Interscope Records,three minutes and one seconds,"September 4 , 2015",189
1,True Colors ( feat . Nicki Minaj ),Wiz Khalifa,Blacc Hollywood,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",$ one point two nine,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,four minutes and fifteen seconds,19-Aug-14,True Colors ( feat . Nicki Minaj ) [ Explicit ],Wiz Khalifa,Blacc Hollywood [ Explicit ],Rap & Hip-Hop,$ one point two nine,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,four minutes and fifteen seconds,"August 19 , 2014",35
1,"Turn Around ( 5,4,3,2,1 ) [ DJ Bam Bam Radio Remix ]",Flo Rida,"Turn Around ( 5,4,3,2,1 ) - Deluxe Single","Hip-Hop/Rap , Music , Electronic , Rap , Dirty South , Dance",$ one point two nine,‰ ãÑ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,three minutes and thirty-five seconds,16-Nov-10,"Turn Around ( 5,4,3,2,1 )",Flo Rida,Only One Flo ( Part 1 ) [ Deluxe ] [ + Video ] [ + Digital Booklet ],Rap & Hip-Hop,$ one point two nine,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,three minutes and twenty seconds,"November 26 , 2010",9
0,Lifted ( feat . Emeli Sand ' © & Professor Green ),Naughty Boy,Hotel Cabana ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance,Electronic,Hip-Hop / Rap , Pop/Rock",$ one point two nine,2013 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,four minutes and fifteen seconds,6-May-14,One Way [ feat . Mic Righteous ],Naughty Boy,Hotel Cabana ( Deluxe Version ) [ Explicit ],Pop,$ one point two nine,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,three minutes and twenty-six seconds,"May 6 , 2014",156
0,"Young , Wild & Free ( feat . Bruno Mars )",Snoop Dogg,Mac and Devin Go to High School ( Music from and Inspired By the Movie ) [ Deluxe Version ],"Soundtrack,Music,Hip-Hop / Rap , West Coast Rap , Gangsta Rap , Hardcore Rap , Rap , Soundtrack",$ one point nine nine,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,four minutes and twelve seconds,12-Dec-11,Can You Control Yo Hoe ( Album Version ( Explicit ) ) [ feat . Soopafly ] [ Explicit ],Snoop Dogg,R&G ( Rhythm & Gangsta ) : The Masterpiece ( Explicit Version ),"Gangsta & Hardcore , Rap & Hip-Hop",$ zero point nine nine,( C ) 2004 Geffen Records,three minutes and eight seconds,"November 16 , 2004",108
1,Gone,The Weeknd,Trilogy,"R&B / Soul , Music , Rock , Contemporary R&B",$ one point two nine,"‰ ãÑ 2012 XO & co. , Inc.",eight minutes and seven seconds,13-Nov-12,Gone ( Album Version ( Edited ) ) [ Clean ],The Weeknd,Trilogy ( Edited Version ) [ Clean ],R&B,$ one point two nine,"( C ) 2013 XO & co. , Inc.",eight minutes and seven seconds,"September 18 , 2015",169
0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ zero point nine nine,2012 PAXAM RECORDS,five minutes and ten seconds,2-Jul-12,Lucky Now ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ],Ryan Adams,Live At Carnegie Hall [ Explicit ],Rock,$ one point two nine,( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,six minutes and one seconds,"April 21 , 2015",0
0,If I Am a Stranger ( Live In Amsterdam ),Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],"Singer/Songwriter , Music , Rock",$ zero point nine nine,2012 PAXAM RECORDS,five minutes and ten seconds,2-Jul-12,16 Days ( Live in London 2 Bonus Track ),Ryan Adams,Live After Deaf ( Collection ),"Folk , Rock",$ zero point nine nine,2012 PAXAM RECORDS,four minutes and fifty-six seconds,"July 2 , 2012",320
0,Masterpiece ( feat . Jordan Rakei ),Disclosure,Caracal,"Electronic , Music , Dance , Garage , House , Rock",Album Only,"2015 Island Records , a division of Universal Music Operations Limited",four minutes and one seconds,,Holding On [ feat . Gregory Porter ],Disclosure,Caracal,"Electronica , Dance & Electronic",$ one point two nine,"( C ) 2015 Island Records , a division of Universal Music Operations Limited",five minutes and fifteen seconds,"September 25 , 2015",226
0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",three minutes and twenty seconds,24-Nov-14,I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and eight seconds,"November 24 , 2014",2
0,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],David Guetta,One Love ( Deluxe Version ),"Dance , Music",$ one point two nine,2010 Gum Prod licence exclusive Parlophone Music France,two minutes and fifty-one seconds,21-Aug-09,I 'll Keep Loving you ( feat . Birdy & Jaymes Young ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and eight seconds,"November 24 , 2014",317
0,El Perd ' _ n ( Forgiveness ),Nicky Jam & Enrique Iglesias,El Perd ' _ n ( Forgiveness ) - Single,"Pop , Music",$ one point two nine,2015 Sony Music Entertainment US Latin LLC,three minutes and twenty-six seconds,10-Jul-15,El PerdÌ_n ( Gregor Salto Remix ),Nicky Jam & Enrique Iglesias,El PerdÌ_n ( The Remixes ),"International , Latin Music , Latin Hip-Hop",$ one point two nine,2015 Real Sounds,four minutes and nine seconds,"July 1 , 2015",243
0,Take Care ( feat . Rihanna ),Drake,Take Care ( Deluxe Version ),"Hip-Hop/Rap , Music",$ one point two nine,‰ ãÑ 2011 Cash Money Records Inc.,four minutes and thirty-seven seconds,15-Nov-11,Make Me Proud [ feat . Nicki Minaj ] [ Clean ],Drake,Take Care ( Deluxe Edition ),Rap & Hip-Hop,$ one point two nine,( C ) 2012 Cash Money Records Inc.,three minutes and thirty-nine seconds,"March 20 , 2012",282
0,Take Care ( feat . Rihanna ),Drake,Take Care ( Deluxe Version ),"Hip-Hop/Rap , Music",$ one point two nine,‰ ãÑ 2011 Cash Money Records Inc.,four minutes and thirty-seven seconds,15-Nov-11,The Real Her [ feat . Andre 3000 ] [ Explicit ],Drake,Take Care ( Deluxe Edition ) [ Explicit ],Rap & Hip-Hop,$ one point two nine,( C ) 2012 Cash Money Records Inc.,five minutes and twenty-one seconds,"March 20 , 2012",113
0,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,five minutes and eleven seconds,,My Way ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ one point two nine,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",three minutes and thirty-three seconds,"September 25 , 2015",99
1,I Ai n't Livin ' Long Like This,Chris Janson,Take It to the Bank - EP,"Country , Music",$ one point two nine,2014 Sony Music Entertainment,four minutes and thirteen seconds,24-Feb-14,I Ai n't Livin ' Long Like This,Chris Janson,Take It to the Bank ( EP ),Country,$ one point two nine,( C ) 2012 Cash Money Records Inc.,four minutes and thirteen seconds,"February 24 , 2014",231
1,I Ai n't Livin ' Long Like This,Chris Janson,Take It to the Bank - EP,"Country , Music",$ one point two nine,2014 Sony Music Entertainment,four minutes and thirteen seconds,24-Feb-14,I Ai n't Livin ' Long Like This,Chris Janson,Take It to the Bank ( EP ),Country,$ one point two nine,( C ) 2012 Cash Money Records Inc.,four minutes and thirteen seconds,"February 24 , 2014",202
1,I Ca n't Go There ( Acoustic Version ),Kenny Chesney,"No Shoes , No Shirt , No Problems","Country , Music , Contemporary Country , Urban Cowboy",$ zero point nine nine,2002 BMG,three minutes and forty-five seconds,2-Apr-02,I Ca n't Go There ( Acoustic Version ),Kenny Chesney,"No Shoes , No Shirt , No Problems",Country,$ zero point nine nine,Underground Avenue,three minutes and forty-five seconds,"April 2 , 2002",186
0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ one point two nine,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,five minutes and six seconds,18-Apr-11,Times Like These ( Live Acoustic From Kansas City ),Shinedown,Somewhere In The Stratosphere,Rock,$ one point two nine,( C ) 2005 MCA Nashville,four minutes and seven seconds,"April 18 , 2011",223
0,Second Chance ( Live Acoustic from Kansas City ),Shinedown,Somewhere In the Stratosphere ( Live ),"Rock , Music , Metal , Alternative , Hard Rock",$ one point two nine,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,five minutes and six seconds,18-Apr-11,Intro ( Scary Fairy ) [ Live From Washington State ],Shinedown,Somewhere In The Stratosphere,Rock,$ one point two nine,( C ) 2005 MCA Nashville,one minutes and two seconds,"April 18 , 2011",81
1,Who I Am With You,Chris Young,A.M.,"Country , Music , Urban Cowboy , Contemporary Country",$ one point two nine,‰ ãÑ 2013 Sony Music Entertainment,three minutes and thirteen seconds,16-Sep-13,Who I Am With You,Chris Young,A.M.,Country,$ one point two nine,"( C ) 2010 Hollywood Records , Inc.",three minutes and eleven seconds,"September 16 , 2013",237
0,Gold ( feat . Eighty4 Fly ),Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",$ one point two nine,"‰ ãÑ 2012 Macklemore , LLC .",four minutes and eleven seconds,1-Aug-12,Neon Cathedral ( feat . Allen Stone ),Macklemore & Ryan Lewis,The Heist [ Explicit ],Rap & Hip-Hop,$ one point two nine,2014 Selena Garcia & Steven Gomez,four minutes and thirty-four seconds,"October 9 , 2012",10
0,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",three minutes and fifty-four seconds,24-Nov-14,S.T.O.P ( feat . Ryan Tedder ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and thirty-four seconds,"November 24 , 2014",206
0,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",three minutes and fifty-four seconds,24-Nov-14,Goodbye Friend ( feat . The Script ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and forty-nine seconds,"November 24 , 2014",13
0,Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],David Guetta,Listen ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",three minutes and twenty seconds,24-Nov-14,Goodbye Friend ( feat . The Script ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and forty-nine seconds,"November 24 , 2014",106
1,The Whisperer ( feat . Sia ),David Guetta,Listen,"Dance , Music , Electronic , House , Rock , French Pop",$ one point two nine,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",three minutes and fifty-four seconds,24-Nov-14,The Whisperer ( feat . Sia ),David Guetta,Listen ( Deluxe ),Dance & Electronic,$ one point two nine,2015 If Moving Your Mine,three minutes and fifty-four seconds,"November 24 , 2014",47
