Song_Name;Artist_Name;Album_Name;Genre;Price;CopyRight;Time;Released;Neg_sample_ID
373;373;373;373;373;373;373;373;468
324;324;523;493;324;324;324;523;439
181;181;181;181;181;181;181;181;201
373;373;373;373;373;373;373;373;72
324;390;493;392;392;392;392;392;232
392;390;392;392;392;392;223;392;538
373;373;373;373;373;373;373;373;166
181;181;181;181;181;181;373;353;329
181;373;181;181;373;373;373;373;86
370;370;370;370;370;370;223;370;509
181;373;181;181;181;373;373;373;362
370;370;370;370;370;370;370;370;323
7;373;373;373;373;373;7;373;473
370;370;370;370;370;370;370;370;343
488;488;488;488;488;488;373;488;426
353;370;373;370;353;370;370;370;491
373;373;373;373;373;373;373;373;154
488;373;488;373;373;373;373;373;110
219;488;488;488;488;488;488;488;157
493;373;488;493;373;373;223;373;82
440;440;440;440;84;84;84;440;268
493;493;493;493;493;493;324;493;179
373;373;373;373;373;373;373;373;36
370;370;370;370;370;370;370;370;348
373;373;373;373;373;373;373;373;92
353;373;373;373;373;373;223;373;469
493;488;488;488;488;488;488;488;40
324;324;324;324;324;324;324;324;236
411;411;411;411;411;411;411;411;518
409;409;409;409;409;409;409;409;480
84;373;84;84;488;373;84;488;381
324;324;324;324;324;324;84;324;66
493;324;324;493;493;324;324;493;233
324;493;493;493;493;493;493;493;273
7;370;370;370;370;370;370;370;507
392;390;392;391;392;324;223;392;355
373;373;373;373;373;373;373;373;94
373;373;373;373;373;373;373;373;471
324;324;324;324;324;324;223;324;265
409;409;409;409;409;409;409;409;185
353;373;373;373;373;373;373;373;74
223;223;223;223;223;223;223;223;498
488;373;373;373;373;373;373;373;225
370;370;370;370;370;370;370;370;317
373;373;373;373;373;373;373;373;79
219;488;488;488;488;488;409;488;170
181;181;181;181;181;181;409;181;462
353;353;353;353;353;353;84;353;69
181;181;181;181;181;181;373;488;203
370;370;370;370;370;370;370;370;198
488;488;488;488;488;488;488;488;32
373;373;373;373;373;373;373;373;135
373;373;373;373;373;373;223;373;134
373;373;373;373;373;373;373;373;117
84;324;84;84;84;324;84;84;14
493;493;493;493;493;493;223;493;447
392;390;392;391;392;392;392;392;397
409;409;409;409;409;409;409;409;49
370;223;223;223;223;223;223;223;307
181;181;181;181;181;181;373;353;300
181;373;373;373;373;373;373;373;119
373;373;373;373;373;373;373;373;153
324;324;493;493;324;324;84;440;356
324;493;373;493;493;324;373;493;142
353;370;353;370;370;370;353;353;320
84;324;84;84;84;324;84;84;9
373;373;373;373;373;373;373;373;75
84;84;84;84;84;84;84;84;285
353;353;353;353;353;353;353;353;184
488;488;84;488;488;488;84;488;529
353;353;353;353;353;353;353;353;354
493;493;493;493;493;493;493;493;26
181;181;488;181;181;181;181;488;31
324;493;493;493;493;493;493;493;270
181;181;181;181;181;181;181;181;428
409;181;409;409;409;409;409;409;404
490;490;490;490;490;490;490;490;511
353;353;353;353;353;353;84;353;81
488;488;488;488;488;488;488;488;380
440;223;223;223;223;223;223;223;318
353;353;353;353;353;353;353;353;345
409;409;409;409;409;409;409;409;290
181;353;181;181;181;181;181;353;330
84;84;84;84;84;84;84;84;115
409;409;409;409;409;409;409;409;310
181;181;181;181;181;181;181;181;29
84;223;223;223;223;223;223;223;340
324;324;324;324;324;324;324;324;104
493;493;493;493;493;493;84;493;246
353;353;353;353;353;353;353;353;368
493;488;488;493;488;488;488;488;282
523;523;523;523;523;523;523;523;206
373;373;373;373;373;373;223;373;133
373;373;373;373;373;373;373;373;126
181;181;488;181;181;181;181;488;22
181;181;181;181;181;181;181;181;437
370;370;370;370;370;373;373;370;485
488;373;488;373;373;373;373;373;120
181;181;181;181;181;181;373;488;364
488;488;488;488;488;488;373;488;429
373;373;373;373;373;373;373;373;95
84;84;84;84;84;84;84;84;20
218;218;218;218;218;218;218;218;64
181;181;181;181;181;181;373;181;322
286;181;181;181;181;181;181;440;258
324;324;488;324;324;324;324;324;35
324;488;488;488;488;488;373;488;298
440;440;440;493;440;493;84;440;237
324;324;324;324;324;324;324;324;239
440;373;373;373;373;373;223;373;141
7;7;7;7;7;7;7;7;535
373;373;373;373;373;373;373;373;122
373;373;373;373;373;373;324;373;149
7;370;7;370;370;370;7;370;128
493;373;488;373;373;373;373;373;446
440;440;440;440;440;440;440;440;264
488;488;488;488;488;488;373;488;434
488;488;488;488;488;488;488;488;510
324;493;373;493;493;324;373;493;138
373;373;373;373;373;373;373;373;171
493;493;493;493;493;324;84;493;39
373;373;373;373;373;373;373;373;168
523;218;523;523;523;523;523;523;288
373;373;373;373;373;373;373;373;430
409;409;409;409;409;409;409;409;476
488;488;84;488;488;488;84;488;383
488;373;373;373;373;373;373;373;512
84;84;84;84;84;84;84;84;460
186;186;186;186;186;186;370;186;465
7;7;7;7;7;7;7;7;326
7;7;7;7;7;7;84;7;536
181;353;353;181;181;181;373;353;401
488;373;373;373;373;373;373;373;140
324;324;324;493;324;324;409;493;231
373;373;373;373;373;373;373;373;222
488;373;488;488;373;373;373;373;76
522;522;522;522;522;522;522;522;335
353;353;353;353;353;353;353;353;327
373;373;373;373;373;373;223;373;96
84;84;84;84;84;84;84;84;105
324;373;373;373;373;373;223;373;243
84;84;84;84;84;84;84;84;188
409;409;409;409;409;409;409;409;291
370;370;370;370;370;370;223;370;458
181;373;181;181;373;373;373;373;61
7;7;7;7;7;7;7;7;296
181;181;181;181;181;181;353;353;363
440;440;440;440;181;181;181;440;377
523;440;523;523;523;523;523;523;525
181;181;181;181;181;181;181;181;508
181;181;181;181;181;181;181;181;475
84;324;84;84;84;324;84;84;10
7;370;7;370;370;370;7;370;121
219;218;219;219;219;219;373;219;444
373;373;373;373;373;373;373;373;98
353;353;353;353;181;353;373;353;513
181;181;181;181;181;181;373;488;316
493;493;493;493;493;493;223;493;158
261;261;261;261;261;261;261;261;256
353;353;353;353;353;353;353;353;325
181;181;181;181;181;181;373;181;443
440;440;440;440;440;440;440;440;309
181;353;181;181;181;181;373;353;352
181;181;181;181;181;181;181;181;457
353;373;373;373;373;373;353;353;111
353;370;353;370;370;370;353;353;346
84;84;84;84;84;84;84;84;100
373;373;373;373;373;373;373;373;124
373;373;373;373;373;373;373;373;131
493;493;493;493;493;493;223;493;374
370;370;370;370;370;370;370;370;418
84;84;84;84;84;84;84;84;106
84;84;84;84;84;84;84;84;534
181;181;84;181;181;181;84;181;423
181;373;7;181;181;373;84;373;165
373;373;373;373;373;373;223;373;155
373;373;373;373;373;373;373;373;38
440;440;440;440;440;440;223;440;23
409;409;409;409;409;409;409;409;18
488;488;488;488;488;488;488;488;349
493;493;223;493;223;223;223;493;178
181;373;373;181;373;373;373;373;163
392;390;392;392;392;392;392;392;248
411;411;411;411;411;411;411;411;244
373;373;373;373;373;373;223;373;137
493;324;324;493;493;324;223;493;274
7;7;7;7;7;7;223;7;400
373;373;373;373;373;373;373;373;148
493;324;84;493;181;324;84;440;234
223;493;493;493;493;493;493;493;337
373;373;373;373;373;373;373;373;419
219;488;218;219;488;488;409;488;162
181;181;181;181;181;181;181;181;199
493;324;324;493;493;324;324;493;57
84;84;84;84;84;84;84;84;6
84;324;84;84;84;324;84;84;11
353;370;370;370;370;370;370;370;88
181;181;181;181;181;181;373;488;315
324;324;324;324;324;324;324;324;242
488;488;488;488;488;488;488;488;515
353;353;353;353;353;353;84;353;537
493;488;488;493;488;488;488;488;481
181;373;181;181;181;373;373;373;112
353;181;181;181;181;181;353;353;369
373;373;373;373;373;373;373;373;145
353;353;353;353;181;353;181;353;220
409;409;409;409;409;409;409;409;308
409;409;409;409;409;409;409;409;197
373;373;373;373;373;373;373;373;85
373;373;373;373;373;373;373;373;417
493;493;493;493;493;493;324;493;177
324;324;373;219;324;324;324;324;459
181;181;181;181;181;181;181;353;403
488;373;84;488;373;373;373;373;208
490;490;490;490;490;490;490;490;438
440;440;440;440;440;440;84;440;451
324;493;373;493;493;324;373;493;132
353;181;181;181;181;181;353;353;384
7;7;7;7;7;7;7;7;297
493;493;493;493;493;493;223;493;24
488;488;488;488;488;488;373;488;448
84;84;84;84;84;84;84;84;16
373;373;373;373;373;373;373;373;174
12;12;12;252;12;12;250;12;441
373;373;373;373;373;373;373;373;143
493;493;493;493;493;493;493;493;175
181;373;488;181;373;373;373;373;294
373;373;373;373;373;373;373;373;151
223;223;223;223;223;223;223;223;152
84;223;223;223;223;223;223;223;338
488;488;488;488;488;488;488;488;21
181;181;181;181;181;181;409;181;425
493;324;324;493;493;324;324;493;240
324;324;324;324;488;324;488;324;281
324;373;373;324;373;373;324;373;147
353;353;370;353;370;353;353;353;527
373;373;373;373;373;373;373;373;144
409;488;488;409;488;488;409;488;449
84;84;84;84;84;84;84;84;101
324;373;373;373;373;373;223;373;167
493;493;493;493;493;493;223;493;295
373;373;373;373;373;373;373;373;60
440;440;440;440;440;440;304;440;249
280;223;223;223;223;223;280;280;472
324;324;324;324;324;324;84;324;277
324;373;373;373;373;373;223;373;146
409;409;409;409;409;409;409;409;496
353;353;353;353;181;353;181;353;73
391;390;392;391;391;391;391;391;103
488;488;488;488;488;488;223;488;432
353;370;370;370;370;370;370;370;164
373;373;373;373;373;373;373;373;150
488;488;488;488;488;488;84;488;272
411;370;370;411;370;370;84;370;499
373;373;373;373;373;373;373;373;519
181;353;181;181;181;181;373;353;365
409;488;488;488;488;488;373;488;211
324;324;488;488;488;488;488;488;279
219;488;218;219;488;488;409;488;159
181;181;181;181;181;181;373;353;361
488;488;488;488;488;488;488;488;3
7;7;7;7;7;7;373;7;464
223;223;223;223;223;223;223;223;27
493;493;493;493;493;324;223;493;269
373;373;373;373;373;373;373;373;59
353;353;353;353;181;353;181;353;194
324;493;493;493;493;493;493;493;266
353;353;353;353;353;353;353;353;192
181;373;373;373;373;373;223;373;226
304;440;440;440;440;440;440;440;247
181;181;181;181;181;181;181;181;196
84;84;84;84;84;84;84;84;107
181;353;181;181;181;181;373;353;321
373;373;373;373;373;373;373;373;398
488;488;488;488;488;488;373;488;302
488;373;373;373;373;373;373;373;173
353;353;353;353;353;353;353;353;358
370;370;370;370;370;370;370;370;350
84;84;84;84;84;84;84;84;17
324;488;488;488;488;488;409;488;210
373;373;373;373;373;373;223;373;169
181;181;181;181;181;181;181;181;187
488;493;493;493;493;493;493;493;379
370;370;370;370;370;370;370;370;344
219;488;488;488;488;488;409;488;156
286;286;286;409;181;181;409;286;524
488;488;488;488;488;488;373;488;399
373;373;223;373;373;373;223;373;394
391;390;493;391;391;390;391;391;108
409;488;488;488;488;488;409;488;453
488;373;488;488;373;373;373;373;466
84;84;84;84;84;84;84;84;4
324;324;488;324;488;324;84;488;456
409;181;409;409;409;181;409;488;200
440;440;440;440;440;440;440;440;217
353;353;353;353;353;353;223;353;68
488;488;488;488;488;488;488;488;351
523;84;84;523;84;84;84;523;303
488;488;488;488;488;488;488;488;376
373;373;373;373;373;373;373;373;127
