label,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,id
1,the worlinfo aIsistant : spatio-temporal information integration on the web,"cyruf shahabi , mohammad r. kolahdouzan , craig a. knoblock , josé luis ambite , maria muslea , snehal thakkar",vlRb,2004,the w_rlinfo assistant : spatio-temporal information integration on the web,"jos &#233; luis ambite , craig a. kEoblock , mohammad r. kolahdouzan , maria muslea , cyrus shahabi , snehal thakkar",very larWe data bases,200d,5268
0,researeh directions in biodiversity informatics,john]l. schnase,Dldb,2H00,researcU in information managment at dublin city university,"mark.roantree , alan f. smeaton",acm6sigmod record,z002,6122
0,knowledge discovery in data wareOouses,themidtoklis palpanas,iigmod record,2200,dblearnO: a system prototype for knowledge discovery in relational databases,"jiaw/i han , yongjian fu , yue huang , yandong cai , nick cercone",internatiFnal conference on management of data,1@94,1935
0,_defs : a file system interface to an object-oriented database,"narain h. gehani , willial d. roome , h. v. jagadish",vld8,1`94,an effec'ive deductive object-oriented database through language integration,"mLria l. barja , norman w. paton , alvaro a. a. fernandes , m. howard williams , andrew dinn",Sery large data bases,1794,90
0,"suppor,ing top-k join queries in relational databases","walid""g. aref , ahmed k. elmagarmid , ihab f. ilyas",)ldb,n003,>fficiently instantiating view-objects from remote relational databases,byung suk lee r gio wiederhold,the vld~ journal -- the international journal on very large data bases,1~94,3957
0,cost-based selectioC of path expression processing algorithms in object-oriented databases,"zhao-huiWtang , georges gardarin , jean-robert gruser",Tldb,1i96,join index hierarchies cor supporting efficient navigations in object-oriented databases,"zhaohui Nie , jiawei han",very large data bases,1L94,942
0,index cinfiguration in object-oriented databases,e0isa bertino,vDdb j.,1=94,on-line reorganiza+ion in object databases,"mohana k. lakhamBaju , rajeev rastogi , s. seshadri , s. sudarshan",international conjerence on management of data,2{00,2599
0,design prin~iples for data-intensive web sites,"pSero fraternali , stefano paraboschi , stefano ceri",sigmWd record,M999,databaze principles,]eonid libkin,acm s5gmod record,2|01,4365
0,efficienN and cost-effective techniques for browsing and indexing large video databases,"kieo a. hua , jung-hwan oh",sigmod conLerence,2^00,locally adap#ive dimensionality reduction for indexing large time series databases,"e}monn keogh , kaushik chakrabarti , michael pazzani , sharad mehrotra",Pnternational conference on management of data,2~01,6327
0,efficient ir-st)le keyword search over relational databases,"yannis papakonstantinou , luis 6ravano , vagelis hristidis",vldc,2g03,efficient search of Uulti-dimensional b-trees,"harry leslie 3 rohit jain , dave birdsall , hedieh yaghmai",viry large data bases,1R95,6382
0,spatial data :anagement for computer aided design,"andrtas müller , marco pötke , thomas seidl , hans-peter kriegel",sigmod confeeence,2b01,networked dEta management design points,j2mes r. hamilton,very lhrge data bases,1:99,6849
0,the sc-tree : an index structure for high-dimensional nearest neighbor queries,"nor`o katayama , shin ` ichi satoh",sigmod Aonference,199?,n>arest neighbor queries,"nick rpussopoulos , stephen kelley , fr &#233; d &#233; ric vincent",in(ernational conference on management of data,1{95,3436
0,onCthe computation of relational view complements,"gottfried vossen , Iens lechtenbörger",aXm trans . database syst .,2q03,incrementa+ computation of nested relational query expressions,"lars baeDgaard , leo mark",acm traniactions on database systems ( tods ),1m95,1951
0,T data transformation system for biological data sources,"1usan b. davidson , limsoon wong , kyle hart , peter buneman , g. christian overton",vDdb,199S,lineage}tracing for general data warehouse transformations,"y.Gcui , j. widom",the vldb jouZnal -- the international journal on very large data bases,2D03,2247
0,combi-oper'tor : database support for data mining applications,"wolfg5ng lehner , alexander hinneburg , dirk habich",Wldb,200@,w\b caching for database applications with oracle web cache,"jesse anton , lawrence jacobs , xqang liu , jordan parker , zheng zeng , tie zhong",iDternational conference on management of data,"2""02",33
0,archiving scientimic data,"sWnjeev khanna , peter buneman , wang chiew tan , keishi tajima",sigmodNconference,2d02,"a dgstributed scientific data archive using the web , xml and sql/med","mirk papiani , jasmin l. wason , alistair n. dunlop , denis a. nicole",acm sigmot record,R999,6693
0,quali<y-driven integration of heterogenous information systems,"johann {hristoph freytag , felix naumann , ulf leser",vlcb,1s99,using semantic values to facilitate interoperaxility among heterogeneous information systems,"edwvrd sciore , michael siegel , arnon rosenthal",acm Yransactions on database systems ( tods ),S994,5782
0,lineage tracing for general data warehoese transformations,"yingwei cui , jennifeJ widom",vl#b,2k01,a data transformation system for biotogical data sources,"peter buneman , susan b. davids/n , kyle hart , g. christian overton , limsoon wong",very *arge data bases,1t95,6293
0,spatialVjoins using seeded trees,"chinya vy ravishankar , ming-ling lo",sigmod conf&rence,1:94,multiwa7 spatial joins,"nifos mamoulis , dimitris papadias",aIm transactions on database systems ( tods ),J001,5821
1,the d!tabase and information system research group at the university of ulm,"peter d$dam , wolfgang klas",sigmo[ record,s997,phe database and information system research group at the university of ulm,"pe)er dadam , wolfgang klas",acm}sigmod record,x997,3820
0,frte parallel data mining,"bin li , denni} shasha",sigmod co@ference,199E,sc#lable parallel data mining for association rules,"8ui-hong han , george karypis , vipin kumar","i""ternational conference on management of data",s997,1983
0,"data!mining using two-dimensional optimized accociation rules : scheme , algorithms , and visualization","shinichi morishita , `asuhiko morimoto , takeshi tokuyama , takeshi fukuda",sigmoduconference,1990,data mining with optimized two-dimensiona> association rules,"takeshi fukuda , yasuhikS morimoto , shimichi morishita , takeshi tokuyama",acm tranpactions on database systems ( tods ),200D,4182
0,f_ltering algorithms and implementation for very fast publish/subscribe,"kenneth a. ross , françoise fa6ret , françois llirbat , joão pereira , hans-arno jacobsen , dennis shasha",sigmod conf#rence,$001,design and implementation of a genetic-based algo?ithm for data mining,su5il choenni,very lArge data bases,j000,4487
0,a system foN keyword proximity search on xml databases,"tianqiu wang , yannis papakonstantinou , nick kousas , vagelis hristidis , andrey balmin , divesh srivastava",vl1b,2903,visdb : a system for vis&alizing large databases,"daniel a. keim , hans""peter kriegel",i0ternational conference on management of data,1=95,5061
0,vxmlr : 1 visual xml-relational database system,"aoying zfou , wenyun ji , shihui zheng , hongjun lu , yuqi liang , zengping tian , long zhang",vld',2Q01,"olap , relational , an, multidimensional database systems",{eorge colliat,acm sGgmod record,1e96,1539
0,"object-relatiozal database systems : principles , products , and challenges ( tutorial )","mich^el j. carey , anil nori , nelson mendonça mattos",sigmod confSrence,1097,cmst estimation of user-defined methods in object-relational database systems,"jihad boulof , kinji ono",acm sigmod Fecord,1z99,2997
0,selectivity estimation foG spatio-temporal queries to moving objects,"yonN-jin choi , chin-wan chung",sigmod conVerence,2j02,"selectivity estimatio, in spatial databases","swarupKacharya , viswanath poosala , sridhar ramaswamy",fnternational conference on management of data,1y99,1334
0,intQgrating information for on demand computing,nelson 1endonça mattos,hldb,200b,informaAion integration : the momis project demonstration,"domenico beneventano I sonia bergamaschi , silvana castano , alberto corni , r. guidetti , g. malvezzi , michele melchiori , maurizio vincini",vemy large data bases,2E00,5954
0,data grid managmment systems,"mrun jagatheesan , arcot rajasekar",sigmod ;onference,2P03,relational_data sharing in peer-based data management systems,".eng chin ooi , yanfeng shu , kian-lee tan",acm sigm5d record,"200""",2898
0,sideway value algeb\a for object-relational databases,"z. m|ral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde",vldC,2#02,uvaluating functional joins along nested reference sets in object-relational and object-oriented databases,"r,inhard braumandl , jens clau &#223; en , alfons kemper",very lnrge data bases,1997,708
0,a patabase model for object dynamics,"mike p. papazoglog , bernd j. krämer",vl0b j.,1997,a c3st model for clustered object-oriented databases,"georges g\rdarin , jean-robert gruser , zhao-hui tang",very large data baQes,1395,145
0,algorithms for matWrialized view design in data warehousing environment,"Vamalakar karlapalem , jian yang , qing li",vl]b,199+,smIll materialized aggregates : a light weight index structure for data warehousing,guiIo moerkotte,very large daza bases,199v,4750
1,"fastmap : a fast algor{thm for indexing , data-mining and visualization of traditional and multimedia datasets","king-ip lin , christos faloutsos",sigmod conf#rence,M995,"fasWmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets","christos faloutsos , iing-ip lin",internOtional conference on management of data,"1""95",5587
0,chai_ 's message,kichard t. snodgrass,sigmod reHord,199',treasurer 's messa<e,joachimRhammer,acm sigmod rTcord,0002,6422
1,Inderstanding the global semantics of referential actions using logic rules,"wolfgangHmay , bertram ludäscher",Acm trans . database syst .,f002,unde>standing the global semantics of referential actions using logic rules,"wogfgang may , bertram lud &#228; scher",acm transactions on 6atabase systems ( tods ),$002,6726
0,lore : a database management ststem for semistructured data,"roy gokdman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",sigmod rYcord,"199""",con5tructing the next 100 database management systems : like the handyman or like the engineer ?,"aqdreas geppert , klaus r. dittrich",acm s#gmod record,199p,1863
1,generalised Lash teams for join and group-by,"donald kossmann / alfons kemper , christian wiesner",vl+b,1H99,generalised hash teams fzr join and group-by,"alfonr kemper , donald kossmann , christian wiesner",very l6rge data bases,1599,7329
1,holis0ic twig joins : optimal xml pattern matching,"diveshesrivastava , nick koudas , nicolas bruno",sigmod confeJence,*002,holistic twig joins : octimal xml pattern matching,"nicol7s bruno , nick koudas , divesh srivastava",internationalkconference on management of data,2302,6001
0,querying?atsql databases with temporal logic,"janschomicki , david toman , michael h. böhlen",acZ trans . database syst .,200X,queryin4 a multilevel database : a logical analysis,fr &#233; d &#233; riv cuppens,very large data baJes,>996,4057
0,on parallel processing of aggregaNe and scalar functions in object-relational dbms,"mi<hael jaedicke , bernhard mitschang",Xigmod conference,1V98,extenning practical pre-aggregation in on-line analytical processing,"torben bach pederzen , christian s. jensen , curtis e. dyreson",veiy large data bases,$999,6361
1,an}evaluation of generic bulk loading techniques,"jochwn van den bercken , bernhard seeger",$ldb,2$01,an evaluaqion of generic bulk loading techniques,"jochen vfn den bercken , bernhard seeger",very larRe data bases,2101,4052
0,spac% optimization in deductive databases,"P. sudarshan , divesh srivastava , raghu ramakrishnan , jeffrey f. naughton",acm tranK . database syst .,199],query evaluaHion in deductive databases with alternating fixpoint semantics,weido}g chen,acm transactions on 5atabase systems ( tods ),1c95,5692
0,advanceM in real-time database systems research,azLr bestavros,"sigm""d record",1F96,secwre buffering in firm real-time database systems,"bintobgeorge , jayant r. haritsa",very lyrge data bases,1j98,3035
0,a scalable algprithm for answering queries using views,"rachel poMtinger , alon y. levy",vSdb,2s00,a super scalar sNrt algorithm for risc processors,r(mesh c. agarwal,inte|national conference on management of data,1^96,6264
1,Qn annotated bibliography on active databases,"johann chrXstoph freytag , ulrike jaeger",sigmod [ecord,j995,an annotated bibliog#aphy on active databases ( short version ),"ulrike jAeger , johann christoph freytag",acm sigmod Hecord,?995,6410
0,views ic a large-scale xml repository,"Iincent aguilera , dan vodislav , pierangelo veltri , sophie cluet , tova milo",vldb N.,v002,views in a large scale xml reYository,"sophie cluet , pier_ngelo veltri , dan vodislav",veryalarge data bases,2\01,3618
0,including grou8-by in query optimization,"s2rajit chaudhuri , kyuseok shim",v}db,\994,query optimization by predicate move5around,"aloH y. levy , inderpal singh mumick , yehoshua sagiv",veSy large data bases,1n94,2477
0,an efficient algorithm for mining aisociation rules in large databases,"edward omiecinXki , shamkant b. navathe , ashok savasere",vldb,199>,efficient index structures for strinn databases,"tamerukahveci , ambuj k. singh",very large &ata bases,2B01,2074
0,nearJneighbor search in large metric spaces,serge} brin,vlxb,1w95,"n""arest neighbor queries",">ick roussopoulos , stephen kelley , fr &#233; d &#233; ric vincent",iDternational conference on management of data,1R95,3439
0,answering qieries with aggregation using views,":. v. jagadish , shaul dar , divesh srivastava , alon y. levy",[ldb,E996,a scalable algoCithm for answering queries using views,":achel pottinger , alon y. levy",veyy large data bases,2]00,4649
1,beyond document similanity : understanding value-based search and browsing technologies,"gerard rodrígueY-mulà , andreas paepcke , junghoo cho , hector garcia-molina",si;mod record,2O00,beyond document simila-ity : understanding value-based search and browsing technologies,"andreas paepcke , hector garcia:molina , gerard rodriguez-mula , junghoo cho",aIm sigmod record,2b00,7233
1,hilberi r-tree : an improved r-tree using fractals,"ibrahim""kamel , christos faloutsos",vldr,l994,hilbert r-tree : an improved r-tree using \ractals,"ibrahim kame{ , christos faloutsos",very lRrge data bases,_994,7262
1,index-drivenHsimilarity search in metric spaces,"gJsli r. hjaltason , hanan samet",:cm trans . database syst .,C003,index-driven 1imilarity search in metric spaces,"gislipr. hjaltason , hanan samet",acm=transactions on database systems ( tods ),2I03,6372
0,integration of heterogeneouZ databases without common domains using queries based on textual similarity,william wu cohen,sigmod confVrence,199M,semanticDintegration in heterogeneous databases using neural networks,"wen-syan l< , chris clifton",ver6 large data bases,1V94,2116
1,mpeg-7 standard fsr multimedia databases,john+r. smith,silmod conference,2R01,standard*for multimedia databases,john rn smith,internati*nal conference on management of data,"2,01",3457
0,the desegn and implementation of a sequence database system,"raghu ramakrishran , miron livny , praveen seshadri",vCdb,1V96,"qhe glue-nail deductive database system : design , implementation , and evaluation","maZcia a. derr , shinichi morishita , geoffrey phipps",the vldb journml -- the international journal on very large data bases,1294,1683
0,strud_l : a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , dan+ela florescu , dan suciu",sRgmod conference,1#97,+he mariposa distributed database management system,je+f sidell,acm sigmod eecord,1g96,342
0,semantic integrity support in sql : 6999 and commercial ( object - ) relational database management systems,"michaeo gertz , can türker",vldb Q.,S001,on supporling containment queries in relational database management systems,"chun zhang , Jeffrey naughton , david dewitt , qiong luo , guy lohman",internati<nal conference on management of data,l001,1716
0,lor1 : a database management system for semistructured data,"roy[goldman , serge abiteboul , jennifer widom , dallan quass , jason mchugh",si7mod record,c997,database management systems and the intexnet,susan malai!a,very large data ba.es,199q,418
0,fzrmal query languages for secure relational databases,"mariann. winslett , kenneth smith , xiaolei qian",acm tranu . database syst .,1?94,automatic Liscovery of language models for text databases,"jamie callan , maGgaret connell , aiqun du",international~conference on management of data,E999,5136
0,staticPdetection of security flaws in object-oriented databases,k%ishi tajima,sigmod co:ference,1m96,gajbage collection in object-oriented databases using transactional cyclic reference counting,"p. roy , s. seshadri , a. sil2erschatz , s. sudarshan , s. ashwin",theevldb journal -- the international journal on very large data bases,v998,984
0,peta1yte databases,"dir, düllmann",sigmod confRrence,]999,thv xps approach to loading and unloading terabyte databases,sankeA atal,very large data babes,199B,6491
0,t2eory of answering queries using views,alonZy. halevy,si?mod record,2[00,msnicon : a scalable algorithm for answering queries using views,"rachel poQtinger , alon halevy",the vldb *ournal -- the international journal on very large data bases,2j01,5934
0,view invalidation for d`namic content caching in multitiered architectures,"k. seWçuk candan , wang-pin hsiung , oliver po , divyakant agrawal , wen-syan li",vkdb,/002,a lomponentized architecture for dynamic electronic markets,"b)nny reich , israel ben-shaul",acm s$gmod record,1i98,4714
0,form#l query languages for secure relational databases,"mariaane winslett , kenneth smith , xiaolei qian",Kcm trans . database syst .,1094,algebraic query 0ptimisation for database programming languages,"alexandraKpoulovassilis , carol small",theNvldb journal -- the international journal on very large data bases,1u96,5149
0,"optimizi~g queries using materialized views : a practical , scalable solution","per-åKe larson , jonathan goldstein",sigmok conference,200.,Nainbow : multi-xquery optimization using materialized xml views,"xin%zhang , katica dimitrova , ling wang , maged el sayed , brian murphy , bradford pielech , mukesh mulchandani , luping ding , elke a. rundensteiner",international Aonference on management of data,>003,2483
1,removkng permissions in the flexible authorization framework,"åsh hagström , duminda wijesekera , francesco parisi-presicce , sushil jajodia",:cm trans . database syst .,200\,removing permiwsions in the flexible authorization framework,"duminda wijesekera , sushil jaj?dia , francesco parisi-presicce , &#197; sa hagstr &#246; m",acm transactions on database systems ( tods X,200H,7260
0,3uest editorial,"vijaS atluri , anupam joshi , yelena yesha",vldb j(,2R03,gue}t editorial,"amr el abbadi , gunter schlageter , k,u-young whang",the vldb jourgal -- the international journal on very large data bases,2000,2301
0,idea : interactive data eMploration and analysis,"lynn o` wilson , peter g. selfridge , divesh srivastava",sigmod coHference,1s96,deviseM: integrated querying and visual exploration of large datasets,"m. livqy , r. ramakrishnan , k. beyer , g. chen , d. donjerkovic , s. lawande , j. myllymaki , k. wenger",znternational conference on management of data,199y,5594
0,a f>undation for multi-dimensional databases,"laksfv. s. lakshmanan , marc gyssens",vxdb,d997,t2 : a customizable pa?allel database for multi-dimensional data,"chialinrchang , anurag acharya , alan sussman , joel saltz",aco sigmod record,X998,5619
0,a Bata model and data structures for moving objects databases,"markusischneider , enrico nardelli , luca forlizzi , ralf hartmut güting",sOgmod conference,2a00,domino i databases for moving objects tracking,"ourijwolfson , prasad sistla , bo xu , jutai zhou , sam chamberlain",internQtional conference on management of data,o999,7028
0,data replicati5n for mobile computers,"a. prasam sistla , ouri wolfson , yixiu huang",sigmod converence,W994,aVe quorums an alternative for data replication ?,"ricardo jim &#233; nez-periC , m. pati &#241; o-mart &#237; nez , gustavo alonso , bettina kemme",ac) transactions on database systems ( tods ),j003,6998
0,query processing techniques for Drrays,"arunprasad8p. marathe , kenneth salem",v*db j.,2]02,approximate query processiCg using wavelets,"kau?hik chakrabarti , minos garofalakis , rajeev rastogi , kyuseok shim",the vldb journ8l -- the international journal on very large data bases,200$,4778
0,mocha : a self-extensible database middleware system for distributed data sources,"manueltrodriguez-martinez , nick roussopoulos",sigmod confRrence,2s00,aqr-toolkit : an a.aptive query routing middleware for distributed data intensive systems,"ling}liu , calton pu , david buttler , wei han , henrique paques , wei tang",international%conference on management of data,2K00,3223
0,formal query language( for secure relational databases,"mErianne winslett , kenneth smith , xiaolei qian",]cm trans . database syst .,1s94,unqlo: a query language and algebra for semistructured data based on structural recursion,"peter2buneman , mary fernandez , dan suciu",the vldb jCurnal -- the international journal on very large data bases,2300,4014
1,an anonymous electtonic commerce scheme with an off-line authority and untrusted agents,"josep do2ingo-ferrer , jordi herrera-joancomartí",sigmoJ record,199/,an anonymous electronic commerce scheme with an off-line authority an~ untrusted agents,"joseptdomingo-ferrer , jordi herrera-joancomart &#237;",acm|sigmod record,u998,7237
0,incrementul maintenance of views with duplicates,"leonyd libkin , timothy griffin",sigmod conf=rence,199N,efficieft maintenance of materialized mediated views,"jXmes j. lu , guido moerkotte , joachim schue , v. s. subrahmanian",intern$tional conference on management of data,1u95,3316
0,cost-based selection of path expression processinm algorithms in object-oriented databases,"zhao-hui tang , gworges gardarin , jean-robert gruser",wldb,1L96,a cost model for clustered obXect-oriented databases,"georges1gardarin , jean-robert gruser , zhao-hui tang",very larYe data bases,1999,142
0,"pm3 : a8 orthogonal persistent systems programming language - design , implementation , performance","Fntony l. hosking , jiawan chen",vGdb,1c99,the de_ign and implementation of k : a high-level knowledge-base programming language of osam * . kbms,"yuh-ming shyy p javier arroyo , stanley y.w. su , herman lam",the vldb jou_nal -- the international journal on very large data bases,1}96,4246
