Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released,SampleID
169,300,134,175,95,3,460,150,122
428,28,634,150,422,152,90,158,312
258,213,643,478,95,16,258,499,88
318,422,634,462,95,719,290,158,470
438,28,9,175,95,719,46,158,505
46,493,134,719,422,3,473,158,162
169,3,634,719,422,3,493,158,303
656,493,9,318,95,719,493,158,85
46,118,729,318,95,118,659,422,481
656,258,290,719,95,3,90,150,730
169,258,656,719,95,3,460,158,662
318,258,422,175,422,3,684,158,694
273,292,316,719,95,74,493,129,736
202,642,634,719,422,3,521,150,288
477,642,688,175,95,3,90,150,671
656,258,688,719,95,3,164,158,135
675,642,134,175,95,28,9,158,211
733,300,274,719,422,3,499,150,66
661,46,274,719,95,3,46,74,114
306,675,134,213,95,3,676,150,130
485,28,277,175,422,3,95,150,232
649,258,669,719,95,3,235,150,479
64,462,438,646,95,510,460,202,40
649,422,134,719,95,3,493,150,124
273,292,316,719,95,74,493,129,184
438,258,235,175,95,3,638,150,240
493,696,95,478,95,716,499,422,248
656,642,129,719,95,3,90,150,43
656,28,638,719,95,3,521,150,648
656,258,129,175,95,719,493,158,84
438,675,49,213,421,3,102,150,172
169,28,283,150,95,661,493,129,451
510,642,277,719,422,3,499,150,498
3,129,95,719,95,3,46,129,18
424,642,634,719,95,3,102,150,166
656,258,688,719,95,3,258,150,298
424,28,129,175,95,3,684,150,652
169,642,634,175,95,3,638,150,167
656,258,510,719,422,3,691,74,196
488,28,316,659,95,197,9,439,36
656,258,688,719,95,3,676,150,286
169,258,634,719,95,3,638,150,686
656,493,638,175,95,719,9,150,738
656,258,688,719,95,3,98,150,631
438,422,634,150,95,118,493,158,215
656,28,634,719,95,3,665,150,466
438,28,688,150,95,306,101,129,133
279,28,634,175,95,313,460,129,181
46,258,120,719,95,3,258,150,159
200,118,134,175,95,6,665,462,435
438,462,9,316,95,318,164,507,442
488,46,656,460,95,118,102,26,689
438,28,634,150,95,3,237,158,299
438,258,235,175,95,3,638,150,508
273,462,153,318,422,118,493,422,157
46,493,316,258,95,118,659,129,199
510,28,76,719,95,3,102,150,718
438,642,277,719,95,3,101,150,483
438,675,274,719,95,3,274,150,20
279,438,296,74,95,723,131,129,315
46,46,510,175,95,3,9,150,494
726,462,493,478,95,118,90,197,218
169,28,316,719,422,3,488,150,699
726,462,478,733,422,118,638,129,735
306,675,134,213,422,3,676,150,655
478,300,235,719,95,118,521,158,243
273,5,134,719,95,3,493,158,142
46,24,283,719,95,3,90,150,285
438,258,134,719,95,3,638,150,77
306,642,235,175,95,3,638,150,33
729,507,726,316,95,528,237,439,514
659,118,153,318,95,292,90,499,132
656,28,9,175,95,3,237,158,529
421,3,274,719,95,3,102,158,701
656,118,316,316,95,292,493,129,650
424,675,274,316,421,3,665,150,641
438,675,134,213,95,3,90,150,307
57,24,200,213,421,719,688,150,639
73,422,634,460,95,152,274,129,518
438,28,9,318,95,3,102,158,685
169,642,197,719,422,3,258,150,732
649,28,134,719,95,3,493,150,640
46,5,134,719,422,3,493,158,188
273,696,153,28,95,26,493,129,263
258,696,235,76,95,661,521,120,271
438,28,273,150,95,118,638,129,737
424,258,510,719,95,3,665,150,731
424,242,272,719,95,3,638,158,446
634,129,64,719,95,118,9,129,119
733,28,9,462,95,3,665,74,78
438,675,9,213,421,3,676,150,309
169,300,274,719,95,3,684,150,194
477,422,634,719,422,719,46,150,178
306,258,688,719,95,3,102,150,63
477,642,634,175,95,719,90,150,110
438,675,200,213,421,3,292,150,80
64,258,153,175,95,3,237,74,12
510,493,76,175,95,719,102,150,29
424,28,164,175,95,719,684,158,486
438,28,634,150,95,3,493,158,645
438,462,235,150,95,118,493,634,115
46,675,134,719,95,3,90,150,0
438,258,235,175,95,3,638,150,34
64,118,306,76,95,292,9,129,123
438,258,237,213,95,3,488,150,663
656,258,237,719,95,3,90,150,236
438,242,274,213,422,3,676,150,705
656,462,134,150,95,719,274,158,219
316,28,277,318,95,292,258,129,657
438,242,274,213,95,3,676,150,108
438,28,235,175,95,3,460,158,432
649,675,274,306,421,3,665,150,207
438,258,134,719,95,3,493,150,65
439,696,180,680,95,120,521,460,82
273,300,634,719,95,719,716,150,457
202,642,237,719,95,3,499,150,700
46,422,134,719,95,3,473,150,246
656,28,9,318,95,3,102,158,125
510,462,478,478,95,118,237,197,259
656,258,134,719,422,3,237,150,247
74,31,688,76,95,149,493,274,703
318,258,634,462,422,719,90,150,320
273,292,316,719,95,74,493,129,220
91,292,273,646,95,424,9,638,96
279,438,296,74,95,723,131,129,190
306,462,634,659,95,306,493,91,647
649,422,134,719,95,3,493,158,23
477,28,237,733,422,3,102,129,238
649,24,200,213,31,719,158,150,52
438,675,200,213,421,3,292,150,727
46,102,424,76,95,292,460,488,230
485,258,274,719,95,719,659,150,281
306,675,274,213,95,3,684,74,522
438,675,49,213,421,719,676,150,720
649,642,134,719,422,3,460,150,156
438,258,634,719,95,3,665,150,177
438,28,235,719,95,3,665,150,51
424,258,129,175,95,3,90,150,126
438,258,634,175,95,3,90,150,269
318,258,9,150,95,118,460,158,116
424,5,274,719,95,3,460,150,512
306,493,290,719,95,3,76,158,709
510,493,76,175,95,719,102,74,708
46,642,634,719,422,3,164,150,104
46,634,134,213,422,3,638,150,441
723,28,237,175,95,292,688,129,223
726,28,76,293,95,213,258,202,60
169,28,634,175,95,3,493,150,666
656,642,634,719,95,3,101,150,128
726,28,76,293,95,213,258,202,147
438,493,634,150,95,292,473,158,62
438,258,634,175,422,3,102,150,491
300,28,688,496,95,3,665,150,523
438,258,235,175,95,3,638,150,146
300,74,300,279,95,476,237,510,516
438,46,129,719,95,3,665,158,201
169,46,134,175,95,3,237,150,711
656,28,134,175,95,3,460,150,113
438,3,634,175,95,3,98,150,138
273,242,272,213,95,719,493,129,725
438,675,669,213,422,3,235,150,155
46,676,134,719,95,3,493,150,633
656,642,422,719,422,3,90,150,294
57,675,200,213,421,719,292,158,253
316,28,726,175,95,719,6,129,683
477,129,57,719,95,3,638,158,706
656,258,656,719,95,3,665,150,257
438,675,200,213,421,719,292,150,227
438,28,676,175,422,719,274,150,244
656,642,237,719,95,3,235,150,301
273,242,272,719,422,3,488,158,127
202,28,209,719,95,3,102,158,664
169,258,129,719,95,3,274,150,11
7,118,153,318,95,292,521,499,275
46,258,158,118,95,118,521,129,121
438,462,235,719,95,3,493,129,4
169,300,634,719,95,3,258,150,687
279,438,296,74,95,723,131,129,27
306,675,134,213,95,3,676,150,89
316,28,277,175,95,719,684,158,250
438,28,634,150,95,292,473,158,100
46,28,290,719,95,3,493,150,690
438,28,634,150,95,3,473,158,467
46,258,134,719,95,3,638,150,94
318,258,9,175,95,3,684,150,445
46,118,424,634,95,292,499,637,651
187,493,634,175,422,528,460,129,454
73,258,643,213,95,3,665,158,449
279,438,296,74,95,723,131,129,203
424,258,274,719,95,3,98,150,707
438,3,129,719,95,3,460,74,268
46,28,688,719,95,3,493,150,721
438,675,453,213,421,719,290,150,183
197,729,158,306,95,661,46,290,433
306,493,634,175,95,3,134,74,69
46,57,729,76,95,118,258,129,715
661,292,9,316,95,524,258,129,697
528,272,493,76,95,318,684,637,677
438,3,129,719,95,3,9,74,305
438,242,274,213,95,3,638,150,519
438,242,643,213,95,3,120,150,517
733,696,723,76,95,169,460,684,430
656,28,235,175,95,719,98,158,278
665,28,688,719,95,3,292,158,630
273,28,656,719,422,3,274,150,198
656,258,120,719,95,3,638,150,226
64,642,656,719,95,3,90,150,260
438,28,9,318,95,3,102,158,265
169,300,274,175,95,3,460,74,140
438,675,274,719,422,3,665,150,225
169,493,634,719,95,3,493,150,154
316,493,134,719,95,3,493,158,471
656,675,237,719,95,3,90,150,81
273,292,134,719,95,74,473,158,252
158,696,476,493,95,510,691,9,448
488,118,134,175,95,6,684,462,672
169,300,274,719,422,3,102,150,464
656,150,235,175,95,3,676,74,511
169,493,235,175,95,3,235,158,97
649,422,134,719,95,3,493,150,193
169,28,197,719,95,3,493,158,654
186,258,634,719,422,3,521,150,682
438,28,634,150,95,3,237,158,427
73,28,634,719,95,719,258,150,38
279,438,296,74,95,723,131,129,678
649,28,643,719,95,3,493,150,289
726,28,200,25,95,213,9,422,86
46,28,290,719,95,3,493,150,254
169,300,134,175,95,3,460,150,72
46,258,634,150,95,3,237,158,71
169,300,634,175,95,3,528,74,228
46,258,134,719,95,3,164,74,501
46,258,290,719,422,3,235,150,224
64,696,439,175,95,118,164,129,30
46,24,669,719,95,3,90,74,447
316,28,726,175,95,719,6,129,674
318,300,129,719,95,3,665,74,10
46,642,134,719,95,3,164,150,8
237,28,164,175,95,3,499,158,450
73,28,634,719,95,719,493,150,480
200,462,49,477,95,180,499,656,461
438,462,235,28,95,646,460,524,87
649,24,274,719,421,3,46,150,109
649,118,313,318,95,213,9,462,472
73,28,272,719,95,3,95,150,117
46,422,235,719,95,3,493,150,189
279,438,296,74,95,723,131,129,714
488,49,209,76,95,306,499,129,693
318,129,57,318,95,3,521,150,468
656,118,476,316,95,719,493,150,256
656,258,235,719,95,3,665,74,455
424,28,277,175,95,3,95,158,214
46,642,134,719,95,3,164,150,525
438,28,634,175,95,3,98,150,168
169,462,460,478,95,118,493,197,667
273,292,316,719,95,74,493,129,148
656,258,634,719,422,3,102,150,469
134,28,659,719,422,3,684,150,208
273,258,643,719,95,3,493,150,234
46,28,643,719,95,719,688,150,15
273,28,197,719,95,3,164,158,106
279,438,296,74,95,723,131,129,251
510,28,643,175,95,719,521,158,56
438,675,453,213,421,719,290,150,160
438,675,134,213,421,719,290,150,17
316,28,277,175,95,719,684,158,92
186,258,638,719,95,3,499,150,658
134,696,95,478,95,716,499,422,504
273,422,134,719,95,3,493,158,636
279,493,90,76,95,478,684,202,45
46,28,656,175,422,3,9,150,249
169,493,634,719,95,3,49,150,229
656,28,235,175,95,719,98,158,291
279,462,438,646,95,510,521,202,163
46,118,9,318,95,292,521,31,287
306,675,274,213,95,3,684,150,210
438,28,634,150,95,3,237,158,83
438,462,9,316,95,3,164,129,217
424,28,306,719,95,3,684,150,99
438,642,164,175,95,3,237,74,165
424,300,669,719,95,3,665,150,68
64,634,438,28,95,118,102,129,19
169,493,634,719,422,3,499,74,14
318,28,634,175,95,313,460,129,310
438,258,134,719,95,3,638,150,261
438,462,9,680,95,308,493,453,452
73,118,120,719,95,118,665,129,713
656,493,9,318,95,719,493,158,503
438,258,290,719,95,719,493,150,39
273,28,638,175,95,719,676,150,245
57,73,200,213,316,719,95,438,679
438,28,9,318,95,3,684,150,264
659,118,153,318,95,292,460,499,717
273,462,296,719,95,292,460,129,37
439,438,296,74,95,723,9,129,724
649,28,306,719,95,3,134,150,506
46,510,49,129,95,239,9,507,170
318,49,164,318,95,152,684,202,141
438,258,134,719,422,3,638,74,107
438,462,9,175,95,239,493,129,458
318,258,634,719,95,719,90,74,681
438,493,134,175,95,719,235,158,266
656,258,306,719,95,3,90,150,222
438,675,9,213,421,3,676,150,2
