Beer_Name,Brew_Factory_Name,Style,ABV,SampleID
98,233,159,418,187
577,233,79,200,134
114,225,79,418,253
214,85,79,418,420
114,225,79,418,605
114,408,609,418,210
138,205,609,433,58
114,53,79,418,255
214,233,159,418,234
214,233,79,418,219
410,233,609,248,403
15,225,609,200,641
87,609,418,71,128
214,233,79,418,447
410,383,609,433,375
15,85,609,248,646
223,233,609,248,122
71,85,79,418,112
412,85,418,583,624
114,233,159,418,149
214,85,79,418,236
114,18,79,248,116
214,85,79,418,376
114,233,609,248,178
408,18,609,248,20
248,85,79,248,422
214,53,159,418,251
126,205,418,583,445
410,381,609,418,181
408,53,609,418,589
87,64,79,79,587
114,381,609,248,148
15,233,609,248,385
125,233,609,418,600
214,53,79,418,158
125,85,79,418,426
214,233,159,248,162
248,233,79,418,227
17,233,233,583,96
98,381,27,609,78
579,225,609,418,440
248,205,79,200,565
114,18,79,418,154
577,381,79,248,140
214,53,79,418,444
583,233,27,218,586
233,205,609,200,450
214,85,609,418,458
233,205,609,248,604
18,18,79,200,457
87,85,609,248,11
114,225,79,418,441
408,85,79,418,172
579,572,609,433,155
15,572,418,237,217
214,233,79,418,23
223,225,159,248,594
71,205,79,98,203
98,85,609,418,413
214,53,609,248,168
408,233,609,248,256
114,233,609,248,257
18,233,609,248,194
214,233,609,418,198
410,205,609,248,36
577,381,79,433,152
114,381,418,138,261
71,381,79,200,578
568,85,79,248,21
114,85,79,418,368
248,233,79,200,452
579,18,609,433,454
583,233,609,418,423
408,608,609,248,13
220,85,79,248,175
248,233,79,418,241
408,233,79,418,228
68,233,79,248,213
87,85,79,200,166
383,85,79,71,266
15,233,609,248,12
71,233,79,98,171
125,233,159,248,244
214,233,79,418,189
408,233,79,418,389
200,85,609,418,398
114,85,79,248,169
577,233,79,433,179
87,233,609,418,192
15,53,609,200,139
114,233,609,418,32
214,53,79,418,633
114,53,159,418,60
223,53,609,200,199
98,225,159,248,399
223,85,609,433,137
114,381,381,248,597
205,233,79,418,569
85,233,418,609,80
220,381,418,609,628
223,177,79,433,121
583,205,418,53,170
248,87,79,200,212
223,85,79,200,580
114,85,609,248,434
98,233,79,248,6
114,85,609,248,626
68,233,79,418,101
15,233,609,248,576
87,233,79,200,222
571,233,609,248,31
114,225,79,418,191
18,233,609,248,25
200,205,418,237,438
214,85,79,418,156
571,18,609,418,559
15,18,609,200,645
214,233,79,418,396
214,85,79,418,619
98,53,159,418,109
114,64,79,248,379
572,381,418,79,372
579,18,609,248,449
214,85,159,418,230
85,233,79,200,263
125,18,159,248,446
214,233,79,418,610
214,53,79,248,1
214,233,609,248,197
214,159,159,418,242
125,233,79,248,245
410,85,609,433,62
114,225,159,418,89
15,233,609,248,390
68,233,79,248,419
410,205,609,248,39
408,233,79,418,437
114,53,79,418,193
125,233,79,418,649
114,85,79,418,118
114,609,233,53,48
579,85,609,418,180
410,233,609,418,618
104,381,79,615,183
114,233,609,418,102
200,85,79,248,164
220,126,418,425,70
408,609,79,418,173
408,85,609,248,75
408,233,79,418,188
214,233,609,418,72
248,381,609,200,647
577,381,79,200,207
408,53,79,418,409
125,18,79,418,415
214,53,79,418,93
408,18,609,418,238
214,85,609,418,588
577,18,79,248,221
583,205,609,418,97
577,381,79,433,49
248,233,159,248,22
87,205,79,248,19
87,381,609,200,601
15,18,609,248,160
87,87,418,53,567
114,85,609,200,131
382,95,418,433,598
418,85,418,412,35
223,85,79,418,564
98,237,79,200,581
214,85,79,418,254
87,85,79,248,562
408,53,609,418,26
200,85,159,248,77
200,18,79,248,81
383,381,79,609,130
98,85,609,248,631
114,233,609,15,456
248,233,79,200,84
233,205,609,418,400
418,381,233,138,44
114,233,79,248,186
200,381,418,79,417
214,233,609,248,252
583,159,27,220,209
579,608,79,200,24
114,18,609,200,123
223,381,159,248,591
223,233,159,248,634
114,225,609,433,620
87,381,79,418,638
248,85,159,200,56
214,233,79,418,260
577,233,159,248,157
114,205,609,248,407
125,85,159,418,644
